,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data.drop,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_dir,files.data_file,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model.library,model.data.drop,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.C,model.init.class_weight,model.init.fit_intercept,Condensing Ratio,model.init.max_iter,Metric,model.init.modified,model.init.name,model.init.penalty,model.init.solver,Symmetric,model.init.tol,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers,Condensing Method
de39a6039b45b89189ec4b2789f13ed8,train,deckard.base.experiment.Experiment,de39a6039b45b89189ec4b2789f13ed8,DDoS,cpu,de39a6039b45b89189ec4b2789f13ed8,de39a6039b45b89189ec4b2789f13ed8,k-Logistic,de39a6039b45b89189ec4b2789f13ed8,de39a6039b45b89189ec4b2789f13ed8,0.9975,0.0863489399808531,cpu,1725759563.7712588,1725759378.0581138,207.87250044,0.5196812511,cpu,1725759378.0561078,1725759354.5014513,26.33065908,0.2633065908,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,100,deckard.base.files.FileConfig,data,f5211c9d85f4c5c1f5df2a3402cd9e33,.pkl,ddos,de39a6039b45b89189ec4b2789f13ed8,predictions.json,reports/modified//gzip_logistic/100/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,100,Label,14.243805849883426,,True,1,1000,LZMA,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,4.40501735770032e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
d96f9a0a7dba89e9d30deb3ccdb2e422,train,deckard.base.experiment.Experiment,d96f9a0a7dba89e9d30deb3ccdb2e422,DDoS,cpu,d96f9a0a7dba89e9d30deb3ccdb2e422,d96f9a0a7dba89e9d30deb3ccdb2e422,k-Logistic,d96f9a0a7dba89e9d30deb3ccdb2e422,d96f9a0a7dba89e9d30deb3ccdb2e422,0.9975,0.0863489399808531,cpu,1725761455.5890589,1725761266.5443983,209.16024244,0.5229006061,cpu,1725761266.5421236,1725761243.152363,25.83283688,0.2583283688,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,100,deckard.base.files.FileConfig,data,f5211c9d85f4c5c1f5df2a3402cd9e33,.pkl,ddos,d96f9a0a7dba89e9d30deb3ccdb2e422,predictions.json,reports/modified//gzip_logistic/100/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,100,Label,5.722853640261098,,True,1,1000,LZMA,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,4.761052993412329e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
d6d67cce04fd866c76d8266c3100a8c8,train,deckard.base.experiment.Experiment,d6d67cce04fd866c76d8266c3100a8c8,DDoS,cpu,d6d67cce04fd866c76d8266c3100a8c8,d6d67cce04fd866c76d8266c3100a8c8,k-Logistic,d6d67cce04fd866c76d8266c3100a8c8,d6d67cce04fd866c76d8266c3100a8c8,0.9975,0.0863489399808531,cpu,1725760000.2601564,1725759810.4228473,209.68846714,0.52422116785,cpu,1725759810.420874,1725759787.517446,25.55788358,0.2555788358,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,100,deckard.base.files.FileConfig,data,f5211c9d85f4c5c1f5df2a3402cd9e33,.pkl,ddos,d6d67cce04fd866c76d8266c3100a8c8,predictions.json,reports/modified//gzip_logistic/100/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,100,Label,5.2436336130000445,,True,1,1000,LZMA,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,3.867954170217469e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
d65838bdc3ce8769c6d87252312d7bf0,train,deckard.base.experiment.Experiment,d65838bdc3ce8769c6d87252312d7bf0,DDoS,cpu,d65838bdc3ce8769c6d87252312d7bf0,d65838bdc3ce8769c6d87252312d7bf0,k-Logistic,d65838bdc3ce8769c6d87252312d7bf0,d65838bdc3ce8769c6d87252312d7bf0,0.9975,0.0863489399808531,cpu,1725758901.7846088,1725758754.9578292,164.89605755,0.412240143875,cpu,1725758754.956949,1725758736.119123,21.18108276,0.2118108276,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,100,deckard.base.files.FileConfig,data,f5211c9d85f4c5c1f5df2a3402cd9e33,.pkl,ddos,d65838bdc3ce8769c6d87252312d7bf0,predictions.json,reports/modified//gzip_logistic/100/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,100,Label,10.485416632133369,,True,1,1000,LZMA,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,4.044688192830908e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
d581b71b0b94ec207beaf60e8bb248e5,train,deckard.base.experiment.Experiment,d581b71b0b94ec207beaf60e8bb248e5,DDoS,cpu,d581b71b0b94ec207beaf60e8bb248e5,d581b71b0b94ec207beaf60e8bb248e5,k-Logistic,d581b71b0b94ec207beaf60e8bb248e5,d581b71b0b94ec207beaf60e8bb248e5,0.9975,0.0863489399808531,cpu,1725761096.6353102,1725760911.5928457,206.89558466,0.51723896165,cpu,1725760911.590731,1725760889.563235,24.69027587,0.2469027587,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,100,deckard.base.files.FileConfig,data,f5211c9d85f4c5c1f5df2a3402cd9e33,.pkl,ddos,d581b71b0b94ec207beaf60e8bb248e5,predictions.json,reports/modified//gzip_logistic/100/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,100,Label,26.248156834813244,,True,1,1000,LZMA,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,5.028254884305639e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
d47aa71d072e6b15d2038141eefb1e76,train,deckard.base.experiment.Experiment,d47aa71d072e6b15d2038141eefb1e76,DDoS,cpu,d47aa71d072e6b15d2038141eefb1e76,d47aa71d072e6b15d2038141eefb1e76,k-Logistic,d47aa71d072e6b15d2038141eefb1e76,d47aa71d072e6b15d2038141eefb1e76,0.9725,0.9498223478407712,cpu,1725759123.9473355,1725758933.279391,211.53854268,0.5288463567,cpu,1725758933.2774217,1725758909.4920266,26.61171056,0.2661171056,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,100,deckard.base.files.FileConfig,data,f5211c9d85f4c5c1f5df2a3402cd9e33,.pkl,ddos,d47aa71d072e6b15d2038141eefb1e76,predictions.json,reports/modified//gzip_logistic/100/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,100,Label,9.570551227753295,,True,1,1000,LZMA,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0705369955574063,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
cff9febfc4b90efa31c4c4689059767c,train,deckard.base.experiment.Experiment,cff9febfc4b90efa31c4c4689059767c,DDoS,cpu,cff9febfc4b90efa31c4c4689059767c,cff9febfc4b90efa31c4c4689059767c,k-Logistic,cff9febfc4b90efa31c4c4689059767c,cff9febfc4b90efa31c4c4689059767c,0.9975,0.0863489399808531,cpu,1725759767.7874875,1725759585.683066,203.83145343,0.509578633575,cpu,1725759585.6813557,1725759566.5740736,21.41570151,0.2141570151,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,100,deckard.base.files.FileConfig,data,f5211c9d85f4c5c1f5df2a3402cd9e33,.pkl,ddos,cff9febfc4b90efa31c4c4689059767c,predictions.json,reports/modified//gzip_logistic/100/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,100,Label,7.548847942748942,,True,1,1000,LZMA,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,5.87028059715464e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
c8949502f73dcf9ac5aeb64c65e8a4ed,train,deckard.base.experiment.Experiment,c8949502f73dcf9ac5aeb64c65e8a4ed,DDoS,cpu,c8949502f73dcf9ac5aeb64c65e8a4ed,c8949502f73dcf9ac5aeb64c65e8a4ed,k-Logistic,c8949502f73dcf9ac5aeb64c65e8a4ed,c8949502f73dcf9ac5aeb64c65e8a4ed,0.9975,0.0863489399808531,cpu,1725760218.469329,1725760030.106727,208.2899176,0.520724794,cpu,1725760030.1052551,1725760007.2726686,25.39747386,0.2539747386,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,100,deckard.base.files.FileConfig,data,f5211c9d85f4c5c1f5df2a3402cd9e33,.pkl,ddos,c8949502f73dcf9ac5aeb64c65e8a4ed,predictions.json,reports/modified//gzip_logistic/100/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,100,Label,28.88905056190651,,True,1,1000,LZMA,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,1.489756265196595e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
e7a3276babecd222913782c406036864,train,deckard.base.experiment.Experiment,e7a3276babecd222913782c406036864,DDoS,cpu,e7a3276babecd222913782c406036864,e7a3276babecd222913782c406036864,k-Logistic,e7a3276babecd222913782c406036864,e7a3276babecd222913782c406036864,0.9975,0.0863489399808532,cpu,1725760884.7957268,1725760692.7628984,213.11252502,0.53278131255,cpu,1725760692.76095,1725760669.1698112,26.30091151,0.2630091151,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,5,True,True,400,100,deckard.base.files.FileConfig,data,ec551531d78e6d0f136d80437a1c7a3e,.pkl,ddos,e7a3276babecd222913782c406036864,predictions.json,reports/modified//gzip_logistic/100/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,5,True,True,400,100,Label,7.902909749578652,,True,1,1000,LZMA,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,2.3825349165092205e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
f94b7f3b0b24111bffb6315a36e9c894,train,deckard.base.experiment.Experiment,f94b7f3b0b24111bffb6315a36e9c894,DDoS,cpu,f94b7f3b0b24111bffb6315a36e9c894,f94b7f3b0b24111bffb6315a36e9c894,k-Logistic,f94b7f3b0b24111bffb6315a36e9c894,f94b7f3b0b24111bffb6315a36e9c894,0.9975,0.0863489399808531,cpu,1725760664.2825725,1725760473.3247616,211.08489781,0.527712244525,cpu,1725760473.32272,1725760449.9449406,26.15048932,0.2615048932,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,100,deckard.base.files.FileConfig,data,f5211c9d85f4c5c1f5df2a3402cd9e33,.pkl,ddos,f94b7f3b0b24111bffb6315a36e9c894,predictions.json,reports/modified//gzip_logistic/100/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,100,Label,16.077500887829945,,True,1,1000,LZMA,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,6.192590467534791e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
91a3157fc1d2717989b16525743d19e9,train,deckard.base.experiment.Experiment,91a3157fc1d2717989b16525743d19e9,DDoS,cpu,91a3157fc1d2717989b16525743d19e9,91a3157fc1d2717989b16525743d19e9,k-Logistic,91a3157fc1d2717989b16525743d19e9,91a3157fc1d2717989b16525743d19e9,0.9975,0.0863489399808531,cpu,1725759999.7706308,1725759810.4649436,208.517571,0.5212939275,cpu,1725759810.4640486,1725759787.5446596,25.3179015,0.253179015,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,100,deckard.base.files.FileConfig,data,f5211c9d85f4c5c1f5df2a3402cd9e33,.pkl,ddos,91a3157fc1d2717989b16525743d19e9,predictions.json,reports/modified//gzip_logistic/100/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,100,Label,14.011997661033016,,True,1,1000,LZMA,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,3.417720193830291e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
8f379218f97db1738596c2aa48000aaa,train,deckard.base.experiment.Experiment,8f379218f97db1738596c2aa48000aaa,DDoS,cpu,8f379218f97db1738596c2aa48000aaa,8f379218f97db1738596c2aa48000aaa,k-Logistic,8f379218f97db1738596c2aa48000aaa,8f379218f97db1738596c2aa48000aaa,0.9975,0.0863489399808531,cpu,1725760216.6230948,1725760030.2003353,206.39945419,0.515998635475,cpu,1725760030.1991174,1725760007.2912831,25.54003883,0.2554003883,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,100,deckard.base.files.FileConfig,data,f5211c9d85f4c5c1f5df2a3402cd9e33,.pkl,ddos,8f379218f97db1738596c2aa48000aaa,predictions.json,reports/modified//gzip_logistic/100/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,100,Label,19.478256339246972,,True,1,1000,LZMA,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,2.4827397820961613e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
40eb876c0cfee8dadbb31fd1ead82a0a,train,deckard.base.experiment.Experiment,40eb876c0cfee8dadbb31fd1ead82a0a,DDoS,cpu,40eb876c0cfee8dadbb31fd1ead82a0a,40eb876c0cfee8dadbb31fd1ead82a0a,k-Logistic,40eb876c0cfee8dadbb31fd1ead82a0a,40eb876c0cfee8dadbb31fd1ead82a0a,0.9975,0.0863489399808531,cpu,1725759341.4954686,1725759150.6376376,211.15306794,0.52788266985,cpu,1725759150.6355803,1725759128.9913256,23.98392731,0.2398392731,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,100,deckard.base.files.FileConfig,data,f5211c9d85f4c5c1f5df2a3402cd9e33,.pkl,ddos,40eb876c0cfee8dadbb31fd1ead82a0a,predictions.json,reports/modified//gzip_logistic/100/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,100,Label,12.011729699222506,,True,1,1000,LZMA,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,4.724154323854137e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
3eb97d40b4f9ff456fc28143b4a0bfbc,train,deckard.base.experiment.Experiment,3eb97d40b4f9ff456fc28143b4a0bfbc,DDoS,cpu,3eb97d40b4f9ff456fc28143b4a0bfbc,3eb97d40b4f9ff456fc28143b4a0bfbc,k-Logistic,3eb97d40b4f9ff456fc28143b4a0bfbc,3eb97d40b4f9ff456fc28143b4a0bfbc,0.9975,0.0863489399808531,cpu,1725761104.6981547,1725760918.6368585,208.41807066,0.52104517665,cpu,1725760918.6351476,1725760894.813267,26.66071274,0.2666071274,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,100,deckard.base.files.FileConfig,data,f5211c9d85f4c5c1f5df2a3402cd9e33,.pkl,ddos,3eb97d40b4f9ff456fc28143b4a0bfbc,predictions.json,reports/modified//gzip_logistic/100/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,100,Label,5.966904292451131,,True,1,1000,LZMA,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,3.1596432911067536e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
3bfa569674bbdd3fbb6cf601bb5a925b,train,deckard.base.experiment.Experiment,3bfa569674bbdd3fbb6cf601bb5a925b,DDoS,cpu,3bfa569674bbdd3fbb6cf601bb5a925b,3bfa569674bbdd3fbb6cf601bb5a925b,k-Logistic,3bfa569674bbdd3fbb6cf601bb5a925b,3bfa569674bbdd3fbb6cf601bb5a925b,0.9925,0.2590428219554066,cpu,1725758901.0252795,1725758754.7644262,165.05060301,0.412626507525,cpu,1725758754.7635107,1725758736.125537,21.07473136,0.2107473136,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,5,True,True,400,100,deckard.base.files.FileConfig,data,ec551531d78e6d0f136d80437a1c7a3e,.pkl,ddos,3bfa569674bbdd3fbb6cf601bb5a925b,predictions.json,reports/modified//gzip_logistic/100/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,5,True,True,400,100,Label,21.93077016274683,,True,1,1000,LZMA,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.07260372890901,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
3a8adf056ad3ccb824ea2306e3797474,train,deckard.base.experiment.Experiment,3a8adf056ad3ccb824ea2306e3797474,DDoS,cpu,3a8adf056ad3ccb824ea2306e3797474,3a8adf056ad3ccb824ea2306e3797474,k-Logistic,3a8adf056ad3ccb824ea2306e3797474,3a8adf056ad3ccb824ea2306e3797474,0.9975,0.0863489399808531,cpu,1725761099.8065538,1725760911.4777515,208.5390683,0.52134767075,cpu,1725760911.475525,1725760889.5635138,24.36939357,0.2436939357,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,100,deckard.base.files.FileConfig,data,f5211c9d85f4c5c1f5df2a3402cd9e33,.pkl,ddos,3a8adf056ad3ccb824ea2306e3797474,predictions.json,reports/modified//gzip_logistic/100/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,100,Label,10.479585247845622,,True,1,1000,LZMA,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,3.618493519741277e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
37f263bb68b57f47bad4e2d6890b5472,train,deckard.base.experiment.Experiment,37f263bb68b57f47bad4e2d6890b5472,DDoS,cpu,37f263bb68b57f47bad4e2d6890b5472,37f263bb68b57f47bad4e2d6890b5472,k-Logistic,37f263bb68b57f47bad4e2d6890b5472,37f263bb68b57f47bad4e2d6890b5472,0.9975,0.0863489399808531,cpu,1725759345.0319674,1725759154.1454732,210.93461894,0.52733654735,cpu,1725759154.143302,1725759130.8056152,25.87066085,0.2587066085,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,100,deckard.base.files.FileConfig,data,f5211c9d85f4c5c1f5df2a3402cd9e33,.pkl,ddos,37f263bb68b57f47bad4e2d6890b5472,predictions.json,reports/modified//gzip_logistic/100/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,100,Label,16.217881966545583,,True,1,1000,LZMA,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,5.342359926852317e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
35a52bad81bc1496061ac7ed723d7a22,train,deckard.base.experiment.Experiment,35a52bad81bc1496061ac7ed723d7a22,DDoS,cpu,35a52bad81bc1496061ac7ed723d7a22,35a52bad81bc1496061ac7ed723d7a22,k-Logistic,35a52bad81bc1496061ac7ed723d7a22,35a52bad81bc1496061ac7ed723d7a22,0.9925,0.2590468199425575,cpu,1725761160.5284865,1725761114.172465,49.08677094,0.12271692735,cpu,1725761114.1723535,1725761107.8013902,6.74767258,0.0674767258,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,100,deckard.base.files.FileConfig,data,f5211c9d85f4c5c1f5df2a3402cd9e33,.pkl,ddos,35a52bad81bc1496061ac7ed723d7a22,predictions.json,reports/modified//gzip_logistic/100/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,100,Label,24.088387321070897,,True,1,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,3.236422215945657e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
356a2d3e1e480c8e471e6b4f7b0990b8,train,deckard.base.experiment.Experiment,356a2d3e1e480c8e471e6b4f7b0990b8,DDoS,cpu,356a2d3e1e480c8e471e6b4f7b0990b8,356a2d3e1e480c8e471e6b4f7b0990b8,k-Logistic,356a2d3e1e480c8e471e6b4f7b0990b8,356a2d3e1e480c8e471e6b4f7b0990b8,0.9975,0.0863489399808531,cpu,1725760657.6493368,1725760473.2785268,206.43215751,0.516080393775,cpu,1725760473.277439,1725760449.9338489,26.18033932,0.2618033932,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,100,deckard.base.files.FileConfig,data,f5211c9d85f4c5c1f5df2a3402cd9e33,.pkl,ddos,356a2d3e1e480c8e471e6b4f7b0990b8,predictions.json,reports/modified//gzip_logistic/100/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,100,Label,16.942846035875363,,True,1,1000,LZMA,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,4.6267862075673904e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
3419a0c802f025db3bab28465eca9a4b,train,deckard.base.experiment.Experiment,3419a0c802f025db3bab28465eca9a4b,DDoS,cpu,3419a0c802f025db3bab28465eca9a4b,3419a0c802f025db3bab28465eca9a4b,k-Logistic,3419a0c802f025db3bab28465eca9a4b,3419a0c802f025db3bab28465eca9a4b,0.9975,0.0863489399808531,cpu,1725760219.4648602,1725760029.8532312,209.65685639,0.524142140975,cpu,1725760029.8511364,1725760007.2272654,25.06701551,0.2506701551,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,100,deckard.base.files.FileConfig,data,f5211c9d85f4c5c1f5df2a3402cd9e33,.pkl,ddos,3419a0c802f025db3bab28465eca9a4b,predictions.json,reports/modified//gzip_logistic/100/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,100,Label,17.859820397565755,,True,1,1000,LZMA,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,7.928590683905301e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
3304f844f503d878401f97a862bbb649,train,deckard.base.experiment.Experiment,3304f844f503d878401f97a862bbb649,DDoS,cpu,3304f844f503d878401f97a862bbb649,3304f844f503d878401f97a862bbb649,k-Logistic,3304f844f503d878401f97a862bbb649,3304f844f503d878401f97a862bbb649,0.9975,0.0863489399808532,cpu,1725760883.1035464,1725760692.154421,211.88113535,0.529702838375,cpu,1725760692.152726,1725760669.2365649,25.66490983,0.2566490983,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,5,True,True,400,100,deckard.base.files.FileConfig,data,ec551531d78e6d0f136d80437a1c7a3e,.pkl,ddos,3304f844f503d878401f97a862bbb649,predictions.json,reports/modified//gzip_logistic/100/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,5,True,True,400,100,Label,7.759084656245402,,True,1,1000,LZMA,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,2.623231582353187e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
3229c6d62625df9d19b723a6741b57cd,train,deckard.base.experiment.Experiment,3229c6d62625df9d19b723a6741b57cd,DDoS,cpu,3229c6d62625df9d19b723a6741b57cd,3229c6d62625df9d19b723a6741b57cd,k-Logistic,3229c6d62625df9d19b723a6741b57cd,3229c6d62625df9d19b723a6741b57cd,0.9975,0.0863489399808531,cpu,1725760665.248134,1725760473.41515,211.86233353,0.529655833825,cpu,1725760473.413389,1725760449.9338405,26.03006592,0.2603006592,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,100,deckard.base.files.FileConfig,data,f5211c9d85f4c5c1f5df2a3402cd9e33,.pkl,ddos,3229c6d62625df9d19b723a6741b57cd,predictions.json,reports/modified//gzip_logistic/100/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,100,Label,15.436782716331557,,True,1,1000,LZMA,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,4.9103430395121886e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
