,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data.drop,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_dir,files.data_file,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model.library,model.data.drop,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.algorithm,model.init.k,Condensing Ratio,Metric,model.init.modified,model.init.name,Symmetric,model.init.weights,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers,Condensing Method
3c2faeb4281ce15bf5da8559aab01155,train,deckard.base.experiment.Experiment,3c2faeb4281ce15bf5da8559aab01155,DDoS,cpu,3c2faeb4281ce15bf5da8559aab01155,3c2faeb4281ce15bf5da8559aab01155,k-KNN,3c2faeb4281ce15bf5da8559aab01155,3c2faeb4281ce15bf5da8559aab01155,0.1775,28.408403453978853,cpu,1725752883.5787,1725752874.7749949,8.99274382,0.02248185955,cpu,1725752874.774849,1725752874.485588,0.28764445,0.0143822225,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,9,True,True,400,20,deckard.base.files.FileConfig,data,cc4c200c01b6677a5dfa2f1e14851d10,.pkl,ddos,3c2faeb4281ce15bf5da8559aab01155,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,9,True,True,400,20,Label,brute,5,1,Ratio,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
3f00f83adb0002029b2bec1fcf2e89eb,train,deckard.base.experiment.Experiment,3f00f83adb0002029b2bec1fcf2e89eb,DDoS,cpu,3f00f83adb0002029b2bec1fcf2e89eb,3f00f83adb0002029b2bec1fcf2e89eb,k-KNN,3f00f83adb0002029b2bec1fcf2e89eb,3f00f83adb0002029b2bec1fcf2e89eb,0.745,8.807591878046924,cpu,1725753100.6496308,1725753091.6965773,9.38676304,0.0234669076,cpu,1725753091.6964543,1725753091.3597662,0.34554864,0.017277432,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,3,True,True,400,20,deckard.base.files.FileConfig,data,bb3beefca13377b8dba11939878aa45b,.pkl,ddos,3f00f83adb0002029b2bec1fcf2e89eb,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,3,True,True,400,20,Label,brute,7,1,ZSTD,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
424e45b61e19818ecfbe374d97d954bc,train,deckard.base.experiment.Experiment,424e45b61e19818ecfbe374d97d954bc,DDoS,cpu,424e45b61e19818ecfbe374d97d954bc,424e45b61e19818ecfbe374d97d954bc,k-KNN,424e45b61e19818ecfbe374d97d954bc,424e45b61e19818ecfbe374d97d954bc,0.3775,21.500596201163752,cpu,1725753112.028503,1725753103.7297056,8.47979807,0.021199495175,cpu,1725753103.7293832,1725753103.460227,0.27070602,0.013535301,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,7,True,True,400,20,deckard.base.files.FileConfig,data,bb90e6e1c62a78b40f60177944822a3f,.pkl,ddos,424e45b61e19818ecfbe374d97d954bc,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,7,True,True,400,20,Label,brute,3,1,Jaro-Winkler,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
449b57bde4bd97c447ee7179f2f61adc,train,deckard.base.experiment.Experiment,449b57bde4bd97c447ee7179f2f61adc,DDoS,cpu,449b57bde4bd97c447ee7179f2f61adc,449b57bde4bd97c447ee7179f2f61adc,k-KNN,449b57bde4bd97c447ee7179f2f61adc,449b57bde4bd97c447ee7179f2f61adc,0.49,17.615021837614233,cpu,1725753605.9395974,1725753597.9061143,8.20438094,0.02051095235,cpu,1725753597.9059832,1725753597.631036,0.2727136,0.01363568,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,8,True,True,400,20,deckard.base.files.FileConfig,data,9a79ea64ae5fe726254c3f3ec9e20f73,.pkl,ddos,449b57bde4bd97c447ee7179f2f61adc,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,8,True,True,400,20,Label,brute,5,1,Jaro-Winkler,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
34a8e4b16f5a9e606242f03269619638,train,deckard.base.experiment.Experiment,34a8e4b16f5a9e606242f03269619638,DDoS,cpu,34a8e4b16f5a9e606242f03269619638,34a8e4b16f5a9e606242f03269619638,k-KNN,34a8e4b16f5a9e606242f03269619638,34a8e4b16f5a9e606242f03269619638,0.8725,4.403795939023462,cpu,1725752883.7988586,1725752874.8519206,9.40023765,0.023500594125,cpu,1725752874.8517957,1725752874.485422,0.37218526,0.018609263,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,5,True,True,400,20,deckard.base.files.FileConfig,data,ebb8d772b41dd3de755be176f802fecd,.pkl,ddos,34a8e4b16f5a9e606242f03269619638,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,5,True,True,400,20,Label,brute,3,1,ZSTD,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
455018495240354272869bb76d20f0fa,train,deckard.base.experiment.Experiment,455018495240354272869bb76d20f0fa,DDoS,cpu,455018495240354272869bb76d20f0fa,455018495240354272869bb76d20f0fa,k-KNN,455018495240354272869bb76d20f0fa,455018495240354272869bb76d20f0fa,0.515,16.751310549518834,cpu,1725753337.945758,1725753330.154975,7.94791452,0.0198697863,cpu,1725753330.154867,1725753329.8887436,0.27198419,0.0135992095,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,4,True,True,400,20,deckard.base.files.FileConfig,data,f0588d372f4af93080b2cf05136f6106,.pkl,ddos,455018495240354272869bb76d20f0fa,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,4,True,True,400,20,Label,brute,5,1,Hamming,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
1cd3ecce8f6e6aaed1d28d60ed6e9e84,train,deckard.base.experiment.Experiment,1cd3ecce8f6e6aaed1d28d60ed6e9e84,DDoS,cpu,1cd3ecce8f6e6aaed1d28d60ed6e9e84,1cd3ecce8f6e6aaed1d28d60ed6e9e84,k-KNN,1cd3ecce8f6e6aaed1d28d60ed6e9e84,1cd3ecce8f6e6aaed1d28d60ed6e9e84,0.7475,8.721196961213836,cpu,1725753111.990256,1725753103.7416716,8.42226324,0.0210556581,cpu,1725753103.741521,1725753103.4841075,0.25881642,0.012940821,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,5,True,True,400,20,deckard.base.files.FileConfig,data,ebb8d772b41dd3de755be176f802fecd,.pkl,ddos,1cd3ecce8f6e6aaed1d28d60ed6e9e84,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,5,True,True,400,20,Label,brute,3,1,Hamming,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
19ca373c9272d0d6ac86ab966d5218eb,train,deckard.base.experiment.Experiment,19ca373c9272d0d6ac86ab966d5218eb,DDoS,cpu,19ca373c9272d0d6ac86ab966d5218eb,19ca373c9272d0d6ac86ab966d5218eb,k-KNN,19ca373c9272d0d6ac86ab966d5218eb,19ca373c9272d0d6ac86ab966d5218eb,0.5075,17.01057925774827,cpu,1725753243.9254634,1725753235.011426,9.09148647,0.022728716175,cpu,1725753235.011284,1725753234.7324011,0.28493833,0.0142469165,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,10,True,True,400,20,deckard.base.files.FileConfig,data,be3e5921be6ebe2012eac1144d20cd62,.pkl,ddos,19ca373c9272d0d6ac86ab966d5218eb,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,10,True,True,400,20,Label,brute,3,1,Jaro,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
60fdca57d39d11961365ad04b412a41c,train,deckard.base.experiment.Experiment,60fdca57d39d11961365ad04b412a41c,DDoS,cpu,60fdca57d39d11961365ad04b412a41c,60fdca57d39d11961365ad04b412a41c,k-KNN,60fdca57d39d11961365ad04b412a41c,60fdca57d39d11961365ad04b412a41c,0.9825,0.6044425798659663,cpu,1725758630.093073,1725758588.4367766,44.94895909,0.112372397725,cpu,1725758588.436626,1725758583.0396743,5.81754549,0.0581754549,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,2,True,True,400,100,deckard.base.files.FileConfig,data,857b866007018fbd5cde86a87a60a9f5,.pkl,ddos,60fdca57d39d11961365ad04b412a41c,predictions.json,reports/modified//gzip_knn/100/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,2,True,True,400,100,Label,brute,1,1,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
8b2c153269735440f00369c7a83e1b3f,train,deckard.base.experiment.Experiment,8b2c153269735440f00369c7a83e1b3f,DDoS,cpu,8b2c153269735440f00369c7a83e1b3f,8b2c153269735440f00369c7a83e1b3f,k-KNN,8b2c153269735440f00369c7a83e1b3f,8b2c153269735440f00369c7a83e1b3f,0.96,1.3815790417064848,cpu,1725758700.447835,1725758655.3685672,53.91270121,0.134781753025,cpu,1725758655.368376,1725758649.4617493,7.14721651,0.0714721651,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,5,True,True,400,100,deckard.base.files.FileConfig,data,ec551531d78e6d0f136d80437a1c7a3e,.pkl,ddos,8b2c153269735440f00369c7a83e1b3f,predictions.json,reports/modified//gzip_knn/100/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,5,True,True,400,100,Label,brute,1,1,BZ2,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
c4f295453ba38b09bd35118841bf89d0,train,deckard.base.experiment.Experiment,c4f295453ba38b09bd35118841bf89d0,DDoS,cpu,c4f295453ba38b09bd35118841bf89d0,c4f295453ba38b09bd35118841bf89d0,k-KNN,c4f295453ba38b09bd35118841bf89d0,c4f295453ba38b09bd35118841bf89d0,0.99,0.3453937609298342,cpu,1725758514.146326,1725758465.6703162,51.63041612,0.1290760403,cpu,1725758465.670208,1725758459.5616329,6.51965112,0.0651965112,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,100,deckard.base.files.FileConfig,data,f5211c9d85f4c5c1f5df2a3402cd9e33,.pkl,ddos,c4f295453ba38b09bd35118841bf89d0,predictions.json,reports/modified//gzip_knn/100/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,100,Label,brute,1,1,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
eae62f384388ab509c7553ed2007410a,train,deckard.base.experiment.Experiment,eae62f384388ab509c7553ed2007410a,DDoS,cpu,eae62f384388ab509c7553ed2007410a,eae62f384388ab509c7553ed2007410a,k-KNN,eae62f384388ab509c7553ed2007410a,eae62f384388ab509c7553ed2007410a,0.9825,0.6044425798659663,cpu,1725758695.9798276,1725758654.760574,42.07764627,0.105194115675,cpu,1725758654.7604342,1725758649.464201,5.41125759,0.0541125759,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,100,deckard.base.files.FileConfig,data,f5211c9d85f4c5c1f5df2a3402cd9e33,.pkl,ddos,eae62f384388ab509c7553ed2007410a,predictions.json,reports/modified//gzip_knn/100/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,100,Label,brute,1,1,Levenshtein,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
ec2ef65f7399a34e73e155937e695240,train,deckard.base.experiment.Experiment,ec2ef65f7399a34e73e155937e695240,DDoS,cpu,ec2ef65f7399a34e73e155937e695240,ec2ef65f7399a34e73e155937e695240,k-KNN,ec2ef65f7399a34e73e155937e695240,ec2ef65f7399a34e73e155937e695240,0.985,0.518093639885114,cpu,1725758700.490619,1725758655.0579247,53.99259372,0.1349814843,cpu,1725758655.0577693,1725758649.3043182,6.82026546,0.0682026546,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,100,deckard.base.files.FileConfig,data,f5211c9d85f4c5c1f5df2a3402cd9e33,.pkl,ddos,ec2ef65f7399a34e73e155937e695240,predictions.json,reports/modified//gzip_knn/100/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,100,Label,brute,1,1,BZ2,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
0009cbc5b2f0f16c3d6bc48828983705,train,deckard.base.experiment.Experiment,0009cbc5b2f0f16c3d6bc48828983705,DDoS,cpu,0009cbc5b2f0f16c3d6bc48828983705,0009cbc5b2f0f16c3d6bc48828983705,k-KNN,0009cbc5b2f0f16c3d6bc48828983705,0009cbc5b2f0f16c3d6bc48828983705,0.2775,24.954457848706216,cpu,1725753426.789947,1725753419.073489,7.89992656,0.0197498164,cpu,1725753419.0732057,1725753418.8201654,0.25689458,0.012844729,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,10,True,True,400,20,deckard.base.files.FileConfig,data,be3e5921be6ebe2012eac1144d20cd62,.pkl,ddos,0009cbc5b2f0f16c3d6bc48828983705,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,10,True,True,400,20,Label,brute,11,1,Jaro-Winkler,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
001ff5451d4df566237c46d97afb096e,train,deckard.base.experiment.Experiment,001ff5451d4df566237c46d97afb096e,DDoS,cpu,001ff5451d4df566237c46d97afb096e,001ff5451d4df566237c46d97afb096e,k-KNN,001ff5451d4df566237c46d97afb096e,001ff5451d4df566237c46d97afb096e,0.3925,20.9825705270602,cpu,1725752791.2679112,1725752781.9966445,9.46859155,0.023671478875,cpu,1725752781.9965172,1725752781.702355,0.29077702,0.014538851,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,3,True,True,400,20,deckard.base.files.FileConfig,data,bb3beefca13377b8dba11939878aa45b,.pkl,ddos,001ff5451d4df566237c46d97afb096e,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,3,True,True,400,20,Label,brute,1,1,Jaro-Winkler,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
0267178d5cab4ebee424caf721b40f91,train,deckard.base.experiment.Experiment,0267178d5cab4ebee424caf721b40f91,DDoS,cpu,0267178d5cab4ebee424caf721b40f91,0267178d5cab4ebee424caf721b40f91,k-KNN,0267178d5cab4ebee424caf721b40f91,0267178d5cab4ebee424caf721b40f91,0.3175,23.573002744601407,cpu,1725753590.8838258,1725753506.5648837,91.47817415,0.228695435375,cpu,1725753506.5647504,1725753503.838514,2.7659926,0.13829963,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,4,True,True,400,20,deckard.base.files.FileConfig,data,f0588d372f4af93080b2cf05136f6106,.pkl,ddos,0267178d5cab4ebee424caf721b40f91,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,4,True,True,400,20,Label,brute,11,1,SeqRatio,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
1ab20336072b4347a8f0bfd7fb090480,train,deckard.base.experiment.Experiment,1ab20336072b4347a8f0bfd7fb090480,DDoS,cpu,1ab20336072b4347a8f0bfd7fb090480,1ab20336072b4347a8f0bfd7fb090480,k-KNN,1ab20336072b4347a8f0bfd7fb090480,1ab20336072b4347a8f0bfd7fb090480,0.83,5.87172791869795,cpu,1725752884.5744064,1725752874.8509629,11.51225544,0.0287806386,cpu,1725752874.8508494,1725752874.4857523,0.40269756,0.020134878,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,8,True,True,400,20,deckard.base.files.FileConfig,data,9a79ea64ae5fe726254c3f3ec9e20f73,.pkl,ddos,1ab20336072b4347a8f0bfd7fb090480,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,8,True,True,400,20,Label,brute,7,1,BZ2,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
044cbcbf2b3300ef2aa4cf02809b5ce8,train,deckard.base.experiment.Experiment,044cbcbf2b3300ef2aa4cf02809b5ce8,DDoS,cpu,044cbcbf2b3300ef2aa4cf02809b5ce8,044cbcbf2b3300ef2aa4cf02809b5ce8,k-KNN,044cbcbf2b3300ef2aa4cf02809b5ce8,044cbcbf2b3300ef2aa4cf02809b5ce8,0.9575,1.467931979674488,cpu,1725752884.0394049,1725752874.860031,9.77257031,0.024431425775,cpu,1725752874.8598535,1725752874.4857235,0.38565083,0.0192825415,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,20,deckard.base.files.FileConfig,data,df45166677a7bb0a6724436b1c3563c9,.pkl,ddos,044cbcbf2b3300ef2aa4cf02809b5ce8,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,20,Label,brute,7,1,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
097718d9b5e46e0a57a7a9d95be979c2,train,deckard.base.experiment.Experiment,097718d9b5e46e0a57a7a9d95be979c2,DDoS,cpu,097718d9b5e46e0a57a7a9d95be979c2,097718d9b5e46e0a57a7a9d95be979c2,k-KNN,097718d9b5e46e0a57a7a9d95be979c2,097718d9b5e46e0a57a7a9d95be979c2,0.495,17.44208607741705,cpu,1725752790.5868297,1725752781.992529,8.76149801,0.021903745025,cpu,1725752781.992388,1725752781.702441,0.28891607,0.0144458035,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,20,deckard.base.files.FileConfig,data,df45166677a7bb0a6724436b1c3563c9,.pkl,ddos,097718d9b5e46e0a57a7a9d95be979c2,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,20,Label,brute,11,1,Hamming,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
098542594a459ebc0efb3fdf94ea22ef,train,deckard.base.experiment.Experiment,098542594a459ebc0efb3fdf94ea22ef,DDoS,cpu,098542594a459ebc0efb3fdf94ea22ef,098542594a459ebc0efb3fdf94ea22ef,k-KNN,098542594a459ebc0efb3fdf94ea22ef,098542594a459ebc0efb3fdf94ea22ef,0.8,6.90785123067376,cpu,1725752899.7801049,1725752891.106731,9.10978332,0.0227744583,cpu,1725752891.106562,1725752890.798085,0.32508428,0.016254214,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,2,True,True,400,20,deckard.base.files.FileConfig,data,ca7af303f5e7ee74339346e20cc32be1,.pkl,ddos,098542594a459ebc0efb3fdf94ea22ef,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,2,True,True,400,20,Label,brute,11,1,ZSTD,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
0b1ad64529743ad135fb18394ce3125c,train,deckard.base.experiment.Experiment,0b1ad64529743ad135fb18394ce3125c,DDoS,cpu,0b1ad64529743ad135fb18394ce3125c,0b1ad64529743ad135fb18394ce3125c,k-KNN,0b1ad64529743ad135fb18394ce3125c,0b1ad64529743ad135fb18394ce3125c,0.3975,20.80969473667028,cpu,1725753076.665739,1725753068.144635,8.72967648,0.0218241912,cpu,1725753068.1443472,1725753067.888541,0.25850042,0.012925021,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,4,True,True,400,20,deckard.base.files.FileConfig,data,f0588d372f4af93080b2cf05136f6106,.pkl,ddos,0b1ad64529743ad135fb18394ce3125c,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,4,True,True,400,20,Label,brute,1,1,Ratio,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
0c0ffc00a6fc9424ff3377e597d22385,train,deckard.base.experiment.Experiment,0c0ffc00a6fc9424ff3377e597d22385,DDoS,cpu,0c0ffc00a6fc9424ff3377e597d22385,0c0ffc00a6fc9424ff3377e597d22385,k-KNN,0c0ffc00a6fc9424ff3377e597d22385,0c0ffc00a6fc9424ff3377e597d22385,0.41,20.37815793209787,cpu,1725753338.1928096,1725753330.1611214,8.19040372,0.0204760093,cpu,1725753330.1608322,1725753329.8887167,0.26928683,0.0134643415,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,7,True,True,400,20,deckard.base.files.FileConfig,data,bb90e6e1c62a78b40f60177944822a3f,.pkl,ddos,0c0ffc00a6fc9424ff3377e597d22385,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,7,True,True,400,20,Label,brute,1,1,Jaro-Winkler,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
0e661060b9c71cec25f36a465c29211f,train,deckard.base.experiment.Experiment,0e661060b9c71cec25f36a465c29211f,DDoS,cpu,0e661060b9c71cec25f36a465c29211f,0e661060b9c71cec25f36a465c29211f,k-KNN,0e661060b9c71cec25f36a465c29211f,0e661060b9c71cec25f36a465c29211f,0.3775,21.500596201163752,cpu,1725753333.7135828,1725753325.768749,8.13754057,0.020343851425,cpu,1725753325.7686226,1725753325.5227332,0.24446024,0.012223012,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,7,True,True,400,20,deckard.base.files.FileConfig,data,bb90e6e1c62a78b40f60177944822a3f,.pkl,ddos,0e661060b9c71cec25f36a465c29211f,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,7,True,True,400,20,Label,brute,3,1,Jaro-Winkler,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
12afe2676380304fc27a26037e6a94a9,train,deckard.base.experiment.Experiment,12afe2676380304fc27a26037e6a94a9,DDoS,cpu,12afe2676380304fc27a26037e6a94a9,12afe2676380304fc27a26037e6a94a9,k-KNN,12afe2676380304fc27a26037e6a94a9,12afe2676380304fc27a26037e6a94a9,0.895,3.626579517439924,cpu,1725753514.386822,1725753503.9831412,12.19858589,0.030496464725,cpu,1725753503.982979,1725753503.677356,0.34616183,0.0173080915,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,9,True,True,400,20,deckard.base.files.FileConfig,data,cc4c200c01b6677a5dfa2f1e14851d10,.pkl,ddos,12afe2676380304fc27a26037e6a94a9,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,9,True,True,400,20,Label,brute,7,1,BZ2,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
