,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data.drop,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_dir,files.data_file,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model.library,model.data.drop,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.C,model.init.class_weight,model.init.gamma,model.init.kernel,Condensing Ratio,Metric,model.init.modified,model.init.name,Symmetric,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers,Condensing Method
0125eee92924b9ef99e395f1f57d46b3,train,deckard.base.experiment.Experiment,0125eee92924b9ef99e395f1f57d46b3,DDoS,cpu,0125eee92924b9ef99e395f1f57d46b3,0125eee92924b9ef99e395f1f57d46b3,k-SVC,0125eee92924b9ef99e395f1f57d46b3,0125eee92924b9ef99e395f1f57d46b3,1.0,9.992007221626413e-16,cpu,1725763062.8201792,1725763014.5945344,51.19441445,0.127986036125,cpu,1725763014.5944197,1725763008.4306917,6.57870405,0.0657870405,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,100,deckard.base.files.FileConfig,data,f5211c9d85f4c5c1f5df2a3402cd9e33,.pkl,ddos,0125eee92924b9ef99e395f1f57d46b3,predictions.json,reports/modified//gzip_svc/100/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,100,Label,21.01845680273899,,scale,rbf,1,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
c7612e2a08be688ae7dad14ea73c1af3,train,deckard.base.experiment.Experiment,c7612e2a08be688ae7dad14ea73c1af3,DDoS,cpu,c7612e2a08be688ae7dad14ea73c1af3,c7612e2a08be688ae7dad14ea73c1af3,k-SVC,c7612e2a08be688ae7dad14ea73c1af3,c7612e2a08be688ae7dad14ea73c1af3,0.9975,0.0863489399808532,cpu,1725785945.1673782,1725785809.2822492,144.41354303,0.361033857575,cpu,1725785809.281703,1725785755.7524705,56.86815735,0.1895605245,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,300,deckard.base.files.FileConfig,data,815b7b6897de31d69480e38ca6bdc9ac,.pkl,ddos,c7612e2a08be688ae7dad14ea73c1af3,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,300,Label,18.327205254685705,,scale,rbf,1,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
c5bf0bee7929a1a4364ae466f85ce926,train,deckard.base.experiment.Experiment,c5bf0bee7929a1a4364ae466f85ce926,DDoS,cpu,c5bf0bee7929a1a4364ae466f85ce926,c5bf0bee7929a1a4364ae466f85ce926,k-SVC,c5bf0bee7929a1a4364ae466f85ce926,c5bf0bee7929a1a4364ae466f85ce926,0.995,0.1726978799617054,cpu,1725790112.1858995,1725789975.7008598,144.91471676,0.3622867919,cpu,1725789975.7004452,1725789921.7842596,57.28929417,0.1909643139,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,7,True,True,400,300,deckard.base.files.FileConfig,data,3b0cfb7bc83fc2497401218beb8f1d9d,.pkl,ddos,c5bf0bee7929a1a4364ae466f85ce926,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,7,True,True,400,300,Label,24.444178112708933,,scale,rbf,1,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
c5adea3f9b1f27f9f09e815ff1fabb1a,train,deckard.base.experiment.Experiment,c5adea3f9b1f27f9f09e815ff1fabb1a,DDoS,cpu,c5adea3f9b1f27f9f09e815ff1fabb1a,c5adea3f9b1f27f9f09e815ff1fabb1a,k-SVC,c5adea3f9b1f27f9f09e815ff1fabb1a,c5adea3f9b1f27f9f09e815ff1fabb1a,0.9975,0.0863489399808532,cpu,1725785950.2054038,1725785810.0443752,149.05206946,0.37263017365,cpu,1725785810.0438414,1725785755.9003725,57.46949327,0.1915649775666666,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,300,deckard.base.files.FileConfig,data,815b7b6897de31d69480e38ca6bdc9ac,.pkl,ddos,c5adea3f9b1f27f9f09e815ff1fabb1a,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,300,Label,10.806100741909276,,scale,rbf,1,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
c37ac8842870248ddeebcca33973ad66,train,deckard.base.experiment.Experiment,c37ac8842870248ddeebcca33973ad66,DDoS,cpu,c37ac8842870248ddeebcca33973ad66,c37ac8842870248ddeebcca33973ad66,k-SVC,c37ac8842870248ddeebcca33973ad66,c37ac8842870248ddeebcca33973ad66,0.995,0.1726978799617054,cpu,1725790114.0835726,1725789976.0642817,146.48906034,0.36622265085,cpu,1725789976.0637534,1725789921.726343,57.63259763,0.1921086587666666,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,7,True,True,400,300,deckard.base.files.FileConfig,data,3b0cfb7bc83fc2497401218beb8f1d9d,.pkl,ddos,c37ac8842870248ddeebcca33973ad66,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,7,True,True,400,300,Label,11.501416723082398,,scale,rbf,1,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
c25e4c7ff78d1ce00c6ea7f0854c1e02,train,deckard.base.experiment.Experiment,c25e4c7ff78d1ce00c6ea7f0854c1e02,DDoS,cpu,c25e4c7ff78d1ce00c6ea7f0854c1e02,c25e4c7ff78d1ce00c6ea7f0854c1e02,k-SVC,c25e4c7ff78d1ce00c6ea7f0854c1e02,c25e4c7ff78d1ce00c6ea7f0854c1e02,0.9975,0.0863489399808532,cpu,1725785749.2161658,1725785617.1213136,140.54755949,0.351368898725,cpu,1725785617.1205945,1725785564.2100823,56.28765709,0.1876255236333333,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,300,deckard.base.files.FileConfig,data,815b7b6897de31d69480e38ca6bdc9ac,.pkl,ddos,c25e4c7ff78d1ce00c6ea7f0854c1e02,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,300,Label,23.48102032306731,,scale,rbf,1,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
c2173ab7d2e5133dd75515c213d08182,train,deckard.base.experiment.Experiment,c2173ab7d2e5133dd75515c213d08182,DDoS,cpu,c2173ab7d2e5133dd75515c213d08182,c2173ab7d2e5133dd75515c213d08182,k-SVC,c2173ab7d2e5133dd75515c213d08182,c2173ab7d2e5133dd75515c213d08182,0.9975,0.0863489399808532,cpu,1725786925.6873512,1725786791.9761388,142.24900924,0.3556225231,cpu,1725786791.975665,1725786740.962825,54.13365847,0.1804455282333333,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,300,deckard.base.files.FileConfig,data,815b7b6897de31d69480e38ca6bdc9ac,.pkl,ddos,c2173ab7d2e5133dd75515c213d08182,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,300,Label,42.97032342373682,,scale,rbf,1,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
c0af578b1459fe27bd4930ccbaaba397,train,deckard.base.experiment.Experiment,c0af578b1459fe27bd4930ccbaaba397,DDoS,cpu,c0af578b1459fe27bd4930ccbaaba397,c0af578b1459fe27bd4930ccbaaba397,k-SVC,c0af578b1459fe27bd4930ccbaaba397,c0af578b1459fe27bd4930ccbaaba397,0.9975,0.0863489399808532,cpu,1725786536.5116124,1725786399.2574198,145.86023926,0.36465059815,cpu,1725786399.2568593,1725786346.6770875,55.91356507,0.1863785502333333,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,300,deckard.base.files.FileConfig,data,815b7b6897de31d69480e38ca6bdc9ac,.pkl,ddos,c0af578b1459fe27bd4930ccbaaba397,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,300,Label,4.218827405889757,,scale,rbf,1,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
c0976a9748b22034e3b13eafd2b17daf,train,deckard.base.experiment.Experiment,c0976a9748b22034e3b13eafd2b17daf,DDoS,cpu,c0976a9748b22034e3b13eafd2b17daf,c0976a9748b22034e3b13eafd2b17daf,k-SVC,c0976a9748b22034e3b13eafd2b17daf,c0976a9748b22034e3b13eafd2b17daf,0.9975,0.0863489399808532,cpu,1725785357.5713892,1725785222.588082,143.56439257,0.358910981425,cpu,1725785222.5874083,1725785168.3362248,57.57839597,0.1919279865666666,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,300,deckard.base.files.FileConfig,data,815b7b6897de31d69480e38ca6bdc9ac,.pkl,ddos,c0976a9748b22034e3b13eafd2b17daf,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,300,Label,13.413866170735028,,scale,rbf,1,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
c05488a8eba1955697ebb0106cb7a994,train,deckard.base.experiment.Experiment,c05488a8eba1955697ebb0106cb7a994,DDoS,cpu,c05488a8eba1955697ebb0106cb7a994,c05488a8eba1955697ebb0106cb7a994,k-SVC,c05488a8eba1955697ebb0106cb7a994,c05488a8eba1955697ebb0106cb7a994,0.9975,0.0863489399808532,cpu,1725785751.2341008,1725785616.3371973,143.42168609,0.358554215225,cpu,1725785616.3366368,1725785564.1142638,55.5624954,0.185208318,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,300,deckard.base.files.FileConfig,data,815b7b6897de31d69480e38ca6bdc9ac,.pkl,ddos,c05488a8eba1955697ebb0106cb7a994,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,300,Label,5.663657212773809,,scale,rbf,1,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
be93c3f17dad7e8ae495937cd33ed06a,train,deckard.base.experiment.Experiment,be93c3f17dad7e8ae495937cd33ed06a,DDoS,cpu,be93c3f17dad7e8ae495937cd33ed06a,be93c3f17dad7e8ae495937cd33ed06a,k-SVC,be93c3f17dad7e8ae495937cd33ed06a,be93c3f17dad7e8ae495937cd33ed06a,0.9925,0.259044820948982,cpu,1725789913.5517714,1725789779.0632875,142.82023109,0.357050577725,cpu,1725789779.0628903,1725789725.125436,57.35443895,0.1911814631666666,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,4,True,True,400,300,deckard.base.files.FileConfig,data,e0a5cc0e737490ea1f387f430e4b8b8d,.pkl,ddos,be93c3f17dad7e8ae495937cd33ed06a,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,4,True,True,400,300,Label,25.12670172109566,,scale,rbf,1,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
be1400e4b98b9aff0194de9f45de32b3,train,deckard.base.experiment.Experiment,be1400e4b98b9aff0194de9f45de32b3,DDoS,cpu,be1400e4b98b9aff0194de9f45de32b3,be1400e4b98b9aff0194de9f45de32b3,k-SVC,be1400e4b98b9aff0194de9f45de32b3,be1400e4b98b9aff0194de9f45de32b3,0.995,0.1726978799617054,cpu,1725786925.0617988,1725786790.474146,143.00519593,0.357512989825,cpu,1725786790.4738414,1725786741.0012152,52.54766487,0.1751588829,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,7,True,True,400,300,deckard.base.files.FileConfig,data,3b0cfb7bc83fc2497401218beb8f1d9d,.pkl,ddos,be1400e4b98b9aff0194de9f45de32b3,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,7,True,True,400,300,Label,37.4055662880111,,scale,rbf,1,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
b9ece5a9b5f37e55ae19aab937fa5ebc,train,deckard.base.experiment.Experiment,b9ece5a9b5f37e55ae19aab937fa5ebc,DDoS,cpu,b9ece5a9b5f37e55ae19aab937fa5ebc,b9ece5a9b5f37e55ae19aab937fa5ebc,k-SVC,b9ece5a9b5f37e55ae19aab937fa5ebc,b9ece5a9b5f37e55ae19aab937fa5ebc,0.9975,0.0863489399808532,cpu,1725786138.4154904,1725786008.315441,138.25297487,0.345632437175,cpu,1725786008.31494,1725785954.7764316,56.95412226,0.1898470742,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,300,deckard.base.files.FileConfig,data,815b7b6897de31d69480e38ca6bdc9ac,.pkl,ddos,b9ece5a9b5f37e55ae19aab937fa5ebc,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,300,Label,30.883919801976926,,scale,rbf,1,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
b989ce926f70f5c6b4749bb986851a64,train,deckard.base.experiment.Experiment,b989ce926f70f5c6b4749bb986851a64,DDoS,cpu,b989ce926f70f5c6b4749bb986851a64,b989ce926f70f5c6b4749bb986851a64,k-SVC,b989ce926f70f5c6b4749bb986851a64,b989ce926f70f5c6b4749bb986851a64,0.9975,0.0863489399808532,cpu,1725786143.8045263,1725786005.8305657,146.39808393,0.365995209825,cpu,1725786005.829991,1725785952.797366,56.37076841,0.1879025613666666,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,300,deckard.base.files.FileConfig,data,815b7b6897de31d69480e38ca6bdc9ac,.pkl,ddos,b989ce926f70f5c6b4749bb986851a64,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,300,Label,31.050298350523992,,scale,rbf,1,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
c7e567473ca9e38d5167948648fcba34,train,deckard.base.experiment.Experiment,c7e567473ca9e38d5167948648fcba34,DDoS,cpu,c7e567473ca9e38d5167948648fcba34,c7e567473ca9e38d5167948648fcba34,k-SVC,c7e567473ca9e38d5167948648fcba34,c7e567473ca9e38d5167948648fcba34,0.9975,0.0863489399808532,cpu,1725786536.0525312,1725786400.1730742,144.31478995,0.360786974875,cpu,1725786400.1725988,1725786346.7008705,56.76037396,0.1892012465333333,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,300,deckard.base.files.FileConfig,data,815b7b6897de31d69480e38ca6bdc9ac,.pkl,ddos,c7e567473ca9e38d5167948648fcba34,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,300,Label,6.249411824648255,,scale,rbf,1,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
b831da1366584e43644c5efa5c5642ae,train,deckard.base.experiment.Experiment,b831da1366584e43644c5efa5c5642ae,DDoS,cpu,b831da1366584e43644c5efa5c5642ae,b831da1366584e43644c5efa5c5642ae,k-SVC,b831da1366584e43644c5efa5c5642ae,b831da1366584e43644c5efa5c5642ae,0.9975,0.0863489399808532,cpu,1725788729.0033977,1725788600.9725256,136.33153079,0.340828826975,cpu,1725788600.9720829,1725788552.7833836,51.38113633,0.1712704544333333,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,300,deckard.base.files.FileConfig,data,815b7b6897de31d69480e38ca6bdc9ac,.pkl,ddos,b831da1366584e43644c5efa5c5642ae,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,300,Label,18.85602728587499,,scale,rbf,1,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
b3da4150e538daae5990d836ee79d9b7,train,deckard.base.experiment.Experiment,b3da4150e538daae5990d836ee79d9b7,DDoS,cpu,b3da4150e538daae5990d836ee79d9b7,b3da4150e538daae5990d836ee79d9b7,k-SVC,b3da4150e538daae5990d836ee79d9b7,b3da4150e538daae5990d836ee79d9b7,0.555,15.369755495735255,cpu,1725789529.3795776,1725789398.8246057,133.25117354,0.33312793385,cpu,1725789398.823857,1725789347.3250775,52.53154025,0.1751051341666666,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,300,deckard.base.files.FileConfig,data,815b7b6897de31d69480e38ca6bdc9ac,.pkl,ddos,b3da4150e538daae5990d836ee79d9b7,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,300,Label,29.68234883184971,,scale,rbf,1,Levenshtein,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
b2993a41e86d1130495dc16a06d0fb4a,train,deckard.base.experiment.Experiment,b2993a41e86d1130495dc16a06d0fb4a,DDoS,cpu,b2993a41e86d1130495dc16a06d0fb4a,b2993a41e86d1130495dc16a06d0fb4a,k-SVC,b2993a41e86d1130495dc16a06d0fb4a,b2993a41e86d1130495dc16a06d0fb4a,1.0,9.992007221626413e-16,cpu,1725789522.1757462,1725789399.885378,130.25372251,0.325634306275,cpu,1725789399.8848283,1725789347.3250031,56.0673103,0.1868910343333333,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,9,True,True,400,300,deckard.base.files.FileConfig,data,f9e5112b21cd43423bfaf9a7d83f1643,.pkl,ddos,b2993a41e86d1130495dc16a06d0fb4a,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,9,True,True,400,300,Label,7.988868542255562,,scale,rbf,1,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
b0e5dc18a31fbd2f814d18934d0983cf,train,deckard.base.experiment.Experiment,b0e5dc18a31fbd2f814d18934d0983cf,DDoS,cpu,b0e5dc18a31fbd2f814d18934d0983cf,b0e5dc18a31fbd2f814d18934d0983cf,k-SVC,b0e5dc18a31fbd2f814d18934d0983cf,b0e5dc18a31fbd2f814d18934d0983cf,0.99,0.3453957599234097,cpu,1725788939.701398,1725788797.6792672,166.38171904,0.4159542976,cpu,1725788797.6788642,1725788745.0311065,61.46875144,0.2048958381333333,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,300,deckard.base.files.FileConfig,data,815b7b6897de31d69480e38ca6bdc9ac,.pkl,ddos,b0e5dc18a31fbd2f814d18934d0983cf,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,300,Label,9.42378399895902,,scale,rbf,1,BZ2,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
b0116585d4274396189f6ed3970c11af,train,deckard.base.experiment.Experiment,b0116585d4274396189f6ed3970c11af,DDoS,cpu,b0116585d4274396189f6ed3970c11af,b0116585d4274396189f6ed3970c11af,k-SVC,b0116585d4274396189f6ed3970c11af,b0116585d4274396189f6ed3970c11af,0.9975,0.0863489399808532,cpu,1725790113.1344004,1725789973.852974,147.99522145,0.369988053625,cpu,1725789973.8518682,1725789921.7545872,55.28769115,0.1842923038333333,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,300,deckard.base.files.FileConfig,data,815b7b6897de31d69480e38ca6bdc9ac,.pkl,ddos,b0116585d4274396189f6ed3970c11af,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,300,Label,11.690468391455846,,scale,rbf,1,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
ac36e095e4c92c367539f6c7959d2d89,train,deckard.base.experiment.Experiment,ac36e095e4c92c367539f6c7959d2d89,DDoS,cpu,ac36e095e4c92c367539f6c7959d2d89,ac36e095e4c92c367539f6c7959d2d89,k-SVC,ac36e095e4c92c367539f6c7959d2d89,ac36e095e4c92c367539f6c7959d2d89,0.9975,0.0863489399808532,cpu,1725786535.9162538,1725786400.6438315,143.8951969,0.35973799225,cpu,1725786400.6433268,1725786346.6928546,57.43855136,0.1914618378666666,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,300,deckard.base.files.FileConfig,data,815b7b6897de31d69480e38ca6bdc9ac,.pkl,ddos,ac36e095e4c92c367539f6c7959d2d89,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,300,Label,7.483922584128647,,scale,rbf,1,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
ac022552a0fb61d65dbc00aae16f72d3,train,deckard.base.experiment.Experiment,ac022552a0fb61d65dbc00aae16f72d3,DDoS,cpu,ac022552a0fb61d65dbc00aae16f72d3,ac022552a0fb61d65dbc00aae16f72d3,k-SVC,ac022552a0fb61d65dbc00aae16f72d3,ac022552a0fb61d65dbc00aae16f72d3,0.9975,0.0863489399808532,cpu,1725785944.6149888,1725785808.0588908,145.15070545,0.362876763625,cpu,1725785808.0582447,1725785755.9003055,55.45157341,0.1848385780333333,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,400,300,deckard.base.files.FileConfig,data,815b7b6897de31d69480e38ca6bdc9ac,.pkl,ddos,ac022552a0fb61d65dbc00aae16f72d3,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,400,300,Label,10.738552319248118,,scale,rbf,1,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
aa8de849a9bb3e1ba75ebc96a506ee7e,train,deckard.base.experiment.Experiment,aa8de849a9bb3e1ba75ebc96a506ee7e,DDoS,cpu,aa8de849a9bb3e1ba75ebc96a506ee7e,aa8de849a9bb3e1ba75ebc96a506ee7e,k-SVC,aa8de849a9bb3e1ba75ebc96a506ee7e,aa8de849a9bb3e1ba75ebc96a506ee7e,0.6425,12.347702515891465,cpu,1725791915.2339988,1725790698.6523662,1314.80486761,3.287012169025,cpu,1725790698.6517882,1725790119.1107702,608.53948879,2.028464962633333,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,3,True,True,400,300,deckard.base.files.FileConfig,data,09df8a4903e067ef87e924b2c71a0173,.pkl,ddos,aa8de849a9bb3e1ba75ebc96a506ee7e,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,3,True,True,400,300,Label,37.00674386260755,,scale,rbf,1,SeqRatio,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
