,stage,_target_,data,dataset,device_id,files,model,model_name,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data._target_,data.drop,data.name,data.target,data.sample._target_,data.sample.random_state,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model._target_,model.library,model.data._target_,model.data.drop,model.data.name,model.data.sample._target_,model.data.sample.random_state,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.C,model.init._target_,model.init.class_weight,model.init.distance_matrix,model.init.fit_intercept,model.init.m,model.init.metric,model.init.name,model.init.penalty,model.init.precompute,model.init.sampling_method,model.init.solver,model.init.symmetric,model.init.tol,scorers._target_,scorers.accuracy._target_,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss._target_,scorers.log_loss.direction,scorers.log_loss.name,model_layers
3f094312bef227e132d61a3ddd3441c1,train,deckard.base.experiment.Experiment,3f094312bef227e132d61a3ddd3441c1,KDD NSL,cpu,3f094312bef227e132d61a3ddd3441c1,3f094312bef227e132d61a3ddd3441c1,k-Logistic,3f094312bef227e132d61a3ddd3441c1,3f094312bef227e132d61a3ddd3441c1,0.5,17.269388197455342,cpu,1721584933.4273856,1721584925.2729738,8.68244553,0.0868244553,cpu,1721584925.2728288,1721584925.1618118,0.11562016,0.0011562016,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,6,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,3f094312bef227e132d61a3ddd3441c1,predictions.json,reports/condense/logistic/,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,6,True,100,100,label,10.0,deckard.base.model.ModelInitializer,balanced,kdd_nsl/model/zstd/100-100/6.npz,False,0.6881346233004442,ZSTD,gzip_classifier.GzipLogisticRegressor,l2,True,Sum,saga,Asymmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
3efceb7de5ecb76ce748b2e567dfd5d0,train,deckard.base.experiment.Experiment,3efceb7de5ecb76ce748b2e567dfd5d0,KDD NSL,cpu,3efceb7de5ecb76ce748b2e567dfd5d0,3efceb7de5ecb76ce748b2e567dfd5d0,k-Logistic,3efceb7de5ecb76ce748b2e567dfd5d0,3efceb7de5ecb76ce748b2e567dfd5d0,0.5,17.269787996170436,cpu,1721586384.282386,1721586377.3560452,7.05653321,0.0705653321,cpu,1721586377.3559923,1721586377.3480697,0.00612323,6.12323e-05,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,3efceb7de5ecb76ce748b2e567dfd5d0,predictions.json,reports/condense/logistic/,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,0,True,100,100,label,0.1,deckard.base.model.ModelInitializer,balanced,kdd_nsl/model/ratio/100-100/0.npz,True,0.987425496329708,Ratio,gzip_classifier.GzipLogisticRegressor,none,True,SVC,saga,Symmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
3ee63af5b7f23425abf993a3ec766c1c,train,deckard.base.experiment.Experiment,3ee63af5b7f23425abf993a3ec766c1c,KDD NSL,cpu,3ee63af5b7f23425abf993a3ec766c1c,3ee63af5b7f23425abf993a3ec766c1c,k-Logistic,3ee63af5b7f23425abf993a3ec766c1c,3ee63af5b7f23425abf993a3ec766c1c,0.5,17.269388197455342,cpu,1721878958.101267,1721878952.468939,6.42847628,0.0642847628,cpu,1721878952.4688056,1721878952.3603525,0.11340855,0.0011340855,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,4,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,3ee63af5b7f23425abf993a3ec766c1c,predictions.json,reports/condense/logistic/,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,4,True,100,100,label,10.0,deckard.base.model.ModelInitializer,,kdd_nsl/model/bz2/100-100/4.npz,True,0.2571665480489838,BZ2,gzip_classifier.GzipLogisticRegressor,l2,True,Random,saga,Asymmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
3e995ed96b508ef060b382db6a95ed48,train,deckard.base.experiment.Experiment,3e995ed96b508ef060b382db6a95ed48,KDD NSL,cpu,3e995ed96b508ef060b382db6a95ed48,3e995ed96b508ef060b382db6a95ed48,k-Logistic,3e995ed96b508ef060b382db6a95ed48,3e995ed96b508ef060b382db6a95ed48,0.5,17.269388197455342,cpu,1721585945.6254802,1721585938.714167,7.33155121,0.0733155121,cpu,1721585938.7140465,1721585938.6235943,0.09895225,0.0009895225,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,6,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,3e995ed96b508ef060b382db6a95ed48,predictions.json,reports/condense/logistic/,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,6,True,100,100,label,0.1,deckard.base.model.ModelInitializer,balanced,kdd_nsl/model/bz2/100-100/6.npz,False,0.5345909973921802,BZ2,gzip_classifier.GzipLogisticRegressor,l2,True,Medoid,saga,Asymmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
3ddd1f9a9a8803e88b8e7c0c19638979,train,deckard.base.experiment.Experiment,3ddd1f9a9a8803e88b8e7c0c19638979,KDD NSL,cpu,3ddd1f9a9a8803e88b8e7c0c19638979,3ddd1f9a9a8803e88b8e7c0c19638979,k-Logistic,3ddd1f9a9a8803e88b8e7c0c19638979,3ddd1f9a9a8803e88b8e7c0c19638979,0.5,17.269787996170436,cpu,1721585774.9193113,1721585764.81318,10.45585053,0.1045585053,cpu,1721585764.8131442,1721585764.8060038,0.00587649,5.87649e-05,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,4,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,3ddd1f9a9a8803e88b8e7c0c19638979,predictions.json,reports/condense/logistic/,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,4,True,100,100,label,0.1,deckard.base.model.ModelInitializer,balanced,kdd_nsl/model/seqratio/100-100/4.npz,True,0.5339657420864387,SeqRatio,gzip_classifier.GzipLogisticRegressor,none,True,Medoid,saga,Asymmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
3dccad6add25517240e5d1719e0371f1,train,deckard.base.experiment.Experiment,3dccad6add25517240e5d1719e0371f1,KDD NSL,cpu,3dccad6add25517240e5d1719e0371f1,3dccad6add25517240e5d1719e0371f1,k-Logistic,3dccad6add25517240e5d1719e0371f1,3dccad6add25517240e5d1719e0371f1,0.5,17.26978799617044,cpu,1721880271.7892382,1721880265.1916242,7.06429976,0.0706429976,cpu,1721880265.1915617,1721880265.0466022,0.159224,0.00159224,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,2,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,3dccad6add25517240e5d1719e0371f1,predictions.json,reports/condense/logistic/,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,2,True,100,100,label,0.01,deckard.base.model.ModelInitializer,,kdd_nsl/model/bz2/100-100/2.npz,False,0.5954132855404918,BZ2,gzip_classifier.GzipLogisticRegressor,l2,True,NearMiss,saga,Asymmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
3daa664967ea0fda1d36ea87728466b2,train,deckard.base.experiment.Experiment,3daa664967ea0fda1d36ea87728466b2,KDD NSL,cpu,3daa664967ea0fda1d36ea87728466b2,3daa664967ea0fda1d36ea87728466b2,k-Logistic,3daa664967ea0fda1d36ea87728466b2,3daa664967ea0fda1d36ea87728466b2,0.5,17.269388197455342,cpu,1721585183.0316875,1721585176.3272731,6.76877567,0.0676877567,cpu,1721585176.3272154,1721585176.228659,0.05488627,0.0005488627,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,1,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,3daa664967ea0fda1d36ea87728466b2,predictions.json,reports/condense/logistic/,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,1,True,100,100,label,0.1,deckard.base.model.ModelInitializer,balanced,kdd_nsl/model/jaro_winkler/100-100/1.npz,True,0.8576270568648611,Jaro-Winkler,gzip_classifier.GzipLogisticRegressor,l2,True,NearMiss,saga,Symmetric,0.0001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
3d67a4f2954b90353ed9d050d35c8929,train,deckard.base.experiment.Experiment,3d67a4f2954b90353ed9d050d35c8929,KDD NSL,cpu,3d67a4f2954b90353ed9d050d35c8929,3d67a4f2954b90353ed9d050d35c8929,k-Logistic,3d67a4f2954b90353ed9d050d35c8929,3d67a4f2954b90353ed9d050d35c8929,0.74,8.980265770085722,cpu,1721880162.141592,1721880156.94625,5.46285079,0.0546285079,cpu,1721880156.946212,1721880156.940493,0.00539337,5.39337e-05,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,8,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,3d67a4f2954b90353ed9d050d35c8929,predictions.json,reports/condense/logistic/,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,8,True,100,100,label,100.0,deckard.base.model.ModelInitializer,balanced,kdd_nsl/model/levenshtein/100-100/8.npz,False,0.20311126715119,Levenshtein,gzip_classifier.GzipLogisticRegressor,l1,True,Medoid,saga,Asymmetric,0.0001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
3d60b79beaae22c4bafc83042b244d95,train,deckard.base.experiment.Experiment,3d60b79beaae22c4bafc83042b244d95,KDD NSL,cpu,3d60b79beaae22c4bafc83042b244d95,3d60b79beaae22c4bafc83042b244d95,k-Logistic,3d60b79beaae22c4bafc83042b244d95,3d60b79beaae22c4bafc83042b244d95,0.96,1.381583039693636,cpu,1721879130.9393857,1721879124.4989078,7.05054907,0.0705054907,cpu,1721879124.4987848,1721879124.389671,0.12286224,0.0012286224,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,2,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,3d60b79beaae22c4bafc83042b244d95,predictions.json,reports/condense/logistic/,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,2,True,100,100,label,0.01,deckard.base.model.ModelInitializer,,kdd_nsl/model/bz2/100-100/2.npz,True,0.4198647295835902,BZ2,gzip_classifier.GzipLogisticRegressor,none,True,Medoid,saga,Asymmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
3d54e08e2ea402209947e9a4aab103d7,train,deckard.base.experiment.Experiment,3d54e08e2ea402209947e9a4aab103d7,KDD NSL,cpu,3d54e08e2ea402209947e9a4aab103d7,3d54e08e2ea402209947e9a4aab103d7,k-Logistic,3d54e08e2ea402209947e9a4aab103d7,3d54e08e2ea402209947e9a4aab103d7,0.94,2.0723425756432454,cpu,1721586026.3244069,1721586019.0880487,8.10796056,0.0810796056,cpu,1721586019.0879474,1721586018.9854603,0.11905216,0.0011905216,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,9,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,3d54e08e2ea402209947e9a4aab103d7,predictions.json,reports/condense/logistic/,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,9,True,100,100,label,1.0,deckard.base.model.ModelInitializer,balanced,kdd_nsl/model/bz2/100-100/9.npz,True,0.6610965336292228,BZ2,gzip_classifier.GzipLogisticRegressor,l2,True,Medoid,saga,Asymmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
3d413009d2243c0ceed140e007b747f2,train,deckard.base.experiment.Experiment,3d413009d2243c0ceed140e007b747f2,KDD NSL,cpu,3d413009d2243c0ceed140e007b747f2,3d413009d2243c0ceed140e007b747f2,k-Logistic,3d413009d2243c0ceed140e007b747f2,3d413009d2243c0ceed140e007b747f2,0.94,2.072350571617548,cpu,1721584963.0020132,1721584956.1121826,7.40750483,0.0740750483,cpu,1721584956.1121187,1721584955.5721817,0.54823722,0.0054823722,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,1,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,3d413009d2243c0ceed140e007b747f2,predictions.json,reports/condense/logistic/,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,1,True,100,100,label,10.0,deckard.base.model.ModelInitializer,balanced,kdd_nsl/model/zstd/100-100/1.npz,False,0.8052619655890991,ZSTD,gzip_classifier.GzipLogisticRegressor,l1,True,Hardness,saga,Symmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
3d2a0a1ff0d5a1316046792cdbc2d3a3,train,deckard.base.experiment.Experiment,3d2a0a1ff0d5a1316046792cdbc2d3a3,KDD NSL,cpu,3d2a0a1ff0d5a1316046792cdbc2d3a3,3d2a0a1ff0d5a1316046792cdbc2d3a3,k-Logistic,3d2a0a1ff0d5a1316046792cdbc2d3a3,3d2a0a1ff0d5a1316046792cdbc2d3a3,0.5,17.269787996170436,cpu,1721584822.8390431,1721584816.8154645,6.92027095,0.0692027095,cpu,1721584816.8154294,1721584816.8073616,0.00670937,6.70937e-05,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,4,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,3d2a0a1ff0d5a1316046792cdbc2d3a3,predictions.json,reports/condense/logistic/,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,4,True,100,100,label,0.1,deckard.base.model.ModelInitializer,balanced,kdd_nsl/model/ratio/100-100/4.npz,True,0.6526691473959725,Ratio,gzip_classifier.GzipLogisticRegressor,none,True,Medoid,saga,Asymmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
3d29799698caa3876211ec3eb8576f8b,train,deckard.base.experiment.Experiment,3d29799698caa3876211ec3eb8576f8b,KDD NSL,cpu,3d29799698caa3876211ec3eb8576f8b,3d29799698caa3876211ec3eb8576f8b,k-Logistic,3d29799698caa3876211ec3eb8576f8b,3d29799698caa3876211ec3eb8576f8b,0.96,1.381551055796428,cpu,1721584899.9809954,1721584893.1943922,6.94797573,0.0694797573,cpu,1721584893.19426,1721584893.0799377,0.11951771,0.0011951771,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,1,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,3d29799698caa3876211ec3eb8576f8b,predictions.json,reports/condense/logistic/,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,1,True,100,100,label,10.0,deckard.base.model.ModelInitializer,balanced,kdd_nsl/model/zstd/100-100/1.npz,False,0.5577969900110525,ZSTD,gzip_classifier.GzipLogisticRegressor,l2,True,Sum,saga,Symmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
3d07781ab5c9b4f4351de90dae37b7a8,train,deckard.base.experiment.Experiment,3d07781ab5c9b4f4351de90dae37b7a8,KDD NSL,cpu,3d07781ab5c9b4f4351de90dae37b7a8,3d07781ab5c9b4f4351de90dae37b7a8,k-Logistic,3d07781ab5c9b4f4351de90dae37b7a8,3d07781ab5c9b4f4351de90dae37b7a8,0.5,17.269388197455342,cpu,1721585630.479204,1721585620.7732325,10.00232197,0.1000232197,cpu,1721585620.7731504,1721585620.7258637,0.04617922,0.0004617922,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,4,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,3d07781ab5c9b4f4351de90dae37b7a8,predictions.json,reports/condense/logistic/,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,4,True,100,100,label,1.0,deckard.base.model.ModelInitializer,,kdd_nsl/model/seqratio/100-100/4.npz,True,0.5966698722430721,SeqRatio,gzip_classifier.GzipLogisticRegressor,none,True,KNN,saga,Asymmetric,0.01,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
3cfed6dca28fff5299bfd5b69e408193,train,deckard.base.experiment.Experiment,3cfed6dca28fff5299bfd5b69e408193,KDD NSL,cpu,3cfed6dca28fff5299bfd5b69e408193,3cfed6dca28fff5299bfd5b69e408193,k-Logistic,3cfed6dca28fff5299bfd5b69e408193,3cfed6dca28fff5299bfd5b69e408193,0.5,17.26978799617044,cpu,1721879982.309362,1721879975.559447,7.3715912,0.073715912,cpu,1721879975.5593808,1721879975.055576,0.51983472,0.0051983472,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,2,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,3cfed6dca28fff5299bfd5b69e408193,predictions.json,reports/condense/logistic/,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,2,True,100,100,label,0.01,deckard.base.model.ModelInitializer,,kdd_nsl/model/bz2/100-100/2.npz,True,0.6495935678790593,BZ2,gzip_classifier.GzipLogisticRegressor,l1,True,Hardness,saga,Asymmetric,0.0001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
3c9be8487853cfa60c6006e2e5f2c098,train,deckard.base.experiment.Experiment,3c9be8487853cfa60c6006e2e5f2c098,KDD NSL,cpu,3c9be8487853cfa60c6006e2e5f2c098,3c9be8487853cfa60c6006e2e5f2c098,k-Logistic,3c9be8487853cfa60c6006e2e5f2c098,3c9be8487853cfa60c6006e2e5f2c098,0.5,17.26978799617044,cpu,1721585242.2548928,1721585234.809615,8.43261324,0.0843261324,cpu,1721585234.809261,1721585234.7101922,0.10746295,0.0010746295,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,7,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,3c9be8487853cfa60c6006e2e5f2c098,predictions.json,reports/condense/logistic/,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,7,True,100,100,label,0.1,deckard.base.model.ModelInitializer,balanced,kdd_nsl/model/bz2/100-100/7.npz,True,0.6983209389161522,BZ2,gzip_classifier.GzipLogisticRegressor,l2,True,Medoid,saga,Asymmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
3dd26ca20a31f6a8d1e7cb0a62da3210,train,deckard.base.experiment.Experiment,3dd26ca20a31f6a8d1e7cb0a62da3210,KDD NSL,cpu,3dd26ca20a31f6a8d1e7cb0a62da3210,3dd26ca20a31f6a8d1e7cb0a62da3210,k-Logistic,3dd26ca20a31f6a8d1e7cb0a62da3210,3dd26ca20a31f6a8d1e7cb0a62da3210,0.5,17.269787996170436,cpu,1721585692.2463892,1721585674.592085,18.77977382,0.1877977382,cpu,1721585674.5918307,1721585674.307695,0.29245589,0.0029245589,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,3,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,3dd26ca20a31f6a8d1e7cb0a62da3210,predictions.json,reports/condense/logistic/,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,3,True,100,100,label,1.0,deckard.base.model.ModelInitializer,balanced,kdd_nsl/model/lzma/100-100/3.npz,True,0.8109699443133249,LZMA,gzip_classifier.GzipLogisticRegressor,l2,True,Medoid,saga,Asymmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
30a60bd3e2a4d46be8c35dcb9bbb01bc,train,deckard.base.experiment.Experiment,30a60bd3e2a4d46be8c35dcb9bbb01bc,KDD NSL,cpu,30a60bd3e2a4d46be8c35dcb9bbb01bc,30a60bd3e2a4d46be8c35dcb9bbb01bc,k-Logistic,30a60bd3e2a4d46be8c35dcb9bbb01bc,30a60bd3e2a4d46be8c35dcb9bbb01bc,0.81,6.562399498930238,cpu,1721879999.684732,1721879987.1040075,12.94296631,0.1294296631,cpu,1721879987.1039057,1721879987.0910182,0.01204298,0.0001204298,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,3,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,30a60bd3e2a4d46be8c35dcb9bbb01bc,predictions.json,reports/condense/logistic/,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,3,True,100,100,label,0.01,deckard.base.model.ModelInitializer,,kdd_nsl/model/seqratio/100-100/3.npz,True,0.8834931444828164,SeqRatio,gzip_classifier.GzipLogisticRegressor,none,True,SVC,saga,Asymmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
38a7c413216934d78f8cf02e1854f861,train,deckard.base.experiment.Experiment,38a7c413216934d78f8cf02e1854f861,KDD NSL,cpu,38a7c413216934d78f8cf02e1854f861,38a7c413216934d78f8cf02e1854f861,k-Logistic,38a7c413216934d78f8cf02e1854f861,38a7c413216934d78f8cf02e1854f861,0.5,17.269388197455342,cpu,1721586438.4433343,1721586431.2053792,8.4677525,0.084677525,cpu,1721586431.2051742,1721586431.1056845,0.10640354,0.0010640354,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,38a7c413216934d78f8cf02e1854f861,predictions.json,reports/condense/logistic/,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,0,True,100,100,label,0.01,deckard.base.model.ModelInitializer,balanced,kdd_nsl/model/bz2/100-100/0.npz,False,0.9193487384981532,BZ2,gzip_classifier.GzipLogisticRegressor,l1,True,SVC,saga,Asymmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
