,stage,_target_,data,dataset,device_id,files,model,model_name,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data._target_,data.drop,data.name,data.target,data.sample._target_,data.sample.random_state,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model._target_,model.library,model.data._target_,model.data.drop,model.data.name,model.data.sample._target_,model.data.sample.random_state,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.C,model.init._target_,model.init.class_weight,model.init.distance_matrix,model.init.gamma,model.init.kernel,model.init.m,model.init.metric,model.init.name,model.init.precompute,model.init.sampling_method,model.init.symmetric,scorers._target_,scorers.accuracy._target_,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss._target_,scorers.log_loss.direction,scorers.log_loss.name,model_layers
000b7254926a5fecf3bf2782106cb911,train,deckard.base.experiment.Experiment,000b7254926a5fecf3bf2782106cb911,KDD NSL,cpu,000b7254926a5fecf3bf2782106cb911,000b7254926a5fecf3bf2782106cb911,k-SVC,000b7254926a5fecf3bf2782106cb911,000b7254926a5fecf3bf2782106cb911,0.5,17.26978799617044,cpu,1721583210.4003408,1721583203.300978,7.87413926,0.0787413926,cpu,1721583203.3009138,1721583203.0739424,0.24673332,0.0024673332,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,2,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,000b7254926a5fecf3bf2782106cb911,predictions.json,reports/condense/svc/,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,2,True,100,100,label,100.0,deckard.base.model.ModelInitializer,,kdd_nsl/model/bz2/100-100/2.npz,auto,rbf,0.6439936298379654,BZ2,gzip_classifier.GzipSVC,True,knn,Asymmetric,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipSVC
ab65c18b6f7178a35f222ca2f5d9ea98,train,deckard.base.experiment.Experiment,ab65c18b6f7178a35f222ca2f5d9ea98,KDD NSL,cpu,ab65c18b6f7178a35f222ca2f5d9ea98,ab65c18b6f7178a35f222ca2f5d9ea98,k-SVC,ab65c18b6f7178a35f222ca2f5d9ea98,ab65c18b6f7178a35f222ca2f5d9ea98,0.96,1.38155905177073,cpu,1721877934.3235736,1721877927.8149846,6.82365148,0.0682365148,cpu,1721877927.8148878,1721877927.72372,0.08961059,0.0008961059,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,ab65c18b6f7178a35f222ca2f5d9ea98,predictions.json,reports/condense/svc/,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,0,True,100,100,label,100.0,deckard.base.model.ModelInitializer,balanced,kdd_nsl/model/gzip/100-100/0.npz,auto,rbf,0.546117068713026,GZIP,gzip_classifier.GzipSVC,True,random,Asymmetric,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipSVC
ab63596b71d5a8b32e5e7a6614899eac,train,deckard.base.experiment.Experiment,ab63596b71d5a8b32e5e7a6614899eac,KDD NSL,cpu,ab63596b71d5a8b32e5e7a6614899eac,ab63596b71d5a8b32e5e7a6614899eac,k-SVC,ab63596b71d5a8b32e5e7a6614899eac,ab63596b71d5a8b32e5e7a6614899eac,0.91,3.108513863464868,cpu,1721878555.4456372,1721878548.2408276,7.79678692,0.0779678692,cpu,1721878548.2407537,1721878548.1318336,0.12333465,0.0012333465,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,7,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,ab63596b71d5a8b32e5e7a6614899eac,predictions.json,reports/condense/svc/,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,7,True,100,100,label,100.0,deckard.base.model.ModelInitializer,,kdd_nsl/model/gzip/100-100/7.npz,auto,rbf,0.7432898071811519,GZIP,gzip_classifier.GzipSVC,True,medoid,Asymmetric,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipSVC
ab5dad8e395349292257e5acfa18c859,train,deckard.base.experiment.Experiment,ab5dad8e395349292257e5acfa18c859,KDD NSL,cpu,ab5dad8e395349292257e5acfa18c859,ab5dad8e395349292257e5acfa18c859,k-SVC,ab5dad8e395349292257e5acfa18c859,ab5dad8e395349292257e5acfa18c859,0.5,17.26978799617044,cpu,1721583690.3257744,1721583683.5572224,7.16551653,0.0716551653,cpu,1721583683.5571563,1721583683.1896412,0.36692214,0.0036692214,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,2,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,ab5dad8e395349292257e5acfa18c859,predictions.json,reports/condense/svc/,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,2,True,100,100,label,100.0,deckard.base.model.ModelInitializer,,kdd_nsl/model/seqratio/100-100/2.npz,scale,rbf,0.1930291115032905,SeqRatio,gzip_classifier.GzipSVC,True,hardness,Asymmetric,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipSVC
ab336cafe6c1806fcfe98f317d958955,train,deckard.base.experiment.Experiment,ab336cafe6c1806fcfe98f317d958955,KDD NSL,cpu,ab336cafe6c1806fcfe98f317d958955,ab336cafe6c1806fcfe98f317d958955,k-SVC,ab336cafe6c1806fcfe98f317d958955,ab336cafe6c1806fcfe98f317d958955,0.69,10.707020682422312,cpu,1721583784.8297567,1721583777.707809,7.83247069,0.0783247069,cpu,1721583777.7077177,1721583777.7016094,0.00483425,4.83425e-05,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,ab336cafe6c1806fcfe98f317d958955,predictions.json,reports/condense/svc/,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,0,True,100,100,label,100.0,deckard.base.model.ModelInitializer,,kdd_nsl/model/seqratio/100-100/0.npz,auto,precomputed,0.2229199409559144,SeqRatio,gzip_classifier.GzipSVC,True,sum,Asymmetric,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipSVC
ab166a864b2e943581c966ab1cb9348f,train,deckard.base.experiment.Experiment,ab166a864b2e943581c966ab1cb9348f,KDD NSL,cpu,ab166a864b2e943581c966ab1cb9348f,ab166a864b2e943581c966ab1cb9348f,k-SVC,ab166a864b2e943581c966ab1cb9348f,ab166a864b2e943581c966ab1cb9348f,0.96,1.381551055796428,cpu,1721583097.298204,1721583090.2706676,7.48424384,0.0748424384,cpu,1721583090.2705894,1721583090.0974238,0.18849274,0.0018849274,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,ab166a864b2e943581c966ab1cb9348f,predictions.json,reports/condense/svc/,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,0,True,100,100,label,100.0,deckard.base.model.ModelInitializer,,kdd_nsl/model/bz2/100-100/0.npz,scale,rbf,0.764123909366576,BZ2,gzip_classifier.GzipSVC,True,knn,Asymmetric,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipSVC
aaa9e37438c522bd6d04a9cddea6097c,train,deckard.base.experiment.Experiment,aaa9e37438c522bd6d04a9cddea6097c,KDD NSL,cpu,aaa9e37438c522bd6d04a9cddea6097c,aaa9e37438c522bd6d04a9cddea6097c,k-SVC,aaa9e37438c522bd6d04a9cddea6097c,aaa9e37438c522bd6d04a9cddea6097c,0.98,0.6907835238725164,cpu,1721877944.54699,1721877938.6519034,6.5142825,0.065142825,cpu,1721877938.6515343,1721877938.5484412,0.10373365,0.0010373365,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,aaa9e37438c522bd6d04a9cddea6097c,predictions.json,reports/condense/svc/,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,0,True,100,100,label,100.0,deckard.base.model.ModelInitializer,balanced,kdd_nsl/model/gzip/100-100/0.npz,auto,rbf,0.2308019263447822,GZIP,gzip_classifier.GzipSVC,True,nearmiss,Asymmetric,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipSVC
aa750ac021d35c8ee2195b7060f1afdc,train,deckard.base.experiment.Experiment,aa750ac021d35c8ee2195b7060f1afdc,KDD NSL,cpu,aa750ac021d35c8ee2195b7060f1afdc,aa750ac021d35c8ee2195b7060f1afdc,k-SVC,aa750ac021d35c8ee2195b7060f1afdc,aa750ac021d35c8ee2195b7060f1afdc,0.5,17.269388197455342,cpu,1721878128.7743556,1721878122.7630763,6.94578533,0.0694578533,cpu,1721878122.7628214,1721878122.6757302,0.08459092,0.0008459092,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,2,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,aa750ac021d35c8ee2195b7060f1afdc,predictions.json,reports/condense/svc/,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,2,True,100,100,label,100.0,deckard.base.model.ModelInitializer,,kdd_nsl/model/gzip/100-100/2.npz,auto,rbf,0.366388427276186,GZIP,gzip_classifier.GzipSVC,True,sum,Asymmetric,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipSVC
aa6de410355d174b92f27bb17186afa0,train,deckard.base.experiment.Experiment,aa6de410355d174b92f27bb17186afa0,KDD NSL,cpu,aa6de410355d174b92f27bb17186afa0,aa6de410355d174b92f27bb17186afa0,k-SVC,aa6de410355d174b92f27bb17186afa0,aa6de410355d174b92f27bb17186afa0,0.5,17.26978799617044,cpu,1721583705.3285098,1721583699.408281,6.33342848,0.0633342848,cpu,1721583699.4081924,1721583698.92515,0.50774288,0.0050774288,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,1,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,aa6de410355d174b92f27bb17186afa0,predictions.json,reports/condense/svc/,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,1,True,100,100,label,100.0,deckard.base.model.ModelInitializer,,kdd_nsl/model/gzip/100-100/1.npz,scale,rbf,0.1535339910914432,GZIP,gzip_classifier.GzipSVC,True,hardness,Asymmetric,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipSVC
aa6392ab32722782e7565bbb63e72d84,train,deckard.base.experiment.Experiment,aa6392ab32722782e7565bbb63e72d84,KDD NSL,cpu,aa6392ab32722782e7565bbb63e72d84,aa6392ab32722782e7565bbb63e72d84,k-SVC,aa6392ab32722782e7565bbb63e72d84,aa6392ab32722782e7565bbb63e72d84,0.5,17.269787996170436,cpu,1721583770.5487623,1721583764.974329,6.09490349,0.0609490349,cpu,1721583764.974294,1721583764.968475,0.00448396,4.48396e-05,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,aa6392ab32722782e7565bbb63e72d84,predictions.json,reports/condense/svc/,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,0,True,100,100,label,100.0,deckard.base.model.ModelInitializer,,kdd_nsl/model/jaro_winkler/100-100/0.npz,auto,rbf,0.3678407229199505,Jaro-Winkler,gzip_classifier.GzipSVC,True,medoid,Asymmetric,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipSVC
aa38c18dd8d25ae68e719539774cb746,train,deckard.base.experiment.Experiment,aa38c18dd8d25ae68e719539774cb746,KDD NSL,cpu,aa38c18dd8d25ae68e719539774cb746,aa38c18dd8d25ae68e719539774cb746,k-SVC,aa38c18dd8d25ae68e719539774cb746,aa38c18dd8d25ae68e719539774cb746,0.55,15.54266526901596,cpu,1721877823.4300585,1721877817.7367404,6.50010255,0.0650010255,cpu,1721877817.7363102,1721877817.6418998,0.10096296,0.0010096296,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,aa38c18dd8d25ae68e719539774cb746,predictions.json,reports/condense/svc/,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,0,True,100,100,label,0.1,deckard.base.model.ModelInitializer,,kdd_nsl/model/bz2/100-100/0.npz,auto,rbf,0.2751089240443105,BZ2,gzip_classifier.GzipSVC,True,nearmiss,Asymmetric,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipSVC
aa1a330d61e98d6f5aa20cd58af48a11,train,deckard.base.experiment.Experiment,aa1a330d61e98d6f5aa20cd58af48a11,KDD NSL,cpu,aa1a330d61e98d6f5aa20cd58af48a11,aa1a330d61e98d6f5aa20cd58af48a11,k-SVC,aa1a330d61e98d6f5aa20cd58af48a11,aa1a330d61e98d6f5aa20cd58af48a11,0.91,3.1085298554134715,cpu,1721583968.699566,1721583963.018077,6.52198123,0.0652198123,cpu,1721583963.0179954,1721583962.899644,0.13487319,0.0013487319,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,7,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,aa1a330d61e98d6f5aa20cd58af48a11,predictions.json,reports/condense/svc/,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,7,True,100,100,label,100.0,deckard.base.model.ModelInitializer,,kdd_nsl/model/gzip/100-100/7.npz,auto,rbf,0.3378392839039149,GZIP,gzip_classifier.GzipSVC,True,knn,Asymmetric,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipSVC
aa0a75694a300de33de55a417665cbae,train,deckard.base.experiment.Experiment,aa0a75694a300de33de55a417665cbae,KDD NSL,cpu,aa0a75694a300de33de55a417665cbae,aa0a75694a300de33de55a417665cbae,k-SVC,aa0a75694a300de33de55a417665cbae,aa0a75694a300de33de55a417665cbae,0.5,17.269787996170436,cpu,1721877907.3939042,1721877901.9036152,5.82403111,0.0582403111,cpu,1721877901.9035504,1721877901.7621346,0.15753076,0.0015753076,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,6,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,aa0a75694a300de33de55a417665cbae,predictions.json,reports/condense/svc/,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,6,True,100,100,label,100.0,deckard.base.model.ModelInitializer,,kdd_nsl/model/pkl/100-100/6.npz,auto,rbf,0.2793183303397764,Pickle,gzip_classifier.GzipSVC,True,knn,Asymmetric,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipSVC
ab671b17f3e379b4b4146a133c23b0d6,train,deckard.base.experiment.Experiment,ab671b17f3e379b4b4146a133c23b0d6,KDD NSL,cpu,ab671b17f3e379b4b4146a133c23b0d6,ab671b17f3e379b4b4146a133c23b0d6,k-SVC,ab671b17f3e379b4b4146a133c23b0d6,ab671b17f3e379b4b4146a133c23b0d6,0.57,14.851889741117745,cpu,1721877907.2412536,1721877901.937936,5.73504167,0.0573504167,cpu,1721877901.9378517,1721877901.777702,0.16869521,0.0016869521,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,ab671b17f3e379b4b4146a133c23b0d6,predictions.json,reports/condense/svc/,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,0,True,100,100,label,100.0,deckard.base.model.ModelInitializer,,kdd_nsl/model/bz2/100-100/0.npz,auto,rbf,0.1541380549636885,BZ2,gzip_classifier.GzipSVC,True,nearmiss,Asymmetric,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipSVC
aa0719660e932e46000e365e6158f35c,train,deckard.base.experiment.Experiment,aa0719660e932e46000e365e6158f35c,KDD NSL,cpu,aa0719660e932e46000e365e6158f35c,aa0719660e932e46000e365e6158f35c,k-SVC,aa0719660e932e46000e365e6158f35c,aa0719660e932e46000e365e6158f35c,0.96,1.381551055796428,cpu,1721583300.6592796,1721583293.8620856,6.96651669,0.0696651669,cpu,1721583293.8619742,1721583293.6885436,0.18791214,0.0018791214,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,aa0719660e932e46000e365e6158f35c,predictions.json,reports/condense/svc/,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,0,True,100,100,label,1.0,deckard.base.model.ModelInitializer,,kdd_nsl/model/gzip/100-100/0.npz,scale,rbf,0.4876483914373277,GZIP,gzip_classifier.GzipSVC,True,knn,Asymmetric,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipSVC
a9f40135361d08bf2e7b4fafe175e052,train,deckard.base.experiment.Experiment,a9f40135361d08bf2e7b4fafe175e052,KDD NSL,cpu,a9f40135361d08bf2e7b4fafe175e052,a9f40135361d08bf2e7b4fafe175e052,k-SVC,a9f40135361d08bf2e7b4fafe175e052,a9f40135361d08bf2e7b4fafe175e052,0.5,17.269787996170436,cpu,1721584156.868152,1721584144.925653,12.60794474,0.1260794474,cpu,1721584144.925537,1721584144.6170652,0.31665819,0.0031665819,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,a9f40135361d08bf2e7b4fafe175e052,predictions.json,reports/condense/svc/,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,0,True,100,100,label,100.0,deckard.base.model.ModelInitializer,balanced,kdd_nsl/model/lzma/100-100/0.npz,auto,rbf,0.3584373808916052,LZMA,gzip_classifier.GzipSVC,True,medoid,Asymmetric,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipSVC
a9dc5d3585e71e95d60fcf1464897647,train,deckard.base.experiment.Experiment,a9dc5d3585e71e95d60fcf1464897647,KDD NSL,cpu,a9dc5d3585e71e95d60fcf1464897647,a9dc5d3585e71e95d60fcf1464897647,k-SVC,a9dc5d3585e71e95d60fcf1464897647,a9dc5d3585e71e95d60fcf1464897647,0.9,3.4538936314396733,cpu,1721877531.2564983,1721877525.230827,6.87054682,0.0687054682,cpu,1721877525.2307577,1721877525.055107,0.18249403,0.0018249403,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,4,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,a9dc5d3585e71e95d60fcf1464897647,predictions.json,reports/condense/svc/,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,4,True,100,100,label,10.0,deckard.base.model.ModelInitializer,,kdd_nsl/model/gzip/100-100/4.npz,auto,rbf,0.4103522459829842,GZIP,gzip_classifier.GzipSVC,True,knn,Asymmetric,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipSVC
a9c9957f2e13a640473f1329f9a10b04,train,deckard.base.experiment.Experiment,a9c9957f2e13a640473f1329f9a10b04,KDD NSL,cpu,a9c9957f2e13a640473f1329f9a10b04,a9c9957f2e13a640473f1329f9a10b04,k-SVC,a9c9957f2e13a640473f1329f9a10b04,a9c9957f2e13a640473f1329f9a10b04,0.89,3.7993213752602895,cpu,1721877980.1491747,1721877971.0770447,9.57479973,0.0957479973,cpu,1721877971.0769107,1721877970.7879405,0.295855,0.00295855,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,3,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,a9c9957f2e13a640473f1329f9a10b04,predictions.json,reports/condense/svc/,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,3,True,100,100,label,100.0,deckard.base.model.ModelInitializer,,kdd_nsl/model/lzma/100-100/3.npz,auto,rbf,0.2027044366691005,LZMA,gzip_classifier.GzipSVC,True,nearmiss,Asymmetric,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipSVC
a90ff056f389b2e71e6b3b213d8eb00f,train,deckard.base.experiment.Experiment,a90ff056f389b2e71e6b3b213d8eb00f,KDD NSL,cpu,a90ff056f389b2e71e6b3b213d8eb00f,a90ff056f389b2e71e6b3b213d8eb00f,k-SVC,a90ff056f389b2e71e6b3b213d8eb00f,a90ff056f389b2e71e6b3b213d8eb00f,0.5,17.269787996170436,cpu,1721878319.0777905,1721878311.973247,7.39266286,0.0739266286,cpu,1721878311.973106,1721878311.874434,0.10425534,0.0010425534,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,6,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,a90ff056f389b2e71e6b3b213d8eb00f,predictions.json,reports/condense/svc/,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,6,True,100,100,label,0.1,deckard.base.model.ModelInitializer,,kdd_nsl/model/gzip/100-100/6.npz,auto,rbf,0.5050083906413259,GZIP,gzip_classifier.GzipSVC,True,medoid,Asymmetric,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipSVC
a8fe2dbec34c689b030256270012b244,train,deckard.base.experiment.Experiment,a8fe2dbec34c689b030256270012b244,KDD NSL,cpu,a8fe2dbec34c689b030256270012b244,a8fe2dbec34c689b030256270012b244,k-SVC,a8fe2dbec34c689b030256270012b244,a8fe2dbec34c689b030256270012b244,0.78,7.598698722340691,cpu,1721583544.068492,1721583538.5289752,5.9752984,0.059752984,cpu,1721583538.5288646,1721583538.439619,0.0879161,0.000879161,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,a8fe2dbec34c689b030256270012b244,predictions.json,reports/condense/svc/,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,0,True,100,100,label,100.0,deckard.base.model.ModelInitializer,,kdd_nsl/model/gzip/100-100/0.npz,auto,rbf,0.1671756306776714,GZIP,gzip_classifier.GzipSVC,True,nearmiss,Asymmetric,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipSVC
