,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data.drop,data.name,data.target,data.sample.random_state,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_dir,files.data_file,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model.library,model.data.drop,model.data.name,model.data.sample.random_state,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.algorithm,Condensing Method,model.init.distance_matrix,model.init.k,Condensing Ratio,Metric,model.init.modified,model.init.name,Symmetric,model.init.weights,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers
00c7cf666f1a024ca27970b0c492ca0f,train,deckard.base.experiment.Experiment,00c7cf666f1a024ca27970b0c492ca0f,KDD NSL,cpu,00c7cf666f1a024ca27970b0c492ca0f,00c7cf666f1a024ca27970b0c492ca0f,k-KNN,00c7cf666f1a024ca27970b0c492ca0f,00c7cf666f1a024ca27970b0c492ca0f,0.94,2.07234057664967,cpu,1727133112.601498,1727133096.7382572,19.91904314,0.04979760785,cpu,1727133096.7381718,1727133096.4054935,0.39780082,0.00039780082,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,0,True,400,1000,deckard.base.files.FileConfig,data,abea94e5362b96112a9fb02e9eed66c1,.pkl,kdd_nsl,00c7cf666f1a024ca27970b0c492ca0f,predictions.json,reports/condense/knn/bz2/0.1/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,0,True,400,1000,label,brute,Medoid,kdd_nsl/models/bz2/symmetry_true/modified_true/1000-400-0.npz,3,0.1,BZ2,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
d7b9e7026f0e97711258608ccdccb07b,train,deckard.base.experiment.Experiment,d7b9e7026f0e97711258608ccdccb07b,KDD NSL,cpu,d7b9e7026f0e97711258608ccdccb07b,d7b9e7026f0e97711258608ccdccb07b,k-KNN,d7b9e7026f0e97711258608ccdccb07b,d7b9e7026f0e97711258608ccdccb07b,0.9625,1.2952121107834536,cpu,1727109644.0219674,1727108955.8248394,745.4030637,1.86350765925,cpu,1727108955.8247342,1727108952.507867,3.63054727,0.00363054727,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,0,True,400,1000,deckard.base.files.FileConfig,data,abea94e5362b96112a9fb02e9eed66c1,.pkl,kdd_nsl,d7b9e7026f0e97711258608ccdccb07b,predictions.json,reports/condense/knn/lzma/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,0,True,400,1000,label,brute,Medoid,kdd_nsl/models/lzma/symmetry_true/modified_true/1000-400-0.npz,3,0.5,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
c067bd41ef0d5bc64583478e1499863d,train,deckard.base.experiment.Experiment,c067bd41ef0d5bc64583478e1499863d,KDD NSL,cpu,c067bd41ef0d5bc64583478e1499863d,c067bd41ef0d5bc64583478e1499863d,k-KNN,c067bd41ef0d5bc64583478e1499863d,c067bd41ef0d5bc64583478e1499863d,0.98,0.6907815248789412,cpu,1727108074.4640436,1727106941.7394514,1224.62652627,3.061566315675,cpu,1727106941.7393386,1727106936.7728283,5.34653373,0.00534653373,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,0,True,400,1000,deckard.base.files.FileConfig,data,abea94e5362b96112a9fb02e9eed66c1,.pkl,kdd_nsl,c067bd41ef0d5bc64583478e1499863d,predictions.json,reports/condense/knn/lzma/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,0,True,400,1000,label,brute,NearMiss,kdd_nsl/models/lzma/symmetry_true/modified_true/1000-400-0.npz,3,0.5,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
77f328a95b28fe92d866f202a73e2bcf,train,deckard.base.experiment.Experiment,77f328a95b28fe92d866f202a73e2bcf,KDD NSL,cpu,77f328a95b28fe92d866f202a73e2bcf,77f328a95b28fe92d866f202a73e2bcf,k-KNN,77f328a95b28fe92d866f202a73e2bcf,77f328a95b28fe92d866f202a73e2bcf,0.8725,4.40372197626117,cpu,1727110657.0734763,1727109656.7523863,1082.9559383,2.70738984575,cpu,1727109656.752272,1727109653.315782,3.76631097,0.00376631097,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,0,True,400,1000,deckard.base.files.FileConfig,data,abea94e5362b96112a9fb02e9eed66c1,.pkl,kdd_nsl,77f328a95b28fe92d866f202a73e2bcf,predictions.json,reports/condense/knn/lzma/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,0,True,400,1000,label,brute,Sum,kdd_nsl/models/lzma/symmetry_true/modified_true/1000-400-0.npz,3,0.5,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
723a612f18593d7f9b4bc7ad1dd1744d,train,deckard.base.experiment.Experiment,723a612f18593d7f9b4bc7ad1dd1744d,KDD NSL,cpu,723a612f18593d7f9b4bc7ad1dd1744d,723a612f18593d7f9b4bc7ad1dd1744d,k-KNN,723a612f18593d7f9b4bc7ad1dd1744d,723a612f18593d7f9b4bc7ad1dd1744d,0.975,0.86347740584707,cpu,1727110793.0114431,1727109668.3125389,1218.95789576,3.0473947394,cpu,1727109668.312405,1727109662.1901426,6.81730572,0.00681730572,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,0,True,400,1000,deckard.base.files.FileConfig,data,abea94e5362b96112a9fb02e9eed66c1,.pkl,kdd_nsl,723a612f18593d7f9b4bc7ad1dd1744d,predictions.json,reports/condense/knn/lzma/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,0,True,400,1000,label,brute,SVC,kdd_nsl/models/lzma/symmetry_true/modified_true/1000-400-0.npz,3,0.5,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
433e856004fca73d4f548bc1a5e00f4a,train,deckard.base.experiment.Experiment,433e856004fca73d4f548bc1a5e00f4a,KDD NSL,cpu,433e856004fca73d4f548bc1a5e00f4a,433e856004fca73d4f548bc1a5e00f4a,k-KNN,433e856004fca73d4f548bc1a5e00f4a,433e856004fca73d4f548bc1a5e00f4a,0.9625,1.2952121107834536,cpu,1727108075.9373455,1727106941.7919412,1230.2636981,3.07565924525,cpu,1727106941.791808,1727106936.619571,5.52578711,0.00552578711,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,0,True,400,1000,deckard.base.files.FileConfig,data,abea94e5362b96112a9fb02e9eed66c1,.pkl,kdd_nsl,433e856004fca73d4f548bc1a5e00f4a,predictions.json,reports/condense/knn/lzma/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,0,True,400,1000,label,brute,Medoid,kdd_nsl/models/lzma/symmetry_true/modified_true/1000-400-0.npz,3,0.5,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
0c8058c2d3edd356c1c744149cfdb5a3,train,deckard.base.experiment.Experiment,0c8058c2d3edd356c1c744149cfdb5a3,KDD NSL,cpu,0c8058c2d3edd356c1c744149cfdb5a3,0c8058c2d3edd356c1c744149cfdb5a3,k-KNN,0c8058c2d3edd356c1c744149cfdb5a3,0c8058c2d3edd356c1c744149cfdb5a3,0.98,0.6907815248789412,cpu,1727111646.844667,1727110867.9654312,842.54605627,2.106365140675,cpu,1727110867.9653296,1727110862.9297583,5.47280799,0.00547280799,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,0,True,400,1000,deckard.base.files.FileConfig,data,abea94e5362b96112a9fb02e9eed66c1,.pkl,kdd_nsl,0c8058c2d3edd356c1c744149cfdb5a3,predictions.json,reports/condense/knn/lzma/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,0,True,400,1000,label,brute,KNN,kdd_nsl/models/lzma/symmetry_true/modified_true/1000-400-0.npz,3,0.5,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
0ad7ce8bb935a3045168cd3d87dbdfde,train,deckard.base.experiment.Experiment,0ad7ce8bb935a3045168cd3d87dbdfde,KDD NSL,cpu,0ad7ce8bb935a3045168cd3d87dbdfde,0ad7ce8bb935a3045168cd3d87dbdfde,k-KNN,0ad7ce8bb935a3045168cd3d87dbdfde,0ad7ce8bb935a3045168cd3d87dbdfde,0.98,0.6907815248789412,cpu,1727111619.8020933,1727110869.1128976,808.72150405,2.021803760125,cpu,1727110869.112781,1727110863.257456,6.25666323,0.00625666323,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,0,True,400,1000,deckard.base.files.FileConfig,data,abea94e5362b96112a9fb02e9eed66c1,.pkl,kdd_nsl,0ad7ce8bb935a3045168cd3d87dbdfde,predictions.json,reports/condense/knn/lzma/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,0,True,400,1000,label,brute,Hardness,kdd_nsl/models/lzma/symmetry_true/modified_true/1000-400-0.npz,3,0.5,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
004b6783d0956948c2df275019c5558b,train,deckard.base.experiment.Experiment,004b6783d0956948c2df275019c5558b,KDD NSL,cpu,004b6783d0956948c2df275019c5558b,004b6783d0956948c2df275019c5558b,k-KNN,004b6783d0956948c2df275019c5558b,004b6783d0956948c2df275019c5558b,0.9725,0.94981834985362,cpu,1727108889.760638,1727108117.9886105,835.87894899,2.089697372475,cpu,1727108117.9884715,1727108114.0322106,4.34986909,0.00434986909,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,0,True,400,1000,deckard.base.files.FileConfig,data,abea94e5362b96112a9fb02e9eed66c1,.pkl,kdd_nsl,004b6783d0956948c2df275019c5558b,predictions.json,reports/condense/knn/lzma/0.5/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,0,True,400,1000,label,brute,Random,kdd_nsl/models/lzma/symmetry_true/modified_true/1000-400-0.npz,3,0.5,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
2d4a05dc7893ace1243b2b1846d5b510,train,deckard.base.experiment.Experiment,2d4a05dc7893ace1243b2b1846d5b510,KDD NSL,cpu,2d4a05dc7893ace1243b2b1846d5b510,2d4a05dc7893ace1243b2b1846d5b510,k-KNN,2d4a05dc7893ace1243b2b1846d5b510,2d4a05dc7893ace1243b2b1846d5b510,0.98,0.6907815248789412,cpu,1727098221.3078656,1727097591.1498587,684.2765009,1.71069125225,cpu,1727097591.1497693,1727097587.2617452,4.10478767,0.00410478767,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,0,True,400,1000,deckard.base.files.FileConfig,data,abea94e5362b96112a9fb02e9eed66c1,.pkl,kdd_nsl,2d4a05dc7893ace1243b2b1846d5b510,predictions.json,reports/condense/knn/lzma/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,0,True,400,1000,label,brute,KNN,kdd_nsl/models/lzma/symmetry_true/modified_true/1000-400-0.npz,3,0.9,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
c42efe945c917e2ad4dcf0a8fee6cc36,train,deckard.base.experiment.Experiment,c42efe945c917e2ad4dcf0a8fee6cc36,KDD NSL,cpu,c42efe945c917e2ad4dcf0a8fee6cc36,c42efe945c917e2ad4dcf0a8fee6cc36,k-KNN,c42efe945c917e2ad4dcf0a8fee6cc36,c42efe945c917e2ad4dcf0a8fee6cc36,0.8925,3.7129244594336255,cpu,1727120308.3325891,1727119596.2917678,770.9706531,1.92742663275,cpu,1727119596.2916343,1727119590.4143856,6.57215121,0.00657215121,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,0,True,400,1000,deckard.base.files.FileConfig,data,abea94e5362b96112a9fb02e9eed66c1,.pkl,kdd_nsl,c42efe945c917e2ad4dcf0a8fee6cc36,predictions.json,reports/condense/knn/lzma/0.3/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,0,True,400,1000,label,brute,Sum,kdd_nsl/models/lzma/symmetry_true/modified_true/1000-400-0.npz,3,0.3,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
7e71db2dc7672cebbade7fde4bf6f603,train,deckard.base.experiment.Experiment,7e71db2dc7672cebbade7fde4bf6f603,KDD NSL,cpu,7e71db2dc7672cebbade7fde4bf6f603,7e71db2dc7672cebbade7fde4bf6f603,k-KNN,7e71db2dc7672cebbade7fde4bf6f603,7e71db2dc7672cebbade7fde4bf6f603,0.97,1.0361692888280478,cpu,1727118891.6924522,1727118299.2533991,640.95351176,1.6023837794,cpu,1727118299.2532775,1727118293.7453146,6.11123158,0.00611123158,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,0,True,400,1000,deckard.base.files.FileConfig,data,abea94e5362b96112a9fb02e9eed66c1,.pkl,kdd_nsl,7e71db2dc7672cebbade7fde4bf6f603,predictions.json,reports/condense/knn/lzma/0.3/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,0,True,400,1000,label,brute,SVC,kdd_nsl/models/lzma/symmetry_true/modified_true/1000-400-0.npz,3,0.3,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
69c660715d163b7ea91ec50e41db8050,train,deckard.base.experiment.Experiment,69c660715d163b7ea91ec50e41db8050,KDD NSL,cpu,69c660715d163b7ea91ec50e41db8050,69c660715d163b7ea91ec50e41db8050,k-KNN,69c660715d163b7ea91ec50e41db8050,69c660715d163b7ea91ec50e41db8050,0.95,1.726946815719837,cpu,1727121006.2462072,1727120364.4350078,695.31273224,1.7382818306,cpu,1727120364.434837,1727120359.0384457,5.81260621,0.00581260621,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,0,True,400,1000,deckard.base.files.FileConfig,data,abea94e5362b96112a9fb02e9eed66c1,.pkl,kdd_nsl,69c660715d163b7ea91ec50e41db8050,predictions.json,reports/condense/knn/lzma/0.3/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,0,True,400,1000,label,brute,Medoid,kdd_nsl/models/lzma/symmetry_true/modified_true/1000-400-0.npz,3,0.3,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
457be4669d0d1e87c1d332089d90c1c8,train,deckard.base.experiment.Experiment,457be4669d0d1e87c1d332089d90c1c8,KDD NSL,cpu,457be4669d0d1e87c1d332089d90c1c8,457be4669d0d1e87c1d332089d90c1c8,k-KNN,457be4669d0d1e87c1d332089d90c1c8,457be4669d0d1e87c1d332089d90c1c8,0.9775,0.7771284658662178,cpu,1727119550.6812284,1727118916.5172186,682.72695712,1.7068173928,cpu,1727118916.5171049,1727118910.4612546,6.56169766,0.00656169766,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,0,True,400,1000,deckard.base.files.FileConfig,data,abea94e5362b96112a9fb02e9eed66c1,.pkl,kdd_nsl,457be4669d0d1e87c1d332089d90c1c8,predictions.json,reports/condense/knn/lzma/0.3/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,0,True,400,1000,label,brute,KNN,kdd_nsl/models/lzma/symmetry_true/modified_true/1000-400-0.npz,3,0.3,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
0c0d88b285739726093ae53a25a53538,train,deckard.base.experiment.Experiment,0c0d88b285739726093ae53a25a53538,KDD NSL,cpu,0c0d88b285739726093ae53a25a53538,0c0d88b285739726093ae53a25a53538,k-KNN,0c0d88b285739726093ae53a25a53538,0c0d88b285739726093ae53a25a53538,0.9575,1.467901994770856,cpu,1727120297.047243,1727119594.814005,759.78005108,1.8994501277,cpu,1727119594.813877,1727119589.9927905,5.39111175,0.00539111175,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,0,True,400,1000,deckard.base.files.FileConfig,data,abea94e5362b96112a9fb02e9eed66c1,.pkl,kdd_nsl,0c0d88b285739726093ae53a25a53538,predictions.json,reports/condense/knn/lzma/0.3/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,0,True,400,1000,label,brute,Random,kdd_nsl/models/lzma/symmetry_true/modified_true/1000-400-0.npz,3,0.3,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
e0fac7904a5c7f99da122ecb762aa39f,train,deckard.base.experiment.Experiment,e0fac7904a5c7f99da122ecb762aa39f,KDD NSL,cpu,e0fac7904a5c7f99da122ecb762aa39f,e0fac7904a5c7f99da122ecb762aa39f,k-KNN,e0fac7904a5c7f99da122ecb762aa39f,e0fac7904a5c7f99da122ecb762aa39f,0.9625,1.2952061138027269,cpu,1727126053.3114324,1727125599.6463723,493.79862596,1.2344965649,cpu,1727125599.646228,1727125594.336943,5.7830579,0.0057830579,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,0,True,400,1000,deckard.base.files.FileConfig,data,abea94e5362b96112a9fb02e9eed66c1,.pkl,kdd_nsl,e0fac7904a5c7f99da122ecb762aa39f,predictions.json,reports/condense/knn/lzma/0.2/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,0,True,400,1000,label,brute,NearMiss,kdd_nsl/models/lzma/symmetry_true/modified_true/1000-400-0.npz,3,0.2,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
acd02e924f8397f5aaa3684182c78978,train,deckard.base.experiment.Experiment,acd02e924f8397f5aaa3684182c78978,KDD NSL,cpu,acd02e924f8397f5aaa3684182c78978,acd02e924f8397f5aaa3684182c78978,k-KNN,acd02e924f8397f5aaa3684182c78978,acd02e924f8397f5aaa3684182c78978,0.9625,1.2952061138027269,cpu,1727127403.2341444,1727127219.9218795,200.52139667,0.501303491675,cpu,1727127219.9217937,1727127217.3388526,2.77436068,0.00277436068,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,0,True,400,1000,deckard.base.files.FileConfig,data,abea94e5362b96112a9fb02e9eed66c1,.pkl,kdd_nsl,acd02e924f8397f5aaa3684182c78978,predictions.json,reports/condense/knn/lzma/0.2/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,0,True,400,1000,label,brute,KNN,kdd_nsl/models/lzma/symmetry_true/modified_true/1000-400-0.npz,3,0.2,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
80c71a98fe06071850a4158045ade62b,train,deckard.base.experiment.Experiment,80c71a98fe06071850a4158045ade62b,KDD NSL,cpu,80c71a98fe06071850a4158045ade62b,80c71a98fe06071850a4158045ade62b,k-KNN,80c71a98fe06071850a4158045ade62b,80c71a98fe06071850a4158045ade62b,0.8875,3.885618341408178,cpu,1727127844.957528,1727127417.600073,460.81336591,1.152033414775,cpu,1727127417.5999224,1727127412.212329,5.83211329,0.00583211329,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,0,True,400,1000,deckard.base.files.FileConfig,data,abea94e5362b96112a9fb02e9eed66c1,.pkl,kdd_nsl,80c71a98fe06071850a4158045ade62b,predictions.json,reports/condense/knn/lzma/0.2/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,0,True,400,1000,label,brute,Sum,kdd_nsl/models/lzma/symmetry_true/modified_true/1000-400-0.npz,3,0.2,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
6f6eb34beaa098aa0150b92df3f118d8,train,deckard.base.experiment.Experiment,6f6eb34beaa098aa0150b92df3f118d8,KDD NSL,cpu,6f6eb34beaa098aa0150b92df3f118d8,6f6eb34beaa098aa0150b92df3f118d8,k-KNN,6f6eb34beaa098aa0150b92df3f118d8,6f6eb34beaa098aa0150b92df3f118d8,0.9475,1.813303751674991,cpu,1727126049.82083,1727125599.002812,488.55556646,1.22138891615,cpu,1727125599.0026944,1727125594.266363,5.02215262,0.00502215262,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,0,True,400,1000,deckard.base.files.FileConfig,data,abea94e5362b96112a9fb02e9eed66c1,.pkl,kdd_nsl,6f6eb34beaa098aa0150b92df3f118d8,predictions.json,reports/condense/knn/lzma/0.2/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,0,True,400,1000,label,brute,Medoid,kdd_nsl/models/lzma/symmetry_true/modified_true/1000-400-0.npz,3,0.2,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
b39ef1a24fa67924e24fbfdecb71fa3b,train,deckard.base.experiment.Experiment,b39ef1a24fa67924e24fbfdecb71fa3b,KDD NSL,cpu,b39ef1a24fa67924e24fbfdecb71fa3b,b39ef1a24fa67924e24fbfdecb71fa3b,k-KNN,b39ef1a24fa67924e24fbfdecb71fa3b,b39ef1a24fa67924e24fbfdecb71fa3b,0.95,1.726946815719837,cpu,1727118286.3208995,1727117604.606787,738.69467252,1.8467366813,cpu,1727117604.6066608,1727117599.5219765,5.59389465,0.00559389465,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,0,True,400,1000,deckard.base.files.FileConfig,data,abea94e5362b96112a9fb02e9eed66c1,.pkl,kdd_nsl,b39ef1a24fa67924e24fbfdecb71fa3b,predictions.json,reports/condense/knn/lzma/0.3/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,0,True,400,1000,label,brute,Medoid,kdd_nsl/models/lzma/symmetry_true/modified_true/1000-400-0.npz,3,0.3,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
5841d46f593d395d9f2a37b9b6a4a06b,train,deckard.base.experiment.Experiment,5841d46f593d395d9f2a37b9b6a4a06b,KDD NSL,cpu,5841d46f593d395d9f2a37b9b6a4a06b,5841d46f593d395d9f2a37b9b6a4a06b,k-KNN,5841d46f593d395d9f2a37b9b6a4a06b,5841d46f593d395d9f2a37b9b6a4a06b,0.99,0.3453957599234097,cpu,1727093975.9287567,1727091956.762816,2185.38979334,5.46347448335,cpu,1727091956.762637,1727091951.7550356,5.56407964,0.00556407964,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,0,True,400,1000,deckard.base.files.FileConfig,data,abea94e5362b96112a9fb02e9eed66c1,.pkl,kdd_nsl,5841d46f593d395d9f2a37b9b6a4a06b,predictions.json,reports/condense/knn/lzma/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,0,True,400,1000,label,brute,Medoid,kdd_nsl/models/lzma/symmetry_true/modified_true/1000-400-0.npz,3,0.9,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
5ff16e1c5dd83c2e507c1b50658b5192,train,deckard.base.experiment.Experiment,5ff16e1c5dd83c2e507c1b50658b5192,KDD NSL,cpu,5ff16e1c5dd83c2e507c1b50658b5192,5ff16e1c5dd83c2e507c1b50658b5192,k-KNN,5ff16e1c5dd83c2e507c1b50658b5192,5ff16e1c5dd83c2e507c1b50658b5192,0.9775,0.7771284658662176,cpu,1727095986.6106117,1727094048.5015254,2096.56017434,5.24140043585,cpu,1727094048.5013947,1727094042.7641776,6.32966162,0.00632966162,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,0,True,400,1000,deckard.base.files.FileConfig,data,abea94e5362b96112a9fb02e9eed66c1,.pkl,kdd_nsl,5ff16e1c5dd83c2e507c1b50658b5192,predictions.json,reports/condense/knn/lzma/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,0,True,400,1000,label,brute,SVC,kdd_nsl/models/lzma/symmetry_true/modified_true/1000-400-0.npz,3,0.9,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
b560e65f01a78eacf9988cebb3cc3dae,train,deckard.base.experiment.Experiment,b560e65f01a78eacf9988cebb3cc3dae,KDD NSL,cpu,b560e65f01a78eacf9988cebb3cc3dae,b560e65f01a78eacf9988cebb3cc3dae,k-KNN,b560e65f01a78eacf9988cebb3cc3dae,b560e65f01a78eacf9988cebb3cc3dae,0.98,0.6907815248789412,cpu,1727097539.3612964,1727096027.8196392,1635.19010795,4.087975269875,cpu,1727096027.819542,1727096025.8602777,2.10379842,0.00210379842,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,0,True,400,1000,deckard.base.files.FileConfig,data,abea94e5362b96112a9fb02e9eed66c1,.pkl,kdd_nsl,b560e65f01a78eacf9988cebb3cc3dae,predictions.json,reports/condense/knn/lzma/0.9/symmetry_true/modified_true/1000-400-0/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,0,True,400,1000,label,brute,NearMiss,kdd_nsl/models/lzma/symmetry_true/modified_true/1000-400-0.npz,3,0.9,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN
