,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,train_time,train_time_per_sample,train_start_time,train_end_time,train_device,predict_time,predict_time_per_sample,predict_start_time,predict_end_time,predict_device,accuracy,log_loss,data.drop,data.name,data.target,data.sample.random_state,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,files.data_dir,files.data_file,model.library,model.data.drop,model.data.name,model.data.sample.random_state,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.C,model.init.class_weight,model.init.fit_intercept,Condensing Ratio,Metric,model.init.name,model.init.penalty,model.init.solver,Symmetric,model.init.tol,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers
1463311a3a7bd0bf0d7f15e6b7f50db7,train,deckard.base.experiment.Experiment,1463311a3a7bd0bf0d7f15e6b7f50db7,KDD NSL,cpu,1463311a3a7bd0bf0d7f15e6b7f50db7,1463311a3a7bd0bf0d7f15e6b7f50db7,k-Logistic,1463311a3a7bd0bf0d7f15e6b7f50db7,1463311a3a7bd0bf0d7f15e6b7f50db7,6.66693422,0.0666693422,1723650805.7371986,1723650811.9762137,cpu,7.22462679,0.0722462679,1723650811.976524,1723650819.0687733,cpu,0.5,17.269787996170436,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,3,True,100,100,deckard.base.files.FileConfig,.pkl,kdd_nsl,1463311a3a7bd0bf0d7f15e6b7f50db7,predictions.json,reports/gzip_logistic/100/symmetry_true,score_dict.json,train,data,39ef589fb6e50f6ed812aa1467405654,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,3,True,100,100,label,3.361552281007495,balanced,True,1,Levenshtein,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0187596443147409,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
0cac641541da3293b40753bab919e28e,train,deckard.base.experiment.Experiment,0cac641541da3293b40753bab919e28e,KDD NSL,cpu,0cac641541da3293b40753bab919e28e,0cac641541da3293b40753bab919e28e,k-Logistic,0cac641541da3293b40753bab919e28e,0cac641541da3293b40753bab919e28e,7.37308989,0.0737308989,1723650896.165763,1723650902.7867494,cpu,8.69421066,0.0869421066,1723650902.7868834,1723650910.6825726,cpu,0.5,17.26978799617044,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,2,True,100,100,deckard.base.files.FileConfig,.pkl,kdd_nsl,0cac641541da3293b40753bab919e28e,predictions.json,reports/gzip_logistic/100/symmetry_true,score_dict.json,train,data,fc5bd4929fc2b9a2e0aca3efb10c8e43,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,2,True,100,100,label,4.419067981927672,,True,1,BZ2,gzip_classifier.GzipLogisticRegressor,l1,saga,Symmetric,0.0003388341029083,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
0e4db604b6e11f935eeef11aff89d023,train,deckard.base.experiment.Experiment,0e4db604b6e11f935eeef11aff89d023,KDD NSL,cpu,0e4db604b6e11f935eeef11aff89d023,0e4db604b6e11f935eeef11aff89d023,k-Logistic,0e4db604b6e11f935eeef11aff89d023,0e4db604b6e11f935eeef11aff89d023,7.11106797,0.0711106797,1723650556.0756118,1723650562.6824696,cpu,8.47826035,0.0847826035,1723650562.6826031,1723650570.3115115,cpu,0.5,17.269787996170436,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,5,True,100,100,deckard.base.files.FileConfig,.pkl,kdd_nsl,0e4db604b6e11f935eeef11aff89d023,predictions.json,reports/gzip_logistic/100/symmetry_true,score_dict.json,train,data,01667f95698b9b88b80e4ed283f6dbf5,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,5,True,100,100,label,0.001735714618863,balanced,True,1,ZSTD,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.000627202113676,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
1269ee57421d00b421637e8c6a4e01f9,train,deckard.base.experiment.Experiment,1269ee57421d00b421637e8c6a4e01f9,KDD NSL,cpu,1269ee57421d00b421637e8c6a4e01f9,1269ee57421d00b421637e8c6a4e01f9,k-Logistic,1269ee57421d00b421637e8c6a4e01f9,1269ee57421d00b421637e8c6a4e01f9,6.60547207,0.0660547207,1723650425.386275,1723650431.547195,cpu,7.6704618,0.076704618,1723650431.547355,1723650439.049392,cpu,0.5,17.26978799617044,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,7,True,100,100,deckard.base.files.FileConfig,.pkl,kdd_nsl,1269ee57421d00b421637e8c6a4e01f9,predictions.json,reports/gzip_logistic/100/symmetry_true,score_dict.json,train,data,f73e381464c653304892a3b29e1fb64d,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,7,True,100,100,label,0.0053768278618028,,True,1,Jaro,gzip_classifier.GzipLogisticRegressor,l1,saga,Symmetric,0.000779205499313,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
13d79c0bc7cfbb790a1f94a4e38c9b11,train,deckard.base.experiment.Experiment,13d79c0bc7cfbb790a1f94a4e38c9b11,KDD NSL,cpu,13d79c0bc7cfbb790a1f94a4e38c9b11,13d79c0bc7cfbb790a1f94a4e38c9b11,k-Logistic,13d79c0bc7cfbb790a1f94a4e38c9b11,13d79c0bc7cfbb790a1f94a4e38c9b11,6.40113356,0.0640113356,1723650896.1034148,1723650902.0888658,cpu,7.09241136,0.0709241136,1723650902.0890284,1723650909.0740187,cpu,0.5,17.26978799617044,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,8,True,100,100,deckard.base.files.FileConfig,.pkl,kdd_nsl,13d79c0bc7cfbb790a1f94a4e38c9b11,predictions.json,reports/gzip_logistic/100/symmetry_true,score_dict.json,train,data,e18d09f3a85ba0225ebd22ec7eb89b97,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,8,True,100,100,label,216.4383474334846,,True,1,Levenshtein,gzip_classifier.GzipLogisticRegressor,l1,saga,Symmetric,0.0001970916568802,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
0ab884493ffdeaa612abe9220ec13fb1,train,deckard.base.experiment.Experiment,0ab884493ffdeaa612abe9220ec13fb1,KDD NSL,cpu,0ab884493ffdeaa612abe9220ec13fb1,0ab884493ffdeaa612abe9220ec13fb1,k-Logistic,0ab884493ffdeaa612abe9220ec13fb1,0ab884493ffdeaa612abe9220ec13fb1,6.63368193,0.0663368193,1723650556.1111166,1723650562.2951005,cpu,7.70569406,0.0770569406,1723650562.295221,1723650569.8406014,cpu,0.5,17.269388197455342,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,1,True,100,100,deckard.base.files.FileConfig,.pkl,kdd_nsl,0ab884493ffdeaa612abe9220ec13fb1,predictions.json,reports/gzip_logistic/100/symmetry_true,score_dict.json,train,data,c1ecb039e99cb073f373e581585f1e06,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,1,True,100,100,label,0.0712041438647767,,True,1,Ratio,gzip_classifier.GzipLogisticRegressor,l1,saga,Symmetric,1.2559276293040075e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
32c43e4a0a0dc49341b1c520e8be96a0,train,deckard.base.experiment.Experiment,32c43e4a0a0dc49341b1c520e8be96a0,KDD NSL,cpu,32c43e4a0a0dc49341b1c520e8be96a0,32c43e4a0a0dc49341b1c520e8be96a0,k-Logistic,32c43e4a0a0dc49341b1c520e8be96a0,32c43e4a0a0dc49341b1c520e8be96a0,6.54028165,0.0654028165,1723819114.6953542,1723819120.7702594,cpu,6.90785925,0.0690785925,1723819120.770429,1723819127.5829756,cpu,0.5,17.269388197455342,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,7,True,100,100,deckard.base.files.FileConfig,.pkl,kdd_nsl,32c43e4a0a0dc49341b1c520e8be96a0,predictions.json,reports/gzip_logistic/100/symmetry_true,score_dict.json,train,data,f73e381464c653304892a3b29e1fb64d,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,7,True,100,100,label,5.660898357911503,,False,1,Ratio,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0047119855576838,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
39c5ccae015fdcff64075058b1db99cb,train,deckard.base.experiment.Experiment,39c5ccae015fdcff64075058b1db99cb,KDD NSL,cpu,39c5ccae015fdcff64075058b1db99cb,39c5ccae015fdcff64075058b1db99cb,k-Logistic,39c5ccae015fdcff64075058b1db99cb,39c5ccae015fdcff64075058b1db99cb,16.42332449,0.1642332449,1723650597.9872844,1723650613.571414,cpu,21.28317951,0.2128317951,1723650613.571572,1723650633.5203202,cpu,0.5,17.269388197455342,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,8,True,100,100,deckard.base.files.FileConfig,.pkl,kdd_nsl,39c5ccae015fdcff64075058b1db99cb,predictions.json,reports/gzip_logistic/100/symmetry_true,score_dict.json,train,data,e18d09f3a85ba0225ebd22ec7eb89b97,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,8,True,100,100,label,3.730056077191584,balanced,False,1,LZMA,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0004493939669573,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
29b176590aa99a69fb79bc384c6336c2,train,deckard.base.experiment.Experiment,29b176590aa99a69fb79bc384c6336c2,KDD NSL,cpu,29b176590aa99a69fb79bc384c6336c2,29b176590aa99a69fb79bc384c6336c2,k-Logistic,29b176590aa99a69fb79bc384c6336c2,29b176590aa99a69fb79bc384c6336c2,6.62769087,0.0662769087,1723650425.4772613,1723650431.5994864,cpu,7.67174469,0.0767174469,1723650431.5997012,1723650439.1014142,cpu,0.5,17.269388197455342,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,2,True,100,100,deckard.base.files.FileConfig,.pkl,kdd_nsl,29b176590aa99a69fb79bc384c6336c2,predictions.json,reports/gzip_logistic/100/symmetry_true,score_dict.json,train,data,fc5bd4929fc2b9a2e0aca3efb10c8e43,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,2,True,100,100,label,0.0018262018684823,,False,1,Hamming,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.000268899668443,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
304b6de2d102258c780a29342cc750c4,train,deckard.base.experiment.Experiment,304b6de2d102258c780a29342cc750c4,KDD NSL,cpu,304b6de2d102258c780a29342cc750c4,304b6de2d102258c780a29342cc750c4,k-Logistic,304b6de2d102258c780a29342cc750c4,304b6de2d102258c780a29342cc750c4,15.43319441,0.1543319441,1723650556.109511,1723650570.752988,cpu,19.99310104,0.1999310104,1723650570.7530632,1723650589.4211447,cpu,0.5,17.269388197455342,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,10,True,100,100,deckard.base.files.FileConfig,.pkl,kdd_nsl,304b6de2d102258c780a29342cc750c4,predictions.json,reports/gzip_logistic/100/symmetry_true,score_dict.json,train,data,b4328857a7ea9fc83862dd4d4fcd45c5,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,10,True,100,100,label,0.0019475840598942,balanced,True,1,LZMA,gzip_classifier.GzipLogisticRegressor,l1,saga,Symmetric,1.6437023315845157e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
2e07b90b716c235d047955fcd1a62011,train,deckard.base.experiment.Experiment,2e07b90b716c235d047955fcd1a62011,KDD NSL,cpu,2e07b90b716c235d047955fcd1a62011,2e07b90b716c235d047955fcd1a62011,k-Logistic,2e07b90b716c235d047955fcd1a62011,2e07b90b716c235d047955fcd1a62011,6.57276735,0.0657276735,1723650841.642308,1723650847.8057342,cpu,6.93956259,0.0693956259,1723650847.8058584,1723650854.648296,cpu,0.5,17.26978799617044,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,2,True,100,100,deckard.base.files.FileConfig,.pkl,kdd_nsl,2e07b90b716c235d047955fcd1a62011,predictions.json,reports/gzip_logistic/100/symmetry_true,score_dict.json,train,data,fc5bd4929fc2b9a2e0aca3efb10c8e43,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,2,True,100,100,label,0.0071832272168366,balanced,True,1,Jaro-Winkler,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,1.872483366281668e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
2ee989860930712e910eb07cf521d454,train,deckard.base.experiment.Experiment,2ee989860930712e910eb07cf521d454,KDD NSL,cpu,2ee989860930712e910eb07cf521d454,2ee989860930712e910eb07cf521d454,k-Logistic,2ee989860930712e910eb07cf521d454,2ee989860930712e910eb07cf521d454,11.21971176,0.1121971176,1723650719.2220008,1723650730.118622,cpu,14.23483161,0.1423483161,1723650730.1187384,1723650743.988498,cpu,0.5,17.26978799617044,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,1,True,100,100,deckard.base.files.FileConfig,.pkl,kdd_nsl,2ee989860930712e910eb07cf521d454,predictions.json,reports/gzip_logistic/100/symmetry_true,score_dict.json,train,data,c1ecb039e99cb073f373e581585f1e06,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,1,True,100,100,label,409.0886605565603,balanced,True,1,SeqRatio,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0002136529700891,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
3c45f5aaf2b9c9807024c7ead6b83490,train,deckard.base.experiment.Experiment,3c45f5aaf2b9c9807024c7ead6b83490,KDD NSL,cpu,3c45f5aaf2b9c9807024c7ead6b83490,3c45f5aaf2b9c9807024c7ead6b83490,k-Logistic,3c45f5aaf2b9c9807024c7ead6b83490,3c45f5aaf2b9c9807024c7ead6b83490,6.77526057,0.0677526057,1723819055.1816137,1723819061.4931884,cpu,7.4161945,0.074161945,1723819061.4934056,1723819068.7943785,cpu,0.5,17.269388197455342,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,4,True,100,100,deckard.base.files.FileConfig,.pkl,kdd_nsl,3c45f5aaf2b9c9807024c7ead6b83490,predictions.json,reports/gzip_logistic/100/symmetry_true,score_dict.json,train,data,55880dea63871aac9a8217827ae97528,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,4,True,100,100,label,11.57964939345292,,False,1,Hamming,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0127810174461415,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
0a7f57a0ab3048a8abce02554d77bbc5,train,deckard.base.experiment.Experiment,0a7f57a0ab3048a8abce02554d77bbc5,KDD NSL,cpu,0a7f57a0ab3048a8abce02554d77bbc5,0a7f57a0ab3048a8abce02554d77bbc5,k-Logistic,0a7f57a0ab3048a8abce02554d77bbc5,0a7f57a0ab3048a8abce02554d77bbc5,6.93809541,0.0693809541,1723650471.6545928,1723650478.087467,cpu,8.1712296,0.081712296,1723650478.0876353,1723650486.027727,cpu,0.5,17.269388197455342,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,10,True,100,100,deckard.base.files.FileConfig,.pkl,kdd_nsl,0a7f57a0ab3048a8abce02554d77bbc5,predictions.json,reports/gzip_logistic/100/symmetry_true,score_dict.json,train,data,b4328857a7ea9fc83862dd4d4fcd45c5,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,10,True,100,100,label,0.1863014453289725,balanced,False,1,Ratio,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0044124021465027,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
0a0a68970c8691b8de0ba6087aecaa7b,train,deckard.base.experiment.Experiment,0a0a68970c8691b8de0ba6087aecaa7b,KDD NSL,cpu,0a0a68970c8691b8de0ba6087aecaa7b,0a0a68970c8691b8de0ba6087aecaa7b,k-Logistic,0a0a68970c8691b8de0ba6087aecaa7b,0a0a68970c8691b8de0ba6087aecaa7b,7.53965598,0.0753965598,1723650471.586928,1723650478.469859,cpu,9.1757765,0.091757765,1723650478.4700034,1723650487.1050746,cpu,0.5,17.269787996170436,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,6,True,100,100,deckard.base.files.FileConfig,.pkl,kdd_nsl,0a0a68970c8691b8de0ba6087aecaa7b,predictions.json,reports/gzip_logistic/100/symmetry_true,score_dict.json,train,data,0c056c8becabd33e7d45e15475c03694,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,6,True,100,100,label,0.0682147557695418,,True,1,GZIP,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0005062704992748,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
e8c5c4cc38f5923ab152e73a0d3d00a2,train,deckard.base.experiment.Experiment,e8c5c4cc38f5923ab152e73a0d3d00a2,KDD NSL,cpu,e8c5c4cc38f5923ab152e73a0d3d00a2,e8c5c4cc38f5923ab152e73a0d3d00a2,k-Logistic,e8c5c4cc38f5923ab152e73a0d3d00a2,e8c5c4cc38f5923ab152e73a0d3d00a2,7.38429463,0.0738429463,1723651040.988863,1723651048.2354078,cpu,7.13645436,0.0713645436,1723651048.2355726,1723651055.2479389,cpu,0.95,1.7269468157198369,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,1,True,100,100,deckard.base.files.FileConfig,.pkl,kdd_nsl,e8c5c4cc38f5923ab152e73a0d3d00a2,predictions.json,reports/gzip_logistic/100/symmetry_false,score_dict.json,train,data,c1ecb039e99cb073f373e581585f1e06,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,1,True,100,100,label,256.4936352350197,balanced,False,1,Ratio,gzip_classifier.GzipLogisticRegressor,l1,saga,Asymmetric,0.0411398166138109,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
f037405b3ae4a1cc20e983fc3b5d8b83,train,deckard.base.experiment.Experiment,f037405b3ae4a1cc20e983fc3b5d8b83,KDD NSL,cpu,f037405b3ae4a1cc20e983fc3b5d8b83,f037405b3ae4a1cc20e983fc3b5d8b83,k-Logistic,f037405b3ae4a1cc20e983fc3b5d8b83,f037405b3ae4a1cc20e983fc3b5d8b83,7.43073509,0.0743073509,1723819452.6497347,1723819459.9183388,cpu,6.77264911,0.0677264911,1723819459.918476,1723819466.5959551,cpu,0.92,2.763126099515761,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,4,True,100,100,deckard.base.files.FileConfig,.pkl,kdd_nsl,f037405b3ae4a1cc20e983fc3b5d8b83,predictions.json,reports/gzip_logistic/100/symmetry_false,score_dict.json,train,data,55880dea63871aac9a8217827ae97528,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,4,True,100,100,label,3.0029908120388336,balanced,False,1,Ratio,gzip_classifier.GzipLogisticRegressor,l1,saga,Asymmetric,0.0055157365825998,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
e215ca01d6da2848fd8924d24d2161e1,train,deckard.base.experiment.Experiment,e215ca01d6da2848fd8924d24d2161e1,KDD NSL,cpu,e215ca01d6da2848fd8924d24d2161e1,e215ca01d6da2848fd8924d24d2161e1,k-Logistic,e215ca01d6da2848fd8924d24d2161e1,e215ca01d6da2848fd8924d24d2161e1,7.46529176,0.0746529176,1723650995.0384662,1723651002.3602033,cpu,7.36421386,0.0736421386,1723651002.360433,1723651009.5931456,cpu,0.95,1.7269468157198369,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,1,True,100,100,deckard.base.files.FileConfig,.pkl,kdd_nsl,e215ca01d6da2848fd8924d24d2161e1,predictions.json,reports/gzip_logistic/100/symmetry_false,score_dict.json,train,data,c1ecb039e99cb073f373e581585f1e06,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,1,True,100,100,label,24.77618603076997,balanced,False,1,Ratio,gzip_classifier.GzipLogisticRegressor,l1,saga,Asymmetric,0.0576174212704672,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
e0f765556edf4345ebc6f711eff39b0b,train,deckard.base.experiment.Experiment,e0f765556edf4345ebc6f711eff39b0b,KDD NSL,cpu,e0f765556edf4345ebc6f711eff39b0b,e0f765556edf4345ebc6f711eff39b0b,k-Logistic,e0f765556edf4345ebc6f711eff39b0b,e0f765556edf4345ebc6f711eff39b0b,7.6352853,0.076352853,1723651134.4831138,1723651141.975054,cpu,7.39013351,0.0739013351,1723651141.9751716,1723651149.2248883,cpu,0.95,1.726938819745535,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,10,True,100,100,deckard.base.files.FileConfig,.pkl,kdd_nsl,e0f765556edf4345ebc6f711eff39b0b,predictions.json,reports/gzip_logistic/100/symmetry_false,score_dict.json,train,data,b4328857a7ea9fc83862dd4d4fcd45c5,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,10,True,100,100,label,539.9049768450842,balanced,False,1,Ratio,gzip_classifier.GzipLogisticRegressor,l2,saga,Asymmetric,0.0298788265053118,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
0a6eff315b272f953bd81b840523529c,train,deckard.base.experiment.Experiment,0a6eff315b272f953bd81b840523529c,KDD NSL,cpu,0a6eff315b272f953bd81b840523529c,0a6eff315b272f953bd81b840523529c,k-Logistic,0a6eff315b272f953bd81b840523529c,0a6eff315b272f953bd81b840523529c,6.63363146,0.0663363146,1723650556.0013163,1723650562.1783552,cpu,7.79334622,0.0779334622,1723650562.1786213,1723650569.8093824,cpu,0.5,17.269388197455342,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,3,True,100,100,deckard.base.files.FileConfig,.pkl,kdd_nsl,0a6eff315b272f953bd81b840523529c,predictions.json,reports/gzip_logistic/100/symmetry_true,score_dict.json,train,data,39ef589fb6e50f6ed812aa1467405654,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,3,True,100,100,label,0.0259316450965347,balanced,False,1,Jaro,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0555546496081065,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
f0e6fadd12d1e90c45f83c3482f2e974,train,deckard.base.experiment.Experiment,f0e6fadd12d1e90c45f83c3482f2e974,KDD NSL,cpu,f0e6fadd12d1e90c45f83c3482f2e974,f0e6fadd12d1e90c45f83c3482f2e974,k-Logistic,f0e6fadd12d1e90c45f83c3482f2e974,f0e6fadd12d1e90c45f83c3482f2e974,23.93847356,0.2393847356,1723819616.6367404,1723819639.1530476,cpu,21.19832504,0.2119832504,1723819639.153171,1723819659.016812,cpu,0.96,1.381575043719334,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,4,True,100,100,deckard.base.files.FileConfig,.pkl,kdd_nsl,f0e6fadd12d1e90c45f83c3482f2e974,predictions.json,reports/gzip_logistic/100/symmetry_false,score_dict.json,train,data,55880dea63871aac9a8217827ae97528,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,4,True,100,100,label,13.717993213504643,balanced,False,1,LZMA,gzip_classifier.GzipLogisticRegressor,l1,saga,Asymmetric,0.0239679871610647,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
f2a3f79ea48a35155457c75c05c4d304,train,deckard.base.experiment.Experiment,f2a3f79ea48a35155457c75c05c4d304,KDD NSL,cpu,f2a3f79ea48a35155457c75c05c4d304,f2a3f79ea48a35155457c75c05c4d304,k-Logistic,f2a3f79ea48a35155457c75c05c4d304,f2a3f79ea48a35155457c75c05c4d304,8.23848986,0.0823848986,1723651088.569325,1723651096.2710712,cpu,7.67944219,0.0767944219,1723651096.2712443,1723651103.0411143,cpu,0.89,3.799305383311685,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,5,True,100,100,deckard.base.files.FileConfig,.pkl,kdd_nsl,f2a3f79ea48a35155457c75c05c4d304,predictions.json,reports/gzip_logistic/100/symmetry_false,score_dict.json,train,data,01667f95698b9b88b80e4ed283f6dbf5,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,5,True,100,100,label,217.4573675330824,balanced,False,1,GZIP,gzip_classifier.GzipLogisticRegressor,l1,saga,Asymmetric,0.0503257988405498,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
feb544f0bfd583dee9a1635cc2de5751,train,deckard.base.experiment.Experiment,feb544f0bfd583dee9a1635cc2de5751,KDD NSL,cpu,feb544f0bfd583dee9a1635cc2de5751,feb544f0bfd583dee9a1635cc2de5751,k-Logistic,feb544f0bfd583dee9a1635cc2de5751,feb544f0bfd583dee9a1635cc2de5751,7.45945085,0.0745945085,1723651262.025839,1723651269.3234274,cpu,6.92485748,0.0692485748,1723651269.3235514,1723651276.162481,cpu,0.89,3.7992893913630814,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,1,True,100,100,deckard.base.files.FileConfig,.pkl,kdd_nsl,feb544f0bfd583dee9a1635cc2de5751,predictions.json,reports/gzip_logistic/100/symmetry_false,score_dict.json,train,data,c1ecb039e99cb073f373e581585f1e06,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,1,True,100,100,label,176.56186450425955,balanced,False,1,Jaro-Winkler,gzip_classifier.GzipLogisticRegressor,l1,saga,Asymmetric,0.0075678689454735,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
0130648a538bd7a4aeaff88f0a2ff3bc,train,deckard.base.experiment.Experiment,0130648a538bd7a4aeaff88f0a2ff3bc,KDD NSL,cpu,0130648a538bd7a4aeaff88f0a2ff3bc,0130648a538bd7a4aeaff88f0a2ff3bc,k-Logistic,0130648a538bd7a4aeaff88f0a2ff3bc,0130648a538bd7a4aeaff88f0a2ff3bc,6.99041868,0.0699041868,1723650749.3291786,1723650755.8642316,cpu,7.73173407,0.0773173407,1723650755.8643644,1723650763.4088664,cpu,0.5,17.269388197455342,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,5,True,100,100,deckard.base.files.FileConfig,.pkl,kdd_nsl,0130648a538bd7a4aeaff88f0a2ff3bc,predictions.json,reports/gzip_logistic/100/symmetry_true,score_dict.json,train,data,01667f95698b9b88b80e4ed283f6dbf5,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,5,True,100,100,label,0.0111968882670542,balanced,True,1,Jaro-Winkler,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0016016320510047,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
