,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,train_time,train_time_per_sample,train_start_time,train_end_time,train_device,predict_time,predict_time_per_sample,predict_start_time,predict_end_time,predict_device,accuracy,log_loss,data.drop,data.name,data.target,data.sample.random_state,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,files.data_dir,files.data_file,model.library,model.data.drop,model.data.name,model.data.sample.random_state,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.C,model.init.class_weight,model.init.fit_intercept,Condensing Ratio,Metric,model.init.name,model.init.penalty,model.init.solver,Symmetric,model.init.tol,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers
a3c9ed25806022d617cd274acae4f631,train,deckard.base.experiment.Experiment,a3c9ed25806022d617cd274acae4f631,KDD NSL,cpu,a3c9ed25806022d617cd274acae4f631,a3c9ed25806022d617cd274acae4f631,k-Logistic,a3c9ed25806022d617cd274acae4f631,a3c9ed25806022d617cd274acae4f631,32.03110375,0.1067703458333333,1723853352.0871725,1723853381.682027,cpu,10.07524508,0.1007524508,1723853381.682112,1723853390.995299,cpu,0.9,3.453877639491069,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,10,True,100,300,deckard.base.files.FileConfig,.pkl,kdd_nsl,a3c9ed25806022d617cd274acae4f631,predictions.json,reports/gzip_logistic/300/symmetry_false,score_dict.json,train,data,b2f1d38375d55b87c546a96d17e6bbf4,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,10,True,100,300,label,20.553851123847465,balanced,False,1,Ratio,gzip_classifier.GzipLogisticRegressor,l1,saga,Asymmetric,0.0096380642832341,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
aa8fbfdf8251212f88758e514926df9d,train,deckard.base.experiment.Experiment,aa8fbfdf8251212f88758e514926df9d,KDD NSL,cpu,aa8fbfdf8251212f88758e514926df9d,aa8fbfdf8251212f88758e514926df9d,k-Logistic,aa8fbfdf8251212f88758e514926df9d,aa8fbfdf8251212f88758e514926df9d,114.78605298,0.3826201766,1723853808.6084309,1723853921.010127,cpu,31.16076363,0.3116076363,1723853921.011777,1723853951.4493685,cpu,0.92,2.763102111592856,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,4,True,100,300,deckard.base.files.FileConfig,.pkl,kdd_nsl,aa8fbfdf8251212f88758e514926df9d,predictions.json,reports/gzip_logistic/300/symmetry_false,score_dict.json,train,data,6cd46ece78bfa4b68f959576ce04526e,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,4,True,100,300,label,959.4650423110407,,False,1,SeqRatio,gzip_classifier.GzipLogisticRegressor,l2,saga,Asymmetric,0.0276752170553713,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
ad3c988b7a4f87f78df8909f3baa0991,train,deckard.base.experiment.Experiment,ad3c988b7a4f87f78df8909f3baa0991,KDD NSL,cpu,ad3c988b7a4f87f78df8909f3baa0991,ad3c988b7a4f87f78df8909f3baa0991,k-Logistic,ad3c988b7a4f87f78df8909f3baa0991,ad3c988b7a4f87f78df8909f3baa0991,32.35651769,0.1078550589666666,1723853579.9754837,1723853609.9294238,cpu,10.22719017,0.1022719017,1723853609.9299498,1723853619.3232284,cpu,0.98,0.6907835238725164,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,4,True,100,300,deckard.base.files.FileConfig,.pkl,kdd_nsl,ad3c988b7a4f87f78df8909f3baa0991,predictions.json,reports/gzip_logistic/300/symmetry_false,score_dict.json,train,data,6cd46ece78bfa4b68f959576ce04526e,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,4,True,100,300,label,9.688628902907508,,False,1,Levenshtein,gzip_classifier.GzipLogisticRegressor,l2,saga,Asymmetric,0.021339198421797,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
83b6883d9114fe179b4bbabdb1953d46,train,deckard.base.experiment.Experiment,83b6883d9114fe179b4bbabdb1953d46,KDD NSL,cpu,83b6883d9114fe179b4bbabdb1953d46,83b6883d9114fe179b4bbabdb1953d46,k-Logistic,83b6883d9114fe179b4bbabdb1953d46,83b6883d9114fe179b4bbabdb1953d46,32.28878139,0.1076292713,1723853579.975382,1723853609.930351,cpu,10.18969252,0.1018969252,1723853609.930655,1723853619.2788694,cpu,0.98,0.6907835238725164,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,4,True,100,300,deckard.base.files.FileConfig,.pkl,kdd_nsl,83b6883d9114fe179b4bbabdb1953d46,predictions.json,reports/gzip_logistic/300/symmetry_false,score_dict.json,train,data,6cd46ece78bfa4b68f959576ce04526e,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,4,True,100,300,label,52.59038925839181,,False,1,Levenshtein,gzip_classifier.GzipLogisticRegressor,l2,saga,Asymmetric,0.0128293708857934,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
97ebc71f611e7b46c95b799650e30b8b,train,deckard.base.experiment.Experiment,97ebc71f611e7b46c95b799650e30b8b,KDD NSL,cpu,97ebc71f611e7b46c95b799650e30b8b,97ebc71f611e7b46c95b799650e30b8b,k-Logistic,97ebc71f611e7b46c95b799650e30b8b,97ebc71f611e7b46c95b799650e30b8b,39.46360085,0.1315453361666666,1723853407.4384012,1723853444.6817358,cpu,11.89610643,0.1189610643,1723853444.681986,1723853455.849968,cpu,0.92,2.7631500874386665,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,6,True,100,300,deckard.base.files.FileConfig,.pkl,kdd_nsl,97ebc71f611e7b46c95b799650e30b8b,predictions.json,reports/gzip_logistic/300/symmetry_false,score_dict.json,train,data,cf471f0af3d98a07c9512efbb48e6fba,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,6,True,100,300,label,99.46296932803672,balanced,False,1,GZIP,gzip_classifier.GzipLogisticRegressor,l1,saga,Asymmetric,0.0143092700202149,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
9276997a47caac6db90ee5ce741c85a0,train,deckard.base.experiment.Experiment,9276997a47caac6db90ee5ce741c85a0,KDD NSL,cpu,9276997a47caac6db90ee5ce741c85a0,9276997a47caac6db90ee5ce741c85a0,k-Logistic,9276997a47caac6db90ee5ce741c85a0,9276997a47caac6db90ee5ce741c85a0,40.52642801,0.1350880933666666,1723854699.2691495,1723854737.3606231,cpu,12.04948363,0.1204948363,1723854737.3610084,1723854748.541182,cpu,0.91,3.1085378513877737,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,2,True,100,300,deckard.base.files.FileConfig,.pkl,kdd_nsl,9276997a47caac6db90ee5ce741c85a0,predictions.json,reports/gzip_logistic/300/symmetry_false,score_dict.json,train,data,55fce281b8edcb0ce4f46331ee28e449,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,2,True,100,300,label,589.5370544649822,balanced,False,1,GZIP,gzip_classifier.GzipLogisticRegressor,l1,saga,Asymmetric,0.0549694943029657,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
cc587c2fc4d666c64810c9c74addaa47,train,deckard.base.experiment.Experiment,cc587c2fc4d666c64810c9c74addaa47,KDD NSL,cpu,cc587c2fc4d666c64810c9c74addaa47,cc587c2fc4d666c64810c9c74addaa47,k-Logistic,cc587c2fc4d666c64810c9c74addaa47,cc587c2fc4d666c64810c9c74addaa47,32.12304259,0.1070768086333333,1723853462.3649216,1723853492.1425292,cpu,10.29638809,0.1029638809,1723853492.1426046,1723853501.557906,cpu,0.98,0.6907835238725164,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,4,True,100,300,deckard.base.files.FileConfig,.pkl,kdd_nsl,cc587c2fc4d666c64810c9c74addaa47,predictions.json,reports/gzip_logistic/300/symmetry_false,score_dict.json,train,data,6cd46ece78bfa4b68f959576ce04526e,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,4,True,100,300,label,15.081665028717042,,False,1,Levenshtein,gzip_classifier.GzipLogisticRegressor,l2,saga,Asymmetric,0.0238387565097213,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
b432d8d2776a8b99b52e8208be75664f,train,deckard.base.experiment.Experiment,b432d8d2776a8b99b52e8208be75664f,KDD NSL,cpu,b432d8d2776a8b99b52e8208be75664f,b432d8d2776a8b99b52e8208be75664f,k-Logistic,b432d8d2776a8b99b52e8208be75664f,b432d8d2776a8b99b52e8208be75664f,33.98827914,0.1132942638,1723854547.197689,1723854578.6364348,cpu,10.63066189,0.1063066189,1723854578.637179,1723854588.3898234,cpu,0.91,3.10852185943917,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,3,True,100,300,deckard.base.files.FileConfig,.pkl,kdd_nsl,b432d8d2776a8b99b52e8208be75664f,predictions.json,reports/gzip_logistic/300/symmetry_false,score_dict.json,train,data,778b420750f68be181a16bdb13f1ff11,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,3,True,100,300,label,22.69818256176905,balanced,True,1,Ratio,gzip_classifier.GzipLogisticRegressor,l1,saga,Asymmetric,0.0117850716964386,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
d93ced9381b0d0cb8dbf3ff9da9a0256,train,deckard.base.experiment.Experiment,d93ced9381b0d0cb8dbf3ff9da9a0256,KDD NSL,cpu,d93ced9381b0d0cb8dbf3ff9da9a0256,d93ced9381b0d0cb8dbf3ff9da9a0256,k-Logistic,d93ced9381b0d0cb8dbf3ff9da9a0256,d93ced9381b0d0cb8dbf3ff9da9a0256,32.00571388,0.1066857129333333,1723853695.439953,1723853724.9869635,cpu,10.14397767,0.1014397767,1723853724.9870362,1723853734.3188777,cpu,0.9,3.453877639491069,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,10,True,100,300,deckard.base.files.FileConfig,.pkl,kdd_nsl,d93ced9381b0d0cb8dbf3ff9da9a0256,predictions.json,reports/gzip_logistic/300/symmetry_false,score_dict.json,train,data,b2f1d38375d55b87c546a96d17e6bbf4,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,10,True,100,300,label,6.850093843692377,balanced,False,1,Ratio,gzip_classifier.GzipLogisticRegressor,l2,saga,Asymmetric,0.0320117215569949,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
4f6782cf8d879f48f8e561ef1faf18db,train,deckard.base.experiment.Experiment,4f6782cf8d879f48f8e561ef1faf18db,KDD NSL,cpu,4f6782cf8d879f48f8e561ef1faf18db,4f6782cf8d879f48f8e561ef1faf18db,k-Logistic,4f6782cf8d879f48f8e561ef1faf18db,4f6782cf8d879f48f8e561ef1faf18db,32.10135284,0.1070045094666666,1723853954.3136904,1723853983.9334617,cpu,10.40637492,0.1040637492,1723853983.9343004,1723853993.5623624,cpu,0.83,5.87172791869795,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,5,True,100,300,deckard.base.files.FileConfig,.pkl,kdd_nsl,4f6782cf8d879f48f8e561ef1faf18db,predictions.json,reports/gzip_logistic/300/symmetry_false,score_dict.json,train,data,1f1ea874e3dc76e24674326402f9e015,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,5,True,100,300,label,778.5261073072975,,False,1,Levenshtein,gzip_classifier.GzipLogisticRegressor,l2,saga,Asymmetric,0.0409249117758673,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
4fff36efe278b5a69c34973ef4131bb8,train,deckard.base.experiment.Experiment,4fff36efe278b5a69c34973ef4131bb8,KDD NSL,cpu,4fff36efe278b5a69c34973ef4131bb8,4fff36efe278b5a69c34973ef4131bb8,k-Logistic,4fff36efe278b5a69c34973ef4131bb8,4fff36efe278b5a69c34973ef4131bb8,31.98930996,0.1066310332,1723853407.438487,1723853436.9256756,cpu,10.22900742,0.1022900742,1723853436.9257507,1723853446.347458,cpu,0.9,3.453877639491069,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,10,True,100,300,deckard.base.files.FileConfig,.pkl,kdd_nsl,4fff36efe278b5a69c34973ef4131bb8,predictions.json,reports/gzip_logistic/300/symmetry_false,score_dict.json,train,data,b2f1d38375d55b87c546a96d17e6bbf4,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,10,True,100,300,label,1.6697284904849905,balanced,False,1,Ratio,gzip_classifier.GzipLogisticRegressor,l1,saga,Asymmetric,0.0047898170339577,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
50bcba689cd0cd5d67e7903fd7bde1c7,train,deckard.base.experiment.Experiment,50bcba689cd0cd5d67e7903fd7bde1c7,KDD NSL,cpu,50bcba689cd0cd5d67e7903fd7bde1c7,50bcba689cd0cd5d67e7903fd7bde1c7,k-Logistic,50bcba689cd0cd5d67e7903fd7bde1c7,50bcba689cd0cd5d67e7903fd7bde1c7,32.29601578,0.1076533859333333,1723853352.0872188,1723853381.9490316,cpu,10.10484456,0.1010484456,1723853381.9493985,1723853391.2575116,cpu,0.92,2.7631260995157607,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,2,True,100,300,deckard.base.files.FileConfig,.pkl,kdd_nsl,50bcba689cd0cd5d67e7903fd7bde1c7,predictions.json,reports/gzip_logistic/300/symmetry_false,score_dict.json,train,data,55fce281b8edcb0ce4f46331ee28e449,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,2,True,100,300,label,20.63252563659672,balanced,False,1,Ratio,gzip_classifier.GzipLogisticRegressor,l1,saga,Asymmetric,0.0059369996828201,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
5c1ad34db31d787dc4a44a7aa0f393cd,train,deckard.base.experiment.Experiment,5c1ad34db31d787dc4a44a7aa0f393cd,KDD NSL,cpu,5c1ad34db31d787dc4a44a7aa0f393cd,5c1ad34db31d787dc4a44a7aa0f393cd,k-Logistic,5c1ad34db31d787dc4a44a7aa0f393cd,5c1ad34db31d787dc4a44a7aa0f393cd,32.18092303,0.1072697434333333,1723853808.5899303,1723853838.4239657,cpu,10.01156111,0.1001156111,1723853838.424036,1723853847.611152,cpu,0.88,4.144749119080907,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,8,True,100,300,deckard.base.files.FileConfig,.pkl,kdd_nsl,5c1ad34db31d787dc4a44a7aa0f393cd,predictions.json,reports/gzip_logistic/300/symmetry_false,score_dict.json,train,data,cdccecfc5c0be6bc943ba6fa7acc280c,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,8,True,100,300,label,170.19625668586104,,False,1,Levenshtein,gzip_classifier.GzipLogisticRegressor,l2,saga,Asymmetric,0.0119288689132417,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
40ed9fe9ab475d0f8b3e0b43d9f69fe0,train,deckard.base.experiment.Experiment,40ed9fe9ab475d0f8b3e0b43d9f69fe0,KDD NSL,cpu,40ed9fe9ab475d0f8b3e0b43d9f69fe0,40ed9fe9ab475d0f8b3e0b43d9f69fe0,k-Logistic,40ed9fe9ab475d0f8b3e0b43d9f69fe0,40ed9fe9ab475d0f8b3e0b43d9f69fe0,32.24543999,0.1074847999666666,1723853579.9754534,1723853609.7849903,cpu,10.19493207,0.1019493207,1723853609.7850611,1723853619.170789,cpu,0.98,0.6907835238725164,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,4,True,100,300,deckard.base.files.FileConfig,.pkl,kdd_nsl,40ed9fe9ab475d0f8b3e0b43d9f69fe0,predictions.json,reports/gzip_logistic/300/symmetry_false,score_dict.json,train,data,6cd46ece78bfa4b68f959576ce04526e,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,4,True,100,300,label,8.59641524914167,,False,1,Levenshtein,gzip_classifier.GzipLogisticRegressor,l2,saga,Asymmetric,0.035898932898473,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
73a78d46072bc9f355e7205dd6253bb3,train,deckard.base.experiment.Experiment,73a78d46072bc9f355e7205dd6253bb3,KDD NSL,cpu,73a78d46072bc9f355e7205dd6253bb3,73a78d46072bc9f355e7205dd6253bb3,k-Logistic,73a78d46072bc9f355e7205dd6253bb3,73a78d46072bc9f355e7205dd6253bb3,34.19127608,0.1139709202666666,1723854547.1738565,1723854578.8645222,cpu,10.46879132,0.1046879132,1723854578.8651197,1723854588.505167,cpu,0.86,4.8354446872361,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,1,True,100,300,deckard.base.files.FileConfig,.pkl,kdd_nsl,73a78d46072bc9f355e7205dd6253bb3,predictions.json,reports/gzip_logistic/300/symmetry_false,score_dict.json,train,data,70f50964948eecf36b221101e8e7de7f,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,1,True,100,300,label,50.8677065520415,,False,1,Ratio,gzip_classifier.GzipLogisticRegressor,l2,saga,Asymmetric,0.06507470677945,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
659b4f7e87ef962fc6d6964d8d8de24c,train,deckard.base.experiment.Experiment,659b4f7e87ef962fc6d6964d8d8de24c,KDD NSL,cpu,659b4f7e87ef962fc6d6964d8d8de24c,659b4f7e87ef962fc6d6964d8d8de24c,k-Logistic,659b4f7e87ef962fc6d6964d8d8de24c,659b4f7e87ef962fc6d6964d8d8de24c,32.81770382,0.1093923460666666,1723854843.3996685,1723854873.8021002,cpu,10.7853803,0.107853803,1723854873.8027062,1723854883.6541312,cpu,0.9,3.4539416072854845,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,8,True,100,300,deckard.base.files.FileConfig,.pkl,kdd_nsl,659b4f7e87ef962fc6d6964d8d8de24c,predictions.json,reports/gzip_logistic/300/symmetry_false,score_dict.json,train,data,cdccecfc5c0be6bc943ba6fa7acc280c,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,8,True,100,300,label,0.5117888210711214,,False,1,Levenshtein,gzip_classifier.GzipLogisticRegressor,l2,saga,Asymmetric,0.068902496667602,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
700dfd80548f51b9eb8c8e9d0e7e46d1,train,deckard.base.experiment.Experiment,700dfd80548f51b9eb8c8e9d0e7e46d1,KDD NSL,cpu,700dfd80548f51b9eb8c8e9d0e7e46d1,700dfd80548f51b9eb8c8e9d0e7e46d1,k-Logistic,700dfd80548f51b9eb8c8e9d0e7e46d1,700dfd80548f51b9eb8c8e9d0e7e46d1,32.26363388,0.1075454462666666,1723853305.7051418,1723853335.499385,cpu,10.34057441,0.1034057441,1723853335.49946,1723853344.9946864,cpu,0.9,3.453877639491069,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,10,True,100,300,deckard.base.files.FileConfig,.pkl,kdd_nsl,700dfd80548f51b9eb8c8e9d0e7e46d1,predictions.json,reports/gzip_logistic/300/symmetry_false,score_dict.json,train,data,b2f1d38375d55b87c546a96d17e6bbf4,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,10,True,100,300,label,53.29547939061922,balanced,False,1,Ratio,gzip_classifier.GzipLogisticRegressor,l1,saga,Asymmetric,0.0078007738159467,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
6d7a2144a55985948ccf7bbc4fb3b317,train,deckard.base.experiment.Experiment,6d7a2144a55985948ccf7bbc4fb3b317,KDD NSL,cpu,6d7a2144a55985948ccf7bbc4fb3b317,6d7a2144a55985948ccf7bbc4fb3b317,k-Logistic,6d7a2144a55985948ccf7bbc4fb3b317,6d7a2144a55985948ccf7bbc4fb3b317,32.03916984,0.1067972328,1723854078.5000012,1723854108.1850846,cpu,10.15893975,0.1015893975,1723854108.1851532,1723854117.5340338,cpu,0.9,3.4539575992340885,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,2,True,100,300,deckard.base.files.FileConfig,.pkl,kdd_nsl,6d7a2144a55985948ccf7bbc4fb3b317,predictions.json,reports/gzip_logistic/300/symmetry_false,score_dict.json,train,data,55fce281b8edcb0ce4f46331ee28e449,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,2,True,100,300,label,23.598126225342178,,False,1,Levenshtein,gzip_classifier.GzipLogisticRegressor,l2,saga,Asymmetric,0.0252815239941972,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
fbebf69b2477cf4894641fc7512f4478,train,deckard.base.experiment.Experiment,fbebf69b2477cf4894641fc7512f4478,KDD NSL,cpu,fbebf69b2477cf4894641fc7512f4478,fbebf69b2477cf4894641fc7512f4478,k-Logistic,fbebf69b2477cf4894641fc7512f4478,fbebf69b2477cf4894641fc7512f4478,32.20584344,0.1073528114666666,1723853695.4585514,1723853725.3030307,cpu,10.15714317,0.1015714317,1723853725.303112,1723853734.591814,cpu,0.95,1.7269388197455349,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,10,True,100,300,deckard.base.files.FileConfig,.pkl,kdd_nsl,fbebf69b2477cf4894641fc7512f4478,predictions.json,reports/gzip_logistic/300/symmetry_false,score_dict.json,train,data,b2f1d38375d55b87c546a96d17e6bbf4,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,10,True,100,300,label,363.1040185438175,,False,1,Levenshtein,gzip_classifier.GzipLogisticRegressor,l2,saga,Asymmetric,0.0075037619040673,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
dd842cbf2390bc5efd7baf6d3c62e404,train,deckard.base.experiment.Experiment,dd842cbf2390bc5efd7baf6d3c62e404,KDD NSL,cpu,dd842cbf2390bc5efd7baf6d3c62e404,dd842cbf2390bc5efd7baf6d3c62e404,k-Logistic,dd842cbf2390bc5efd7baf6d3c62e404,dd842cbf2390bc5efd7baf6d3c62e404,40.02482543,0.1334160847666666,1723853958.7038517,1723853996.486219,cpu,11.85807923,0.1185807923,1723853996.486447,1723854007.4696617,cpu,0.93,2.417738335566654,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,8,True,100,300,deckard.base.files.FileConfig,.pkl,kdd_nsl,dd842cbf2390bc5efd7baf6d3c62e404,predictions.json,reports/gzip_logistic/300/symmetry_false,score_dict.json,train,data,cdccecfc5c0be6bc943ba6fa7acc280c,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,8,True,100,300,label,335.83539361707346,balanced,False,1,GZIP,gzip_classifier.GzipLogisticRegressor,l1,saga,Asymmetric,0.0104766590809148,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
e17cab88875eeb337f77452806e256c7,train,deckard.base.experiment.Experiment,e17cab88875eeb337f77452806e256c7,KDD NSL,cpu,e17cab88875eeb337f77452806e256c7,e17cab88875eeb337f77452806e256c7,k-Logistic,e17cab88875eeb337f77452806e256c7,e17cab88875eeb337f77452806e256c7,39.88281943,0.1329427314333333,1723853352.0870914,1723853389.6679845,cpu,11.81184621,0.1181184621,1723853389.6684935,1723853400.6902049,cpu,0.93,2.4177223436180504,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,10,True,100,300,deckard.base.files.FileConfig,.pkl,kdd_nsl,e17cab88875eeb337f77452806e256c7,predictions.json,reports/gzip_logistic/300/symmetry_false,score_dict.json,train,data,b2f1d38375d55b87c546a96d17e6bbf4,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,10,True,100,300,label,382.3712098117543,,False,1,GZIP,gzip_classifier.GzipLogisticRegressor,l1,saga,Asymmetric,0.0075985423955292,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
eebf44eca551054870dcd838fc5e3727,train,deckard.base.experiment.Experiment,eebf44eca551054870dcd838fc5e3727,KDD NSL,cpu,eebf44eca551054870dcd838fc5e3727,eebf44eca551054870dcd838fc5e3727,k-Logistic,eebf44eca551054870dcd838fc5e3727,eebf44eca551054870dcd838fc5e3727,41.96463327,0.1398821109,1723854547.1711998,1723854586.696502,cpu,12.23726678,0.1223726678,1723854586.6968994,1723854598.0880363,cpu,0.93,2.4177223436180504,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,10,True,100,300,deckard.base.files.FileConfig,.pkl,kdd_nsl,eebf44eca551054870dcd838fc5e3727,predictions.json,reports/gzip_logistic/300/symmetry_false,score_dict.json,train,data,b2f1d38375d55b87c546a96d17e6bbf4,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,10,True,100,300,label,338.2142928222121,balanced,True,1,GZIP,gzip_classifier.GzipLogisticRegressor,l1,saga,Asymmetric,0.0059459295749213,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
95dad65b73874b65f8c3ba10a121a640,train,deckard.base.experiment.Experiment,95dad65b73874b65f8c3ba10a121a640,KDD NSL,cpu,95dad65b73874b65f8c3ba10a121a640,95dad65b73874b65f8c3ba10a121a640,k-Logistic,95dad65b73874b65f8c3ba10a121a640,95dad65b73874b65f8c3ba10a121a640,1.16926552,0.058463276,1723640288.32255,1723640289.4572473,cpu,6.35669247,0.0635669247,1723640289.4573631,1723640295.4286172,cpu,0.5,17.269388197455342,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,4,True,100,20,deckard.base.files.FileConfig,.pkl,kdd_nsl,95dad65b73874b65f8c3ba10a121a640,predictions.json,reports/gzip_logistic/20/symmetry_true,score_dict.json,train,data,1bdd2ae9cd909e0820855a35fd451cbd,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,4,True,100,20,label,2.304272356887141,,True,1,Ratio,gzip_classifier.GzipLogisticRegressor,l1,saga,Symmetric,0.0926675437643733,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
93c5035816ca7b48b80eed0eb5b778f7,train,deckard.base.experiment.Experiment,93c5035816ca7b48b80eed0eb5b778f7,KDD NSL,cpu,93c5035816ca7b48b80eed0eb5b778f7,93c5035816ca7b48b80eed0eb5b778f7,k-Logistic,93c5035816ca7b48b80eed0eb5b778f7,93c5035816ca7b48b80eed0eb5b778f7,1.16785851,0.0583929255,1723640307.195658,1723640308.3257484,cpu,5.79402181,0.0579402181,1723640308.3259585,1723640313.8099098,cpu,0.5,17.269388197455342,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,3,True,100,20,deckard.base.files.FileConfig,.pkl,kdd_nsl,93c5035816ca7b48b80eed0eb5b778f7,predictions.json,reports/gzip_logistic/20/symmetry_true,score_dict.json,train,data,8c9c338874db71c4c5166b28cb624412,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,3,True,100,20,label,0.0536052989510802,,False,1,Hamming,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0074954939376832,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
