,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data.drop,data.name,data.target,data.sample.random_state,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_dir,files.data_file,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model.library,model.data.drop,model.data.name,model.data.sample.random_state,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.algorithm,model.init.k,Condensing Ratio,Metric,model.init.name,Symmetric,model.init.weights,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers,Condensing Method,model.init.modified
7961b4f96290caf4dae62cba3768e8e8,train,deckard.base.experiment.Experiment,7961b4f96290caf4dae62cba3768e8e8,KDD NSL,cpu,7961b4f96290caf4dae62cba3768e8e8,7961b4f96290caf4dae62cba3768e8e8,k-KNN,7961b4f96290caf4dae62cba3768e8e8,7961b4f96290caf4dae62cba3768e8e8,0.95,1.726954811694139,cpu,1725653929.6410625,1725653921.9118202,9.49027078,0.0949027078,cpu,1725653921.9116795,1725653899.40983,27.73077455,0.0924359151666666,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,9,True,100,300,deckard.base.files.FileConfig,data,7b53a44fa52e5fdf488ccff53ca1b49f,.pkl,kdd_nsl,7961b4f96290caf4dae62cba3768e8e8,predictions.json,reports/gzip_knn/300/symmetry_false,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,9,True,100,300,label,brute,5,1,BZ2,gzip_classifier.GzipKNN,Asymmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
81981f6a9726bb7bfb236a1f384c0b2b,train,deckard.base.experiment.Experiment,81981f6a9726bb7bfb236a1f384c0b2b,KDD NSL,cpu,81981f6a9726bb7bfb236a1f384c0b2b,81981f6a9726bb7bfb236a1f384c0b2b,k-KNN,81981f6a9726bb7bfb236a1f384c0b2b,81981f6a9726bb7bfb236a1f384c0b2b,0.95,1.726962807668441,cpu,1725654195.5077837,1725654188.1377325,9.14133324,0.0914133324,cpu,1725654188.1376314,1725654165.666,27.6823911,0.092274637,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,3,True,100,300,deckard.base.files.FileConfig,data,778b420750f68be181a16bdb13f1ff11,.pkl,kdd_nsl,81981f6a9726bb7bfb236a1f384c0b2b,predictions.json,reports/gzip_knn/300/symmetry_false,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,3,True,100,300,label,brute,5,1,BZ2,gzip_classifier.GzipKNN,Asymmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
415638251028a131ceb4060f214fb1b9,train,deckard.base.experiment.Experiment,415638251028a131ceb4060f214fb1b9,KDD NSL,cpu,415638251028a131ceb4060f214fb1b9,415638251028a131ceb4060f214fb1b9,k-KNN,415638251028a131ceb4060f214fb1b9,415638251028a131ceb4060f214fb1b9,0.43,19.687350420302447,cpu,1725715172.3855293,1725715165.112295,7.38823166,0.0738823166,cpu,1725715165.1119635,1725715144.980389,20.53019595,0.0410603919,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,9,True,100,500,deckard.base.files.FileConfig,data,c6243453206117ba353fac1f35178037,.pkl,kdd_nsl,415638251028a131ceb4060f214fb1b9,predictions.json,reports/gzip_knn/500/symmetry_true,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,9,True,100,500,label,brute,1,1,Jaro-Winkler,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
0f9cd8d3d1b0c913f18bc426710d71e7,train,deckard.base.experiment.Experiment,0f9cd8d3d1b0c913f18bc426710d71e7,KDD NSL,cpu,0f9cd8d3d1b0c913f18bc426710d71e7,0f9cd8d3d1b0c913f18bc426710d71e7,k-KNN,0f9cd8d3d1b0c913f18bc426710d71e7,0f9cd8d3d1b0c913f18bc426710d71e7,0.43,19.68736641225105,cpu,1725714529.2378016,1725714520.7076805,8.71088436,0.0871088436,cpu,1725714520.707599,1725714497.51045,23.85578545,0.0477115709,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,5,True,100,500,deckard.base.files.FileConfig,data,fe5052d6e42b047ee9652d1c3cb73d8e,.pkl,kdd_nsl,0f9cd8d3d1b0c913f18bc426710d71e7,predictions.json,reports/gzip_knn/500/symmetry_true,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,5,True,100,500,label,brute,5,1,Jaro,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
03e77386c6971deceea4d719eb7f80e4,train,deckard.base.experiment.Experiment,03e77386c6971deceea4d719eb7f80e4,KDD NSL,cpu,03e77386c6971deceea4d719eb7f80e4,03e77386c6971deceea4d719eb7f80e4,k-KNN,03e77386c6971deceea4d719eb7f80e4,03e77386c6971deceea4d719eb7f80e4,1.0,9.992007221626413e-16,cpu,1725715140.306649,1725715127.8859217,15.49846197,0.1549846197,cpu,1725715127.885448,1725715097.801221,37.41697496,0.07483394992,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,9,True,100,500,deckard.base.files.FileConfig,data,c6243453206117ba353fac1f35178037,.pkl,kdd_nsl,03e77386c6971deceea4d719eb7f80e4,predictions.json,reports/gzip_knn/500/symmetry_true,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,9,True,100,500,label,brute,11,1,BZ2,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
f9faaeaec6645181cc755be406f8eca2,train,deckard.base.experiment.Experiment,f9faaeaec6645181cc755be406f8eca2,KDD NSL,cpu,f9faaeaec6645181cc755be406f8eca2,f9faaeaec6645181cc755be406f8eca2,k-KNN,f9faaeaec6645181cc755be406f8eca2,f9faaeaec6645181cc755be406f8eca2,0.26,25.55901437120598,cpu,1725716658.7424886,1725716651.2845862,7.5733145,0.075733145,cpu,1725716651.2840474,1725716612.349149,39.60647413,0.07921294826,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,9,True,100,500,deckard.base.files.FileConfig,data,c6243453206117ba353fac1f35178037,.pkl,kdd_nsl,f9faaeaec6645181cc755be406f8eca2,predictions.json,reports/gzip_knn/500/symmetry_false,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,9,True,100,500,label,brute,1,1,Ratio,gzip_classifier.GzipKNN,Asymmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
e7806a78818b7af5287d83eeef43752c,train,deckard.base.experiment.Experiment,e7806a78818b7af5287d83eeef43752c,KDD NSL,cpu,e7806a78818b7af5287d83eeef43752c,e7806a78818b7af5287d83eeef43752c,k-KNN,e7806a78818b7af5287d83eeef43752c,e7806a78818b7af5287d83eeef43752c,0.38,21.414377195765304,cpu,1725716392.5682228,1725716384.7940638,7.92314923,0.0792314923,cpu,1725716384.7939632,1725716343.4706156,42.17772788,0.08435545576,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,9,True,100,500,deckard.base.files.FileConfig,data,c6243453206117ba353fac1f35178037,.pkl,kdd_nsl,e7806a78818b7af5287d83eeef43752c,predictions.json,reports/gzip_knn/500/symmetry_false,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,9,True,100,500,label,brute,11,1,Jaro-Winkler,gzip_classifier.GzipKNN,Asymmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
cb314d34479778d06d95bd4214315b24,train,deckard.base.experiment.Experiment,cb314d34479778d06d95bd4214315b24,KDD NSL,cpu,cb314d34479778d06d95bd4214315b24,cb314d34479778d06d95bd4214315b24,k-KNN,cb314d34479778d06d95bd4214315b24,cb314d34479778d06d95bd4214315b24,1.0,9.992007221626413e-16,cpu,1725715573.9233077,1725715560.8813343,16.1125796,0.161125796,cpu,1725715560.8811424,1725715499.0270188,76.50862744,0.15301725488,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,9,True,100,500,deckard.base.files.FileConfig,data,c6243453206117ba353fac1f35178037,.pkl,kdd_nsl,cb314d34479778d06d95bd4214315b24,predictions.json,reports/gzip_knn/500/symmetry_false,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,9,True,100,500,label,brute,11,1,BZ2,gzip_classifier.GzipKNN,Asymmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
8b5efc052d5a3c8ed7bb2d36297d381e,train,deckard.base.experiment.Experiment,8b5efc052d5a3c8ed7bb2d36297d381e,KDD NSL,cpu,8b5efc052d5a3c8ed7bb2d36297d381e,8b5efc052d5a3c8ed7bb2d36297d381e,k-KNN,8b5efc052d5a3c8ed7bb2d36297d381e,8b5efc052d5a3c8ed7bb2d36297d381e,1.0,9.992007221626413e-16,cpu,1725715492.256446,1725715479.4916444,15.68510335,0.1568510335,cpu,1725715479.491441,1725715418.0480406,76.00539047,0.15201078094,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,9,True,100,500,deckard.base.files.FileConfig,data,c6243453206117ba353fac1f35178037,.pkl,kdd_nsl,8b5efc052d5a3c8ed7bb2d36297d381e,predictions.json,reports/gzip_knn/500/symmetry_false,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,9,True,100,500,label,brute,1,1,BZ2,gzip_classifier.GzipKNN,Asymmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
42e2951f5549a165484a74f4bbea6953,train,deckard.base.experiment.Experiment,42e2951f5549a165484a74f4bbea6953,KDD NSL,cpu,42e2951f5549a165484a74f4bbea6953,42e2951f5549a165484a74f4bbea6953,k-KNN,42e2951f5549a165484a74f4bbea6953,42e2951f5549a165484a74f4bbea6953,0.19,27.97678469066984,cpu,1725715883.642671,1725715842.2885504,42.43586825,0.4243586825,cpu,1725715842.286742,1725715580.704054,269.68488579,0.53936977158,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,9,True,100,500,deckard.base.files.FileConfig,data,c6243453206117ba353fac1f35178037,.pkl,kdd_nsl,42e2951f5549a165484a74f4bbea6953,predictions.json,reports/gzip_knn/500/symmetry_false,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,9,True,100,500,label,brute,11,1,SeqRatio,gzip_classifier.GzipKNN,Asymmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
1f7c744293401138820f500a720dd0eb,train,deckard.base.experiment.Experiment,1f7c744293401138820f500a720dd0eb,KDD NSL,cpu,1f7c744293401138820f500a720dd0eb,1f7c744293401138820f500a720dd0eb,k-KNN,1f7c744293401138820f500a720dd0eb,1f7c744293401138820f500a720dd0eb,0.85,5.180912410928226,cpu,1725716447.0057604,1725716439.5608983,7.56265538,0.0756265538,cpu,1725716439.5605986,1725716399.0042012,41.56378719,0.08312757438,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,9,True,100,500,deckard.base.files.FileConfig,data,c6243453206117ba353fac1f35178037,.pkl,kdd_nsl,1f7c744293401138820f500a720dd0eb,predictions.json,reports/gzip_knn/500/symmetry_false,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,9,True,100,500,label,brute,11,1,Hamming,gzip_classifier.GzipKNN,Asymmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
1d38ee602eddf4a470ace1d58da2c67a,train,deckard.base.experiment.Experiment,1d38ee602eddf4a470ace1d58da2c67a,KDD NSL,cpu,1d38ee602eddf4a470ace1d58da2c67a,1d38ee602eddf4a470ace1d58da2c67a,k-KNN,1d38ee602eddf4a470ace1d58da2c67a,1d38ee602eddf4a470ace1d58da2c67a,0.49,17.615143776222336,cpu,1725716337.0117314,1725716295.7665012,42.4644012,0.424644012,cpu,1725716295.7653627,1725716037.057315,265.7702816,0.5315405632,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,9,True,100,500,deckard.base.files.FileConfig,data,c6243453206117ba353fac1f35178037,.pkl,kdd_nsl,1d38ee602eddf4a470ace1d58da2c67a,predictions.json,reports/gzip_knn/500/symmetry_false,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,9,True,100,500,label,brute,1,1,SeqRatio,gzip_classifier.GzipKNN,Asymmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
1b2af118bd8e9dfc5a6d2084505c55f3,train,deckard.base.experiment.Experiment,1b2af118bd8e9dfc5a6d2084505c55f3,KDD NSL,cpu,1b2af118bd8e9dfc5a6d2084505c55f3,1b2af118bd8e9dfc5a6d2084505c55f3,k-KNN,1b2af118bd8e9dfc5a6d2084505c55f3,1b2af118bd8e9dfc5a6d2084505c55f3,0.14,29.70373150638968,cpu,1725715628.3839147,1725715620.4288125,8.1391277,0.081391277,cpu,1725715620.428381,1725715580.7039406,40.50275699,0.08100551398,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,9,True,100,500,deckard.base.files.FileConfig,data,c6243453206117ba353fac1f35178037,.pkl,kdd_nsl,1b2af118bd8e9dfc5a6d2084505c55f3,predictions.json,reports/gzip_knn/500/symmetry_false,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,9,True,100,500,label,brute,11,1,Ratio,gzip_classifier.GzipKNN,Asymmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
46e9565c61c25f7e8fd361f92657a3cf,train,deckard.base.experiment.Experiment,46e9565c61c25f7e8fd361f92657a3cf,KDD NSL,cpu,46e9565c61c25f7e8fd361f92657a3cf,46e9565c61c25f7e8fd361f92657a3cf,k-KNN,46e9565c61c25f7e8fd361f92657a3cf,46e9565c61c25f7e8fd361f92657a3cf,0.12,30.394491042339286,cpu,1725714808.9243083,1725714800.9059515,8.16473395,0.0816473395,cpu,1725714800.905871,1725714780.0494792,21.28940316,0.04257880632,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,6,True,100,500,deckard.base.files.FileConfig,data,f63007bf0dc0edc8746a1efb8392d295,.pkl,kdd_nsl,46e9565c61c25f7e8fd361f92657a3cf,predictions.json,reports/gzip_knn/500/symmetry_true,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,6,True,100,500,label,brute,5,1,Ratio,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
470b95bef08e7450aed780e0962744d3,train,deckard.base.experiment.Experiment,470b95bef08e7450aed780e0962744d3,KDD NSL,cpu,470b95bef08e7450aed780e0962744d3,470b95bef08e7450aed780e0962744d3,k-KNN,470b95bef08e7450aed780e0962744d3,470b95bef08e7450aed780e0962744d3,1.0,9.992007221626413e-16,cpu,1725715140.507941,1725715128.0909195,15.6458561,0.156458561,cpu,1725715128.0905316,1725715097.8011234,37.75454182,0.07550908364,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,9,True,100,500,deckard.base.files.FileConfig,data,c6243453206117ba353fac1f35178037,.pkl,kdd_nsl,470b95bef08e7450aed780e0962744d3,predictions.json,reports/gzip_knn/500/symmetry_true,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,9,True,100,500,label,brute,1,1,BZ2,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
4fcf4dbbc3169126834488806223e991,train,deckard.base.experiment.Experiment,4fcf4dbbc3169126834488806223e991,KDD NSL,cpu,4fcf4dbbc3169126834488806223e991,4fcf4dbbc3169126834488806223e991,k-KNN,4fcf4dbbc3169126834488806223e991,4fcf4dbbc3169126834488806223e991,0.45,18.996486936686917,cpu,1725714529.9950423,1725714521.9104674,8.19024418,0.0819024418,cpu,1725714521.910385,1725714497.5725057,25.29791028,0.05059582056,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,7,True,100,500,deckard.base.files.FileConfig,data,ca710fb95989eca1813fd0011d088a03,.pkl,kdd_nsl,4fcf4dbbc3169126834488806223e991,predictions.json,reports/gzip_knn/500/symmetry_true,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,7,True,100,500,label,brute,1,1,Jaro,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
e213b19857288c455c0c23d9c691f341,train,deckard.base.experiment.Experiment,e213b19857288c455c0c23d9c691f341,KDD NSL,cpu,e213b19857288c455c0c23d9c691f341,e213b19857288c455c0c23d9c691f341,k-KNN,e213b19857288c455c0c23d9c691f341,e213b19857288c455c0c23d9c691f341,0.97,1.0361712878216232,cpu,1725714591.8020768,1725714578.9880104,15.77697311,0.1577697311,cpu,1725714578.9879098,1725714547.4928155,38.95259778,0.07790519556,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,4,True,100,500,deckard.base.files.FileConfig,data,2fda785b65709675f0ac48c766bf333b,.pkl,kdd_nsl,e213b19857288c455c0c23d9c691f341,predictions.json,reports/gzip_knn/500/symmetry_true,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,4,True,100,500,label,brute,5,1,BZ2,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
d52480c2973bdf2442e5f5cd55ec9a3c,train,deckard.base.experiment.Experiment,d52480c2973bdf2442e5f5cd55ec9a3c,KDD NSL,cpu,d52480c2973bdf2442e5f5cd55ec9a3c,d52480c2973bdf2442e5f5cd55ec9a3c,k-KNN,d52480c2973bdf2442e5f5cd55ec9a3c,d52480c2973bdf2442e5f5cd55ec9a3c,0.96,1.3815670477450324,cpu,1725714540.9454272,1725714528.6125088,15.32149789,0.1532149789,cpu,1725714528.6121964,1725714497.531165,38.39180373,0.07678360746,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,5,True,100,500,deckard.base.files.FileConfig,data,fe5052d6e42b047ee9652d1c3cb73d8e,.pkl,kdd_nsl,d52480c2973bdf2442e5f5cd55ec9a3c,predictions.json,reports/gzip_knn/500/symmetry_true,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,5,True,100,500,label,brute,5,1,BZ2,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
c9d6f4b6e95ed06a9ba51cacdbdc9f66,train,deckard.base.experiment.Experiment,c9d6f4b6e95ed06a9ba51cacdbdc9f66,KDD NSL,cpu,c9d6f4b6e95ed06a9ba51cacdbdc9f66,c9d6f4b6e95ed06a9ba51cacdbdc9f66,k-KNN,c9d6f4b6e95ed06a9ba51cacdbdc9f66,c9d6f4b6e95ed06a9ba51cacdbdc9f66,0.85,5.180912410928226,cpu,1725715263.9458675,1725715256.196653,7.90038573,0.0790038573,cpu,1725715256.1965752,1725715235.221393,21.37421928,0.04274843856,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,9,True,100,500,deckard.base.files.FileConfig,data,c6243453206117ba353fac1f35178037,.pkl,kdd_nsl,c9d6f4b6e95ed06a9ba51cacdbdc9f66,predictions.json,reports/gzip_knn/500/symmetry_true,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,9,True,100,500,label,brute,11,1,Hamming,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
c409b3901ff789c83816f3282d609116,train,deckard.base.experiment.Experiment,c409b3901ff789c83816f3282d609116,KDD NSL,cpu,c409b3901ff789c83816f3282d609116,c409b3901ff789c83816f3282d609116,k-KNN,c409b3901ff789c83816f3282d609116,c409b3901ff789c83816f3282d609116,0.38,21.414377195765304,cpu,1725715172.7764485,1725715165.0599847,7.85821935,0.0785821935,cpu,1725715165.0594678,1725715144.9753067,20.4602361,0.0409204722,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,9,True,100,500,deckard.base.files.FileConfig,data,c6243453206117ba353fac1f35178037,.pkl,kdd_nsl,c409b3901ff789c83816f3282d609116,predictions.json,reports/gzip_knn/500/symmetry_true,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,9,True,100,500,label,brute,11,1,Jaro-Winkler,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
aaeb5af9bfd0e1bbcfb0e3dfc8bf0837,train,deckard.base.experiment.Experiment,aaeb5af9bfd0e1bbcfb0e3dfc8bf0837,KDD NSL,cpu,aaeb5af9bfd0e1bbcfb0e3dfc8bf0837,aaeb5af9bfd0e1bbcfb0e3dfc8bf0837,k-KNN,aaeb5af9bfd0e1bbcfb0e3dfc8bf0837,aaeb5af9bfd0e1bbcfb0e3dfc8bf0837,0.99,0.3453957599234097,cpu,1725714822.6330693,1725714810.5373468,15.3211242,0.153211242,cpu,1725714810.5369954,1725714780.049674,37.6746334,0.0753492668,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,10,True,100,500,deckard.base.files.FileConfig,data,306ce015a49da9a00e8a3335ac8078f9,.pkl,kdd_nsl,aaeb5af9bfd0e1bbcfb0e3dfc8bf0837,predictions.json,reports/gzip_knn/500/symmetry_true,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,10,True,100,500,label,brute,5,1,BZ2,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
a88ef6ff726be269e0231d3429c676ec,train,deckard.base.experiment.Experiment,a88ef6ff726be269e0231d3429c676ec,KDD NSL,cpu,a88ef6ff726be269e0231d3429c676ec,a88ef6ff726be269e0231d3429c676ec,k-KNN,a88ef6ff726be269e0231d3429c676ec,a88ef6ff726be269e0231d3429c676ec,0.2,27.631396926720736,cpu,1725714808.4036646,1725714800.3264322,8.21519937,0.0821519937,cpu,1725714800.3258612,1725714780.0495074,20.69587075,0.0413917415,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,5,True,100,500,deckard.base.files.FileConfig,data,fe5052d6e42b047ee9652d1c3cb73d8e,.pkl,kdd_nsl,a88ef6ff726be269e0231d3429c676ec,predictions.json,reports/gzip_knn/500/symmetry_true,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,5,True,100,500,label,brute,5,1,Ratio,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
a86b6f9ec997c97fd472d5cb2f8dd782,train,deckard.base.experiment.Experiment,a86b6f9ec997c97fd472d5cb2f8dd782,KDD NSL,cpu,a86b6f9ec997c97fd472d5cb2f8dd782,a86b6f9ec997c97fd472d5cb2f8dd782,k-KNN,a86b6f9ec997c97fd472d5cb2f8dd782,a86b6f9ec997c97fd472d5cb2f8dd782,0.44,19.342010632199152,cpu,1725715172.6860936,1725715165.1271362,7.68450972,0.0768450972,cpu,1725715165.126963,1725715144.980645,20.61765698,0.04123531396,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,9,True,100,500,deckard.base.files.FileConfig,data,c6243453206117ba353fac1f35178037,.pkl,kdd_nsl,a86b6f9ec997c97fd472d5cb2f8dd782,predictions.json,reports/gzip_knn/500/symmetry_true,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,9,True,100,500,label,brute,5,1,Jaro-Winkler,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
9aae629341f585fc12a4e1920f893de7,train,deckard.base.experiment.Experiment,9aae629341f585fc12a4e1920f893de7,KDD NSL,cpu,9aae629341f585fc12a4e1920f893de7,9aae629341f585fc12a4e1920f893de7,k-KNN,9aae629341f585fc12a4e1920f893de7,9aae629341f585fc12a4e1920f893de7,0.98,0.6907915198468184,cpu,1725714823.5582004,1725714810.838174,16.08742812,0.1608742812,cpu,1725714810.8376904,1725714780.0495384,37.99530502,0.07599061004,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,8,True,100,500,deckard.base.files.FileConfig,data,656bda901f18fcfddf2a816dbf1c188f,.pkl,kdd_nsl,9aae629341f585fc12a4e1920f893de7,predictions.json,reports/gzip_knn/500/symmetry_true,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,8,True,100,500,label,brute,5,1,BZ2,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
796651df1602ef93ac5e76e6bf52fa69,train,deckard.base.experiment.Experiment,796651df1602ef93ac5e76e6bf52fa69,KDD NSL,cpu,796651df1602ef93ac5e76e6bf52fa69,796651df1602ef93ac5e76e6bf52fa69,k-KNN,796651df1602ef93ac5e76e6bf52fa69,796651df1602ef93ac5e76e6bf52fa69,0.97,1.0361792837959252,cpu,1725714540.3607345,1725714527.9602883,15.37136289,0.1537136289,cpu,1725714527.959142,1725714497.36181,37.78123681,0.07556247362,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,5,True,100,500,deckard.base.files.FileConfig,data,fe5052d6e42b047ee9652d1c3cb73d8e,.pkl,kdd_nsl,796651df1602ef93ac5e76e6bf52fa69,predictions.json,reports/gzip_knn/500/symmetry_true,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,5,True,100,500,label,brute,1,1,BZ2,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
