,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_dir,files.data_file,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model.library,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.C,model.init.class_weight,model.init.fit_intercept,Condensing Ratio,model.init.max_iter,Metric,model.init.modified,model.init.name,model.init.penalty,model.init.solver,Symmetric,model.init.tol,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers,Condensing Method
00a4935f856daa45871e4ce93e666737,train,deckard.base.experiment.Experiment,00a4935f856daa45871e4ce93e666737,Truthseeker,cpu,00a4935f856daa45871e4ce93e666737,00a4935f856daa45871e4ce93e666737,k-Logistic,00a4935f856daa45871e4ce93e666737,00a4935f856daa45871e4ce93e666737,0.525,16.406118686940122,cpu,1727425247.614244,1727425244.8276105,2.84302512,0.0071075628,cpu,1727425244.8275335,1727425244.298966,0.58540603,0.0058540603,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,8,True,True,400,100,deckard.base.files.FileConfig,data,25ac16e11e966358fe0873b3e251242d,.pkl,truthseeker,00a4935f856daa45871e4ce93e666737,predictions.json,reports/modified/gzip_logistic/100/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,8,True,True,400,100,BotScoreBinary,0.4919977419109884,,True,1,1000,Levenshtein,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,1.502203467505503e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
a97aa7d30462ce47ba48ad61687aa4b5,train,deckard.base.experiment.Experiment,a97aa7d30462ce47ba48ad61687aa4b5,Truthseeker,cpu,a97aa7d30462ce47ba48ad61687aa4b5,a97aa7d30462ce47ba48ad61687aa4b5,k-Logistic,a97aa7d30462ce47ba48ad61687aa4b5,a97aa7d30462ce47ba48ad61687aa4b5,0.53,16.23339482006194,cpu,1725807882.99851,1725807865.9441383,17.30799352,0.0432699838,cpu,1725807865.944057,1725807857.6888857,8.48546861,0.0282848953666666,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,a97aa7d30462ce47ba48ad61687aa4b5,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,1.0692706370492255,balanced,False,1,1000,Levenshtein,Modified,gzip_classifier.GzipLogisticRegressor,l1,saga,Symmetric,1.3987949662638616e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
ace4cdb57ad3a57a3af77ca7a8f43ca1,train,deckard.base.experiment.Experiment,ace4cdb57ad3a57a3af77ca7a8f43ca1,Truthseeker,cpu,ace4cdb57ad3a57a3af77ca7a8f43ca1,ace4cdb57ad3a57a3af77ca7a8f43ca1,k-Logistic,ace4cdb57ad3a57a3af77ca7a8f43ca1,ace4cdb57ad3a57a3af77ca7a8f43ca1,0.5325,16.147045880081087,cpu,1725807882.6399384,1725807865.300091,17.7386643,0.04434666075,cpu,1725807865.3000057,1725807857.6639369,7.80305931,0.0260101977,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,ace4cdb57ad3a57a3af77ca7a8f43ca1,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,0.6287791586944795,balanced,True,1,1000,Levenshtein,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,1.4912508724340164e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
aff5d0b94d383366f4e957ba1793f58f,train,deckard.base.experiment.Experiment,aff5d0b94d383366f4e957ba1793f58f,Truthseeker,cpu,aff5d0b94d383366f4e957ba1793f58f,aff5d0b94d383366f4e957ba1793f58f,k-Logistic,aff5d0b94d383366f4e957ba1793f58f,aff5d0b94d383366f4e957ba1793f58f,0.4825,17.874026678691703,cpu,1725807177.7556975,1725807160.4385855,17.6713797,0.04417844925,cpu,1725807160.438499,1725807152.8890996,7.70662815,0.0256887605,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,400,300,deckard.base.files.FileConfig,data,64fcf86e0f8cc6ea4d57c39ce1762a8c,.pkl,truthseeker,aff5d0b94d383366f4e957ba1793f58f,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,400,300,BotScoreBinary,0.3742534446757698,balanced,True,1,1000,Jaro-Winkler,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,2.0614177760575685e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
b023476d909940df01cc105466bbe663,train,deckard.base.experiment.Experiment,b023476d909940df01cc105466bbe663,Truthseeker,cpu,b023476d909940df01cc105466bbe663,b023476d909940df01cc105466bbe663,k-Logistic,b023476d909940df01cc105466bbe663,b023476d909940df01cc105466bbe663,0.505,17.09691820276124,cpu,1725808147.7795515,1725808130.0818903,18.14239571,0.045355989275,cpu,1725808130.0818052,1725808122.380103,7.89603231,0.0263201077,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,400,300,deckard.base.files.FileConfig,data,64fcf86e0f8cc6ea4d57c39ce1762a8c,.pkl,truthseeker,b023476d909940df01cc105466bbe663,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,400,300,BotScoreBinary,0.3374588382413759,balanced,True,1,1000,Levenshtein,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,1.8891507511750557e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
b38ffd017183587aa65f48e9651704b2,train,deckard.base.experiment.Experiment,b38ffd017183587aa65f48e9651704b2,Truthseeker,cpu,b38ffd017183587aa65f48e9651704b2,b38ffd017183587aa65f48e9651704b2,k-Logistic,b38ffd017183587aa65f48e9651704b2,b38ffd017183587aa65f48e9651704b2,0.5275,16.319743760042787,cpu,1725807883.0056722,1725807865.63416,17.70192445,0.044254811125,cpu,1725807865.634079,1725807857.6715722,8.13461143,0.0271153714333333,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,b38ffd017183587aa65f48e9651704b2,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,0.280250913757838,balanced,False,1,1000,Levenshtein,Modified,gzip_classifier.GzipLogisticRegressor,l1,saga,Symmetric,0.0001823487655308,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
b46365071b0add955582e9f88ac55958,train,deckard.base.experiment.Experiment,b46365071b0add955582e9f88ac55958,Truthseeker,cpu,b46365071b0add955582e9f88ac55958,b46365071b0add955582e9f88ac55958,k-Logistic,b46365071b0add955582e9f88ac55958,b46365071b0add955582e9f88ac55958,0.475,18.133057506685656,cpu,1725807882.8326638,1725807865.7250192,17.86739625,0.044668490625,cpu,1725807865.724942,1725807857.6681366,8.27833007,0.0275944335666666,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,b46365071b0add955582e9f88ac55958,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,1.641379596345033,balanced,False,1,1000,Jaro,Modified,gzip_classifier.GzipLogisticRegressor,l1,saga,Symmetric,3.115160407713314e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
b4fe94bfc9da0b5713029fafd7ef6751,train,deckard.base.experiment.Experiment,b4fe94bfc9da0b5713029fafd7ef6751,Truthseeker,cpu,b4fe94bfc9da0b5713029fafd7ef6751,b4fe94bfc9da0b5713029fafd7ef6751,k-Logistic,b4fe94bfc9da0b5713029fafd7ef6751,b4fe94bfc9da0b5713029fafd7ef6751,0.5325,16.147045880081087,cpu,1725808219.454344,1725808202.1323462,17.65733412,0.0441433353,cpu,1725808202.1322677,1725808194.4875329,7.82015684,0.0260671894666666,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,b4fe94bfc9da0b5713029fafd7ef6751,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,1.3938899176243915,balanced,True,1,1000,Levenshtein,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,3.018607988827642e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
b693379d1efa39ac0a7a98de050bb735,train,deckard.base.experiment.Experiment,b693379d1efa39ac0a7a98de050bb735,Truthseeker,cpu,b693379d1efa39ac0a7a98de050bb735,b693379d1efa39ac0a7a98de050bb735,k-Logistic,b693379d1efa39ac0a7a98de050bb735,b693379d1efa39ac0a7a98de050bb735,0.5325,16.147045880081087,cpu,1725808149.6358123,1725808131.6480372,18.38253957,0.045956348925,cpu,1725808131.647951,1725808124.1238408,7.68992522,0.0256330840666666,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,b693379d1efa39ac0a7a98de050bb735,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,0.9713041343315354,balanced,True,1,1000,Levenshtein,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,2.092225443184652e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
b86b0804fa8c0214fba33a33c2aec112,train,deckard.base.experiment.Experiment,b86b0804fa8c0214fba33a33c2aec112,Truthseeker,cpu,b86b0804fa8c0214fba33a33c2aec112,b86b0804fa8c0214fba33a33c2aec112,k-Logistic,b86b0804fa8c0214fba33a33c2aec112,b86b0804fa8c0214fba33a33c2aec112,0.5325,16.147045880081087,cpu,1725808219.465762,1725808202.1623578,17.78598921,0.044464973025,cpu,1725808202.1622767,1725808194.4846709,7.8459557,0.0261531856666666,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,b86b0804fa8c0214fba33a33c2aec112,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,1.415877261436162,balanced,True,1,1000,Levenshtein,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,2.302276659893477e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
c1bd275302ebc2e86dcb8df9570ff1b9,train,deckard.base.experiment.Experiment,c1bd275302ebc2e86dcb8df9570ff1b9,Truthseeker,cpu,c1bd275302ebc2e86dcb8df9570ff1b9,c1bd275302ebc2e86dcb8df9570ff1b9,k-Logistic,c1bd275302ebc2e86dcb8df9570ff1b9,c1bd275302ebc2e86dcb8df9570ff1b9,0.5425,15.801664113112706,cpu,1725807578.4342349,1725807559.9304628,19.00654407,0.047516360175,cpu,1725807559.9303684,1725807552.0733106,8.04470098,0.0268156699333333,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,4,True,True,400,300,deckard.base.files.FileConfig,data,68491e4f3cf32997fd7b2c61da0942d0,.pkl,truthseeker,c1bd275302ebc2e86dcb8df9570ff1b9,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,4,True,True,400,300,BotScoreBinary,0.7950139186094896,balanced,True,1,1000,Levenshtein,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,3.714381942901527e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
c36cab8923af541d7b9745dcd4d58d52,train,deckard.base.experiment.Experiment,c36cab8923af541d7b9745dcd4d58d52,Truthseeker,cpu,c36cab8923af541d7b9745dcd4d58d52,c36cab8923af541d7b9745dcd4d58d52,k-Logistic,c36cab8923af541d7b9745dcd4d58d52,c36cab8923af541d7b9745dcd4d58d52,0.48,17.960345633768924,cpu,1725808119.6290977,1725807953.4985523,190.00233189,0.475005829725,cpu,1725807953.497868,1725807890.7147644,70.59063845,0.2353021281666666,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,c36cab8923af541d7b9745dcd4d58d52,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,2.0154695848146886,balanced,True,1,1000,LZMA,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,2.4438169192199312e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
a66b36e6bd8d57336ce9a69f3876b09c,train,deckard.base.experiment.Experiment,a66b36e6bd8d57336ce9a69f3876b09c,Truthseeker,cpu,a66b36e6bd8d57336ce9a69f3876b09c,a66b36e6bd8d57336ce9a69f3876b09c,k-Logistic,a66b36e6bd8d57336ce9a69f3876b09c,a66b36e6bd8d57336ce9a69f3876b09c,0.555,15.36992141220202,cpu,1725807210.7860222,1725807193.3249865,17.82834523,0.044570863075,cpu,1725807193.3249097,1725807185.7459495,7.74652292,0.0258217430666666,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,8,True,True,400,300,deckard.base.files.FileConfig,data,6f0071eb72391685ac565037b5af5e02,.pkl,truthseeker,a66b36e6bd8d57336ce9a69f3876b09c,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,8,True,True,400,300,BotScoreBinary,0.7348401125874592,balanced,True,1,1000,Levenshtein,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,1.7303796820494112e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
c4901794e8e9e9cd0de09a5077a92099,train,deckard.base.experiment.Experiment,c4901794e8e9e9cd0de09a5077a92099,Truthseeker,cpu,c4901794e8e9e9cd0de09a5077a92099,c4901794e8e9e9cd0de09a5077a92099,k-Logistic,c4901794e8e9e9cd0de09a5077a92099,c4901794e8e9e9cd0de09a5077a92099,0.5325,16.14704787907466,cpu,1725807479.4752033,1725807461.612135,18.29811,0.045745275,cpu,1725807461.612054,1725807454.3204772,7.41123712,0.0247041237333333,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,c4901794e8e9e9cd0de09a5077a92099,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,3.897189777082852,balanced,True,1,1000,Levenshtein,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0007852081729537,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
ca2b443e25134d8cd3b4e8ac4b815ea6,train,deckard.base.experiment.Experiment,ca2b443e25134d8cd3b4e8ac4b815ea6,Truthseeker,cpu,ca2b443e25134d8cd3b4e8ac4b815ea6,ca2b443e25134d8cd3b4e8ac4b815ea6,k-Logistic,ca2b443e25134d8cd3b4e8ac4b815ea6,ca2b443e25134d8cd3b4e8ac4b815ea6,0.48,17.960345633768924,cpu,1725807256.3418033,1725807229.8705158,37.91810632,0.0947952658,cpu,1725807229.8704405,1725807218.3798115,15.9850111,0.0532833703333333,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,ca2b443e25134d8cd3b4e8ac4b815ea6,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,1.2035706951252405,balanced,True,1,1000,BZ2,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,1.085054117959766e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
ca4d76b213e7c0e8f33dda007a210cdd,train,deckard.base.experiment.Experiment,ca4d76b213e7c0e8f33dda007a210cdd,Truthseeker,cpu,ca4d76b213e7c0e8f33dda007a210cdd,ca4d76b213e7c0e8f33dda007a210cdd,k-Logistic,ca4d76b213e7c0e8f33dda007a210cdd,ca4d76b213e7c0e8f33dda007a210cdd,0.4825,17.874012685736673,cpu,1725808191.0767708,1725808164.6125548,38.05145438,0.09512863595,cpu,1725808164.6124697,1725808153.3524213,15.73953009,0.0524651003,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,ca4d76b213e7c0e8f33dda007a210cdd,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,49.3413268546953,balanced,True,1,1000,BZ2,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0006911749892323,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
cb1c1db41033fd48f4d773a8ccd8be28,train,deckard.base.experiment.Experiment,cb1c1db41033fd48f4d773a8ccd8be28,Truthseeker,cpu,cb1c1db41033fd48f4d773a8ccd8be28,cb1c1db41033fd48f4d773a8ccd8be28,k-Logistic,cb1c1db41033fd48f4d773a8ccd8be28,cb1c1db41033fd48f4d773a8ccd8be28,0.53,16.23339482006194,cpu,1725807143.992447,1725807126.2360244,18.22812383,0.045570309575,cpu,1725807126.2359488,1725807118.6882815,7.70624304,0.0256874768,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,cb1c1db41033fd48f4d773a8ccd8be28,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,2.3364297358450465,balanced,True,1,1000,Levenshtein,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,1.4517711805450914e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
cb97b559d58e9461a1c27fb4d7f57245,train,deckard.base.experiment.Experiment,cb97b559d58e9461a1c27fb4d7f57245,Truthseeker,cpu,cb97b559d58e9461a1c27fb4d7f57245,cb97b559d58e9461a1c27fb4d7f57245,k-Logistic,cb97b559d58e9461a1c27fb4d7f57245,cb97b559d58e9461a1c27fb4d7f57245,0.5325,16.147045880081087,cpu,1725807479.2656865,1725807461.882468,17.77245609,0.044431140225,cpu,1725807461.8823853,1725807454.3119082,7.75325466,0.0258441822,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,cb97b559d58e9461a1c27fb4d7f57245,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,1.9514522144636453,balanced,True,1,1000,Levenshtein,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,2.273287209748469e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
cb9d1069965bcc7cfa1767083c3edd6d,train,deckard.base.experiment.Experiment,cb9d1069965bcc7cfa1767083c3edd6d,Truthseeker,cpu,cb9d1069965bcc7cfa1767083c3edd6d,cb9d1069965bcc7cfa1767083c3edd6d,k-Logistic,cb9d1069965bcc7cfa1767083c3edd6d,cb9d1069965bcc7cfa1767083c3edd6d,0.555,15.369895425285538,cpu,1725808150.5537252,1725808132.4194696,18.48804795,0.046220119875,cpu,1725808132.4193778,1725808124.1447337,8.49017922,0.0283005974,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,9,True,True,400,300,deckard.base.files.FileConfig,data,b3c3b7f4e548e500fdb3fc4e39953572,.pkl,truthseeker,cb9d1069965bcc7cfa1767083c3edd6d,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,9,True,True,400,300,BotScoreBinary,0.9845243863976118,balanced,True,1,1000,Levenshtein,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,1.0036119398531474e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
cc95a969c246913a9503d8cb39845ce7,train,deckard.base.experiment.Experiment,cc95a969c246913a9503d8cb39845ce7,Truthseeker,cpu,cc95a969c246913a9503d8cb39845ce7,cc95a969c246913a9503d8cb39845ce7,k-Logistic,cc95a969c246913a9503d8cb39845ce7,cc95a969c246913a9503d8cb39845ce7,0.5325,16.147045880081084,cpu,1725807144.1967828,1725807126.4068692,18.15907896,0.0453976974,cpu,1725807126.4067965,1725807118.7350729,7.88677032,0.0262892344,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,cc95a969c246913a9503d8cb39845ce7,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,2.4960280564381163,balanced,True,1,1000,Levenshtein,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0008317680948672,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
ccd1f6117dc938b306c2f0c9123392f1,train,deckard.base.experiment.Experiment,ccd1f6117dc938b306c2f0c9123392f1,Truthseeker,cpu,ccd1f6117dc938b306c2f0c9123392f1,ccd1f6117dc938b306c2f0c9123392f1,k-Logistic,ccd1f6117dc938b306c2f0c9123392f1,ccd1f6117dc938b306c2f0c9123392f1,0.485,17.78766974273655,cpu,1725807178.2836134,1725807160.620133,18.0418865,0.04510471625,cpu,1725807160.6200397,1725807152.8884714,7.92322152,0.0264107384,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,ccd1f6117dc938b306c2f0c9123392f1,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,1.019891608919557,balanced,True,1,1000,Jaro-Winkler,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,1.141514487087371e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
cffff4fc9d5141ca38b8450139bb61d1,train,deckard.base.experiment.Experiment,cffff4fc9d5141ca38b8450139bb61d1,Truthseeker,cpu,cffff4fc9d5141ca38b8450139bb61d1,cffff4fc9d5141ca38b8450139bb61d1,k-Logistic,cffff4fc9d5141ca38b8450139bb61d1,cffff4fc9d5141ca38b8450139bb61d1,0.485,17.78766374575582,cpu,1725807917.2577884,1725807898.7145698,19.01731697,0.047543292425,cpu,1725807898.71446,1725807890.714758,8.21461158,0.0273820386,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,cffff4fc9d5141ca38b8450139bb61d1,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,2.276259516980559,balanced,True,1,1000,Jaro,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,2.6051978925407107e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
d115573ae18a00f2159fd57e02aa948a,train,deckard.base.experiment.Experiment,d115573ae18a00f2159fd57e02aa948a,Truthseeker,cpu,d115573ae18a00f2159fd57e02aa948a,d115573ae18a00f2159fd57e02aa948a,k-Logistic,d115573ae18a00f2159fd57e02aa948a,d115573ae18a00f2159fd57e02aa948a,0.48,17.960345633768924,cpu,1725807544.8190324,1725807521.0342846,26.94821038,0.06737052595,cpu,1725807521.0342047,1725807511.473983,10.79423155,0.0359807718333333,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,d115573ae18a00f2159fd57e02aa948a,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,1.4503765968906936,balanced,True,1,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0005506286659405,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
