,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_dir,files.data_file,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model.library,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.algorithm,model.init.k,Condensing Ratio,Metric,model.init.modified,model.init.name,Symmetric,model.init.weights,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers,Condensing Method
1ccce6e6f4500be5b97b4ff776a1bc0a,train,deckard.base.experiment.Experiment,1ccce6e6f4500be5b97b4ff776a1bc0a,Truthseeker,cpu,1ccce6e6f4500be5b97b4ff776a1bc0a,1ccce6e6f4500be5b97b4ff776a1bc0a,k-KNN,1ccce6e6f4500be5b97b4ff776a1bc0a,1ccce6e6f4500be5b97b4ff776a1bc0a,0.5475,15.62904219490687,cpu,1725767927.6146264,1725767918.988377,9.41284648,0.0235321162,cpu,1725767918.9879818,1725767917.7668867,1.31945724,0.0131945724,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,100,deckard.base.files.FileConfig,data,c606dd19ec9f53c5e2f3db6942c6450b,.pkl,truthseeker,1ccce6e6f4500be5b97b4ff776a1bc0a,predictions.json,reports/modified//gzip_knn/100/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,100,BotScoreBinary,brute,11,1,ZSTD,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
e5824dc0b8559037f6d3fd5bdcefafd6,train,deckard.base.experiment.Experiment,e5824dc0b8559037f6d3fd5bdcefafd6,Truthseeker,cpu,e5824dc0b8559037f6d3fd5bdcefafd6,e5824dc0b8559037f6d3fd5bdcefafd6,k-KNN,e5824dc0b8559037f6d3fd5bdcefafd6,e5824dc0b8559037f6d3fd5bdcefafd6,0.48,17.96047157036418,cpu,1725757684.1536398,1725757682.85441,1.3571137,0.00339278425,cpu,1725757682.8540907,1725757682.7598653,0.0895144,0.00447572,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,7,True,True,400,20,deckard.base.files.FileConfig,data,622648e449d34b420fb8d54f53e827ab,.pkl,truthseeker,e5824dc0b8559037f6d3fd5bdcefafd6,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,7,True,True,400,20,BotScoreBinary,brute,1,1,Levenshtein,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
e388318411f70ad80d9127a3346ce97e,train,deckard.base.experiment.Experiment,e388318411f70ad80d9127a3346ce97e,Truthseeker,cpu,e388318411f70ad80d9127a3346ce97e,e388318411f70ad80d9127a3346ce97e,k-KNN,e388318411f70ad80d9127a3346ce97e,e388318411f70ad80d9127a3346ce97e,0.5075,17.01048930303737,cpu,1725757684.3086004,1725757682.9740696,1.39777059,0.003494426475,cpu,1725757682.973937,1725757682.8895133,0.08742766,0.004371383,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,4,True,True,400,20,deckard.base.files.FileConfig,data,5fd677636b3277f24cc8b9edc171d053,.pkl,truthseeker,e388318411f70ad80d9127a3346ce97e,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,4,True,True,400,20,BotScoreBinary,brute,7,1,Jaro,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
e351d835a25bba2482ee0eb2f02c4deb,train,deckard.base.experiment.Experiment,e351d835a25bba2482ee0eb2f02c4deb,Truthseeker,cpu,e351d835a25bba2482ee0eb2f02c4deb,e351d835a25bba2482ee0eb2f02c4deb,k-KNN,e351d835a25bba2482ee0eb2f02c4deb,e351d835a25bba2482ee0eb2f02c4deb,0.5525,15.456298338092928,cpu,1727425782.4532297,1727425781.84749,0.64258602,0.00160646505,cpu,1727425781.8471804,1727425781.7559063,0.09368765,0.0046843825,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,20,deckard.base.files.FileConfig,data,e596d5ae2b9aca0ee1e5d2a9e3992cc0,.pkl,truthseeker,e351d835a25bba2482ee0eb2f02c4deb,predictions.json,reports/modified/gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,20,BotScoreBinary,brute,3,1,Hamming,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
e31512294c079ebbd99e8027d3cbaa25,train,deckard.base.experiment.Experiment,e31512294c079ebbd99e8027d3cbaa25,Truthseeker,cpu,e31512294c079ebbd99e8027d3cbaa25,e31512294c079ebbd99e8027d3cbaa25,k-KNN,e31512294c079ebbd99e8027d3cbaa25,e31512294c079ebbd99e8027d3cbaa25,0.5025,17.183319116575056,cpu,1727425756.452282,1727425755.7829611,0.73110983,0.001827774575,cpu,1727425755.782648,1727425755.681865,0.10305293,0.0051526465,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,9,True,True,400,20,deckard.base.files.FileConfig,data,46e505f845e5aa943e6ba65b9643a064,.pkl,truthseeker,e31512294c079ebbd99e8027d3cbaa25,predictions.json,reports/modified/gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,9,True,True,400,20,BotScoreBinary,brute,1,1,Hamming,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
deba9198cb921e32da3914a9a034bd52,train,deckard.base.experiment.Experiment,deba9198cb921e32da3914a9a034bd52,Truthseeker,cpu,deba9198cb921e32da3914a9a034bd52,deba9198cb921e32da3914a9a034bd52,k-KNN,deba9198cb921e32da3914a9a034bd52,deba9198cb921e32da3914a9a034bd52,0.5375,15.974417964894524,cpu,1727425765.0637338,1727425763.9082017,1.39931063,0.003498276575,cpu,1727425763.9080932,1727425763.7255857,0.19876875,0.0099384375,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,20,deckard.base.files.FileConfig,data,e596d5ae2b9aca0ee1e5d2a9e3992cc0,.pkl,truthseeker,deba9198cb921e32da3914a9a034bd52,predictions.json,reports/modified/gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,20,BotScoreBinary,brute,1,1,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
db585a02e9751032995056df3270c3c2,train,deckard.base.experiment.Experiment,db585a02e9751032995056df3270c3c2,Truthseeker,cpu,db585a02e9751032995056df3270c3c2,db585a02e9751032995056df3270c3c2,k-KNN,db585a02e9751032995056df3270c3c2,db585a02e9751032995056df3270c3c2,0.4575,18.73765600805051,cpu,1725757610.4722333,1725757598.4902308,12.26342947,0.030658573675,cpu,1725757598.489885,1725757598.0654457,0.42550653,0.0212753265,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,20,deckard.base.files.FileConfig,data,e596d5ae2b9aca0ee1e5d2a9e3992cc0,.pkl,truthseeker,db585a02e9751032995056df3270c3c2,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,20,BotScoreBinary,brute,7,1,SeqRatio,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
d9f3b86814bd562b338e68912d72c2cb,train,deckard.base.experiment.Experiment,d9f3b86814bd562b338e68912d72c2cb,Truthseeker,cpu,d9f3b86814bd562b338e68912d72c2cb,d9f3b86814bd562b338e68912d72c2cb,k-KNN,d9f3b86814bd562b338e68912d72c2cb,d9f3b86814bd562b338e68912d72c2cb,0.58,14.50647399125858,cpu,1727425655.2327816,1727425654.6823924,0.57194767,0.001429869175,cpu,1727425654.6820998,1727425654.585841,0.09840505,0.0049202525,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,20,deckard.base.files.FileConfig,data,e596d5ae2b9aca0ee1e5d2a9e3992cc0,.pkl,truthseeker,d9f3b86814bd562b338e68912d72c2cb,predictions.json,reports/modified/gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,20,BotScoreBinary,brute,1,1,Hamming,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
d95a3feaa76ba0de50a7ded16889de49,train,deckard.base.experiment.Experiment,d95a3feaa76ba0de50a7ded16889de49,Truthseeker,cpu,d95a3feaa76ba0de50a7ded16889de49,d95a3feaa76ba0de50a7ded16889de49,k-KNN,d95a3feaa76ba0de50a7ded16889de49,d95a3feaa76ba0de50a7ded16889de49,0.49,17.61487191309607,cpu,1725757758.6435306,1725757757.4299915,1.25304631,0.003132615775,cpu,1725757757.4297202,1725757757.3252614,0.10729099,0.0053645495,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,4,True,True,400,20,deckard.base.files.FileConfig,data,5fd677636b3277f24cc8b9edc171d053,.pkl,truthseeker,d95a3feaa76ba0de50a7ded16889de49,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,4,True,True,400,20,BotScoreBinary,brute,5,1,Hamming,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
d7d87316eb0469979c8ccb83d7b9c3a5,train,deckard.base.experiment.Experiment,d7d87316eb0469979c8ccb83d7b9c3a5,Truthseeker,cpu,d7d87316eb0469979c8ccb83d7b9c3a5,d7d87316eb0469979c8ccb83d7b9c3a5,k-KNN,d7d87316eb0469979c8ccb83d7b9c3a5,d7d87316eb0469979c8ccb83d7b9c3a5,0.5225,16.49232769737069,cpu,1725757758.5736182,1725757757.2744856,1.35761799,0.003394044975,cpu,1725757757.274337,1725757757.1885448,0.08969116,0.004484558,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,8,True,True,400,20,deckard.base.files.FileConfig,data,f852a819f8eb07c0677196f0137a9af0,.pkl,truthseeker,d7d87316eb0469979c8ccb83d7b9c3a5,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,8,True,True,400,20,BotScoreBinary,brute,7,1,Levenshtein,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
d729a490df974850922ce8ea60f27a5c,train,deckard.base.experiment.Experiment,d729a490df974850922ce8ea60f27a5c,Truthseeker,cpu,d729a490df974850922ce8ea60f27a5c,d729a490df974850922ce8ea60f27a5c,k-KNN,d729a490df974850922ce8ea60f27a5c,d729a490df974850922ce8ea60f27a5c,0.5,17.269778001202564,cpu,1725757804.6841931,1725757794.8888974,10.08614198,0.02521535495,cpu,1725757794.8887875,1725757794.596643,0.28945877,0.0144729385,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,400,20,deckard.base.files.FileConfig,data,c6e90bd64f9eb81246d4b64fa1ed2ba3,.pkl,truthseeker,d729a490df974850922ce8ea60f27a5c,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,400,20,BotScoreBinary,brute,3,1,SeqRatio,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
d65d65b81a74a7ab630180fa7866e58c,train,deckard.base.experiment.Experiment,d65d65b81a74a7ab630180fa7866e58c,Truthseeker,cpu,d65d65b81a74a7ab630180fa7866e58c,d65d65b81a74a7ab630180fa7866e58c,k-KNN,d65d65b81a74a7ab630180fa7866e58c,d65d65b81a74a7ab630180fa7866e58c,0.505,17.096808258114592,cpu,1725757788.1373887,1725757776.2245991,13.53575412,0.0338393853,cpu,1725757776.2244816,1725757775.718993,0.54164281,0.0270821405,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,4,True,True,400,20,deckard.base.files.FileConfig,data,5fd677636b3277f24cc8b9edc171d053,.pkl,truthseeker,d65d65b81a74a7ab630180fa7866e58c,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,4,True,True,400,20,BotScoreBinary,brute,7,1,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
d1a06d3a7b4e54e10728176779321dc9,train,deckard.base.experiment.Experiment,d1a06d3a7b4e54e10728176779321dc9,Truthseeker,cpu,d1a06d3a7b4e54e10728176779321dc9,d1a06d3a7b4e54e10728176779321dc9,k-KNN,d1a06d3a7b4e54e10728176779321dc9,d1a06d3a7b4e54e10728176779321dc9,0.515,16.75154043378001,cpu,1727425736.3638723,1727425735.77572,0.61570495,0.001539262375,cpu,1727425735.775283,1727425735.6580057,0.11163389,0.0055816945,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,6,True,True,400,20,deckard.base.files.FileConfig,data,068a1e3f4436988d3a977a49c79e13c4,.pkl,truthseeker,d1a06d3a7b4e54e10728176779321dc9,predictions.json,reports/modified/gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,6,True,True,400,20,BotScoreBinary,brute,7,1,Ratio,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
d0bb89e3431885ab359c5e96bb5cd7f3,train,deckard.base.experiment.Experiment,d0bb89e3431885ab359c5e96bb5cd7f3,Truthseeker,cpu,d0bb89e3431885ab359c5e96bb5cd7f3,d0bb89e3431885ab359c5e96bb5cd7f3,k-KNN,d0bb89e3431885ab359c5e96bb5cd7f3,d0bb89e3431885ab359c5e96bb5cd7f3,0.53,16.233322856293217,cpu,1727425624.5003486,1727425615.9019413,8.75250909,0.021881272725,cpu,1727425615.901644,1727425615.6328485,0.26346742,0.013173371,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,3,True,True,400,20,deckard.base.files.FileConfig,data,7b9730f3e31d952aea1da304c7315d31,.pkl,truthseeker,d0bb89e3431885ab359c5e96bb5cd7f3,predictions.json,reports/modified/gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,3,True,True,400,20,BotScoreBinary,brute,11,1,SeqRatio,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
d079eceebf989d212b278e25b968c5af,train,deckard.base.experiment.Experiment,d079eceebf989d212b278e25b968c5af,Truthseeker,cpu,d079eceebf989d212b278e25b968c5af,d079eceebf989d212b278e25b968c5af,k-KNN,d079eceebf989d212b278e25b968c5af,d079eceebf989d212b278e25b968c5af,0.5075,17.01048930303737,cpu,1727425703.10243,1727425702.551983,0.56301753,0.001407543825,cpu,1727425702.5518167,1727425702.4882114,0.06538395,0.0032691975,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,4,True,True,400,20,deckard.base.files.FileConfig,data,5fd677636b3277f24cc8b9edc171d053,.pkl,truthseeker,d079eceebf989d212b278e25b968c5af,predictions.json,reports/modified/gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,4,True,True,400,20,BotScoreBinary,brute,7,1,Jaro,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
ccaeda28ba50256270dca30d23a9ba8e,train,deckard.base.experiment.Experiment,ccaeda28ba50256270dca30d23a9ba8e,Truthseeker,cpu,ccaeda28ba50256270dca30d23a9ba8e,ccaeda28ba50256270dca30d23a9ba8e,k-KNN,ccaeda28ba50256270dca30d23a9ba8e,ccaeda28ba50256270dca30d23a9ba8e,0.5275,16.319901680535253,cpu,1725757590.937719,1725757589.782167,1.17962584,0.0029490646,cpu,1725757589.7818708,1725757589.6903763,0.08570977,0.0042854885,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,5,True,True,400,20,deckard.base.files.FileConfig,data,b9ee3dc6319c7692a89edca281e80aa8,.pkl,truthseeker,ccaeda28ba50256270dca30d23a9ba8e,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,5,True,True,400,20,BotScoreBinary,brute,5,1,Jaro,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
cca78be0a3f166af812485f0eef1b663,train,deckard.base.experiment.Experiment,cca78be0a3f166af812485f0eef1b663,Truthseeker,cpu,cca78be0a3f166af812485f0eef1b663,cca78be0a3f166af812485f0eef1b663,k-KNN,cca78be0a3f166af812485f0eef1b663,cca78be0a3f166af812485f0eef1b663,0.5,17.269778001202564,cpu,1727425830.9463067,1727425821.744928,9.42850205,0.023571255125,cpu,1727425821.7448096,1727425821.513909,0.23516492,0.011758246,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,400,20,deckard.base.files.FileConfig,data,c6e90bd64f9eb81246d4b64fa1ed2ba3,.pkl,truthseeker,cca78be0a3f166af812485f0eef1b663,predictions.json,reports/modified/gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,400,20,BotScoreBinary,brute,3,1,SeqRatio,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
c78b0d6ff57f27ad3450f77ea76a8653,train,deckard.base.experiment.Experiment,c78b0d6ff57f27ad3450f77ea76a8653,Truthseeker,cpu,c78b0d6ff57f27ad3450f77ea76a8653,c78b0d6ff57f27ad3450f77ea76a8653,k-KNN,c78b0d6ff57f27ad3450f77ea76a8653,c78b0d6ff57f27ad3450f77ea76a8653,0.5125,16.83779542106282,cpu,1727425728.0924926,1727425726.9144046,1.40176276,0.0035044069,cpu,1727425726.914214,1727425726.6770442,0.24294865,0.0121474325,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,400,20,deckard.base.files.FileConfig,data,c6e90bd64f9eb81246d4b64fa1ed2ba3,.pkl,truthseeker,c78b0d6ff57f27ad3450f77ea76a8653,predictions.json,reports/modified/gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,400,20,BotScoreBinary,brute,5,1,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
e66b20664018583fe187cc734e4f1211,train,deckard.base.experiment.Experiment,e66b20664018583fe187cc734e4f1211,Truthseeker,cpu,e66b20664018583fe187cc734e4f1211,e66b20664018583fe187cc734e4f1211,k-KNN,e66b20664018583fe187cc734e4f1211,e66b20664018583fe187cc734e4f1211,0.4975,17.355833089127817,cpu,1727425655.2836928,1727425654.6932263,0.60986282,0.00152465705,cpu,1727425654.692965,1727425654.5867376,0.10765229,0.0053826145,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,400,20,deckard.base.files.FileConfig,data,c6e90bd64f9eb81246d4b64fa1ed2ba3,.pkl,truthseeker,e66b20664018583fe187cc734e4f1211,predictions.json,reports/modified/gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,400,20,BotScoreBinary,brute,5,1,Levenshtein,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
e82f72c6f772df3966f63f2376557bc8,train,deckard.base.experiment.Experiment,e82f72c6f772df3966f63f2376557bc8,Truthseeker,cpu,e82f72c6f772df3966f63f2376557bc8,e82f72c6f772df3966f63f2376557bc8,k-KNN,e82f72c6f772df3966f63f2376557bc8,e82f72c6f772df3966f63f2376557bc8,0.5125,16.83790936369662,cpu,1725757590.757396,1725757589.5705209,1.22179568,0.0030544892,cpu,1725757589.5703971,1725757589.4854734,0.0880582,0.00440291,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,5,True,True,400,20,deckard.base.files.FileConfig,data,b9ee3dc6319c7692a89edca281e80aa8,.pkl,truthseeker,e82f72c6f772df3966f63f2376557bc8,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,5,True,True,400,20,BotScoreBinary,brute,11,1,Jaro-Winkler,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
e8506287d9a98bf89d59575e91655ee5,train,deckard.base.experiment.Experiment,e8506287d9a98bf89d59575e91655ee5,Truthseeker,cpu,e8506287d9a98bf89d59575e91655ee5,e8506287d9a98bf89d59575e91655ee5,k-KNN,e8506287d9a98bf89d59575e91655ee5,e8506287d9a98bf89d59575e91655ee5,0.545,15.71532117011258,cpu,1725757732.442587,1725757730.7460408,1.91431732,0.0047857933,cpu,1725757730.7458987,1725757730.5547209,0.19516065,0.0097580325,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,6,True,True,400,20,deckard.base.files.FileConfig,data,068a1e3f4436988d3a977a49c79e13c4,.pkl,truthseeker,e8506287d9a98bf89d59575e91655ee5,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,6,True,True,400,20,BotScoreBinary,brute,1,1,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
e90e2dcda65331ed4f18de92c0655a94,train,deckard.base.experiment.Experiment,e90e2dcda65331ed4f18de92c0655a94,Truthseeker,cpu,e90e2dcda65331ed4f18de92c0655a94,e90e2dcda65331ed4f18de92c0655a94,k-KNN,e90e2dcda65331ed4f18de92c0655a94,e90e2dcda65331ed4f18de92c0655a94,0.495,17.44234994456901,cpu,1725757740.044565,1725757738.835179,1.25315398,0.00313288495,cpu,1725757738.8348696,1725757738.7367797,0.09262662,0.004631331,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,9,True,True,400,20,deckard.base.files.FileConfig,data,46e505f845e5aa943e6ba65b9643a064,.pkl,truthseeker,e90e2dcda65331ed4f18de92c0655a94,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,9,True,True,400,20,BotScoreBinary,brute,3,1,Jaro-Winkler,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
004b5220ff2e4c4d000dbd546ee922a7,train,deckard.base.experiment.Experiment,004b5220ff2e4c4d000dbd546ee922a7,Truthseeker,cpu,004b5220ff2e4c4d000dbd546ee922a7,004b5220ff2e4c4d000dbd546ee922a7,k-KNN,004b5220ff2e4c4d000dbd546ee922a7,004b5220ff2e4c4d000dbd546ee922a7,0.4775,18.046850495248663,cpu,1725806326.6824677,1725806170.9664323,161.40009661,0.403500241525,cpu,1725806170.9646893,1725806109.8965516,62.9303478,0.209767826,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,9,True,True,400,300,deckard.base.files.FileConfig,data,b3c3b7f4e548e500fdb3fc4e39953572,.pkl,truthseeker,004b5220ff2e4c4d000dbd546ee922a7,predictions.json,reports/modified//gzip_knn/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,9,True,True,400,300,BotScoreBinary,brute,1,1,SeqRatio,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
fedc49f7c8381c4319e9499663a7ce9d,train,deckard.base.experiment.Experiment,fedc49f7c8381c4319e9499663a7ce9d,Truthseeker,cpu,fedc49f7c8381c4319e9499663a7ce9d,fedc49f7c8381c4319e9499663a7ce9d,k-KNN,fedc49f7c8381c4319e9499663a7ce9d,fedc49f7c8381c4319e9499663a7ce9d,0.4975,17.35588506296078,cpu,1727425868.980458,1727425867.701895,2.11201666,0.00528004165,cpu,1727425867.7017827,1727425867.6027486,0.11919955,0.0059599775,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,9,True,True,400,20,deckard.base.files.FileConfig,data,46e505f845e5aa943e6ba65b9643a064,.pkl,truthseeker,fedc49f7c8381c4319e9499663a7ce9d,predictions.json,reports/modified/gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,9,True,True,400,20,BotScoreBinary,brute,1,1,BZ2,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
fdf19f8f06628233366fc69713c6350f,train,deckard.base.experiment.Experiment,fdf19f8f06628233366fc69713c6350f,Truthseeker,cpu,fdf19f8f06628233366fc69713c6350f,fdf19f8f06628233366fc69713c6350f,k-KNN,fdf19f8f06628233366fc69713c6350f,fdf19f8f06628233366fc69713c6350f,0.5225,16.49232769737069,cpu,1727425782.4605246,1727425781.842353,0.65529982,0.00163824955,cpu,1727425781.8420515,1727425781.7413375,0.10230871,0.0051154355,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,8,True,True,400,20,deckard.base.files.FileConfig,data,f852a819f8eb07c0677196f0137a9af0,.pkl,truthseeker,fdf19f8f06628233366fc69713c6350f,predictions.json,reports/modified/gzip_knn/20/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,8,True,True,400,20,BotScoreBinary,brute,7,1,Levenshtein,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
