,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_dir,files.data_file,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model.library,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.C,model.init.class_weight,model.init.gamma,model.init.kernel,Condensing Ratio,Metric,model.init.modified,model.init.name,Symmetric,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers,Condensing Method
013279ae44afb76bb7dbad59e13894f6,train,deckard.base.experiment.Experiment,013279ae44afb76bb7dbad59e13894f6,Truthseeker,cpu,013279ae44afb76bb7dbad59e13894f6,013279ae44afb76bb7dbad59e13894f6,k-SVC,013279ae44afb76bb7dbad59e13894f6,013279ae44afb76bb7dbad59e13894f6,0.58,14.50650197716864,cpu,1725768974.9467902,1725768969.2862072,5.78298626,0.01445746565,cpu,1725768969.2860725,1725768968.5631242,0.73918159,0.0073918159,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,100,deckard.base.files.FileConfig,data,c606dd19ec9f53c5e2f3db6942c6450b,.pkl,truthseeker,013279ae44afb76bb7dbad59e13894f6,predictions.json,reports/modified//gzip_svc/100/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,100,BotScoreBinary,8.300003500838423,balanced,scale,rbf,1,Hamming,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
d6319b70570aa6c3792358c8129216c0,train,deckard.base.experiment.Experiment,d6319b70570aa6c3792358c8129216c0,Truthseeker,cpu,d6319b70570aa6c3792358c8129216c0,d6319b70570aa6c3792358c8129216c0,k-SVC,d6319b70570aa6c3792358c8129216c0,d6319b70570aa6c3792358c8129216c0,0.525,16.406104693985093,cpu,1725809582.223003,1725809565.0746431,17.58266616,0.0439566654,cpu,1725809565.0743392,1725809557.9255583,7.40981721,0.0246993907,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,d6319b70570aa6c3792358c8129216c0,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,18.02225891751926,balanced,scale,rbf,1,Hamming,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
d9689ed067f9f951306ea80865fe2bbb,train,deckard.base.experiment.Experiment,d9689ed067f9f951306ea80865fe2bbb,Truthseeker,cpu,d9689ed067f9f951306ea80865fe2bbb,d9689ed067f9f951306ea80865fe2bbb,k-SVC,d9689ed067f9f951306ea80865fe2bbb,d9689ed067f9f951306ea80865fe2bbb,0.47,18.30575138866021,cpu,1725808653.792996,1725808636.077372,18.23654814,0.04559137035,cpu,1725808636.077067,1725808629.6214192,6.57275776,0.0219091925333333,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,d9689ed067f9f951306ea80865fe2bbb,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,0.0732567599754029,balanced,scale,rbf,1,Hamming,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
db0a3c666dcbde88757310990475b140,train,deckard.base.experiment.Experiment,db0a3c666dcbde88757310990475b140,Truthseeker,cpu,db0a3c666dcbde88757310990475b140,db0a3c666dcbde88757310990475b140,k-SVC,db0a3c666dcbde88757310990475b140,db0a3c666dcbde88757310990475b140,0.4975,17.355899055915806,cpu,1727426180.875687,1727426171.602044,9.58652263,0.023966306575,cpu,1727426171.6019137,1727426168.1369193,3.541934,0.0118064466666666,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,db0a3c666dcbde88757310990475b140,predictions.json,reports/modified/gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,9.513142768605348,,auto,rbf,1,Jaro,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
dcefb8daedd5e06946a95640d5856e59,train,deckard.base.experiment.Experiment,dcefb8daedd5e06946a95640d5856e59,Truthseeker,cpu,dcefb8daedd5e06946a95640d5856e59,dcefb8daedd5e06946a95640d5856e59,k-SVC,dcefb8daedd5e06946a95640d5856e59,dcefb8daedd5e06946a95640d5856e59,0.5,17.26954012096708,cpu,1727426401.0196204,1727426386.5559492,17.7736305,0.04443407625,cpu,1727426386.555841,1727426380.9250796,6.91218158,0.0230406052666666,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,dcefb8daedd5e06946a95640d5856e59,predictions.json,reports/modified/gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,16.337352973011278,,auto,rbf,1,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
e23cca98234c8b24b59266da8a4bd34e,train,deckard.base.experiment.Experiment,e23cca98234c8b24b59266da8a4bd34e,Truthseeker,cpu,e23cca98234c8b24b59266da8a4bd34e,e23cca98234c8b24b59266da8a4bd34e,k-SVC,e23cca98234c8b24b59266da8a4bd34e,e23cca98234c8b24b59266da8a4bd34e,0.5075,17.010347374493513,cpu,1725810101.018129,1725810084.151642,17.27700522,0.04319251305,cpu,1725810084.151551,1725810077.1032643,7.27234293,0.0242411431,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,e23cca98234c8b24b59266da8a4bd34e,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,0.1631836380129204,,auto,rbf,1,Hamming,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
e5d8bee4612b3dbaf486bee9b2eefdef,train,deckard.base.experiment.Experiment,e5d8bee4612b3dbaf486bee9b2eefdef,Truthseeker,cpu,e5d8bee4612b3dbaf486bee9b2eefdef,e5d8bee4612b3dbaf486bee9b2eefdef,k-SVC,e5d8bee4612b3dbaf486bee9b2eefdef,e5d8bee4612b3dbaf486bee9b2eefdef,0.5275,16.319745759036365,cpu,1725808653.3177695,1725808636.1911526,17.60139668,0.0440034917,cpu,1725808636.190832,1725808629.665704,6.67521729,0.0222507243,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,e5d8bee4612b3dbaf486bee9b2eefdef,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,10.663775160908768,balanced,scale,rbf,1,Hamming,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
e66d51ec684317ed27d81e30332682a4,train,deckard.base.experiment.Experiment,e66d51ec684317ed27d81e30332682a4,Truthseeker,cpu,e66d51ec684317ed27d81e30332682a4,e66d51ec684317ed27d81e30332682a4,k-SVC,e66d51ec684317ed27d81e30332682a4,e66d51ec684317ed27d81e30332682a4,0.54,15.887977071209198,cpu,1725810140.0983467,1725810117.4159184,24.7321482,0.0618303705,cpu,1725810117.4158309,1725810108.3607106,9.84973609,0.0328324536333333,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,3,True,True,400,300,deckard.base.files.FileConfig,data,562c4f6f599a03ddb4444cee43c85c50,.pkl,truthseeker,e66d51ec684317ed27d81e30332682a4,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,3,True,True,400,300,BotScoreBinary,0.577904360961343,balanced,scale,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
eae402112a2390e4d7ed5c1f7a337f7a,train,deckard.base.experiment.Experiment,eae402112a2390e4d7ed5c1f7a337f7a,Truthseeker,cpu,eae402112a2390e4d7ed5c1f7a337f7a,eae402112a2390e4d7ed5c1f7a337f7a,k-SVC,eae402112a2390e4d7ed5c1f7a337f7a,eae402112a2390e4d7ed5c1f7a337f7a,0.5325,16.147057874042538,cpu,1725809319.2811828,1725809301.2303624,18.57258187,0.046431454675,cpu,1725809301.2300448,1725809294.4917903,6.87785572,0.0229261857333333,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,eae402112a2390e4d7ed5c1f7a337f7a,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,13.424742517317096,balanced,scale,rbf,1,Hamming,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
eb7716c6344bd96e8a4ad3905ff4a7df,train,deckard.base.experiment.Experiment,eb7716c6344bd96e8a4ad3905ff4a7df,Truthseeker,cpu,eb7716c6344bd96e8a4ad3905ff4a7df,eb7716c6344bd96e8a4ad3905ff4a7df,k-SVC,eb7716c6344bd96e8a4ad3905ff4a7df,eb7716c6344bd96e8a4ad3905ff4a7df,0.51,16.92418434091518,cpu,1725809547.570979,1725809388.9624405,163.09351244,0.4077337811,cpu,1725809388.961931,1725809325.3749137,65.03353885,0.2167784628333333,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,eb7716c6344bd96e8a4ad3905ff4a7df,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,16.177721103636586,balanced,scale,rbf,1,SeqRatio,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
ebda5dc00e655c9115a2bba0beb2450c,train,deckard.base.experiment.Experiment,ebda5dc00e655c9115a2bba0beb2450c,Truthseeker,cpu,ebda5dc00e655c9115a2bba0beb2450c,ebda5dc00e655c9115a2bba0beb2450c,k-SVC,ebda5dc00e655c9115a2bba0beb2450c,ebda5dc00e655c9115a2bba0beb2450c,0.4825,17.874044669633882,cpu,1725810026.3862064,1725810009.5959644,17.22650903,0.043066272575,cpu,1725810009.5956526,1725810002.840178,6.95544957,0.0231848319,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,ebda5dc00e655c9115a2bba0beb2450c,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,5.636742628296823,balanced,scale,precomputed,1,Hamming,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
d50b0bffacb5d577d4a85b7b625758b9,train,deckard.base.experiment.Experiment,d50b0bffacb5d577d4a85b7b625758b9,Truthseeker,cpu,d50b0bffacb5d577d4a85b7b625758b9,d50b0bffacb5d577d4a85b7b625758b9,k-SVC,d50b0bffacb5d577d4a85b7b625758b9,d50b0bffacb5d577d4a85b7b625758b9,0.485,17.787719717575936,cpu,1725810059.807819,1725810040.835025,19.49468284,0.0487367071,cpu,1725810040.834938,1725810033.7089632,7.32471925,0.0244157308333333,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,d50b0bffacb5d577d4a85b7b625758b9,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,12.08764692786427,balanced,scale,rbf,1,Jaro-Winkler,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
eee2c1db0a1fc38b5873184d9966216f,train,deckard.base.experiment.Experiment,eee2c1db0a1fc38b5873184d9966216f,Truthseeker,cpu,eee2c1db0a1fc38b5873184d9966216f,eee2c1db0a1fc38b5873184d9966216f,k-SVC,eee2c1db0a1fc38b5873184d9966216f,eee2c1db0a1fc38b5873184d9966216f,0.4875,17.701312806781395,cpu,1725809318.2050493,1725809300.9052958,17.71560347,0.044289008675,cpu,1725809300.9052143,1725809294.4912624,6.5301434,0.0217671446666666,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,400,300,deckard.base.files.FileConfig,data,64fcf86e0f8cc6ea4d57c39ce1762a8c,.pkl,truthseeker,eee2c1db0a1fc38b5873184d9966216f,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,400,300,BotScoreBinary,10.74636996232349,balanced,scale,rbf,1,Hamming,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
f1812077131c28c34ec4d927dcced665,train,deckard.base.experiment.Experiment,f1812077131c28c34ec4d927dcced665,Truthseeker,cpu,f1812077131c28c34ec4d927dcced665,f1812077131c28c34ec4d927dcced665,k-SVC,f1812077131c28c34ec4d927dcced665,f1812077131c28c34ec4d927dcced665,0.4975,17.35588906094793,cpu,1727425927.8362784,1727425913.466665,17.6758468,0.044189617,cpu,1727425913.4665751,1727425907.465885,7.27822706,0.0242607568666666,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,f1812077131c28c34ec4d927dcced665,predictions.json,reports/modified/gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,10.633825164568828,,auto,rbf,1,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
f19cc54cd41dbd45a432bf16fb03dd7c,train,deckard.base.experiment.Experiment,f19cc54cd41dbd45a432bf16fb03dd7c,Truthseeker,cpu,f19cc54cd41dbd45a432bf16fb03dd7c,f19cc54cd41dbd45a432bf16fb03dd7c,k-SVC,f19cc54cd41dbd45a432bf16fb03dd7c,f19cc54cd41dbd45a432bf16fb03dd7c,0.5675,14.93818071028491,cpu,1725809286.68068,1725809096.3083746,214.12734613,0.535318365325,cpu,1725809096.307425,1725809023.1169293,81.92798934,0.2730932978,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,f19cc54cd41dbd45a432bf16fb03dd7c,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,15.226884168450438,balanced,scale,rbf,1,LZMA,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
f39a83f76b80ef1b30a05c61946e2599,train,deckard.base.experiment.Experiment,f39a83f76b80ef1b30a05c61946e2599,Truthseeker,cpu,f39a83f76b80ef1b30a05c61946e2599,f39a83f76b80ef1b30a05c61946e2599,k-SVC,f39a83f76b80ef1b30a05c61946e2599,f39a83f76b80ef1b30a05c61946e2599,0.5275,16.31984171072799,cpu,1725809361.0671964,1725809335.7222252,36.74856354,0.09187140885,cpu,1725809335.722136,1725809325.383131,14.71374698,0.0490458232666666,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,4,True,True,400,300,deckard.base.files.FileConfig,data,68491e4f3cf32997fd7b2c61da0942d0,.pkl,truthseeker,f39a83f76b80ef1b30a05c61946e2599,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,4,True,True,400,300,BotScoreBinary,14.34625772655298,balanced,scale,rbf,1,BZ2,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
f41e43226e6aaa689bf5b23a381a57c1,train,deckard.base.experiment.Experiment,f41e43226e6aaa689bf5b23a381a57c1,Truthseeker,cpu,f41e43226e6aaa689bf5b23a381a57c1,f41e43226e6aaa689bf5b23a381a57c1,k-SVC,f41e43226e6aaa689bf5b23a381a57c1,f41e43226e6aaa689bf5b23a381a57c1,0.43,19.687356417283176,cpu,1725809319.2486367,1725809301.333719,18.38000052,0.0459500013,cpu,1725809301.3334177,1725809294.4911635,6.98503303,0.0232834434333333,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,400,300,deckard.base.files.FileConfig,data,64fcf86e0f8cc6ea4d57c39ce1762a8c,.pkl,truthseeker,f41e43226e6aaa689bf5b23a381a57c1,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,400,300,BotScoreBinary,13.356602806893347,balanced,scale,rbf,1,Jaro,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
f48fab7ee1c94d0d1e86291275b25a32,train,deckard.base.experiment.Experiment,f48fab7ee1c94d0d1e86291275b25a32,Truthseeker,cpu,f48fab7ee1c94d0d1e86291275b25a32,f48fab7ee1c94d0d1e86291275b25a32,k-SVC,f48fab7ee1c94d0d1e86291275b25a32,f48fab7ee1c94d0d1e86291275b25a32,0.5175,16.665181498831284,cpu,1725809020.376724,1725809002.727009,18.12761453,0.045319036325,cpu,1725809002.726882,1725808995.736046,7.15696932,0.0238565644,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,9,True,True,400,300,deckard.base.files.FileConfig,data,b3c3b7f4e548e500fdb3fc4e39953572,.pkl,truthseeker,f48fab7ee1c94d0d1e86291275b25a32,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,9,True,True,400,300,BotScoreBinary,8.181549168340368,balanced,scale,rbf,1,Hamming,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
f5458d2f09e78408c1763430690bbfc8,train,deckard.base.experiment.Experiment,f5458d2f09e78408c1763430690bbfc8,Truthseeker,cpu,f5458d2f09e78408c1763430690bbfc8,f5458d2f09e78408c1763430690bbfc8,k-SVC,f5458d2f09e78408c1763430690bbfc8,f5458d2f09e78408c1763430690bbfc8,0.4825,17.874044669633882,cpu,1725809313.265242,1725809296.2684107,17.38046153,0.043451153825,cpu,1725809296.267954,1725809289.9173143,6.50239717,0.0216746572333333,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,f5458d2f09e78408c1763430690bbfc8,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,0.4587284673496621,balanced,scale,precomputed,1,Hamming,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
f69ae4f5de9637d248bb35875c2f3235,train,deckard.base.experiment.Experiment,f69ae4f5de9637d248bb35875c2f3235,Truthseeker,cpu,f69ae4f5de9637d248bb35875c2f3235,f69ae4f5de9637d248bb35875c2f3235,k-SVC,f69ae4f5de9637d248bb35875c2f3235,f69ae4f5de9637d248bb35875c2f3235,0.535,16.06068094815163,cpu,1725809019.537472,1725809002.5603783,17.35595523,0.043389888075,cpu,1725809002.5599685,1725808995.7428148,7.00561314,0.0233520438,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,f69ae4f5de9637d248bb35875c2f3235,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,7.261007434204043,balanced,scale,rbf,1,Hamming,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
f69d9de5f1bb5af6193bfe54fad2c5b8,train,deckard.base.experiment.Experiment,f69d9de5f1bb5af6193bfe54fad2c5b8,Truthseeker,cpu,f69d9de5f1bb5af6193bfe54fad2c5b8,f69d9de5f1bb5af6193bfe54fad2c5b8,k-SVC,f69d9de5f1bb5af6193bfe54fad2c5b8,f69d9de5f1bb5af6193bfe54fad2c5b8,0.4775,18.04671256469196,cpu,1727425959.6441183,1727425944.7243335,18.20126979,0.045503174475,cpu,1727425944.7242248,1727425938.92971,7.04149114,0.0234716371333333,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,f69d9de5f1bb5af6193bfe54fad2c5b8,predictions.json,reports/modified/gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,0.1109467411920714,balanced,auto,rbf,1,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
f69e94df70760d6c05d2cd1c1105f543,train,deckard.base.experiment.Experiment,f69e94df70760d6c05d2cd1c1105f543,Truthseeker,cpu,f69e94df70760d6c05d2cd1c1105f543,f69e94df70760d6c05d2cd1c1105f543,k-SVC,f69e94df70760d6c05d2cd1c1105f543,f69e94df70760d6c05d2cd1c1105f543,0.5325,16.147053876055384,cpu,1725808788.3155267,1725808770.9601965,17.79039594,0.04447598985,cpu,1725808770.959905,1725808764.2190397,6.89089098,0.0229696366,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,f69e94df70760d6c05d2cd1c1105f543,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,12.335177150890765,balanced,scale,rbf,1,Hamming,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
f703d7235ecd64d28e34d5eef836f933,train,deckard.base.experiment.Experiment,f703d7235ecd64d28e34d5eef836f933,Truthseeker,cpu,f703d7235ecd64d28e34d5eef836f933,f703d7235ecd64d28e34d5eef836f933,k-SVC,f703d7235ecd64d28e34d5eef836f933,f703d7235ecd64d28e34d5eef836f933,0.5025,17.183175189037623,cpu,1727426186.957251,1727426173.7676997,15.10598046,0.03776495115,cpu,1727426173.7676198,1727426168.1368186,6.41232931,0.0213744310333333,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,f703d7235ecd64d28e34d5eef836f933,predictions.json,reports/modified/gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,8.830900751355902,,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
f027bbe82c49250156aa21d09b37fa98,train,deckard.base.experiment.Experiment,f027bbe82c49250156aa21d09b37fa98,Truthseeker,cpu,f027bbe82c49250156aa21d09b37fa98,f027bbe82c49250156aa21d09b37fa98,k-SVC,f027bbe82c49250156aa21d09b37fa98,f027bbe82c49250156aa21d09b37fa98,0.525,16.406104693985093,cpu,1725809581.9042232,1725809564.8019016,17.53784949,0.043844623725,cpu,1725809564.8017757,1725809557.9251676,7.05982787,0.0235327595666666,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,f027bbe82c49250156aa21d09b37fa98,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,21.26850191127921,balanced,scale,rbf,1,Hamming,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
