,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_dir,files.data_file,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model.library,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.C,model.init.class_weight,model.init.gamma,model.init.kernel,Condensing Ratio,Metric,model.init.modified,model.init.name,Symmetric,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers,Condensing Method
0d222284f38b530030ed59f5fc00919e,train,deckard.base.experiment.Experiment,0d222284f38b530030ed59f5fc00919e,Truthseeker,cpu,0d222284f38b530030ed59f5fc00919e,0d222284f38b530030ed59f5fc00919e,k-SVC,0d222284f38b530030ed59f5fc00919e,0d222284f38b530030ed59f5fc00919e,0.56,15.19725951412467,cpu,1727424996.0747678,1727424981.6599927,14.81591817,0.037039795425,cpu,1727424981.65986,1727424971.9923697,9.94644754,0.01989289508,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,10,True,True,400,500,deckard.base.files.FileConfig,data,acf9ca615b64cb1134d8bd7f0e9cc677,.pkl,truthseeker,0d222284f38b530030ed59f5fc00919e,predictions.json,reports/modified/gzip_svc/500/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,10,True,True,400,500,BotScoreBinary,6.1543244045486585,,scale,precomputed,1,Jaro-Winkler,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
0e141965503fcdf56b17e2a841016124,train,deckard.base.experiment.Experiment,0e141965503fcdf56b17e2a841016124,Truthseeker,cpu,0e141965503fcdf56b17e2a841016124,0e141965503fcdf56b17e2a841016124,k-SVC,0e141965503fcdf56b17e2a841016124,0e141965503fcdf56b17e2a841016124,0.5425,15.801644123176947,cpu,1725883291.4313362,1725883255.9884157,32.09322552,0.0802330638,cpu,1725883255.9882808,1725883234.8790593,22.00602103,0.04401204206,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,500,deckard.base.files.FileConfig,data,bb6edce29ee76b848c2884c654f5d3e2,.pkl,truthseeker,0e141965503fcdf56b17e2a841016124,predictions.json,reports/modified//gzip_svc/500/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,500,BotScoreBinary,12.314823761325703,balanced,scale,rbf,1,Hamming,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
06a0cf3a6ca741d50c21694afb8e0215,train,deckard.base.experiment.Experiment,06a0cf3a6ca741d50c21694afb8e0215,Truthseeker,cpu,06a0cf3a6ca741d50c21694afb8e0215,06a0cf3a6ca741d50c21694afb8e0215,k-SVC,06a0cf3a6ca741d50c21694afb8e0215,06a0cf3a6ca741d50c21694afb8e0215,0.5675,14.93813473343267,cpu,1725881222.1822648,1725881183.8933814,43.61740251,0.109043506275,cpu,1725881183.8930628,1725881149.8901749,28.4609063,0.0569218126,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,500,deckard.base.files.FileConfig,data,bb6edce29ee76b848c2884c654f5d3e2,.pkl,truthseeker,06a0cf3a6ca741d50c21694afb8e0215,predictions.json,reports/modified//gzip_svc/500/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,500,BotScoreBinary,15.17562459999862,balanced,scale,rbf,1,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
30646f9305488ebff1a0b05010a8814b,train,deckard.base.experiment.Experiment,30646f9305488ebff1a0b05010a8814b,Truthseeker,cpu,30646f9305488ebff1a0b05010a8814b,30646f9305488ebff1a0b05010a8814b,k-SVC,30646f9305488ebff1a0b05010a8814b,30646f9305488ebff1a0b05010a8814b,0.53,16.23339282106836,cpu,1725882316.553135,1725882281.5626872,31.45859638,0.07864649095,cpu,1725882281.5625832,1725882257.7704513,20.18777381,0.04037554762,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,500,deckard.base.files.FileConfig,data,bb6edce29ee76b848c2884c654f5d3e2,.pkl,truthseeker,30646f9305488ebff1a0b05010a8814b,predictions.json,reports/modified//gzip_svc/500/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,500,BotScoreBinary,17.298645296920693,balanced,scale,rbf,1,Hamming,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
abfa3b70a5ff25975b0033a6a8927fb1,train,deckard.base.experiment.Experiment,abfa3b70a5ff25975b0033a6a8927fb1,Truthseeker,cpu,abfa3b70a5ff25975b0033a6a8927fb1,abfa3b70a5ff25975b0033a6a8927fb1,k-SVC,abfa3b70a5ff25975b0033a6a8927fb1,abfa3b70a5ff25975b0033a6a8927fb1,0.5,17.26978000019614,cpu,1727426620.2174718,1727426611.2845602,9.2345788,0.023086447,cpu,1727426611.2844694,1727426608.074808,3.3412174,0.0111373913333333,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,9,True,True,400,300,deckard.base.files.FileConfig,data,b3c3b7f4e548e500fdb3fc4e39953572,.pkl,truthseeker,abfa3b70a5ff25975b0033a6a8927fb1,predictions.json,reports/modified/gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,9,True,True,400,300,BotScoreBinary,0.1763194455488025,,auto,rbf,1,Jaro,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
a9f9a3ab292ffc653767a082d665667a,train,deckard.base.experiment.Experiment,a9f9a3ab292ffc653767a082d665667a,Truthseeker,cpu,a9f9a3ab292ffc653767a082d665667a,a9f9a3ab292ffc653767a082d665667a,k-SVC,a9f9a3ab292ffc653767a082d665667a,a9f9a3ab292ffc653767a082d665667a,0.5025,17.183179187024773,cpu,1727426186.492847,1727426173.5361392,14.78495845,0.036962396125,cpu,1727426173.5360515,1727426168.135949,6.19885391,0.0206628463666666,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,a9f9a3ab292ffc653767a082d665667a,predictions.json,reports/modified/gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,18.15913229341977,,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
423cd73d8f3babf9c927e0252b3cdb82,train,deckard.base.experiment.Experiment,423cd73d8f3babf9c927e0252b3cdb82,Truthseeker,cpu,423cd73d8f3babf9c927e0252b3cdb82,423cd73d8f3babf9c927e0252b3cdb82,k-SVC,423cd73d8f3babf9c927e0252b3cdb82,423cd73d8f3babf9c927e0252b3cdb82,0.5,17.26954012096708,cpu,1727425960.108146,1727425944.7382958,18.7041275,0.04676031875,cpu,1727425944.7382,1727425938.9937515,6.97408402,0.0232469467333333,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,423cd73d8f3babf9c927e0252b3cdb82,predictions.json,reports/modified/gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,18.20514926991491,balanced,auto,rbf,1,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
45a0068cd3449419613c7bc147703f8b,train,deckard.base.experiment.Experiment,45a0068cd3449419613c7bc147703f8b,Truthseeker,cpu,45a0068cd3449419613c7bc147703f8b,45a0068cd3449419613c7bc147703f8b,k-SVC,45a0068cd3449419613c7bc147703f8b,45a0068cd3449419613c7bc147703f8b,0.535,16.06068094815163,cpu,1725809989.7674296,1725809972.6440556,17.57896272,0.0439474068,cpu,1725809972.6437464,1725809965.9784005,6.8090441,0.0226968136666666,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,45a0068cd3449419613c7bc147703f8b,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,7.35947083030604,balanced,scale,rbf,1,Hamming,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
45e545c3709fba91964a3f3e0a398629,train,deckard.base.experiment.Experiment,45e545c3709fba91964a3f3e0a398629,Truthseeker,cpu,45e545c3709fba91964a3f3e0a398629,45e545c3709fba91964a3f3e0a398629,k-SVC,45e545c3709fba91964a3f3e0a398629,45e545c3709fba91964a3f3e0a398629,0.47,18.305749389666637,cpu,1725809581.7915266,1725809564.512118,17.72441002,0.04431102505,cpu,1725809564.5118136,1725809557.925308,6.69890489,0.0223296829666666,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,45e545c3709fba91964a3f3e0a398629,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,0.0877871047887662,balanced,scale,rbf,1,Hamming,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
47ab9793731aeea94470847825d4a304,train,deckard.base.experiment.Experiment,47ab9793731aeea94470847825d4a304,Truthseeker,cpu,47ab9793731aeea94470847825d4a304,47ab9793731aeea94470847825d4a304,k-SVC,47ab9793731aeea94470847825d4a304,47ab9793731aeea94470847825d4a304,0.4875,17.70137277658866,cpu,1725808686.7584426,1725808668.1291263,19.16601653,0.047915041325,cpu,1725808668.1290257,1725808660.71314,7.62209029,0.0254069676333333,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,6,True,True,400,300,deckard.base.files.FileConfig,data,b2602023964f538bec5aab7a7bab63cf,.pkl,truthseeker,47ab9793731aeea94470847825d4a304,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,6,True,True,400,300,BotScoreBinary,0.0319536800495073,balanced,scale,rbf,1,Hamming,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
4b70c658b5f29544d0ccadc4c982fd43,train,deckard.base.experiment.Experiment,4b70c658b5f29544d0ccadc4c982fd43,Truthseeker,cpu,4b70c658b5f29544d0ccadc4c982fd43,4b70c658b5f29544d0ccadc4c982fd43,k-SVC,4b70c658b5f29544d0ccadc4c982fd43,4b70c658b5f29544d0ccadc4c982fd43,0.525,16.406106692978668,cpu,1725808653.062993,1725808636.0779116,17.29565038,0.04323912595,cpu,1725808636.077612,1725808629.6541228,6.57949144,0.0219316381333333,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,4b70c658b5f29544d0ccadc4c982fd43,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,21.80470566362883,balanced,scale,rbf,1,Hamming,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
4c723359a2d50c2a690197fbc619e2b2,train,deckard.base.experiment.Experiment,4c723359a2d50c2a690197fbc619e2b2,Truthseeker,cpu,4c723359a2d50c2a690197fbc619e2b2,4c723359a2d50c2a690197fbc619e2b2,k-SVC,4c723359a2d50c2a690197fbc619e2b2,4c723359a2d50c2a690197fbc619e2b2,0.5475,15.628968232144576,cpu,1725809991.7283645,1725809973.136635,19.13229462,0.04783073655,cpu,1725809973.1365523,1725809965.9571874,7.40120094,0.0246706698,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,4c723359a2d50c2a690197fbc619e2b2,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,18.307378259826805,balanced,scale,rbf,1,Levenshtein,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
4eb57161e0351b7dcf1ec3d7d980419d,train,deckard.base.experiment.Experiment,4eb57161e0351b7dcf1ec3d7d980419d,Truthseeker,cpu,4eb57161e0351b7dcf1ec3d7d980419d,4eb57161e0351b7dcf1ec3d7d980419d,k-SVC,4eb57161e0351b7dcf1ec3d7d980419d,4eb57161e0351b7dcf1ec3d7d980419d,0.5,17.269388197455342,cpu,1725810100.8581398,1725810083.7802536,17.5505131,0.04387628275,cpu,1725810083.77994,1725810077.0213718,6.95169478,0.0231723159333333,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,8,True,True,400,300,deckard.base.files.FileConfig,data,6f0071eb72391685ac565037b5af5e02,.pkl,truthseeker,4eb57161e0351b7dcf1ec3d7d980419d,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,8,True,True,400,300,BotScoreBinary,0.1677745853552151,,auto,rbf,1,Hamming,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
52960234f55cf1e25aef0b11e413d73c,train,deckard.base.experiment.Experiment,52960234f55cf1e25aef0b11e413d73c,Truthseeker,cpu,52960234f55cf1e25aef0b11e413d73c,52960234f55cf1e25aef0b11e413d73c,k-SVC,52960234f55cf1e25aef0b11e413d73c,52960234f55cf1e25aef0b11e413d73c,0.4925,17.528624921787568,cpu,1725809354.932055,1725809337.0168202,18.34571666,0.04586429165,cpu,1725809337.0164592,1725809329.4549563,7.82018715,0.0260672905,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,52960234f55cf1e25aef0b11e413d73c,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,2.0720771188567952,balanced,scale,rbf,1,Jaro-Winkler,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
5314eb04f19fadee29bbbb653abe13f5,train,deckard.base.experiment.Experiment,5314eb04f19fadee29bbbb653abe13f5,Truthseeker,cpu,5314eb04f19fadee29bbbb653abe13f5,5314eb04f19fadee29bbbb653abe13f5,k-SVC,5314eb04f19fadee29bbbb653abe13f5,5314eb04f19fadee29bbbb653abe13f5,0.5225,16.49242964604304,cpu,1725809581.6470883,1725809564.6305714,17.40066393,0.043501659825,cpu,1725809564.6302865,1725809557.925542,6.89897757,0.0229965919,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,5314eb04f19fadee29bbbb653abe13f5,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,9.06965328371134,balanced,scale,rbf,1,Hamming,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
539d788cd991c61909d49e6d218bf646,train,deckard.base.experiment.Experiment,539d788cd991c61909d49e6d218bf646,Truthseeker,cpu,539d788cd991c61909d49e6d218bf646,539d788cd991c61909d49e6d218bf646,k-SVC,539d788cd991c61909d49e6d218bf646,539d788cd991c61909d49e6d218bf646,0.5725,14.765486828310356,cpu,1725809991.144321,1725809973.033958,18.55852559,0.046396313975,cpu,1725809973.0336862,1725809965.9916072,7.22029032,0.0240676344,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,10,True,True,400,300,deckard.base.files.FileConfig,data,b9afa604a040608ef234c35e9530c8ed,.pkl,truthseeker,539d788cd991c61909d49e6d218bf646,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,10,True,True,400,300,BotScoreBinary,6.122548401346964,balanced,scale,rbf,1,Levenshtein,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
418e57d1700519f6bd8c707e97d02e89,train,deckard.base.experiment.Experiment,418e57d1700519f6bd8c707e97d02e89,Truthseeker,cpu,418e57d1700519f6bd8c707e97d02e89,418e57d1700519f6bd8c707e97d02e89,k-SVC,418e57d1700519f6bd8c707e97d02e89,418e57d1700519f6bd8c707e97d02e89,0.505,17.096912205780512,cpu,1725808757.456811,1725808739.2493017,18.71601604,0.0467900401,cpu,1725808739.2491684,1725808732.4511187,6.98969735,0.0232989911666666,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,3,True,True,400,300,deckard.base.files.FileConfig,data,562c4f6f599a03ddb4444cee43c85c50,.pkl,truthseeker,418e57d1700519f6bd8c707e97d02e89,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,3,True,True,400,300,BotScoreBinary,18.91154771217436,balanced,scale,rbf,1,Hamming,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
5438b78be8af99aa26b05edd8f8152da,train,deckard.base.experiment.Experiment,5438b78be8af99aa26b05edd8f8152da,Truthseeker,cpu,5438b78be8af99aa26b05edd8f8152da,5438b78be8af99aa26b05edd8f8152da,k-SVC,5438b78be8af99aa26b05edd8f8152da,5438b78be8af99aa26b05edd8f8152da,0.4975,17.355887061954355,cpu,1725810134.6193662,1725810115.6839244,19.51243349,0.048781083725,cpu,1725810115.6836205,1725810108.3608794,7.5435743,0.0251452476666666,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,5438b78be8af99aa26b05edd8f8152da,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,9.26570188554652,balanced,scale,rbf,1,Jaro,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
54bec808519dbf9ca4ded00d76ad188b,train,deckard.base.experiment.Experiment,54bec808519dbf9ca4ded00d76ad188b,Truthseeker,cpu,54bec808519dbf9ca4ded00d76ad188b,54bec808519dbf9ca4ded00d76ad188b,k-SVC,54bec808519dbf9ca4ded00d76ad188b,54bec808519dbf9ca4ded00d76ad188b,0.4975,17.35588906094793,cpu,1727425926.556908,1727425913.0289242,16.77219961,0.041930499025,cpu,1727425913.0288377,1727425907.505924,6.8068953,0.022689651,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,54bec808519dbf9ca4ded00d76ad188b,predictions.json,reports/modified/gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,9.931864197035528,,auto,rbf,1,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
54f9d55890591f4b83fa2e9a7b6fa2ea,train,deckard.base.experiment.Experiment,54f9d55890591f4b83fa2e9a7b6fa2ea,Truthseeker,cpu,54f9d55890591f4b83fa2e9a7b6fa2ea,54f9d55890591f4b83fa2e9a7b6fa2ea,k-SVC,54f9d55890591f4b83fa2e9a7b6fa2ea,54f9d55890591f4b83fa2e9a7b6fa2ea,0.4975,17.3558830639672,cpu,1725808694.698253,1725808670.3218992,27.6954862,0.0692387155,cpu,1725808670.3218148,1725808660.746347,10.83455384,0.0361151794666666,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,54f9d55890591f4b83fa2e9a7b6fa2ea,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,0.0344239192590755,balanced,scale,rbf,1,GZIP,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
55f3a32f44a77180c0d8eb3b563cc918,train,deckard.base.experiment.Experiment,55f3a32f44a77180c0d8eb3b563cc918,Truthseeker,cpu,55f3a32f44a77180c0d8eb3b563cc918,55f3a32f44a77180c0d8eb3b563cc918,k-SVC,55f3a32f44a77180c0d8eb3b563cc918,55f3a32f44a77180c0d8eb3b563cc918,0.545,15.715287187221795,cpu,1725809956.367805,1725809687.6766796,295.13546166,0.73783865415,cpu,1725809687.6758068,1725809584.8406875,112.29676207,0.3743225402333333,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,9,True,True,400,300,deckard.base.files.FileConfig,data,b3c3b7f4e548e500fdb3fc4e39953572,.pkl,truthseeker,55f3a32f44a77180c0d8eb3b563cc918,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,9,True,True,400,300,BotScoreBinary,10.75753213194055,balanced,scale,rbf,1,LZMA,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
55fd6c76ea54341b9bc77431ca2649fe,train,deckard.base.experiment.Experiment,55fd6c76ea54341b9bc77431ca2649fe,Truthseeker,cpu,55fd6c76ea54341b9bc77431ca2649fe,55fd6c76ea54341b9bc77431ca2649fe,k-SVC,55fd6c76ea54341b9bc77431ca2649fe,55fd6c76ea54341b9bc77431ca2649fe,0.535,16.060678949158056,cpu,1725808725.4296155,1725808708.1580205,17.68227621,0.044205690525,cpu,1725808708.157731,1725808701.6131375,6.65248388,0.0221749462666666,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,55fd6c76ea54341b9bc77431ca2649fe,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,7.111883385529749,balanced,scale,rbf,1,Hamming,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
561a52906a167093a2d2013021703242,train,deckard.base.experiment.Experiment,561a52906a167093a2d2013021703242,Truthseeker,cpu,561a52906a167093a2d2013021703242,561a52906a167093a2d2013021703242,k-SVC,561a52906a167093a2d2013021703242,561a52906a167093a2d2013021703242,0.49,17.61494387686479,cpu,1725808687.322929,1725808667.7982287,20.29088229,0.050727205725,cpu,1725808667.797928,1725808660.7168975,7.26082461,0.0242027487,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,561a52906a167093a2d2013021703242,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,0.3737453350628266,balanced,scale,rbf,1,Ratio,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
5883d95cce3d1568e44cb80a747b1256,train,deckard.base.experiment.Experiment,5883d95cce3d1568e44cb80a747b1256,Truthseeker,cpu,5883d95cce3d1568e44cb80a747b1256,5883d95cce3d1568e44cb80a747b1256,k-SVC,5883d95cce3d1568e44cb80a747b1256,5883d95cce3d1568e44cb80a747b1256,0.52,16.57878258401104,cpu,1725809612.3532062,1725809592.4205956,20.76126177,0.051903154425,cpu,1725809592.4202335,1725809584.8924046,7.81198777,0.0260399592333333,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,5883d95cce3d1568e44cb80a747b1256,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,9.553439178180591,balanced,scale,rbf,1,Hamming,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
5a3499743d6de5b3f687af824d0c1a1f,train,deckard.base.experiment.Experiment,5a3499743d6de5b3f687af824d0c1a1f,Truthseeker,cpu,5a3499743d6de5b3f687af824d0c1a1f,5a3499743d6de5b3f687af824d0c1a1f,k-SVC,5a3499743d6de5b3f687af824d0c1a1f,5a3499743d6de5b3f687af824d0c1a1f,0.535,16.060678949158056,cpu,1725808725.2973232,1725808708.3572838,17.34311938,0.04335779845,cpu,1725808708.3569913,1725808701.613164,6.93810911,0.0231270303666666,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,400,300,deckard.base.files.FileConfig,data,e863aca033fb062a9e42d81762e0ccdb,.pkl,truthseeker,5a3499743d6de5b3f687af824d0c1a1f,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,400,300,BotScoreBinary,6.910280140449233,balanced,scale,rbf,1,Hamming,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
