,Unnamed: 0,stage,_target_,data,dataset,device_id,files,model,model_name,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,predictions,exception,data._target_,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model._target_,model.library,model.art._target_,model.art.initialize.nb_classes,model.art.library,model.data._target_,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init._target_,model.init.algorithm,model.init.k,model.init.m,model.init.metric,model.init.name,model.init.precompute,model.init.symmetric,model.init.weights,model.data,scorers._target_,scorers.accuracy._target_,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss._target_,scorers.log_loss.direction,scorers.log_loss.name,model_layers
416,c8017a52366f5a6c6f0de7e292119353,train,deckard.base.experiment.Experiment,c8017a52366f5a6c6f0de7e292119353,truthseeker,cpu,c8017a52366f5a6c6f0de7e292119353,c8017a52366f5a6c6f0de7e292119353,GzipKNN,c8017a52366f5a6c6f0de7e292119353,c8017a52366f5a6c6f0de7e292119353,0.97,1.0361632919311523,cpu,1709386716.1030707,1709386677.95531,39.316652814,0.19658326407,cpu,1709386677.9552376,1709386666.026677,13.747111208,0.06873555604,truthseeker/reports/gzip_knn/200-0/train/c8017a52366f5a6c6f0de7e292119353/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,200,deckard.base.files.FileConfig,.csv,truthseeker,c8017a52366f5a6c6f0de7e292119353,predictions.json,reports/gzip_knn/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,200.0,BotScoreBinary,deckard.base.model.ModelInitializer,ball_tree,3,-1,Jaro-Winkler,gzip_classifier.GzipKNN,True,Asymmetric,uniform,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
417,ca185b0939858c241b950196da0033b2,train,deckard.base.experiment.Experiment,ca185b0939858c241b950196da0033b2,truthseeker,cpu,ca185b0939858c241b950196da0033b2,ca185b0939858c241b950196da0033b2,GzipKNN,ca185b0939858c241b950196da0033b2,ca185b0939858c241b950196da0033b2,0.97,1.0361632919311523,cpu,1709389330.206476,1709389296.1899505,34.926969174,0.17463484587,cpu,1709389296.1898077,1709389286.0324044,11.108428672,0.05554214336,truthseeker/reports/gzip_knn/200-0/train/ca185b0939858c241b950196da0033b2/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,200,deckard.base.files.FileConfig,.csv,truthseeker,ca185b0939858c241b950196da0033b2,predictions.json,reports/gzip_knn/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,200.0,BotScoreBinary,deckard.base.model.ModelInitializer,brute,11,-1,Jaro,gzip_classifier.GzipKNN,True,Symmetric,distance,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
418,ca5d89e0869b8c3da9e4b3130060073b,train,deckard.base.experiment.Experiment,ca5d89e0869b8c3da9e4b3130060073b,truthseeker,cpu,ca5d89e0869b8c3da9e4b3130060073b,ca5d89e0869b8c3da9e4b3130060073b,GzipKNN,ca5d89e0869b8c3da9e4b3130060073b,ca5d89e0869b8c3da9e4b3130060073b,0.95,1.726938819885254,cpu,1709382087.512352,1709381915.417639,174.801146912,0.87400573456,cpu,1709381915.4168243,1709381858.4103272,62.39432589,0.31197162945,truthseeker/reports/gzip_knn/200-0/train/ca5d89e0869b8c3da9e4b3130060073b/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,200,deckard.base.files.FileConfig,.csv,truthseeker,ca5d89e0869b8c3da9e4b3130060073b,predictions.json,reports/gzip_knn/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,200.0,BotScoreBinary,deckard.base.model.ModelInitializer,brute,1,-1,Lzma,gzip_classifier.GzipKNN,True,Asymmetric,distance,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
419,caaec5de448524ee3749e210f72e705f,train,deckard.base.experiment.Experiment,caaec5de448524ee3749e210f72e705f,truthseeker,cpu,caaec5de448524ee3749e210f72e705f,caaec5de448524ee3749e210f72e705f,GzipKNN,caaec5de448524ee3749e210f72e705f,caaec5de448524ee3749e210f72e705f,0.94,2.0723265838623046,cpu,1709381396.948958,1709381359.7685874,38.27599491,0.19137997455,cpu,1709381359.7685063,1709381347.9365425,13.553615139,0.067768075695,truthseeker/reports/gzip_knn/200-0/train/caaec5de448524ee3749e210f72e705f/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,200,deckard.base.files.FileConfig,.csv,truthseeker,caaec5de448524ee3749e210f72e705f,predictions.json,reports/gzip_knn/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,200.0,BotScoreBinary,deckard.base.model.ModelInitializer,ball_tree,1,-1,Pickle,gzip_classifier.GzipKNN,True,Asymmetric,distance,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
420,cb0a5e6d1358814153ec15003c196b8a,train,deckard.base.experiment.Experiment,cb0a5e6d1358814153ec15003c196b8a,truthseeker,cpu,cb0a5e6d1358814153ec15003c196b8a,cb0a5e6d1358814153ec15003c196b8a,GzipKNN,cb0a5e6d1358814153ec15003c196b8a,cb0a5e6d1358814153ec15003c196b8a,0.97,1.0361632919311523,cpu,1709382499.2470376,1709382442.2284672,58.952192619,0.294760963095,cpu,1709382442.2276628,1709382429.2455928,15.700222026,0.07850111013,truthseeker/reports/gzip_knn/200-0/train/cb0a5e6d1358814153ec15003c196b8a/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,200,deckard.base.files.FileConfig,.csv,truthseeker,cb0a5e6d1358814153ec15003c196b8a,predictions.json,reports/gzip_knn/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,200.0,BotScoreBinary,deckard.base.model.ModelInitializer,ball_tree,11,-1,BZ2,gzip_classifier.GzipKNN,True,Symmetric,uniform,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
421,cd3ea72e86412a41d5160719e235d659,train,deckard.base.experiment.Experiment,cd3ea72e86412a41d5160719e235d659,truthseeker,cpu,cd3ea72e86412a41d5160719e235d659,cd3ea72e86412a41d5160719e235d659,GzipKNN,cd3ea72e86412a41d5160719e235d659,cd3ea72e86412a41d5160719e235d659,0.97,1.0361632918473211,cpu,1709386607.6285548,1709386572.118991,36.628957986,0.18314478993,cpu,1709388086.1747353,1709388075.1007512,11.996028798,0.05998014399,truthseeker/reports/gzip_knn/200-0/train/cd3ea72e86412a41d5160719e235d659/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,200,deckard.base.files.FileConfig,.csv,truthseeker,cd3ea72e86412a41d5160719e235d659,predictions.json,reports/gzip_knn/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,200.0,BotScoreBinary,deckard.base.model.ModelInitializer,ball_tree,5,-1,Ratio,gzip_classifier.GzipKNN,True,Symmetric,distance,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
422,cda00ed75d2e4b1080b481cbbb6e17b7,train,deckard.base.experiment.Experiment,cda00ed75d2e4b1080b481cbbb6e17b7,truthseeker,cpu,cda00ed75d2e4b1080b481cbbb6e17b7,cda00ed75d2e4b1080b481cbbb6e17b7,GzipKNN,cda00ed75d2e4b1080b481cbbb6e17b7,cda00ed75d2e4b1080b481cbbb6e17b7,0.97,1.0361632919311523,cpu,1709387491.2937732,1709387457.6209743,34.595941903,0.172979709515,cpu,1709387457.6208985,1709387447.407086,11.196220706,0.05598110353,truthseeker/reports/gzip_knn/200-0/train/cda00ed75d2e4b1080b481cbbb6e17b7/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,200,deckard.base.files.FileConfig,.csv,truthseeker,cda00ed75d2e4b1080b481cbbb6e17b7,predictions.json,reports/gzip_knn/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,200.0,BotScoreBinary,deckard.base.model.ModelInitializer,brute,1,-1,Jaro-Winkler,gzip_classifier.GzipKNN,True,Symmetric,distance,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
423,db7240e27575435695e6b7bef25fab46,train,deckard.base.experiment.Experiment,db7240e27575435695e6b7bef25fab46,truthseeker,cpu,db7240e27575435695e6b7bef25fab46,db7240e27575435695e6b7bef25fab46,GzipKNN,db7240e27575435695e6b7bef25fab46,db7240e27575435695e6b7bef25fab46,0.97,1.0361632919311523,cpu,1709389693.4898417,1709389654.986256,39.679155555,0.198395777775,cpu,1709389654.986183,1709389643.1451857,13.711038796,0.06855519398,truthseeker/reports/gzip_knn/200-0/train/db7240e27575435695e6b7bef25fab46/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,200,deckard.base.files.FileConfig,.csv,truthseeker,db7240e27575435695e6b7bef25fab46,predictions.json,reports/gzip_knn/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,200.0,BotScoreBinary,deckard.base.model.ModelInitializer,ball_tree,5,-1,Jaro,gzip_classifier.GzipKNN,True,Asymmetric,uniform,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
424,ddf967719feb037c87010f1d645058e3,train,deckard.base.experiment.Experiment,ddf967719feb037c87010f1d645058e3,truthseeker,cpu,ddf967719feb037c87010f1d645058e3,ddf967719feb037c87010f1d645058e3,GzipKNN,ddf967719feb037c87010f1d645058e3,ddf967719feb037c87010f1d645058e3,0.94,2.0723265838623046,cpu,1709391934.3018746,1709391898.5881376,36.863802327,0.184319011635,cpu,1709391898.5870657,1709391886.7623482,13.657643221,0.068288216105,truthseeker/reports/gzip_knn/200-0/train/ddf967719feb037c87010f1d645058e3/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,200,deckard.base.files.FileConfig,.csv,truthseeker,ddf967719feb037c87010f1d645058e3,predictions.json,reports/gzip_knn/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,200.0,BotScoreBinary,deckard.base.model.ModelInitializer,ball_tree,1,-1,Levenshtein,gzip_classifier.GzipKNN,True,Asymmetric,distance,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
425,df030282c22abdbc53fb7a22fbb5a4ca,train,deckard.base.experiment.Experiment,df030282c22abdbc53fb7a22fbb5a4ca,truthseeker,cpu,df030282c22abdbc53fb7a22fbb5a4ca,df030282c22abdbc53fb7a22fbb5a4ca,GzipKNN,df030282c22abdbc53fb7a22fbb5a4ca,df030282c22abdbc53fb7a22fbb5a4ca,0.97,1.0361632919311523,cpu,1709386189.179914,1709386150.387292,39.684229005,0.198421145025,cpu,1709386150.387148,1709386139.6531403,12.524092667,0.062620463335,truthseeker/reports/gzip_knn/200-0/train/df030282c22abdbc53fb7a22fbb5a4ca/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,200,deckard.base.files.FileConfig,.csv,truthseeker,df030282c22abdbc53fb7a22fbb5a4ca,predictions.json,reports/gzip_knn/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,200.0,BotScoreBinary,deckard.base.model.ModelInitializer,brute,11,-1,Ratio,gzip_classifier.GzipKNN,True,Asymmetric,uniform,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
426,df4cb4f564ec129a64e4f088a3c73eca,train,deckard.base.experiment.Experiment,df4cb4f564ec129a64e4f088a3c73eca,truthseeker,cpu,df4cb4f564ec129a64e4f088a3c73eca,df4cb4f564ec129a64e4f088a3c73eca,GzipKNN,df4cb4f564ec129a64e4f088a3c73eca,df4cb4f564ec129a64e4f088a3c73eca,0.97,1.0361632919311523,cpu,1709391118.9993129,1709391058.279745,62.674577885,0.313372889425,cpu,1709391058.2796586,1709391041.258234,21.14576007,0.10572880035,truthseeker/reports/gzip_knn/200-0/train/df4cb4f564ec129a64e4f088a3c73eca/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,200,deckard.base.files.FileConfig,.csv,truthseeker,df4cb4f564ec129a64e4f088a3c73eca,predictions.json,reports/gzip_knn/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,200.0,BotScoreBinary,deckard.base.model.ModelInitializer,ball_tree,5,-1,BZ2,gzip_classifier.GzipKNN,True,Asymmetric,uniform,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
427,e961484981263ef3fbd3b047159b1fd3,train,deckard.base.experiment.Experiment,e961484981263ef3fbd3b047159b1fd3,truthseeker,cpu,e961484981263ef3fbd3b047159b1fd3,e961484981263ef3fbd3b047159b1fd3,GzipKNN,e961484981263ef3fbd3b047159b1fd3,e961484981263ef3fbd3b047159b1fd3,0.97,1.0361632919311523,cpu,1709381752.6511984,1709381693.192803,61.458697859,0.307293489295,cpu,1709381693.192666,1709381678.037772,19.310304426,0.09655152213,truthseeker/reports/gzip_knn/200-0/train/e961484981263ef3fbd3b047159b1fd3/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,200,deckard.base.files.FileConfig,.csv,truthseeker,e961484981263ef3fbd3b047159b1fd3,predictions.json,reports/gzip_knn/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,200.0,BotScoreBinary,deckard.base.model.ModelInitializer,brute,11,-1,BZ2,gzip_classifier.GzipKNN,True,Asymmetric,distance,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
428,e9de7eb9c0656520f0c307c3bd80341b,train,deckard.base.experiment.Experiment,e9de7eb9c0656520f0c307c3bd80341b,truthseeker,cpu,e9de7eb9c0656520f0c307c3bd80341b,e9de7eb9c0656520f0c307c3bd80341b,GzipKNN,e9de7eb9c0656520f0c307c3bd80341b,e9de7eb9c0656520f0c307c3bd80341b,0.97,1.0361632919311523,cpu,1709389623.721877,1709389584.620422,39.79969206,0.1989984603,cpu,1709389584.6203504,1709389572.241241,13.738357896,0.06869178948,truthseeker/reports/gzip_knn/200-0/train/e9de7eb9c0656520f0c307c3bd80341b/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,200,deckard.base.files.FileConfig,.csv,truthseeker,e9de7eb9c0656520f0c307c3bd80341b,predictions.json,reports/gzip_knn/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,200.0,BotScoreBinary,deckard.base.model.ModelInitializer,ball_tree,7,-1,Gzip,gzip_classifier.GzipKNN,True,Symmetric,distance,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
429,ea498ffd34b76c8e919c40407ada5ee5,train,deckard.base.experiment.Experiment,ea498ffd34b76c8e919c40407ada5ee5,truthseeker,cpu,ea498ffd34b76c8e919c40407ada5ee5,ea498ffd34b76c8e919c40407ada5ee5,GzipKNN,ea498ffd34b76c8e919c40407ada5ee5,ea498ffd34b76c8e919c40407ada5ee5,0.97,1.0361632919311523,cpu,1709381447.269275,1709381412.5223224,35.672188157,0.178360940785,cpu,1709381412.5216012,1709381401.5989716,12.776424506,0.06388212253,truthseeker/reports/gzip_knn/200-0/train/ea498ffd34b76c8e919c40407ada5ee5/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,200,deckard.base.files.FileConfig,.csv,truthseeker,ea498ffd34b76c8e919c40407ada5ee5,predictions.json,reports/gzip_knn/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,200.0,BotScoreBinary,deckard.base.model.ModelInitializer,brute,11,-1,Levenshtein,gzip_classifier.GzipKNN,True,Asymmetric,uniform,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
430,edbeb945312070b7ec66badb34a62678,train,deckard.base.experiment.Experiment,edbeb945312070b7ec66badb34a62678,truthseeker,cpu,edbeb945312070b7ec66badb34a62678,edbeb945312070b7ec66badb34a62678,GzipKNN,edbeb945312070b7ec66badb34a62678,edbeb945312070b7ec66badb34a62678,0.97,1.0361632919311523,cpu,1709382239.1476066,1709382200.6905825,39.627437741,0.198137188705,cpu,1709382200.6905072,1709382188.6845677,13.803492459,0.069017462295,truthseeker/reports/gzip_knn/200-0/train/edbeb945312070b7ec66badb34a62678/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,200,deckard.base.files.FileConfig,.csv,truthseeker,edbeb945312070b7ec66badb34a62678,predictions.json,reports/gzip_knn/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,200.0,BotScoreBinary,deckard.base.model.ModelInitializer,ball_tree,5,-1,Jaro-Winkler,gzip_classifier.GzipKNN,True,Asymmetric,uniform,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
431,f013e2e8fdd82ae5ad1813392c478a6b,train,deckard.base.experiment.Experiment,f013e2e8fdd82ae5ad1813392c478a6b,truthseeker,cpu,f013e2e8fdd82ae5ad1813392c478a6b,f013e2e8fdd82ae5ad1813392c478a6b,GzipKNN,f013e2e8fdd82ae5ad1813392c478a6b,f013e2e8fdd82ae5ad1813392c478a6b,0.97,1.0361632919311523,cpu,1709388288.8528466,1709388251.7636168,38.039746503,0.190198732515,cpu,1709388251.7634654,1709388240.7593827,12.818093576,0.06409046788,truthseeker/reports/gzip_knn/200-0/train/f013e2e8fdd82ae5ad1813392c478a6b/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,200,deckard.base.files.FileConfig,.csv,truthseeker,f013e2e8fdd82ae5ad1813392c478a6b,predictions.json,reports/gzip_knn/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,200.0,BotScoreBinary,deckard.base.model.ModelInitializer,brute,3,-1,Jaro,gzip_classifier.GzipKNN,True,Asymmetric,uniform,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
432,f33ce40e73c8e191bd6d49ad7e95a379,train,deckard.base.experiment.Experiment,f33ce40e73c8e191bd6d49ad7e95a379,truthseeker,cpu,f33ce40e73c8e191bd6d49ad7e95a379,f33ce40e73c8e191bd6d49ad7e95a379,GzipKNN,f33ce40e73c8e191bd6d49ad7e95a379,f33ce40e73c8e191bd6d49ad7e95a379,0.97,1.0361632919311523,cpu,1709389441.6258235,1709389408.1654248,34.390591253,0.171952956265,cpu,1709389408.1653528,1709389398.1004922,11.009220958,0.05504610479,truthseeker/reports/gzip_knn/200-0/train/f33ce40e73c8e191bd6d49ad7e95a379/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,200,deckard.base.files.FileConfig,.csv,truthseeker,f33ce40e73c8e191bd6d49ad7e95a379,predictions.json,reports/gzip_knn/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,200.0,BotScoreBinary,deckard.base.model.ModelInitializer,brute,3,-1,Jaro-Winkler,gzip_classifier.GzipKNN,True,Symmetric,uniform,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
433,f4ef0cb9f6201c643a2b752b956aa0f4,train,deckard.base.experiment.Experiment,f4ef0cb9f6201c643a2b752b956aa0f4,truthseeker,cpu,f4ef0cb9f6201c643a2b752b956aa0f4,f4ef0cb9f6201c643a2b752b956aa0f4,GzipKNN,f4ef0cb9f6201c643a2b752b956aa0f4,f4ef0cb9f6201c643a2b752b956aa0f4,0.97,1.0361632918473211,cpu,1709383025.7825346,1709382991.2031467,35.724615739,0.178623078695,cpu,1709390991.0918746,1709390980.1947188,11.871276989,0.059356384945,truthseeker/reports/gzip_knn/200-0/train/f4ef0cb9f6201c643a2b752b956aa0f4/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,200,deckard.base.files.FileConfig,.csv,truthseeker,f4ef0cb9f6201c643a2b752b956aa0f4,predictions.json,reports/gzip_knn/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,200.0,BotScoreBinary,deckard.base.model.ModelInitializer,ball_tree,1,-1,Jaro-Winkler,gzip_classifier.GzipKNN,True,Symmetric,uniform,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
434,f5684823282ab9b47dbd2da1152e6dca,train,deckard.base.experiment.Experiment,f5684823282ab9b47dbd2da1152e6dca,truthseeker,cpu,f5684823282ab9b47dbd2da1152e6dca,f5684823282ab9b47dbd2da1152e6dca,GzipKNN,f5684823282ab9b47dbd2da1152e6dca,f5684823282ab9b47dbd2da1152e6dca,0.97,1.0361632919311523,cpu,1709387715.2234204,1709387669.6421533,46.247329523,0.231236647615,cpu,1709387669.6420846,1709387653.5849943,17.350206807,0.086751034035,truthseeker/reports/gzip_knn/200-0/train/f5684823282ab9b47dbd2da1152e6dca/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,200,deckard.base.files.FileConfig,.csv,truthseeker,f5684823282ab9b47dbd2da1152e6dca,predictions.json,reports/gzip_knn/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,200.0,BotScoreBinary,deckard.base.model.ModelInitializer,ball_tree,11,-1,Gzip,gzip_classifier.GzipKNN,True,Asymmetric,uniform,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
435,f91686da1e6ab09ee367e8fe2c735f4a,train,deckard.base.experiment.Experiment,f91686da1e6ab09ee367e8fe2c735f4a,truthseeker,cpu,f91686da1e6ab09ee367e8fe2c735f4a,f91686da1e6ab09ee367e8fe2c735f4a,GzipKNN,f91686da1e6ab09ee367e8fe2c735f4a,f91686da1e6ab09ee367e8fe2c735f4a,0.97,1.0361632919311523,cpu,1709387369.1609073,1709387333.6800098,36.608007415,0.183040037075,cpu,1709387333.6799345,1709387322.7166896,11.873346578,0.05936673289,truthseeker/reports/gzip_knn/200-0/train/f91686da1e6ab09ee367e8fe2c735f4a/predictions.json,,deckard.base.data.Data,raw_data/truthseeker.csv,BotScoreBinary,0,True,True,100,200,deckard.base.files.FileConfig,.csv,truthseeker,f91686da1e6ab09ee367e8fe2c735f4a,predictions.json,reports/gzip_knn/200-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/truthseeker.csv,0.0,True,True,100.0,200.0,BotScoreBinary,deckard.base.model.ModelInitializer,ball_tree,5,-1,Ratio,gzip_classifier.GzipKNN,True,Symmetric,uniform,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
