,stage,_target_,data,dataset,device_id,files,model,model_name,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data._target_,data.drop,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model._target_,model.library,model.data._target_,model.data.drop,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init._target_,model.init.algorithm,model.init.k,model.init.m,model.init.metric,model.init.name,model.init.precompute,model.init.symmetric,model.init.weights,scorers._target_,scorers.accuracy._target_,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss._target_,scorers.log_loss.direction,scorers.log_loss.name,model_layers
00a78bc299cbcb9ee9c96d13309539fd,train,deckard.base.experiment.Experiment,00a78bc299cbcb9ee9c96d13309539fd,DDoS,cpu,00a78bc299cbcb9ee9c96d13309539fd,00a78bc299cbcb9ee9c96d13309539fd,k-KNN,00a78bc299cbcb9ee9c96d13309539fd,00a78bc299cbcb9ee9c96d13309539fd,1.0,9.992007221626413e-16,cpu,1721692488.3977945,1721692478.8022287,10.47522544,0.1047522544,cpu,1721692478.8020935,1721692471.073739,8.3976036,0.083976036,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,2723,True,True,100,100,deckard.base.files.FileConfig,.csv,ddos,00a78bc299cbcb9ee9c96d13309539fd,predictions.json,reports/gzip_knn/100,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,2723,True,True,100,100,Label,deckard.base.model.ModelInitializer,brute,1,1,GZIP,gzip_classifier.GzipKNN,True,Symmetric,uniform,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
7f564c108be335b6c34d604fa3580c4a,train,deckard.base.experiment.Experiment,7f564c108be335b6c34d604fa3580c4a,DDoS,cpu,7f564c108be335b6c34d604fa3580c4a,7f564c108be335b6c34d604fa3580c4a,k-KNN,7f564c108be335b6c34d604fa3580c4a,7f564c108be335b6c34d604fa3580c4a,0.31,23.83190763600011,cpu,1721705058.6625457,1721704777.109716,293.57789113,2.9357789113,cpu,1721704777.1083255,1721704237.4596734,556.77227767,1.8559075922333328,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6837,True,True,100,300,deckard.base.files.FileConfig,.csv,ddos,7f564c108be335b6c34d604fa3580c4a,predictions.json,reports/gzip_knn/300,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6837,True,True,100,300,Label,deckard.base.model.ModelInitializer,brute,3,1,SeqRatio,gzip_classifier.GzipKNN,True,Symmetric,distance,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
7ec24f2511d08bb3fb6df53ad290abef,train,deckard.base.experiment.Experiment,7ec24f2511d08bb3fb6df53ad290abef,DDoS,cpu,7ec24f2511d08bb3fb6df53ad290abef,7ec24f2511d08bb3fb6df53ad290abef,k-KNN,7ec24f2511d08bb3fb6df53ad290abef,7ec24f2511d08bb3fb6df53ad290abef,0.98,0.6907915198468184,cpu,1721412566.95026,1721412550.4943802,17.18723592,0.1718723592,cpu,1721412550.493992,1721412499.970646,52.54536697,0.1751512232333333,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,7660,True,True,100,300,deckard.base.files.FileConfig,.csv,ddos,7ec24f2511d08bb3fb6df53ad290abef,predictions.json,reports/gzip_knn/300,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,7660,True,True,100,300,Label,deckard.base.model.ModelInitializer,brute,1,1,Levenshtein,gzip_classifier.GzipKNN,True,Asymmetric,distance,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
7cfb22df525097403d75aee8181664f4,train,deckard.base.experiment.Experiment,7cfb22df525097403d75aee8181664f4,DDoS,cpu,7cfb22df525097403d75aee8181664f4,7cfb22df525097403d75aee8181664f4,k-KNN,7cfb22df525097403d75aee8181664f4,7cfb22df525097403d75aee8181664f4,0.27,25.21349067569374,cpu,1721414430.6404057,1721414135.0662203,308.45237212,3.0845237212,cpu,1721414135.0659742,1721413073.151265,1107.19590235,3.690653007833333,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,8810,True,True,100,300,deckard.base.files.FileConfig,.csv,ddos,7cfb22df525097403d75aee8181664f4,predictions.json,reports/gzip_knn/300,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,8810,True,True,100,300,Label,deckard.base.model.ModelInitializer,brute,1,1,SeqRatio,gzip_classifier.GzipKNN,True,Asymmetric,distance,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
7c76f95124738db9edbdbce92da4981b,train,deckard.base.experiment.Experiment,7c76f95124738db9edbdbce92da4981b,DDoS,cpu,7c76f95124738db9edbdbce92da4981b,7c76f95124738db9edbdbce92da4981b,k-KNN,7c76f95124738db9edbdbce92da4981b,7c76f95124738db9edbdbce92da4981b,0.94,2.072374559540453,cpu,1721414948.4480617,1721414897.935711,59.98690188,0.5998690188,cpu,1721414897.934414,1721414738.2642248,187.99675535,0.6266558511666667,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,7364,True,True,100,300,deckard.base.files.FileConfig,.csv,ddos,7c76f95124738db9edbdbce92da4981b,predictions.json,reports/gzip_knn/300,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,7364,True,True,100,300,Label,deckard.base.model.ModelInitializer,brute,11,1,LZMA,gzip_classifier.GzipKNN,True,Asymmetric,distance,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
7a5243f5d3959e7b336813473098fd51,train,deckard.base.experiment.Experiment,7a5243f5d3959e7b336813473098fd51,DDoS,cpu,7a5243f5d3959e7b336813473098fd51,7a5243f5d3959e7b336813473098fd51,k-KNN,7a5243f5d3959e7b336813473098fd51,7a5243f5d3959e7b336813473098fd51,1.0,9.992007221626413e-16,cpu,1721412337.4678073,1721412322.6278968,15.34476654,0.1534476654,cpu,1721412322.627501,1721412276.228218,48.02349196,0.1600783065333333,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,7508,True,True,100,300,deckard.base.files.FileConfig,.csv,ddos,7a5243f5d3959e7b336813473098fd51,predictions.json,reports/gzip_knn/300,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,7508,True,True,100,300,Label,deckard.base.model.ModelInitializer,brute,1,1,Levenshtein,gzip_classifier.GzipKNN,True,Asymmetric,distance,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
7a03a33c87cfbaa3d131512d87a7053e,train,deckard.base.experiment.Experiment,7a03a33c87cfbaa3d131512d87a7053e,DDoS,cpu,7a03a33c87cfbaa3d131512d87a7053e,7a03a33c87cfbaa3d131512d87a7053e,k-KNN,7a03a33c87cfbaa3d131512d87a7053e,7a03a33c87cfbaa3d131512d87a7053e,0.97,1.0361872797702274,cpu,1721410437.6081476,1721410421.5366552,17.35260254,0.1735260254,cpu,1721410421.536201,1721410369.9422476,55.74197238,0.1858065746,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,1139,True,True,100,300,deckard.base.files.FileConfig,.csv,ddos,7a03a33c87cfbaa3d131512d87a7053e,predictions.json,reports/gzip_knn/300,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,1139,True,True,100,300,Label,deckard.base.model.ModelInitializer,brute,7,1,GZIP,gzip_classifier.GzipKNN,True,Asymmetric,distance,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
8206d0cb6fbbe08c20e676959d7143ab,train,deckard.base.experiment.Experiment,8206d0cb6fbbe08c20e676959d7143ab,DDoS,cpu,8206d0cb6fbbe08c20e676959d7143ab,8206d0cb6fbbe08c20e676959d7143ab,k-KNN,8206d0cb6fbbe08c20e676959d7143ab,8206d0cb6fbbe08c20e676959d7143ab,0.3,24.177335379820725,cpu,1721708129.5800653,1721708115.36398,14.73811676,0.1473811676,cpu,1721708115.363868,1721708085.9185913,30.46256715,0.1015418905,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,8285,True,True,100,300,deckard.base.files.FileConfig,.csv,ddos,8206d0cb6fbbe08c20e676959d7143ab,predictions.json,reports/gzip_knn/300,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,8285,True,True,100,300,Label,deckard.base.model.ModelInitializer,brute,1,1,Jaro,gzip_classifier.GzipKNN,True,Symmetric,distance,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
796a1e8beb978c85331558735b0b5157,train,deckard.base.experiment.Experiment,796a1e8beb978c85331558735b0b5157,DDoS,cpu,796a1e8beb978c85331558735b0b5157,796a1e8beb978c85331558735b0b5157,k-KNN,796a1e8beb978c85331558735b0b5157,796a1e8beb978c85331558735b0b5157,0.37,21.759533076459658,cpu,1721414482.5182648,1721414467.6686776,15.45025595,0.1545025595,cpu,1721414467.6681414,1721414436.5718317,32.15067239,0.1071689079666666,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,2468,True,True,100,300,deckard.base.files.FileConfig,.csv,ddos,796a1e8beb978c85331558735b0b5157,predictions.json,reports/gzip_knn/300,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,2468,True,True,100,300,Label,deckard.base.model.ModelInitializer,brute,3,1,Ratio,gzip_classifier.GzipKNN,True,Symmetric,uniform,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
7934af13a6af821376ba50ce5b7abbe3,train,deckard.base.experiment.Experiment,7934af13a6af821376ba50ce5b7abbe3,DDoS,cpu,7934af13a6af821376ba50ce5b7abbe3,7934af13a6af821376ba50ce5b7abbe3,k-KNN,7934af13a6af821376ba50ce5b7abbe3,7934af13a6af821376ba50ce5b7abbe3,0.97,1.0361872797702272,cpu,1721708145.791716,1721708131.6173692,14.63571937,0.1463571937,cpu,1721708131.6170254,1721708085.9188786,47.20268048,0.1573422682666666,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6136,True,True,100,300,deckard.base.files.FileConfig,.csv,ddos,7934af13a6af821376ba50ce5b7abbe3,predictions.json,reports/gzip_knn/300,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6136,True,True,100,300,Label,deckard.base.model.ModelInitializer,brute,1,1,Levenshtein,gzip_classifier.GzipKNN,True,Asymmetric,distance,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
78e9961017b2d7e75033aadb211e392b,train,deckard.base.experiment.Experiment,78e9961017b2d7e75033aadb211e392b,DDoS,cpu,78e9961017b2d7e75033aadb211e392b,78e9961017b2d7e75033aadb211e392b,k-KNN,78e9961017b2d7e75033aadb211e392b,78e9961017b2d7e75033aadb211e392b,0.96,1.381583039693636,cpu,1721707293.695939,1721707277.644239,17.42109283,0.1742109283,cpu,1721707277.643684,1721707225.5371113,56.22724588,0.1874241529333333,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,3450,True,True,100,300,deckard.base.files.FileConfig,.csv,ddos,78e9961017b2d7e75033aadb211e392b,predictions.json,reports/gzip_knn/300,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,3450,True,True,100,300,Label,deckard.base.model.ModelInitializer,brute,7,1,GZIP,gzip_classifier.GzipKNN,True,Asymmetric,distance,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
7735dcb63c04ac46fe82605e99031887,train,deckard.base.experiment.Experiment,7735dcb63c04ac46fe82605e99031887,DDoS,cpu,7735dcb63c04ac46fe82605e99031887,7735dcb63c04ac46fe82605e99031887,k-KNN,7735dcb63c04ac46fe82605e99031887,7735dcb63c04ac46fe82605e99031887,0.96,1.3815830396936355,cpu,1721410272.1380022,1721410255.3722992,17.7035264,0.177035264,cpu,1721410255.3718884,1721410222.1431162,35.2784422,0.1175948073333333,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,1244,True,True,100,300,deckard.base.files.FileConfig,.csv,ddos,7735dcb63c04ac46fe82605e99031887,predictions.json,reports/gzip_knn/300,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,1244,True,True,100,300,Label,deckard.base.model.ModelInitializer,brute,5,1,ZSTD,gzip_classifier.GzipKNN,True,Symmetric,uniform,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
77341407eed2c3f71189fdb5ff8abc37,train,deckard.base.experiment.Experiment,77341407eed2c3f71189fdb5ff8abc37,DDoS,cpu,77341407eed2c3f71189fdb5ff8abc37,77341407eed2c3f71189fdb5ff8abc37,k-KNN,77341407eed2c3f71189fdb5ff8abc37,77341407eed2c3f71189fdb5ff8abc37,0.4,20.723353792663733,cpu,1721707135.8405929,1721707121.5431294,14.65856983,0.1465856983,cpu,1721707121.5423052,1721707076.5468538,46.85245502,0.1561748500666666,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,607,True,True,100,300,deckard.base.files.FileConfig,.csv,ddos,77341407eed2c3f71189fdb5ff8abc37,predictions.json,reports/gzip_knn/300,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,607,True,True,100,300,Label,deckard.base.model.ModelInitializer,brute,5,1,Jaro-Winkler,gzip_classifier.GzipKNN,True,Asymmetric,uniform,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
75a62cdf6304a6d8a175318237de05fe,train,deckard.base.experiment.Experiment,75a62cdf6304a6d8a175318237de05fe,DDoS,cpu,75a62cdf6304a6d8a175318237de05fe,75a62cdf6304a6d8a175318237de05fe,k-KNN,75a62cdf6304a6d8a175318237de05fe,75a62cdf6304a6d8a175318237de05fe,0.39,21.06894945194469,cpu,1721708129.4172018,1721708115.2446616,14.68775905,0.1468775905,cpu,1721708115.244578,1721708085.9213924,30.28884681,0.1009628227,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6188,True,True,100,300,deckard.base.files.FileConfig,.csv,ddos,75a62cdf6304a6d8a175318237de05fe,predictions.json,reports/gzip_knn/300,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6188,True,True,100,300,Label,deckard.base.model.ModelInitializer,brute,5,1,Jaro-Winkler,gzip_classifier.GzipKNN,True,Symmetric,distance,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
759a868352b415bc950380f86b6498b5,train,deckard.base.experiment.Experiment,759a868352b415bc950380f86b6498b5,DDoS,cpu,759a868352b415bc950380f86b6498b5,759a868352b415bc950380f86b6498b5,k-KNN,759a868352b415bc950380f86b6498b5,759a868352b415bc950380f86b6498b5,0.98,0.6907915198468183,cpu,1721704011.736144,1721703947.9023886,74.42299616,0.7442299616,cpu,1721703947.9020932,1721703835.754931,129.08726204,0.4302908734666666,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,2259,True,True,100,300,deckard.base.files.FileConfig,.csv,ddos,759a868352b415bc950380f86b6498b5,predictions.json,reports/gzip_knn/300,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,2259,True,True,100,300,Label,deckard.base.model.ModelInitializer,brute,1,1,LZMA,gzip_classifier.GzipKNN,True,Symmetric,uniform,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
7954cc0615d7a18a9058fe5b5bab64a7,train,deckard.base.experiment.Experiment,7954cc0615d7a18a9058fe5b5bab64a7,DDoS,cpu,7954cc0615d7a18a9058fe5b5bab64a7,7954cc0615d7a18a9058fe5b5bab64a7,k-KNN,7954cc0615d7a18a9058fe5b5bab64a7,7954cc0615d7a18a9058fe5b5bab64a7,0.98,0.6907915198468185,cpu,1721414711.4103906,1721414694.2145731,18.60460238,0.1860460238,cpu,1721414694.213682,1721414660.759917,36.14510227,0.1204836742333333,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,332,True,True,100,300,deckard.base.files.FileConfig,.csv,ddos,7954cc0615d7a18a9058fe5b5bab64a7,predictions.json,reports/gzip_knn/300,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,332,True,True,100,300,Label,deckard.base.model.ModelInitializer,brute,1,1,GZIP,gzip_classifier.GzipKNN,True,Symmetric,uniform,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
75891618cc60c27e60a9b3ed22d8c529,train,deckard.base.experiment.Experiment,75891618cc60c27e60a9b3ed22d8c529,DDoS,cpu,75891618cc60c27e60a9b3ed22d8c529,75891618cc60c27e60a9b3ed22d8c529,k-KNN,75891618cc60c27e60a9b3ed22d8c529,75891618cc60c27e60a9b3ed22d8c529,0.98,0.6907915198468183,cpu,1721707271.944082,1721707256.8933744,15.60005399,0.1560005399,cpu,1721707256.8930063,1721707225.5372145,32.43876412,0.1081292137333333,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,3453,True,True,100,300,deckard.base.files.FileConfig,.csv,ddos,75891618cc60c27e60a9b3ed22d8c529,predictions.json,reports/gzip_knn/300,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,3453,True,True,100,300,Label,deckard.base.model.ModelInitializer,brute,11,1,Levenshtein,gzip_classifier.GzipKNN,True,Symmetric,uniform,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
833564d285d81998d6d3265b9ac5f02f,train,deckard.base.experiment.Experiment,833564d285d81998d6d3265b9ac5f02f,DDoS,cpu,833564d285d81998d6d3265b9ac5f02f,833564d285d81998d6d3265b9ac5f02f,k-KNN,833564d285d81998d6d3265b9ac5f02f,833564d285d81998d6d3265b9ac5f02f,0.4,20.72334579668943,cpu,1721413130.6198344,1721413116.5985918,14.46135807,0.1446135807,cpu,1721413116.598231,1721413073.1517558,45.19635382,0.1506545127333333,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,910,True,True,100,300,deckard.base.files.FileConfig,.csv,ddos,833564d285d81998d6d3265b9ac5f02f,predictions.json,reports/gzip_knn/300,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,910,True,True,100,300,Label,deckard.base.model.ModelInitializer,brute,5,1,Ratio,gzip_classifier.GzipKNN,True,Asymmetric,uniform,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
87224d4c00fd1f4a85af23d95d51ce32,train,deckard.base.experiment.Experiment,87224d4c00fd1f4a85af23d95d51ce32,DDoS,cpu,87224d4c00fd1f4a85af23d95d51ce32,87224d4c00fd1f4a85af23d95d51ce32,k-KNN,87224d4c00fd1f4a85af23d95d51ce32,87224d4c00fd1f4a85af23d95d51ce32,0.97,1.0361872797702272,cpu,1721410585.1194642,1721410535.1701334,58.95604012,0.5895604012,cpu,1721410535.169383,1721410446.2315412,103.20394631,0.3440131543666667,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,1011,True,True,100,300,deckard.base.files.FileConfig,.csv,ddos,87224d4c00fd1f4a85af23d95d51ce32,predictions.json,reports/gzip_knn/300,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,1011,True,True,100,300,Label,deckard.base.model.ModelInitializer,brute,5,1,LZMA,gzip_classifier.GzipKNN,True,Symmetric,distance,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
97581ef7e5fde40447199bd4d6a71041,train,deckard.base.experiment.Experiment,97581ef7e5fde40447199bd4d6a71041,DDoS,cpu,97581ef7e5fde40447199bd4d6a71041,97581ef7e5fde40447199bd4d6a71041,k-KNN,97581ef7e5fde40447199bd4d6a71041,97581ef7e5fde40447199bd4d6a71041,1.0,9.992007221626413e-16,cpu,1721414493.3133426,1721414476.0953236,18.57832742,0.1857832742,cpu,1721414476.094659,1721414441.553499,37.33832205,0.1244610735,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,1342,True,True,100,300,deckard.base.files.FileConfig,.csv,ddos,97581ef7e5fde40447199bd4d6a71041,predictions.json,reports/gzip_knn/300,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,1342,True,True,100,300,Label,deckard.base.model.ModelInitializer,brute,1,1,GZIP,gzip_classifier.GzipKNN,True,Symmetric,uniform,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
94f5d3379a259555bc5abc7ccdc6cd09,train,deckard.base.experiment.Experiment,94f5d3379a259555bc5abc7ccdc6cd09,DDoS,cpu,94f5d3379a259555bc5abc7ccdc6cd09,94f5d3379a259555bc5abc7ccdc6cd09,k-KNN,94f5d3379a259555bc5abc7ccdc6cd09,94f5d3379a259555bc5abc7ccdc6cd09,0.31,23.83190763600011,cpu,1721702483.7091982,1721702469.3532326,14.86490488,0.1486490488,cpu,1721702469.3526528,1721702423.841902,47.21234982,0.1573744994,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,2199,True,True,100,300,deckard.base.files.FileConfig,.csv,ddos,94f5d3379a259555bc5abc7ccdc6cd09,predictions.json,reports/gzip_knn/300,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,2199,True,True,100,300,Label,deckard.base.model.ModelInitializer,brute,5,1,Ratio,gzip_classifier.GzipKNN,True,Asymmetric,distance,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
9331ff4e9f5a314e3a82bc55db548002,train,deckard.base.experiment.Experiment,9331ff4e9f5a314e3a82bc55db548002,DDoS,cpu,9331ff4e9f5a314e3a82bc55db548002,9331ff4e9f5a314e3a82bc55db548002,k-KNN,9331ff4e9f5a314e3a82bc55db548002,9331ff4e9f5a314e3a82bc55db548002,0.5,17.269388197455342,cpu,1721410500.598311,1721410487.6286535,13.69341146,0.1369341146,cpu,1721410487.6279328,1721410446.2311792,42.70416829,0.1423472276333333,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,478,True,True,100,300,deckard.base.files.FileConfig,.csv,ddos,9331ff4e9f5a314e3a82bc55db548002,predictions.json,reports/gzip_knn/300,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,478,True,True,100,300,Label,deckard.base.model.ModelInitializer,brute,7,1,Pickle,gzip_classifier.GzipKNN,True,Asymmetric,distance,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN
