,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data.drop,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_dir,files.data_file,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model.library,model.data.drop,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.C,model.init.class_weight,model.init.fit_intercept,Condensing Ratio,model.init.max_iter,Metric,model.init.name,model.init.penalty,model.init.solver,Symmetric,model.init.tol,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers,Condensing Method,model.init.modified
a4542e9e3c65a33adad6e8a6cad60c9e,train,deckard.base.experiment.Experiment,a4542e9e3c65a33adad6e8a6cad60c9e,DDoS,cpu,a4542e9e3c65a33adad6e8a6cad60c9e,a4542e9e3c65a33adad6e8a6cad60c9e,k-Logistic,a4542e9e3c65a33adad6e8a6cad60c9e,a4542e9e3c65a33adad6e8a6cad60c9e,0.99,0.3453957599234096,cpu,1725644435.6147687,1725644424.0910356,12.95377227,0.1295377227,cpu,1725644424.0907724,1725644389.7140665,38.50296858,0.1283432286,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,7,True,True,100,300,deckard.base.files.FileConfig,data,06b58b9aa34571cd6328e9b3ff4793a1,.pkl,ddos,a4542e9e3c65a33adad6e8a6cad60c9e,predictions.json,reports/gzip_logistic/300/symmetry_false,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,7,True,True,100,300,Label,9.53832731221637,,True,1,1000,GZIP,gzip_classifier.GzipLogisticRegressor,l2,saga,Asymmetric,0.0021198183239728,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
03db0c8e1f0eae7bf2419f1e9bc0ef35,train,deckard.base.experiment.Experiment,03db0c8e1f0eae7bf2419f1e9bc0ef35,DDoS,cpu,03db0c8e1f0eae7bf2419f1e9bc0ef35,03db0c8e1f0eae7bf2419f1e9bc0ef35,k-Logistic,03db0c8e1f0eae7bf2419f1e9bc0ef35,03db0c8e1f0eae7bf2419f1e9bc0ef35,0.99,0.3453957599234096,cpu,1725645936.0588956,1725645924.329076,13.08951461,0.1308951461,cpu,1725645924.3287137,1725645888.972005,39.62399844,0.1320799948,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,7,True,True,100,300,deckard.base.files.FileConfig,data,06b58b9aa34571cd6328e9b3ff4793a1,.pkl,ddos,03db0c8e1f0eae7bf2419f1e9bc0ef35,predictions.json,reports/gzip_logistic/300/symmetry_false,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,7,True,True,100,300,Label,24.21972353354169,,True,1,1000,GZIP,gzip_classifier.GzipLogisticRegressor,l2,saga,Asymmetric,0.0009066675757355,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
ff67498a169f81c4244b1264a7fc6a26,train,deckard.base.experiment.Experiment,ff67498a169f81c4244b1264a7fc6a26,DDoS,cpu,ff67498a169f81c4244b1264a7fc6a26,ff67498a169f81c4244b1264a7fc6a26,k-Logistic,ff67498a169f81c4244b1264a7fc6a26,ff67498a169f81c4244b1264a7fc6a26,0.73,9.325469626625884,cpu,1725644239.4153085,1725644229.4782617,10.16134459,0.1016134459,cpu,1725644229.4781835,1725644214.3537338,15.51744358,0.0517248119333333,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,5,True,True,100,300,deckard.base.files.FileConfig,data,04d740f6ea17b54bcf45549dbfc2d889,.pkl,ddos,ff67498a169f81c4244b1264a7fc6a26,predictions.json,reports/gzip_logistic/300/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,5,True,True,100,300,Label,51.62726459516174,,True,1,1000,Hamming,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0136282418841077,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
029ad9fce73e785a408912352493ad93,train,deckard.base.experiment.Experiment,029ad9fce73e785a408912352493ad93,DDoS,cpu,029ad9fce73e785a408912352493ad93,029ad9fce73e785a408912352493ad93,k-Logistic,029ad9fce73e785a408912352493ad93,029ad9fce73e785a408912352493ad93,0.86,4.835540638927724,cpu,1725701122.4880505,1725701105.7571142,17.16864808,0.1716864808,cpu,1725701105.7568986,1725701013.7392793,94.59711932,0.18919423864,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,2,True,True,100,500,deckard.base.files.FileConfig,data,0580a87ca1b514324c1a3efa69079365,.pkl,ddos,029ad9fce73e785a408912352493ad93,predictions.json,reports/gzip_logistic/500/symmetry_false,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,2,True,True,100,500,Label,76.80501163210083,,True,1,1000,Jaro,gzip_classifier.GzipLogisticRegressor,l2,saga,Asymmetric,0.002245680975031,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
39fb77334b8967d20d67a04d954bc856,train,deckard.base.experiment.Experiment,39fb77334b8967d20d67a04d954bc856,DDoS,cpu,39fb77334b8967d20d67a04d954bc856,39fb77334b8967d20d67a04d954bc856,k-Logistic,39fb77334b8967d20d67a04d954bc856,39fb77334b8967d20d67a04d954bc856,1.0,9.992007221626413e-16,cpu,1725686512.9571266,1725686494.4328325,20.73999678,0.2073999678,cpu,1725686494.4323552,1725686447.9842286,51.98625253,0.10397250506,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,7,True,True,100,500,deckard.base.files.FileConfig,data,8807079f8c66a94bc0b69411c350882c,.pkl,ddos,39fb77334b8967d20d67a04d954bc856,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,7,True,True,100,500,Label,79.51881834702309,,True,1,1000,GZIP,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0011274350900865,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
3ecd97f38b3c1d85f2cb4e538f7bebd7,train,deckard.base.experiment.Experiment,3ecd97f38b3c1d85f2cb4e538f7bebd7,DDoS,cpu,3ecd97f38b3c1d85f2cb4e538f7bebd7,3ecd97f38b3c1d85f2cb4e538f7bebd7,k-Logistic,3ecd97f38b3c1d85f2cb4e538f7bebd7,3ecd97f38b3c1d85f2cb4e538f7bebd7,1.0,9.992007221626413e-16,cpu,1725687189.9417715,1725687102.5613592,105.20365102,1.0520365102,cpu,1725687102.5609715,1725686881.910704,263.64892449,0.52729784898,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,7,True,True,100,500,deckard.base.files.FileConfig,data,8807079f8c66a94bc0b69411c350882c,.pkl,ddos,3ecd97f38b3c1d85f2cb4e538f7bebd7,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,7,True,True,100,500,Label,4.406668495673884,,False,1,1000,LZMA,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0011156282124849,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
40fa7f75d39849be5d7df11f2b923743,train,deckard.base.experiment.Experiment,40fa7f75d39849be5d7df11f2b923743,DDoS,cpu,40fa7f75d39849be5d7df11f2b923743,40fa7f75d39849be5d7df11f2b923743,k-Logistic,40fa7f75d39849be5d7df11f2b923743,40fa7f75d39849be5d7df11f2b923743,1.0,9.992007221626413e-16,cpu,1725689488.3314486,1725689469.823382,19.91895665,0.1991895665,cpu,1725689469.8209617,1725689424.130367,49.04829159,0.09809658318,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,7,True,True,100,500,deckard.base.files.FileConfig,data,8807079f8c66a94bc0b69411c350882c,.pkl,ddos,40fa7f75d39849be5d7df11f2b923743,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,7,True,True,100,500,Label,17.65380628368675,,True,1,1000,ZSTD,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0016761526658609,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
4582a60b60a75769f8944483fa6f06c8,train,deckard.base.experiment.Experiment,4582a60b60a75769f8944483fa6f06c8,DDoS,cpu,4582a60b60a75769f8944483fa6f06c8,4582a60b60a75769f8944483fa6f06c8,k-Logistic,4582a60b60a75769f8944483fa6f06c8,4582a60b60a75769f8944483fa6f06c8,1.0,9.992007221626413e-16,cpu,1725689482.933088,1725689464.5599651,19.78284897,0.1978284897,cpu,1725689464.55971,1725689416.965472,51.05290672,0.10210581344,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,7,True,True,100,500,deckard.base.files.FileConfig,data,8807079f8c66a94bc0b69411c350882c,.pkl,ddos,4582a60b60a75769f8944483fa6f06c8,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,7,True,True,100,500,Label,19.46070170785813,,True,1,1000,ZSTD,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,1.2109717170229152e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
45f0c457c11af538f2e03bc200b673f1,train,deckard.base.experiment.Experiment,45f0c457c11af538f2e03bc200b673f1,DDoS,cpu,45f0c457c11af538f2e03bc200b673f1,45f0c457c11af538f2e03bc200b673f1,k-Logistic,45f0c457c11af538f2e03bc200b673f1,45f0c457c11af538f2e03bc200b673f1,1.0,9.992007221626413e-16,cpu,1725687262.7446244,1725687243.2445276,21.79447911,0.2179447911,cpu,1725687243.244203,1725687195.1762438,53.7987362,0.1075974724,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,4,True,True,100,500,deckard.base.files.FileConfig,data,5bb206961d19218de015b2f355e40116,.pkl,ddos,45f0c457c11af538f2e03bc200b673f1,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,4,True,True,100,500,Label,258.79488238058974,,True,1,1000,GZIP,gzip_classifier.GzipLogisticRegressor,l1,saga,Symmetric,0.0030571615028895,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
47e020119c083774212b52ef81795339,train,deckard.base.experiment.Experiment,47e020119c083774212b52ef81795339,DDoS,cpu,47e020119c083774212b52ef81795339,47e020119c083774212b52ef81795339,k-Logistic,47e020119c083774212b52ef81795339,47e020119c083774212b52ef81795339,0.99,0.3453957599234097,cpu,1725686869.308988,1725686849.7139251,21.92459724,0.2192459724,cpu,1725686849.7134812,1725686800.938166,54.59316837,0.10918633674,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,100,500,deckard.base.files.FileConfig,data,7746bcf1e484ecea737ebddb4c386705,.pkl,ddos,47e020119c083774212b52ef81795339,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,100,500,Label,9.606863693741769,,True,1,1000,GZIP,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0037647025735846,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
48930c317b93f19b85e9213eed8b926f,train,deckard.base.experiment.Experiment,48930c317b93f19b85e9213eed8b926f,DDoS,cpu,48930c317b93f19b85e9213eed8b926f,48930c317b93f19b85e9213eed8b926f,k-Logistic,48930c317b93f19b85e9213eed8b926f,48930c317b93f19b85e9213eed8b926f,1.0,9.992007221626413e-16,cpu,1725687339.075176,1725687319.1410694,22.26770913,0.2226770913,cpu,1725687319.1407037,1725687271.4797976,53.33234487,0.10666468974,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,7,True,True,100,500,deckard.base.files.FileConfig,data,8807079f8c66a94bc0b69411c350882c,.pkl,ddos,48930c317b93f19b85e9213eed8b926f,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,7,True,True,100,500,Label,41.24901781177138,,True,1,1000,GZIP,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0058757501034648,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
502ec88810b16d9db6eab549b6423d37,train,deckard.base.experiment.Experiment,502ec88810b16d9db6eab549b6423d37,DDoS,cpu,502ec88810b16d9db6eab549b6423d37,502ec88810b16d9db6eab549b6423d37,k-Logistic,502ec88810b16d9db6eab549b6423d37,502ec88810b16d9db6eab549b6423d37,1.0,9.992007221626413e-16,cpu,1725686299.680274,1725686280.276693,21.67554842,0.2167554842,cpu,1725686280.2763724,1725686231.62027,54.20002389,0.10840004778,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,7,True,True,100,500,deckard.base.files.FileConfig,data,8807079f8c66a94bc0b69411c350882c,.pkl,ddos,502ec88810b16d9db6eab549b6423d37,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,7,True,True,100,500,Label,24.60049100934101,,True,1,1000,GZIP,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0008417507781171,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
50e52cd5ffad9802863b6b82ddf36617,train,deckard.base.experiment.Experiment,50e52cd5ffad9802863b6b82ddf36617,DDoS,cpu,50e52cd5ffad9802863b6b82ddf36617,50e52cd5ffad9802863b6b82ddf36617,k-Logistic,50e52cd5ffad9802863b6b82ddf36617,50e52cd5ffad9802863b6b82ddf36617,0.99,0.3453957599234096,cpu,1725687561.963589,1725687544.769075,17.68666475,0.1768666475,cpu,1725687544.7686665,1725687500.041159,45.93525822,0.09187051644,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,7,True,True,100,500,deckard.base.files.FileConfig,data,8807079f8c66a94bc0b69411c350882c,.pkl,ddos,50e52cd5ffad9802863b6b82ddf36617,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,7,True,True,100,500,Label,499.0619134060239,,True,1,1000,Ratio,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0039751398760107,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
515a5baa10a86f20748923c02263f2e4,train,deckard.base.experiment.Experiment,515a5baa10a86f20748923c02263f2e4,DDoS,cpu,515a5baa10a86f20748923c02263f2e4,515a5baa10a86f20748923c02263f2e4,k-Logistic,515a5baa10a86f20748923c02263f2e4,515a5baa10a86f20748923c02263f2e4,1.0,9.992007221626413e-16,cpu,1725689487.29802,1725689469.6290717,19.80135374,0.1980135374,cpu,1725689469.626681,1725689424.1302729,51.02275993,0.10204551986,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,7,True,True,100,500,deckard.base.files.FileConfig,data,8807079f8c66a94bc0b69411c350882c,.pkl,ddos,515a5baa10a86f20748923c02263f2e4,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,7,True,True,100,500,Label,21.450469380210397,,True,1,1000,GZIP,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0022558172303749,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
5196c25e68012aaed6939770eae755b0,train,deckard.base.experiment.Experiment,5196c25e68012aaed6939770eae755b0,DDoS,cpu,5196c25e68012aaed6939770eae755b0,5196c25e68012aaed6939770eae755b0,k-Logistic,5196c25e68012aaed6939770eae755b0,5196c25e68012aaed6939770eae755b0,1.0,9.992007221626413e-16,cpu,1725689491.1009364,1725689471.3454132,22.06391299,0.2206391299,cpu,1725689471.3451586,1725689424.1303055,52.7881065,0.105576213,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,8,True,True,100,500,deckard.base.files.FileConfig,data,085292373ef4eea955439a53c4a191eb,.pkl,ddos,5196c25e68012aaed6939770eae755b0,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,8,True,True,100,500,Label,20.551082208397247,,True,1,1000,GZIP,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.001774396389909,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
5226ffea19a5188d57a074b799e17131,train,deckard.base.experiment.Experiment,5226ffea19a5188d57a074b799e17131,DDoS,cpu,5226ffea19a5188d57a074b799e17131,5226ffea19a5188d57a074b799e17131,k-Logistic,5226ffea19a5188d57a074b799e17131,5226ffea19a5188d57a074b799e17131,0.82,6.216979751083922,cpu,1725686785.974152,1725686771.0194964,15.29425777,0.1529425777,cpu,1725686771.0192356,1725686728.1169162,44.18286843,0.08836573686,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,7,True,True,100,500,deckard.base.files.FileConfig,data,8807079f8c66a94bc0b69411c350882c,.pkl,ddos,5226ffea19a5188d57a074b799e17131,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,7,True,True,100,500,Label,20.12860001534993,,True,1,1000,Hamming,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0014247854071788,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
530a9671b3be868ffa362effc7bfd6ac,train,deckard.base.experiment.Experiment,530a9671b3be868ffa362effc7bfd6ac,DDoS,cpu,530a9671b3be868ffa362effc7bfd6ac,530a9671b3be868ffa362effc7bfd6ac,k-Logistic,530a9671b3be868ffa362effc7bfd6ac,530a9671b3be868ffa362effc7bfd6ac,1.0,9.992007221626413e-16,cpu,1725686869.303322,1725686849.8836143,21.69471852,0.2169471852,cpu,1725686849.88306,1725686800.9395108,54.66130842,0.10932261684,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,7,True,True,100,500,deckard.base.files.FileConfig,data,8807079f8c66a94bc0b69411c350882c,.pkl,ddos,530a9671b3be868ffa362effc7bfd6ac,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,7,True,True,100,500,Label,10.225775024695984,,True,1,1000,GZIP,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0037620424414501,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
3660b007ac1cc82ab6a9d95cc26ddf90,train,deckard.base.experiment.Experiment,3660b007ac1cc82ab6a9d95cc26ddf90,DDoS,cpu,3660b007ac1cc82ab6a9d95cc26ddf90,3660b007ac1cc82ab6a9d95cc26ddf90,k-Logistic,3660b007ac1cc82ab6a9d95cc26ddf90,3660b007ac1cc82ab6a9d95cc26ddf90,1.0,9.992007221626413e-16,cpu,1725689413.029063,1725688942.2770855,518.318666,5.18318666,cpu,1725688942.275852,1725687498.3661497,1580.05965821,3.16011931642,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,7,True,True,100,500,deckard.base.files.FileConfig,data,8807079f8c66a94bc0b69411c350882c,.pkl,ddos,3660b007ac1cc82ab6a9d95cc26ddf90,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,7,True,True,100,500,Label,28.89911199816992,,True,1,1000,SeqRatio,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0002891681626361,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
586de9e899f6d3b5f4bf610797cee00f,train,deckard.base.experiment.Experiment,586de9e899f6d3b5f4bf610797cee00f,DDoS,cpu,586de9e899f6d3b5f4bf610797cee00f,586de9e899f6d3b5f4bf610797cee00f,k-Logistic,586de9e899f6d3b5f4bf610797cee00f,586de9e899f6d3b5f4bf610797cee00f,0.99,0.3453957599234097,cpu,1725686870.3823507,1725686850.383005,22.37383952,0.2237383952,cpu,1725686850.3825252,1725686801.0974724,55.08351729,0.11016703458,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,100,500,deckard.base.files.FileConfig,data,7746bcf1e484ecea737ebddb4c386705,.pkl,ddos,586de9e899f6d3b5f4bf610797cee00f,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,100,500,Label,13.00830188478025,,True,1,1000,GZIP,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0022190222242409,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
5cd00eeaf1a614ed05a1535d61696dd5,train,deckard.base.experiment.Experiment,5cd00eeaf1a614ed05a1535d61696dd5,DDoS,cpu,5cd00eeaf1a614ed05a1535d61696dd5,5cd00eeaf1a614ed05a1535d61696dd5,k-Logistic,5cd00eeaf1a614ed05a1535d61696dd5,5cd00eeaf1a614ed05a1535d61696dd5,1.0,9.992007221626413e-16,cpu,1725686514.8877685,1725686495.1308742,22.01693456,0.2201693456,cpu,1725686495.1304271,1725686447.9731443,52.71420506,0.10542841012,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,7,True,True,100,500,deckard.base.files.FileConfig,data,8807079f8c66a94bc0b69411c350882c,.pkl,ddos,5cd00eeaf1a614ed05a1535d61696dd5,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,7,True,True,100,500,Label,75.46770196147877,,True,1,1000,GZIP,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0028697493017457,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
61f6a646f01d50d9807493a74fb6970b,train,deckard.base.experiment.Experiment,61f6a646f01d50d9807493a74fb6970b,DDoS,cpu,61f6a646f01d50d9807493a74fb6970b,61f6a646f01d50d9807493a74fb6970b,k-Logistic,61f6a646f01d50d9807493a74fb6970b,61f6a646f01d50d9807493a74fb6970b,1.0,9.992007221626413e-16,cpu,1725686792.5825684,1725686774.812626,19.10048974,0.1910048974,cpu,1725686774.8122528,1725686728.3706446,49.86390673,0.09972781346,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,10,True,True,100,500,deckard.base.files.FileConfig,data,a4efcac27781fe81e5bf8fced346c560,.pkl,ddos,61f6a646f01d50d9807493a74fb6970b,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,10,True,True,100,500,Label,40.24895557834172,balanced,True,1,1000,ZSTD,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.007598821929931,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
6208dc4bde8e4a11802ac0d59436d748,train,deckard.base.experiment.Experiment,6208dc4bde8e4a11802ac0d59436d748,DDoS,cpu,6208dc4bde8e4a11802ac0d59436d748,6208dc4bde8e4a11802ac0d59436d748,k-Logistic,6208dc4bde8e4a11802ac0d59436d748,6208dc4bde8e4a11802ac0d59436d748,0.98,0.6907915198468185,cpu,1725686874.50372,1725686854.4394326,22.49449144,0.2249449144,cpu,1725686854.4389644,1725686805.5430107,54.65747819,0.10931495638,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,3,True,True,100,500,deckard.base.files.FileConfig,data,87b5eed31948c33cfa84830d0e6b0f1b,.pkl,ddos,6208dc4bde8e4a11802ac0d59436d748,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,3,True,True,100,500,Label,10.438185443033056,,True,1,1000,GZIP,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0041318150796626,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
6314dc97f7155882c5f47f3117c6d708,train,deckard.base.experiment.Experiment,6314dc97f7155882c5f47f3117c6d708,DDoS,cpu,6314dc97f7155882c5f47f3117c6d708,6314dc97f7155882c5f47f3117c6d708,k-Logistic,6314dc97f7155882c5f47f3117c6d708,6314dc97f7155882c5f47f3117c6d708,0.99,0.3453877639491077,cpu,1725686944.624466,1725686928.5311587,16.38973723,0.1638973723,cpu,1725686928.5307689,1725686881.9107032,47.86101292,0.09572202584,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,5,True,True,100,500,deckard.base.files.FileConfig,data,b60e1966b3a480dbcee29e294ac3425b,.pkl,ddos,6314dc97f7155882c5f47f3117c6d708,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,5,True,True,100,500,Label,29.864243308834745,,True,1,1000,Levenshtein,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0010832823278504,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
