,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_dir,files.data_file,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model.library,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.algorithm,model.init.k,Condensing Ratio,Metric,model.init.name,Symmetric,model.init.weights,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers,Condensing Method,model.init.modified
037e7bc3be6e8f6d26be14ad966cd932,train,deckard.base.experiment.Experiment,037e7bc3be6e8f6d26be14ad966cd932,Truthseeker,cpu,037e7bc3be6e8f6d26be14ad966cd932,037e7bc3be6e8f6d26be14ad966cd932,k-KNN,037e7bc3be6e8f6d26be14ad966cd932,037e7bc3be6e8f6d26be14ad966cd932,0.51,16.924136365069366,cpu,1725635970.8682554,1725635969.7229345,1.21943105,0.0121943105,cpu,1725635969.7224464,1725635968.866569,0.89784978,0.0089784978,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,10,True,True,100,100,deckard.base.files.FileConfig,data,b130b08195a3f3929d5b133fc8ddce92,.pkl,truthseeker,037e7bc3be6e8f6d26be14ad966cd932,predictions.json,reports/gzip_knn/100/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,10,True,True,100,100,BotScoreBinary,brute,3,1,Jaro,gzip_classifier.GzipKNN,Asymmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
78aaeb22e25cffef718db10e0641bfd0,train,deckard.base.experiment.Experiment,78aaeb22e25cffef718db10e0641bfd0,Truthseeker,cpu,78aaeb22e25cffef718db10e0641bfd0,78aaeb22e25cffef718db10e0641bfd0,k-KNN,78aaeb22e25cffef718db10e0641bfd0,78aaeb22e25cffef718db10e0641bfd0,0.5,17.269660060581604,cpu,1725669173.84533,1725669063.4743557,119.5228228,1.195228228,cpu,1725669063.4730997,1725668903.5602534,172.8264541,0.5760881803333333,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,10,True,True,100,300,deckard.base.files.FileConfig,data,df625874ecb0abdc811c4f0a54af3428,.pkl,truthseeker,78aaeb22e25cffef718db10e0641bfd0,predictions.json,reports/gzip_knn/300/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,10,True,True,100,300,BotScoreBinary,brute,5,1,LZMA,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
76209fd690904c2840307ba1eb1b23a0,train,deckard.base.experiment.Experiment,76209fd690904c2840307ba1eb1b23a0,Truthseeker,cpu,76209fd690904c2840307ba1eb1b23a0,76209fd690904c2840307ba1eb1b23a0,k-KNN,76209fd690904c2840307ba1eb1b23a0,76209fd690904c2840307ba1eb1b23a0,0.62,13.124910941500705,cpu,1725669327.5375018,1725669324.0105298,4.17799145,0.0417799145,cpu,1725669324.0104384,1725669318.5852013,6.4418747,0.0214729156666666,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,10,True,True,100,300,deckard.base.files.FileConfig,data,df625874ecb0abdc811c4f0a54af3428,.pkl,truthseeker,76209fd690904c2840307ba1eb1b23a0,predictions.json,reports/gzip_knn/300/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,10,True,True,100,300,BotScoreBinary,brute,1,1,GZIP,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
752c072f2647cb362e7cb654d34a643b,train,deckard.base.experiment.Experiment,752c072f2647cb362e7cb654d34a643b,Truthseeker,cpu,752c072f2647cb362e7cb654d34a643b,752c072f2647cb362e7cb654d34a643b,k-KNN,752c072f2647cb362e7cb654d34a643b,752c072f2647cb362e7cb654d34a643b,0.52,16.578860544760488,cpu,1725668517.9111176,1725668472.0277703,51.62717933,0.5162717933,cpu,1725668472.026964,1725668402.1543665,78.51145024,0.2617048341333333,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,10,True,True,100,300,deckard.base.files.FileConfig,data,df625874ecb0abdc811c4f0a54af3428,.pkl,truthseeker,752c072f2647cb362e7cb654d34a643b,predictions.json,reports/gzip_knn/300/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,10,True,True,100,300,BotScoreBinary,brute,3,1,LZMA,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
6d96a12e9180148fc138926262140410,train,deckard.base.experiment.Experiment,6d96a12e9180148fc138926262140410,Truthseeker,cpu,6d96a12e9180148fc138926262140410,6d96a12e9180148fc138926262140410,k-KNN,6d96a12e9180148fc138926262140410,6d96a12e9180148fc138926262140410,0.48,17.960379616659708,cpu,1725668174.9228923,1725668095.581518,87.09619789,0.8709619789,cpu,1725668095.5806696,1725667967.2022622,139.63809827,0.4654603275666666,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,100,300,deckard.base.files.FileConfig,data,8dc78f984c4ae3dd15c16fe01e752456,.pkl,truthseeker,6d96a12e9180148fc138926262140410,predictions.json,reports/gzip_knn/300/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,100,300,BotScoreBinary,brute,3,1,LZMA,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
68a5327ffd739da5ff22b55fc8ea80aa,train,deckard.base.experiment.Experiment,68a5327ffd739da5ff22b55fc8ea80aa,Truthseeker,cpu,68a5327ffd739da5ff22b55fc8ea80aa,68a5327ffd739da5ff22b55fc8ea80aa,k-KNN,68a5327ffd739da5ff22b55fc8ea80aa,68a5327ffd739da5ff22b55fc8ea80aa,0.59,14.161106217245228,cpu,1725668534.0674484,1725668530.4564486,4.25249899,0.0425249899,cpu,1725668530.4563053,1725668524.6353922,6.97452097,0.0232484032333333,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,10,True,True,100,300,deckard.base.files.FileConfig,data,df625874ecb0abdc811c4f0a54af3428,.pkl,truthseeker,68a5327ffd739da5ff22b55fc8ea80aa,predictions.json,reports/gzip_knn/300/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,10,True,True,100,300,BotScoreBinary,brute,3,1,GZIP,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
668dc00a89616f4e19f64ada7b1b5e09,train,deckard.base.experiment.Experiment,668dc00a89616f4e19f64ada7b1b5e09,Truthseeker,cpu,668dc00a89616f4e19f64ada7b1b5e09,668dc00a89616f4e19f64ada7b1b5e09,k-KNN,668dc00a89616f4e19f64ada7b1b5e09,668dc00a89616f4e19f64ada7b1b5e09,0.46,18.651339051966865,cpu,1725668412.3746698,1725668410.0225532,2.44811125,0.0244811125,cpu,1725668410.0223897,1725668406.7390168,3.40020749,0.0113340249666666,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,10,True,True,100,300,deckard.base.files.FileConfig,data,df625874ecb0abdc811c4f0a54af3428,.pkl,truthseeker,668dc00a89616f4e19f64ada7b1b5e09,predictions.json,reports/gzip_knn/300/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,10,True,True,100,300,BotScoreBinary,brute,5,1,Jaro,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
650a9c08a5b590f5efdf3e46343205bf,train,deckard.base.experiment.Experiment,650a9c08a5b590f5efdf3e46343205bf,Truthseeker,cpu,650a9c08a5b590f5efdf3e46343205bf,650a9c08a5b590f5efdf3e46343205bf,k-KNN,650a9c08a5b590f5efdf3e46343205bf,650a9c08a5b590f5efdf3e46343205bf,0.56,15.197285501041154,cpu,1725668517.5412831,1725668471.4759429,51.98031169,0.5198031169,cpu,1725668471.4747422,1725668402.216918,77.4776819,0.2582589396666667,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,9,True,True,100,300,deckard.base.files.FileConfig,data,83efe59ce3b45802e95886b3333c7873,.pkl,truthseeker,650a9c08a5b590f5efdf3e46343205bf,predictions.json,reports/gzip_knn/300/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,9,True,True,100,300,BotScoreBinary,brute,3,1,LZMA,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
601b64688375c4256f5eefc39d3ab5f1,train,deckard.base.experiment.Experiment,601b64688375c4256f5eefc39d3ab5f1,Truthseeker,cpu,601b64688375c4256f5eefc39d3ab5f1,601b64688375c4256f5eefc39d3ab5f1,k-KNN,601b64688375c4256f5eefc39d3ab5f1,601b64688375c4256f5eefc39d3ab5f1,0.53,16.23360071640021,cpu,1725667544.0352468,1725667541.0878303,3.11316612,0.0311316612,cpu,1725667541.087462,1725667536.9800136,4.32057985,0.0144019328333333,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,9,True,True,100,300,deckard.base.files.FileConfig,data,83efe59ce3b45802e95886b3333c7873,.pkl,truthseeker,601b64688375c4256f5eefc39d3ab5f1,predictions.json,reports/gzip_knn/300/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,9,True,True,100,300,BotScoreBinary,brute,3,1,Jaro-Winkler,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
58b3a6354802b20176f0eda62e5c758d,train,deckard.base.experiment.Experiment,58b3a6354802b20176f0eda62e5c758d,Truthseeker,cpu,58b3a6354802b20176f0eda62e5c758d,58b3a6354802b20176f0eda62e5c758d,k-KNN,58b3a6354802b20176f0eda62e5c758d,58b3a6354802b20176f0eda62e5c758d,0.44,19.341978648301943,cpu,1725669189.1240578,1725669186.9696026,2.18806553,0.0218806553,cpu,1725669186.9692762,1725669183.855077,3.18353315,0.0106117771666666,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,10,True,True,100,300,deckard.base.files.FileConfig,data,df625874ecb0abdc811c4f0a54af3428,.pkl,truthseeker,58b3a6354802b20176f0eda62e5c758d,predictions.json,reports/gzip_knn/300/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,10,True,True,100,300,BotScoreBinary,brute,7,1,Levenshtein,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
5678b4e32123f37c5a3f860ce6f41018,train,deckard.base.experiment.Experiment,5678b4e32123f37c5a3f860ce6f41018,Truthseeker,cpu,5678b4e32123f37c5a3f860ce6f41018,5678b4e32123f37c5a3f860ce6f41018,k-KNN,5678b4e32123f37c5a3f860ce6f41018,5678b4e32123f37c5a3f860ce6f41018,0.51,16.924088389223552,cpu,1725668389.759933,1725668353.504392,37.18666323,0.3718666323,cpu,1725668353.5036917,1725668298.9845543,55.73839725,0.1857946575,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,10,True,True,100,300,deckard.base.files.FileConfig,data,df625874ecb0abdc811c4f0a54af3428,.pkl,truthseeker,5678b4e32123f37c5a3f860ce6f41018,predictions.json,reports/gzip_knn/300/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,10,True,True,100,300,BotScoreBinary,brute,7,1,SeqRatio,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
5478de801bc23673a72a7584e8d4a892,train,deckard.base.experiment.Experiment,5478de801bc23673a72a7584e8d4a892,Truthseeker,cpu,5478de801bc23673a72a7584e8d4a892,5478de801bc23673a72a7584e8d4a892,k-KNN,5478de801bc23673a72a7584e8d4a892,5478de801bc23673a72a7584e8d4a892,0.49,17.614815941275957,cpu,1725667543.1782522,1725667540.5536833,2.75427181,0.0275427181,cpu,1725667540.5533462,1725667536.9337475,3.73871017,0.0124623672333333,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,6,True,True,100,300,deckard.base.files.FileConfig,data,b7fc77388068870e5faba1474ea599d0,.pkl,truthseeker,5478de801bc23673a72a7584e8d4a892,predictions.json,reports/gzip_knn/300/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,6,True,True,100,300,BotScoreBinary,brute,3,1,Jaro-Winkler,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
53ae6f5c876a861b3f06f3e66270d020,train,deckard.base.experiment.Experiment,53ae6f5c876a861b3f06f3e66270d020,Truthseeker,cpu,53ae6f5c876a861b3f06f3e66270d020,53ae6f5c876a861b3f06f3e66270d020,k-KNN,53ae6f5c876a861b3f06f3e66270d020,53ae6f5c876a861b3f06f3e66270d020,0.53,16.23342480496557,cpu,1725668407.692886,1725668405.5350072,2.22707183,0.0222707183,cpu,1725668405.5346148,1725668402.118552,3.54359809,0.0118119936333333,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,10,True,True,100,300,deckard.base.files.FileConfig,data,df625874ecb0abdc811c4f0a54af3428,.pkl,truthseeker,53ae6f5c876a861b3f06f3e66270d020,predictions.json,reports/gzip_knn/300/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,10,True,True,100,300,BotScoreBinary,brute,3,1,Jaro,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
4ec367d6c753ffc66b1c51c97e776ebb,train,deckard.base.experiment.Experiment,4ec367d6c753ffc66b1c51c97e776ebb,Truthseeker,cpu,4ec367d6c753ffc66b1c51c97e776ebb,4ec367d6c753ffc66b1c51c97e776ebb,k-KNN,4ec367d6c753ffc66b1c51c97e776ebb,4ec367d6c753ffc66b1c51c97e776ebb,0.55,15.542609297195844,cpu,1725667977.0182111,1725667973.0259898,4.53492014,0.0453492014,cpu,1725667973.0256214,1725667967.055892,6.78211449,0.0226070483,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,6,True,True,100,300,deckard.base.files.FileConfig,data,b7fc77388068870e5faba1474ea599d0,.pkl,truthseeker,4ec367d6c753ffc66b1c51c97e776ebb,predictions.json,reports/gzip_knn/300/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,6,True,True,100,300,BotScoreBinary,brute,3,1,ZSTD,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
47f4db5e9b1ac9c45e483d7b3cf2336d,train,deckard.base.experiment.Experiment,47f4db5e9b1ac9c45e483d7b3cf2336d,Truthseeker,cpu,47f4db5e9b1ac9c45e483d7b3cf2336d,47f4db5e9b1ac9c45e483d7b3cf2336d,k-KNN,47f4db5e9b1ac9c45e483d7b3cf2336d,47f4db5e9b1ac9c45e483d7b3cf2336d,0.5,17.26951613304417,cpu,1725668309.936016,1725668305.6350937,7.1669991,0.071669991,cpu,1725668305.6349533,1725668299.1324196,10.87004448,0.0362334816,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,10,True,True,100,300,deckard.base.files.FileConfig,data,df625874ecb0abdc811c4f0a54af3428,.pkl,truthseeker,47f4db5e9b1ac9c45e483d7b3cf2336d,predictions.json,reports/gzip_knn/300/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,10,True,True,100,300,BotScoreBinary,brute,11,1,BZ2,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
3a48bcdd943df16bca92291fc875b476,train,deckard.base.experiment.Experiment,3a48bcdd943df16bca92291fc875b476,Truthseeker,cpu,3a48bcdd943df16bca92291fc875b476,3a48bcdd943df16bca92291fc875b476,k-KNN,3a48bcdd943df16bca92291fc875b476,3a48bcdd943df16bca92291fc875b476,0.53,16.23346478483708,cpu,1725668790.7395976,1725668751.6484952,44.60752898,0.4460752898,cpu,1725668751.6475315,1725668692.3471055,67.07718364,0.2235906121333333,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,4,True,True,100,300,deckard.base.files.FileConfig,data,ac586dd8a01ac20db3c155ff29a61a28,.pkl,truthseeker,3a48bcdd943df16bca92291fc875b476,predictions.json,reports/gzip_knn/300/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,4,True,True,100,300,BotScoreBinary,brute,3,1,LZMA,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
329a94caf33f2fe952cc987cae5312f5,train,deckard.base.experiment.Experiment,329a94caf33f2fe952cc987cae5312f5,Truthseeker,cpu,329a94caf33f2fe952cc987cae5312f5,329a94caf33f2fe952cc987cae5312f5,k-KNN,329a94caf33f2fe952cc987cae5312f5,329a94caf33f2fe952cc987cae5312f5,0.58,14.506485985220031,cpu,1725668703.3668363,1725668699.0651772,7.26338846,0.0726338846,cpu,1725668699.0649333,1725668692.475631,11.08481483,0.0369493827666666,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,8,True,True,100,300,deckard.base.files.FileConfig,data,f2ed5f96092ac66e778dde22a95859b7,.pkl,truthseeker,329a94caf33f2fe952cc987cae5312f5,predictions.json,reports/gzip_knn/300/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,8,True,True,100,300,BotScoreBinary,brute,3,1,BZ2,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
25b6cd903c423cf31c1e5b0d820165d5,train,deckard.base.experiment.Experiment,25b6cd903c423cf31c1e5b0d820165d5,Truthseeker,cpu,25b6cd903c423cf31c1e5b0d820165d5,25b6cd903c423cf31c1e5b0d820165d5,k-KNN,25b6cd903c423cf31c1e5b0d820165d5,25b6cd903c423cf31c1e5b0d820165d5,0.53,16.233408813016965,cpu,1725668308.317736,1725668304.5655854,6.55588672,0.0655588672,cpu,1725668304.5653584,1725668298.9818852,9.80284857,0.0326761619,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,6,True,True,100,300,deckard.base.files.FileConfig,data,b7fc77388068870e5faba1474ea599d0,.pkl,truthseeker,25b6cd903c423cf31c1e5b0d820165d5,predictions.json,reports/gzip_knn/300/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,6,True,True,100,300,BotScoreBinary,brute,7,1,BZ2,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
223a0900c557e3cb259b4e88b582b6ba,train,deckard.base.experiment.Experiment,223a0900c557e3cb259b4e88b582b6ba,Truthseeker,cpu,223a0900c557e3cb259b4e88b582b6ba,223a0900c557e3cb259b4e88b582b6ba,k-KNN,223a0900c557e3cb259b4e88b582b6ba,223a0900c557e3cb259b4e88b582b6ba,0.51,16.924168348966575,cpu,1725668703.3529327,1725668699.053162,7.26341403,0.0726341403,cpu,1725668699.0528123,1725668692.3450372,11.13240715,0.0371080238333333,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,10,True,True,100,300,deckard.base.files.FileConfig,data,df625874ecb0abdc811c4f0a54af3428,.pkl,truthseeker,223a0900c557e3cb259b4e88b582b6ba,predictions.json,reports/gzip_knn/300/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,10,True,True,100,300,BotScoreBinary,brute,3,1,BZ2,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
1c7f20aa8cdefacf19afd5082ebe05dc,train,deckard.base.experiment.Experiment,1c7f20aa8cdefacf19afd5082ebe05dc,Truthseeker,cpu,1c7f20aa8cdefacf19afd5082ebe05dc,1c7f20aa8cdefacf19afd5082ebe05dc,k-KNN,1c7f20aa8cdefacf19afd5082ebe05dc,1c7f20aa8cdefacf19afd5082ebe05dc,0.53,16.23344079691417,cpu,1725668702.162392,1725668698.1598146,6.94441621,0.0694441621,cpu,1725668698.159587,1725668692.3434014,10.19341707,0.0339780569,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,4,True,True,100,300,deckard.base.files.FileConfig,data,ac586dd8a01ac20db3c155ff29a61a28,.pkl,truthseeker,1c7f20aa8cdefacf19afd5082ebe05dc,predictions.json,reports/gzip_knn/300/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,4,True,True,100,300,BotScoreBinary,brute,11,1,BZ2,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
7e7e09120690762e98b300220e704cae,train,deckard.base.experiment.Experiment,7e7e09120690762e98b300220e704cae,Truthseeker,cpu,7e7e09120690762e98b300220e704cae,7e7e09120690762e98b300220e704cae,k-KNN,7e7e09120690762e98b300220e704cae,7e7e09120690762e98b300220e704cae,0.57,14.851841765271931,cpu,1725667704.6434252,1725667638.1055856,73.3366283,0.733366283,cpu,1725667638.104884,1725667536.9432652,111.1805277,0.370601759,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,6,True,True,100,300,deckard.base.files.FileConfig,data,b7fc77388068870e5faba1474ea599d0,.pkl,truthseeker,7e7e09120690762e98b300220e704cae,predictions.json,reports/gzip_knn/300/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,6,True,True,100,300,BotScoreBinary,brute,3,1,LZMA,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
7effdea4d3bfbae08b120b8d9ccd733f,train,deckard.base.experiment.Experiment,7effdea4d3bfbae08b120b8d9ccd733f,Truthseeker,cpu,7effdea4d3bfbae08b120b8d9ccd733f,7effdea4d3bfbae08b120b8d9ccd733f,k-KNN,7effdea4d3bfbae08b120b8d9ccd733f,7effdea4d3bfbae08b120b8d9ccd733f,0.52,16.578860544760488,cpu,1725667703.937382,1725667638.0487869,72.22997289,0.7222997289,cpu,1725667638.048674,1725667536.9765806,111.21001417,0.3707000472333333,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,10,True,True,100,300,deckard.base.files.FileConfig,data,df625874ecb0abdc811c4f0a54af3428,.pkl,truthseeker,7effdea4d3bfbae08b120b8d9ccd733f,predictions.json,reports/gzip_knn/300/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,10,True,True,100,300,BotScoreBinary,brute,3,1,LZMA,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
86a61bdbe70b4643d0d01841299c0801,train,deckard.base.experiment.Experiment,86a61bdbe70b4643d0d01841299c0801,Truthseeker,cpu,86a61bdbe70b4643d0d01841299c0801,86a61bdbe70b4643d0d01841299c0801,k-KNN,86a61bdbe70b4643d0d01841299c0801,86a61bdbe70b4643d0d01841299c0801,0.5,17.269620080710098,cpu,1725668170.0076308,1725668090.016324,87.1109666,0.871109666,cpu,1725668090.0152874,1725667967.1396549,133.75048074,0.4458349358,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,7,True,True,100,300,deckard.base.files.FileConfig,data,e991c20aa9e9184460a79193d7651620,.pkl,truthseeker,86a61bdbe70b4643d0d01841299c0801,predictions.json,reports/gzip_knn/300/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,7,True,True,100,300,BotScoreBinary,brute,3,1,LZMA,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
8a679bf63a0c3f186d96d3ecb81590b7,train,deckard.base.experiment.Experiment,8a679bf63a0c3f186d96d3ecb81590b7,Truthseeker,cpu,8a679bf63a0c3f186d96d3ecb81590b7,8a679bf63a0c3f186d96d3ecb81590b7,k-KNN,8a679bf63a0c3f186d96d3ecb81590b7,8a679bf63a0c3f186d96d3ecb81590b7,0.47,18.305719404763,cpu,1725669179.629092,1725669074.201506,113.8814486,1.138814486,cpu,1725669074.200673,1725668903.5054457,184.35904885,0.6145301628333333,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,8,True,True,100,300,deckard.base.files.FileConfig,data,f2ed5f96092ac66e778dde22a95859b7,.pkl,truthseeker,8a679bf63a0c3f186d96d3ecb81590b7,predictions.json,reports/gzip_knn/300/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,8,True,True,100,300,BotScoreBinary,brute,7,1,LZMA,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
ded2a1eb9c8ecde59c0f906bce5703e2,train,deckard.base.experiment.Experiment,ded2a1eb9c8ecde59c0f906bce5703e2,Truthseeker,cpu,ded2a1eb9c8ecde59c0f906bce5703e2,ded2a1eb9c8ecde59c0f906bce5703e2,k-KNN,ded2a1eb9c8ecde59c0f906bce5703e2,ded2a1eb9c8ecde59c0f906bce5703e2,0.49,17.615023836607808,cpu,1725668546.080095,1725668543.5643148,2.65173708,0.0265173708,cpu,1725668543.563933,1725668540.4103253,3.27588945,0.0109196315,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,300,deckard.base.files.FileConfig,data,67952775d35950112b4680f4dc2a0252,.pkl,truthseeker,ded2a1eb9c8ecde59c0f906bce5703e2,predictions.json,reports/gzip_knn/300/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,300,BotScoreBinary,brute,7,1,Hamming,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
