,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_dir,files.data_file,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model.library,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.algorithm,model.init.k,Condensing Ratio,Metric,model.init.name,Symmetric,model.init.weights,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers,Condensing Method,model.init.modified
47f6dc89169683288eef3db74e4cefe1,train,deckard.base.experiment.Experiment,47f6dc89169683288eef3db74e4cefe1,Truthseeker,cpu,47f6dc89169683288eef3db74e4cefe1,47f6dc89169683288eef3db74e4cefe1,k-KNN,47f6dc89169683288eef3db74e4cefe1,47f6dc89169683288eef3db74e4cefe1,0.51,16.92439223624703,cpu,1725635641.39944,1725635640.6962972,0.72418721,0.0072418721,cpu,1725635640.6961155,1725635640.2075047,0.50866762,0.0050866762,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,100,deckard.base.files.FileConfig,data,e0766b213ed5375bf64f44dfeb3bf532,.pkl,truthseeker,47f6dc89169683288eef3db74e4cefe1,predictions.json,reports/gzip_knn/100/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,100,BotScoreBinary,brute,3,1,Jaro-Winkler,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
3e5f514acfe3111ed9197f4dd4ca7e76,train,deckard.base.experiment.Experiment,3e5f514acfe3111ed9197f4dd4ca7e76,Truthseeker,cpu,3e5f514acfe3111ed9197f4dd4ca7e76,3e5f514acfe3111ed9197f4dd4ca7e76,k-KNN,3e5f514acfe3111ed9197f4dd4ca7e76,3e5f514acfe3111ed9197f4dd4ca7e76,0.52,16.57875659709456,cpu,1725635845.371316,1725635844.0970626,1.50647433,0.0150647433,cpu,1725635844.0969322,1725635843.4138262,0.79491647,0.0079491647,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,6,True,True,100,100,deckard.base.files.FileConfig,data,16bf5932d5405e007ec605322a540b5a,.pkl,truthseeker,3e5f514acfe3111ed9197f4dd4ca7e76,predictions.json,reports/gzip_knn/100/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,6,True,True,100,100,BotScoreBinary,brute,5,1,GZIP,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
3e48343c484e99072e5cc637e86ffa1d,train,deckard.base.experiment.Experiment,3e48343c484e99072e5cc637e86ffa1d,Truthseeker,cpu,3e48343c484e99072e5cc637e86ffa1d,3e48343c484e99072e5cc637e86ffa1d,k-KNN,3e48343c484e99072e5cc637e86ffa1d,3e48343c484e99072e5cc637e86ffa1d,0.49,17.614863917121767,cpu,1725635908.4408443,1725635896.606043,12.21149518,0.1221149518,cpu,1725635896.605914,1725635890.2233543,6.51932427,0.0651932427,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,10,True,True,100,100,deckard.base.files.FileConfig,data,b130b08195a3f3929d5b133fc8ddce92,.pkl,truthseeker,3e48343c484e99072e5cc637e86ffa1d,predictions.json,reports/gzip_knn/100/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,10,True,True,100,100,BotScoreBinary,brute,3,1,SeqRatio,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
37dfee56bab48936004a484a64709108,train,deckard.base.experiment.Experiment,37dfee56bab48936004a484a64709108,Truthseeker,cpu,37dfee56bab48936004a484a64709108,37dfee56bab48936004a484a64709108,k-KNN,37dfee56bab48936004a484a64709108,37dfee56bab48936004a484a64709108,0.61,13.470274717526904,cpu,1725635750.249941,1725635749.1739936,1.20840008,0.0120840008,cpu,1725635749.1738346,1725635748.477795,0.77189993,0.0077189993,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,100,deckard.base.files.FileConfig,data,e0766b213ed5375bf64f44dfeb3bf532,.pkl,truthseeker,37dfee56bab48936004a484a64709108,predictions.json,reports/gzip_knn/100/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,100,BotScoreBinary,brute,3,1,ZSTD,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
3589f2e80ddb4e92dfcb4a220d733171,train,deckard.base.experiment.Experiment,3589f2e80ddb4e92dfcb4a220d733171,Truthseeker,cpu,3589f2e80ddb4e92dfcb4a220d733171,3589f2e80ddb4e92dfcb4a220d733171,k-KNN,3589f2e80ddb4e92dfcb4a220d733171,3589f2e80ddb4e92dfcb4a220d733171,0.49,17.61503183258211,cpu,1725635563.3432324,1725635530.7710738,35.31410856,0.3531410856,cpu,1725635530.7709086,1725635513.8291676,18.45168166,0.1845168166,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,5,True,True,100,100,deckard.base.files.FileConfig,data,81126f0308ecd6edab4a4b70cf7a534a,.pkl,truthseeker,3589f2e80ddb4e92dfcb4a220d733171,predictions.json,reports/gzip_knn/100/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,5,True,True,100,100,BotScoreBinary,brute,3,1,LZMA,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
31cf2f142691b63e4b29c1b33bbf1bba,train,deckard.base.experiment.Experiment,31cf2f142691b63e4b29c1b33bbf1bba,Truthseeker,cpu,31cf2f142691b63e4b29c1b33bbf1bba,31cf2f142691b63e4b29c1b33bbf1bba,k-KNN,31cf2f142691b63e4b29c1b33bbf1bba,31cf2f142691b63e4b29c1b33bbf1bba,0.48,17.960419596531214,cpu,1725635578.8278053,1725635577.27873,2.52539349,0.0252539349,cpu,1725635577.2786286,1725635576.37329,1.4305925,0.014305925,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,4,True,True,100,100,deckard.base.files.FileConfig,data,b1bdeb08a0ba34750960dd52712b11ef,.pkl,truthseeker,31cf2f142691b63e4b29c1b33bbf1bba,predictions.json,reports/gzip_knn/100/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,4,True,True,100,100,BotScoreBinary,brute,3,1,BZ2,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
311b8371a0e681a7149ca209bce59bf5,train,deckard.base.experiment.Experiment,311b8371a0e681a7149ca209bce59bf5,Truthseeker,cpu,311b8371a0e681a7149ca209bce59bf5,311b8371a0e681a7149ca209bce59bf5,k-KNN,311b8371a0e681a7149ca209bce59bf5,311b8371a0e681a7149ca209bce59bf5,0.5,17.269604088761493,cpu,1725635768.843743,1725635755.5271811,15.1853204,0.151853204,cpu,1725635755.5265875,1725635748.5037158,7.99848935,0.0799848935,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,100,deckard.base.files.FileConfig,data,e0766b213ed5375bf64f44dfeb3bf532,.pkl,truthseeker,311b8371a0e681a7149ca209bce59bf5,predictions.json,reports/gzip_knn/100/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,100,BotScoreBinary,brute,3,1,LZMA,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
2d861e1f5f6efc9485559bcf819e7d49,train,deckard.base.experiment.Experiment,2d861e1f5f6efc9485559bcf819e7d49,Truthseeker,cpu,2d861e1f5f6efc9485559bcf819e7d49,2d861e1f5f6efc9485559bcf819e7d49,k-KNN,2d861e1f5f6efc9485559bcf819e7d49,2d861e1f5f6efc9485559bcf819e7d49,0.46,18.65115514455792,cpu,1725635867.8350954,1725635867.101853,0.76618954,0.0076618954,cpu,1725635867.10167,1725635866.720615,0.39274992,0.0039274992,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,10,True,True,100,100,deckard.base.files.FileConfig,data,b130b08195a3f3929d5b133fc8ddce92,.pkl,truthseeker,2d861e1f5f6efc9485559bcf819e7d49,predictions.json,reports/gzip_knn/100/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,10,True,True,100,100,BotScoreBinary,brute,11,1,Jaro,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
1f1db9cc8f763f78fac7b687b0af8ee4,train,deckard.base.experiment.Experiment,1f1db9cc8f763f78fac7b687b0af8ee4,Truthseeker,cpu,1f1db9cc8f763f78fac7b687b0af8ee4,1f1db9cc8f763f78fac7b687b0af8ee4,k-KNN,1f1db9cc8f763f78fac7b687b0af8ee4,1f1db9cc8f763f78fac7b687b0af8ee4,0.48,17.96038761263401,cpu,1725635633.6223729,1725635617.740302,17.82440488,0.1782440488,cpu,1725635617.7401524,1725635609.2145412,9.72196155,0.0972196155,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,100,100,deckard.base.files.FileConfig,data,264c9774bbd77cef3367440740588811,.pkl,truthseeker,1f1db9cc8f763f78fac7b687b0af8ee4,predictions.json,reports/gzip_knn/100/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,100,100,BotScoreBinary,brute,3,1,LZMA,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
18a612e07a00d738a281d829349db726,train,deckard.base.experiment.Experiment,18a612e07a00d738a281d829349db726,Truthseeker,cpu,18a612e07a00d738a281d829349db726,18a612e07a00d738a281d829349db726,k-KNN,18a612e07a00d738a281d829349db726,18a612e07a00d738a281d829349db726,0.47,18.30579136853172,cpu,1725635734.4005132,1725635707.9440272,28.94218613,0.2894218613,cpu,1725635707.9438438,1725635694.0187392,15.22733101,0.1522733101,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,4,True,True,100,100,deckard.base.files.FileConfig,data,b1bdeb08a0ba34750960dd52712b11ef,.pkl,truthseeker,18a612e07a00d738a281d829349db726,predictions.json,reports/gzip_knn/100/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,4,True,True,100,100,BotScoreBinary,brute,3,1,LZMA,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
14f4377d442b98a57ef0f7bb11ada3ec,train,deckard.base.experiment.Experiment,14f4377d442b98a57ef0f7bb11ada3ec,Truthseeker,cpu,14f4377d442b98a57ef0f7bb11ada3ec,14f4377d442b98a57ef0f7bb11ada3ec,k-KNN,14f4377d442b98a57ef0f7bb11ada3ec,14f4377d442b98a57ef0f7bb11ada3ec,0.51,16.92423231676099,cpu,1725635887.1447215,1725635873.7138498,15.32823417,0.1532823417,cpu,1725635873.7136624,1725635866.7221446,7.80535023,0.0780535023,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,7,True,True,100,100,deckard.base.files.FileConfig,data,74e20b432fe6108ebdcca0671ee23c07,.pkl,truthseeker,14f4377d442b98a57ef0f7bb11ada3ec,predictions.json,reports/gzip_knn/100/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,7,True,True,100,100,BotScoreBinary,brute,3,1,LZMA,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
117cce9e5bd0a3bf6ce1ccd2cd8d1743,train,deckard.base.experiment.Experiment,117cce9e5bd0a3bf6ce1ccd2cd8d1743,Truthseeker,cpu,117cce9e5bd0a3bf6ce1ccd2cd8d1743,117cce9e5bd0a3bf6ce1ccd2cd8d1743,k-KNN,117cce9e5bd0a3bf6ce1ccd2cd8d1743,117cce9e5bd0a3bf6ce1ccd2cd8d1743,0.55,15.542697252913166,cpu,1725635563.403238,1725635530.7649205,35.34192484,0.3534192484,cpu,1725635530.764766,1725635513.8287945,18.30869736,0.1830869736,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,10,True,True,100,100,deckard.base.files.FileConfig,data,b130b08195a3f3929d5b133fc8ddce92,.pkl,truthseeker,117cce9e5bd0a3bf6ce1ccd2cd8d1743,predictions.json,reports/gzip_knn/100/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,10,True,True,100,100,BotScoreBinary,brute,3,1,LZMA,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
ae679abda62e1f55972cb756300f8cba,train,deckard.base.experiment.Experiment,ae679abda62e1f55972cb756300f8cba,Truthseeker,cpu,ae679abda62e1f55972cb756300f8cba,ae679abda62e1f55972cb756300f8cba,k-KNN,ae679abda62e1f55972cb756300f8cba,ae679abda62e1f55972cb756300f8cba,0.5,17.269787996170436,cpu,1725635912.8396308,1725635912.1282454,0.73415583,0.0073415583,cpu,1725635912.127906,1725635911.7406487,0.3937436,0.003937436,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,10,True,True,100,100,deckard.base.files.FileConfig,data,b130b08195a3f3929d5b133fc8ddce92,.pkl,truthseeker,ae679abda62e1f55972cb756300f8cba,predictions.json,reports/gzip_knn/100/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,10,True,True,100,100,BotScoreBinary,brute,1,1,Jaro-Winkler,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
af0749ded3057105aaa0d1934b1bf5cc,train,deckard.base.experiment.Experiment,af0749ded3057105aaa0d1934b1bf5cc,Truthseeker,cpu,af0749ded3057105aaa0d1934b1bf5cc,af0749ded3057105aaa0d1934b1bf5cc,k-KNN,af0749ded3057105aaa0d1934b1bf5cc,af0749ded3057105aaa0d1934b1bf5cc,0.52,16.578988480349317,cpu,1725635912.5842862,1725635911.93541,0.6625084,0.006625084,cpu,1725635911.9350822,1725635911.5298564,0.42649514,0.0042649514,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,10,True,True,100,100,deckard.base.files.FileConfig,data,b130b08195a3f3929d5b133fc8ddce92,.pkl,truthseeker,af0749ded3057105aaa0d1934b1bf5cc,predictions.json,reports/gzip_knn/100/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,10,True,True,100,100,BotScoreBinary,brute,1,1,Ratio,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
b412daaa906dcea40a409dd0606df3b5,train,deckard.base.experiment.Experiment,b412daaa906dcea40a409dd0606df3b5,Truthseeker,cpu,b412daaa906dcea40a409dd0606df3b5,b412daaa906dcea40a409dd0606df3b5,k-KNN,b412daaa906dcea40a409dd0606df3b5,b412daaa906dcea40a409dd0606df3b5,0.53,16.23344079691417,cpu,1725635515.494716,1725635514.2714546,1.38413038,0.0138413038,cpu,1725635514.271068,1725635513.830543,0.45262883,0.0045262883,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,10,True,True,100,100,deckard.base.files.FileConfig,data,b130b08195a3f3929d5b133fc8ddce92,.pkl,truthseeker,b412daaa906dcea40a409dd0606df3b5,predictions.json,reports/gzip_knn/100/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,10,True,True,100,100,BotScoreBinary,brute,3,1,Hamming,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
081cfb116912231997ae493cd9aeb797,train,deckard.base.experiment.Experiment,081cfb116912231997ae493cd9aeb797,Truthseeker,cpu,081cfb116912231997ae493cd9aeb797,081cfb116912231997ae493cd9aeb797,k-KNN,081cfb116912231997ae493cd9aeb797,081cfb116912231997ae493cd9aeb797,0.66,11.743351889729972,cpu,1725627916.6358309,1725627916.19705,0.64385127,0.0064385127,cpu,1725627916.196973,1725627916.0264778,0.19324065,0.0096620325,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,6,True,True,100,20,deckard.base.files.FileConfig,data,2ddb55cd0f2764b065676e2e82f384a5,.pkl,truthseeker,081cfb116912231997ae493cd9aeb797,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,6,True,True,100,20,BotScoreBinary,brute,7,1,BZ2,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
06344f3a0c18726acec8e46046831f1f,train,deckard.base.experiment.Experiment,06344f3a0c18726acec8e46046831f1f,Truthseeker,cpu,06344f3a0c18726acec8e46046831f1f,06344f3a0c18726acec8e46046831f1f,k-KNN,06344f3a0c18726acec8e46046831f1f,06344f3a0c18726acec8e46046831f1f,0.42,20.03273818425156,cpu,1725627897.7161975,1725627897.38529,0.38435954,0.0038435954,cpu,1725627897.385115,1725627897.2119718,0.18758808,0.009379404,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,7,True,True,100,20,deckard.base.files.FileConfig,data,5d2e3ba92d663070f2dc9d65b5518601,.pkl,truthseeker,06344f3a0c18726acec8e46046831f1f,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,7,True,True,100,20,BotScoreBinary,brute,5,1,ZSTD,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
05d7f06734bcb76c806a7edec97c3111,train,deckard.base.experiment.Experiment,05d7f06734bcb76c806a7edec97c3111,Truthseeker,cpu,05d7f06734bcb76c806a7edec97c3111,05d7f06734bcb76c806a7edec97c3111,k-KNN,05d7f06734bcb76c806a7edec97c3111,05d7f06734bcb76c806a7edec97c3111,0.53,16.23339282106836,cpu,1725627926.3530438,1725627925.9201713,0.63207937,0.0063207937,cpu,1725627925.920066,1725627925.7463803,0.20163422,0.010081711,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,20,deckard.base.files.FileConfig,data,f9c9ce03fe0595907b8824a43ca9a7e4,.pkl,truthseeker,05d7f06734bcb76c806a7edec97c3111,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,20,BotScoreBinary,brute,7,1,BZ2,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
03c8df7b0a4da11225b193a04a8e716f,train,deckard.base.experiment.Experiment,03c8df7b0a4da11225b193a04a8e716f,Truthseeker,cpu,03c8df7b0a4da11225b193a04a8e716f,03c8df7b0a4da11225b193a04a8e716f,k-KNN,03c8df7b0a4da11225b193a04a8e716f,03c8df7b0a4da11225b193a04a8e716f,0.49,17.61511978829943,cpu,1725627909.8206923,1725627906.668346,3.26471829,0.0326471829,cpu,1725627906.6682153,1725627906.2037027,0.46141296,0.023070648,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,9,True,True,100,20,deckard.base.files.FileConfig,data,7756953b1521226258990d1b0f2aa3e7,.pkl,truthseeker,03c8df7b0a4da11225b193a04a8e716f,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,9,True,True,100,20,BotScoreBinary,brute,1,1,SeqRatio,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
03ae7f971accc3a04991b9f077597f5f,train,deckard.base.experiment.Experiment,03ae7f971accc3a04991b9f077597f5f,Truthseeker,cpu,03ae7f971accc3a04991b9f077597f5f,03ae7f971accc3a04991b9f077597f5f,k-KNN,03ae7f971accc3a04991b9f077597f5f,03ae7f971accc3a04991b9f077597f5f,0.5,17.269684048504512,cpu,1725627881.7729454,1725627881.5811777,0.19969279,0.0019969279,cpu,1725627881.5808718,1725627881.5064893,0.07701209,0.0038506045,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,4,True,True,100,20,deckard.base.files.FileConfig,data,5686c22796975e9f38a5f203cc0bdf5a,.pkl,truthseeker,03ae7f971accc3a04991b9f077597f5f,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,4,True,True,100,20,BotScoreBinary,brute,1,1,Jaro-Winkler,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
ee466919878d24f7f372205851eb3a8b,train,deckard.base.experiment.Experiment,ee466919878d24f7f372205851eb3a8b,Truthseeker,cpu,ee466919878d24f7f372205851eb3a8b,ee466919878d24f7f372205851eb3a8b,k-KNN,ee466919878d24f7f372205851eb3a8b,ee466919878d24f7f372205851eb3a8b,0.41,20.378149936123567,cpu,1725627991.281174,1725627991.0908036,0.2049436,0.002049436,cpu,1725627991.0906868,1725627991.0008812,0.0845721,0.004228605,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,10,True,True,100,20,deckard.base.files.FileConfig,data,8562714d913d41831baa876dc66728f4,.pkl,truthseeker,ee466919878d24f7f372205851eb3a8b,predictions.json,reports/gzip_knn/20/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,10,True,True,100,20,BotScoreBinary,brute,7,1,Jaro,gzip_classifier.GzipKNN,Asymmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
d60ca4258aaeb05c10392bcf1a3d4b63,train,deckard.base.experiment.Experiment,d60ca4258aaeb05c10392bcf1a3d4b63,Truthseeker,cpu,d60ca4258aaeb05c10392bcf1a3d4b63,d60ca4258aaeb05c10392bcf1a3d4b63,k-KNN,d60ca4258aaeb05c10392bcf1a3d4b63,d60ca4258aaeb05c10392bcf1a3d4b63,0.38,21.414345211868092,cpu,1725627984.844317,1725627980.6832645,4.58609405,0.0458609405,cpu,1725627980.683102,1725627979.775615,0.97107292,0.048553646,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,3,True,True,100,20,deckard.base.files.FileConfig,data,9e2295aadc263df08dfcd7dfeba25453,.pkl,truthseeker,d60ca4258aaeb05c10392bcf1a3d4b63,predictions.json,reports/gzip_knn/20/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,3,True,True,100,20,BotScoreBinary,brute,7,1,LZMA,gzip_classifier.GzipKNN,Asymmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
caac124595d9bb0d9d48f0d99d44f057,train,deckard.base.experiment.Experiment,caac124595d9bb0d9d48f0d99d44f057,Truthseeker,cpu,caac124595d9bb0d9d48f0d99d44f057,caac124595d9bb0d9d48f0d99d44f057,k-KNN,caac124595d9bb0d9d48f0d99d44f057,caac124595d9bb0d9d48f0d99d44f057,0.65,12.088795625499191,cpu,1725627984.7929535,1725627980.695181,4.5029308,0.045029308,cpu,1725627980.6951015,1725627979.779813,1.00596979,0.0502984895,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,10,True,True,100,20,deckard.base.files.FileConfig,data,8562714d913d41831baa876dc66728f4,.pkl,truthseeker,caac124595d9bb0d9d48f0d99d44f057,predictions.json,reports/gzip_knn/20/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,10,True,True,100,20,BotScoreBinary,brute,7,1,LZMA,gzip_classifier.GzipKNN,Asymmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
a94878287b4a69aeebb9cb8261fdc611,train,deckard.base.experiment.Experiment,a94878287b4a69aeebb9cb8261fdc611,Truthseeker,cpu,a94878287b4a69aeebb9cb8261fdc611,a94878287b4a69aeebb9cb8261fdc611,k-KNN,a94878287b4a69aeebb9cb8261fdc611,a94878287b4a69aeebb9cb8261fdc611,0.52,16.578940504503507,cpu,1725628078.834771,1725628078.6517467,0.19391364,0.0019391364,cpu,1725628078.6516335,1725628078.5565128,0.08967365,0.0044836825,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,10,True,True,100,20,deckard.base.files.FileConfig,data,8562714d913d41831baa876dc66728f4,.pkl,truthseeker,a94878287b4a69aeebb9cb8261fdc611,predictions.json,reports/gzip_knn/20/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,10,True,True,100,20,BotScoreBinary,brute,3,1,Levenshtein,gzip_classifier.GzipKNN,Asymmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
a4e904aea6470880d08a677d1ebf37a4,train,deckard.base.experiment.Experiment,a4e904aea6470880d08a677d1ebf37a4,Truthseeker,cpu,a4e904aea6470880d08a677d1ebf37a4,a4e904aea6470880d08a677d1ebf37a4,k-KNN,a4e904aea6470880d08a677d1ebf37a4,a4e904aea6470880d08a677d1ebf37a4,0.52,16.57896449242641,cpu,1725628078.8090994,1725628078.6384373,0.18550985,0.0018550985,cpu,1725628078.6383238,1725628078.552278,0.08806649,0.0044033245,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,10,True,True,100,20,deckard.base.files.FileConfig,data,8562714d913d41831baa876dc66728f4,.pkl,truthseeker,a4e904aea6470880d08a677d1ebf37a4,predictions.json,reports/gzip_knn/20/symmetry_false,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,10,True,True,100,20,BotScoreBinary,brute,7,1,Levenshtein,gzip_classifier.GzipKNN,Asymmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla
