,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_dir,files.data_file,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model.library,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.C,model.init.class_weight,model.init.fit_intercept,Condensing Ratio,model.init.max_iter,Metric,model.init.name,model.init.penalty,model.init.solver,Symmetric,model.init.tol,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers,Condensing Method,model.init.modified
79dc3c937560438802a6964dd4d0fa95,train,deckard.base.experiment.Experiment,79dc3c937560438802a6964dd4d0fa95,Truthseeker,cpu,79dc3c937560438802a6964dd4d0fa95,79dc3c937560438802a6964dd4d0fa95,k-Logistic,79dc3c937560438802a6964dd4d0fa95,79dc3c937560438802a6964dd4d0fa95,0.56,15.197189549349533,cpu,1725745861.2514975,1725745855.2161534,7.31570368,0.0731570368,cpu,1725745855.2160697,1725745839.331353,19.17815049,0.03835630098,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,500,deckard.base.files.FileConfig,data,0904d824431add11eeae680646cc6fb4,.pkl,truthseeker,79dc3c937560438802a6964dd4d0fa95,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,500,BotScoreBinary,95.61698578983037,balanced,True,1,1000,GZIP,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0001281758040947,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
803d2f1800e39a219012ef9b85efd0a7,train,deckard.base.experiment.Experiment,803d2f1800e39a219012ef9b85efd0a7,Truthseeker,cpu,803d2f1800e39a219012ef9b85efd0a7,803d2f1800e39a219012ef9b85efd0a7,k-Logistic,803d2f1800e39a219012ef9b85efd0a7,803d2f1800e39a219012ef9b85efd0a7,0.53,16.233408813016965,cpu,1725744423.63659,1725744416.443449,11.96465814,0.1196465814,cpu,1725744416.4433644,1725744397.4738977,30.89710394,0.06179420788,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,1,True,True,100,500,deckard.base.files.FileConfig,data,c3da79af1a3742077e52e856931bbc46,.pkl,truthseeker,803d2f1800e39a219012ef9b85efd0a7,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,1,True,True,100,500,BotScoreBinary,448.2070496733921,balanced,True,1,1000,BZ2,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0001560851381815,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
c3b444f61df01144f0cdc53dccd92490,train,deckard.base.experiment.Experiment,c3b444f61df01144f0cdc53dccd92490,Truthseeker,cpu,c3b444f61df01144f0cdc53dccd92490,c3b444f61df01144f0cdc53dccd92490,k-Logistic,c3b444f61df01144f0cdc53dccd92490,c3b444f61df01144f0cdc53dccd92490,0.5,17.26956410888998,cpu,1725745206.0520456,1725745201.4776883,4.79303748,0.0479303748,cpu,1725745201.4775774,1725745187.9015906,14.30068096,0.02860136192,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,500,deckard.base.files.FileConfig,data,0904d824431add11eeae680646cc6fb4,.pkl,truthseeker,c3b444f61df01144f0cdc53dccd92490,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,500,BotScoreBinary,275.8717318853158,balanced,True,1,1000,Jaro,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,8.912836104676084e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
c3e2224f2a82407b11705f86df48f52e,train,deckard.base.experiment.Experiment,c3e2224f2a82407b11705f86df48f52e,Truthseeker,cpu,c3e2224f2a82407b11705f86df48f52e,c3e2224f2a82407b11705f86df48f52e,k-Logistic,c3e2224f2a82407b11705f86df48f52e,c3e2224f2a82407b11705f86df48f52e,0.54,15.888005057119251,cpu,1725745175.250528,1725745169.358875,10.57344106,0.1057344106,cpu,1725745169.3587918,1725745152.1794555,29.20072372,0.05840144744,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,500,deckard.base.files.FileConfig,data,0904d824431add11eeae680646cc6fb4,.pkl,truthseeker,c3e2224f2a82407b11705f86df48f52e,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,500,BotScoreBinary,439.9354585605797,,True,1,1000,BZ2,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.000117308235098,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
c4028e2fc86818aaecba3c297906e512,train,deckard.base.experiment.Experiment,c4028e2fc86818aaecba3c297906e512,Truthseeker,cpu,c4028e2fc86818aaecba3c297906e512,c4028e2fc86818aaecba3c297906e512,k-Logistic,c4028e2fc86818aaecba3c297906e512,c4028e2fc86818aaecba3c297906e512,0.48,17.960379616659708,cpu,1725745802.4443605,1725745739.9777565,64.14437253,0.6414437253,cpu,1725745739.97743,1725745581.0134358,162.89391491,0.32578782982,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,500,deckard.base.files.FileConfig,data,0904d824431add11eeae680646cc6fb4,.pkl,truthseeker,c4028e2fc86818aaecba3c297906e512,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,500,BotScoreBinary,353.0659138311287,balanced,True,1,1000,SeqRatio,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0002099196234938,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
c4ae121d73b4434a40dfe3bcd5e35a4e,train,deckard.base.experiment.Experiment,c4ae121d73b4434a40dfe3bcd5e35a4e,Truthseeker,cpu,c4ae121d73b4434a40dfe3bcd5e35a4e,c4ae121d73b4434a40dfe3bcd5e35a4e,k-Logistic,c4ae121d73b4434a40dfe3bcd5e35a4e,c4ae121d73b4434a40dfe3bcd5e35a4e,0.54,15.888005057119251,cpu,1725744655.0801356,1725744648.5873652,11.3581074,0.113581074,cpu,1725744648.5872836,1725744631.002665,29.81311695,0.0596262339,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,500,deckard.base.files.FileConfig,data,0904d824431add11eeae680646cc6fb4,.pkl,truthseeker,c4ae121d73b4434a40dfe3bcd5e35a4e,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,500,BotScoreBinary,70.46488966107178,balanced,False,1,1000,BZ2,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0001119136787243,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
c5204b103daca1528beb80eb8647e508,train,deckard.base.experiment.Experiment,c5204b103daca1528beb80eb8647e508,Truthseeker,cpu,c5204b103daca1528beb80eb8647e508,c5204b103daca1528beb80eb8647e508,k-Logistic,c5204b103daca1528beb80eb8647e508,c5204b103daca1528beb80eb8647e508,0.42,20.032714196328648,cpu,1725746118.445161,1725746056.1990273,64.05024901,0.6405024901,cpu,1725746056.198664,1725745898.9765048,161.13468372,0.32226936744,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,500,deckard.base.files.FileConfig,data,0904d824431add11eeae680646cc6fb4,.pkl,truthseeker,c5204b103daca1528beb80eb8647e508,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,500,BotScoreBinary,4.652759239640062,balanced,True,1,1000,SeqRatio,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0001389920647303,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
cd9203d875dc697267addc69b2377624,train,deckard.base.experiment.Experiment,cd9203d875dc697267addc69b2377624,Truthseeker,cpu,cd9203d875dc697267addc69b2377624,cd9203d875dc697267addc69b2377624,k-Logistic,cd9203d875dc697267addc69b2377624,cd9203d875dc697267addc69b2377624,0.49,17.6149918527106,cpu,1725746116.9425943,1725746054.6937585,64.01473196,0.6401473196,cpu,1725746054.6925948,1725745898.9575157,159.82906845,0.3196581369,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,500,deckard.base.files.FileConfig,data,0904d824431add11eeae680646cc6fb4,.pkl,truthseeker,cd9203d875dc697267addc69b2377624,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,500,BotScoreBinary,0.0041814497308884,balanced,True,1,1000,SeqRatio,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0001534919003458,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
cf002b8ccf7361c8580d674c10369ae9,train,deckard.base.experiment.Experiment,cf002b8ccf7361c8580d674c10369ae9,Truthseeker,cpu,cf002b8ccf7361c8580d674c10369ae9,cf002b8ccf7361c8580d674c10369ae9,k-Logistic,cf002b8ccf7361c8580d674c10369ae9,cf002b8ccf7361c8580d674c10369ae9,0.43,19.68730244445664,cpu,1725745527.9865584,1725745524.0570073,4.04186097,0.0404186097,cpu,1725745524.0569236,1725745511.9793825,12.43136192,0.02486272384,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,500,deckard.base.files.FileConfig,data,0904d824431add11eeae680646cc6fb4,.pkl,truthseeker,cf002b8ccf7361c8580d674c10369ae9,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,500,BotScoreBinary,131.49459250488528,balanced,True,1,1000,Levenshtein,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0001462815304723,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
cfa3c15f54827f7351767c389493e629,train,deckard.base.experiment.Experiment,cfa3c15f54827f7351767c389493e629,Truthseeker,cpu,cfa3c15f54827f7351767c389493e629,cfa3c15f54827f7351767c389493e629,k-Logistic,cfa3c15f54827f7351767c389493e629,cfa3c15f54827f7351767c389493e629,0.57,14.851841765271931,cpu,1725745595.4760292,1725745592.0080042,3.58483001,0.0358483001,cpu,1725745592.0079207,1725745581.0133536,11.27290523,0.02254581046,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,6,True,True,100,500,deckard.base.files.FileConfig,data,e9675e8bba4abacf540b89bedf754e63,.pkl,truthseeker,cfa3c15f54827f7351767c389493e629,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,6,True,True,100,500,BotScoreBinary,19.480392138285502,balanced,True,1,1000,Ratio,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0001951003441577,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
d1a9882575d819a19f519bb158acf7da,train,deckard.base.experiment.Experiment,d1a9882575d819a19f519bb158acf7da,Truthseeker,cpu,d1a9882575d819a19f519bb158acf7da,d1a9882575d819a19f519bb158acf7da,k-Logistic,d1a9882575d819a19f519bb158acf7da,d1a9882575d819a19f519bb158acf7da,0.54,15.888005057119251,cpu,1725744950.7870135,1725744944.008248,11.49764418,0.1149764418,cpu,1725744944.0081632,1725744925.673597,30.1369534,0.0602739068,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,500,deckard.base.files.FileConfig,data,0904d824431add11eeae680646cc6fb4,.pkl,truthseeker,d1a9882575d819a19f519bb158acf7da,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,500,BotScoreBinary,158.58137931439217,balanced,True,1,1000,BZ2,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,9.213163298711651e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
d3341668ae933333091509a2f09a3b89,train,deckard.base.experiment.Experiment,d3341668ae933333091509a2f09a3b89,Truthseeker,cpu,d3341668ae933333091509a2f09a3b89,d3341668ae933333091509a2f09a3b89,k-Logistic,d3341668ae933333091509a2f09a3b89,d3341668ae933333091509a2f09a3b89,0.54,15.888005057119251,cpu,1725745180.711022,1725745173.914309,11.62055918,0.1162055918,cpu,1725745173.9142177,1725745156.7220335,29.29686876,0.05859373752,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,500,deckard.base.files.FileConfig,data,0904d824431add11eeae680646cc6fb4,.pkl,truthseeker,d3341668ae933333091509a2f09a3b89,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,500,BotScoreBinary,241.37543618902416,balanced,True,1,1000,BZ2,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0001140892987924,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
d3ea3aaf14fa42de5e3c8720bee1a6a6,train,deckard.base.experiment.Experiment,d3ea3aaf14fa42de5e3c8720bee1a6a6,Truthseeker,cpu,d3ea3aaf14fa42de5e3c8720bee1a6a6,d3ea3aaf14fa42de5e3c8720bee1a6a6,k-Logistic,d3ea3aaf14fa42de5e3c8720bee1a6a6,d3ea3aaf14fa42de5e3c8720bee1a6a6,0.54,15.888005057119251,cpu,1725744655.3713634,1725744648.7326598,11.53215912,0.1153215912,cpu,1725744648.7325792,1725744631.002841,29.95891389,0.05991782778,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,500,deckard.base.files.FileConfig,data,0904d824431add11eeae680646cc6fb4,.pkl,truthseeker,d3ea3aaf14fa42de5e3c8720bee1a6a6,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,500,BotScoreBinary,324.62396878613754,balanced,True,1,1000,BZ2,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,7.384967569662226e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
d5fafdd6d9b5c488da2faba467ca78e8,train,deckard.base.experiment.Experiment,d5fafdd6d9b5c488da2faba467ca78e8,Truthseeker,cpu,d5fafdd6d9b5c488da2faba467ca78e8,d5fafdd6d9b5c488da2faba467ca78e8,k-Logistic,d5fafdd6d9b5c488da2faba467ca78e8,d5fafdd6d9b5c488da2faba467ca78e8,0.53,16.23333684924825,cpu,1725744892.9287968,1725744827.8523924,74.46391618,0.7446391618,cpu,1725744827.851073,1725744662.300958,187.09278132,0.37418556264,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,500,deckard.base.files.FileConfig,data,0904d824431add11eeae680646cc6fb4,.pkl,truthseeker,d5fafdd6d9b5c488da2faba467ca78e8,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,500,BotScoreBinary,191.22963612559064,balanced,True,1,1000,LZMA,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0002056642071149,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
dd6a6d781c3ab34da17aee87dfec8e2b,train,deckard.base.experiment.Experiment,dd6a6d781c3ab34da17aee87dfec8e2b,Truthseeker,cpu,dd6a6d781c3ab34da17aee87dfec8e2b,dd6a6d781c3ab34da17aee87dfec8e2b,k-Logistic,dd6a6d781c3ab34da17aee87dfec8e2b,dd6a6d781c3ab34da17aee87dfec8e2b,0.54,15.888005057119251,cpu,1725744687.030355,1725744680.2727866,11.54156459,0.1154156459,cpu,1725744680.2726915,1725744662.352963,29.96632925,0.0599326585,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,500,deckard.base.files.FileConfig,data,0904d824431add11eeae680646cc6fb4,.pkl,truthseeker,dd6a6d781c3ab34da17aee87dfec8e2b,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,500,BotScoreBinary,112.29242617805382,balanced,True,1,1000,BZ2,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0002714292494633,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
c303cfba9329e6753603a276ae6a7058,train,deckard.base.experiment.Experiment,c303cfba9329e6753603a276ae6a7058,Truthseeker,cpu,c303cfba9329e6753603a276ae6a7058,c303cfba9329e6753603a276ae6a7058,k-Logistic,c303cfba9329e6753603a276ae6a7058,c303cfba9329e6753603a276ae6a7058,0.51,16.924192336889476,cpu,1725744655.0523524,1725744648.3247287,11.64249106,0.1164249106,cpu,1725744648.324636,1725744631.0027256,29.51406835,0.0590281367,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,500,deckard.base.files.FileConfig,data,0904d824431add11eeae680646cc6fb4,.pkl,truthseeker,c303cfba9329e6753603a276ae6a7058,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,500,BotScoreBinary,0.0504355745750937,balanced,True,1,1000,BZ2,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,6.827373076297199e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
e5930524b48190788cfce0fb179e417f,train,deckard.base.experiment.Experiment,e5930524b48190788cfce0fb179e417f,Truthseeker,cpu,e5930524b48190788cfce0fb179e417f,e5930524b48190788cfce0fb179e417f,k-Logistic,e5930524b48190788cfce0fb179e417f,e5930524b48190788cfce0fb179e417f,0.58,14.506446005348526,cpu,1725744423.9819274,1725744416.909445,11.73362027,0.1173362027,cpu,1725744416.9093635,1725744397.4788594,31.42072591,0.06284145182,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,4,True,True,100,500,deckard.base.files.FileConfig,data,a197ea077744cef793bdaafbd9d07342,.pkl,truthseeker,e5930524b48190788cfce0fb179e417f,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,4,True,True,100,500,BotScoreBinary,439.41293707421295,balanced,True,1,1000,BZ2,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.000149888469537,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
e750458a4efc69fdd4c2648f3c024c79,train,deckard.base.experiment.Experiment,e750458a4efc69fdd4c2648f3c024c79,Truthseeker,cpu,e750458a4efc69fdd4c2648f3c024c79,e750458a4efc69fdd4c2648f3c024c79,k-Logistic,e750458a4efc69fdd4c2648f3c024c79,e750458a4efc69fdd4c2648f3c024c79,0.5,17.26956410888998,cpu,1725745204.9221811,1725745200.796192,4.27985171,0.0427985171,cpu,1725745200.7960677,1725745187.873073,13.5017065,0.027003413,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,500,deckard.base.files.FileConfig,data,0904d824431add11eeae680646cc6fb4,.pkl,truthseeker,e750458a4efc69fdd4c2648f3c024c79,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,500,BotScoreBinary,275.70583591721856,balanced,True,1,1000,Jaro,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,8.609953857380189e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
e7508def1b80bbe4db21cd8b1c9d3462,train,deckard.base.experiment.Experiment,e7508def1b80bbe4db21cd8b1c9d3462,Truthseeker,cpu,e7508def1b80bbe4db21cd8b1c9d3462,e7508def1b80bbe4db21cd8b1c9d3462,k-Logistic,e7508def1b80bbe4db21cd8b1c9d3462,e7508def1b80bbe4db21cd8b1c9d3462,0.54,15.888005057119251,cpu,1725746146.504108,1725746139.9828198,11.351379,0.11351379,cpu,1725746139.9827116,1725746122.1043756,29.96002778,0.05992005556,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,500,deckard.base.files.FileConfig,data,0904d824431add11eeae680646cc6fb4,.pkl,truthseeker,e7508def1b80bbe4db21cd8b1c9d3462,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,500,BotScoreBinary,67.35585279357339,balanced,True,1,1000,BZ2,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,5.458460740306948e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
ea5640a1eb6343dc3d05dafe65a71e54,train,deckard.base.experiment.Experiment,ea5640a1eb6343dc3d05dafe65a71e54,Truthseeker,cpu,ea5640a1eb6343dc3d05dafe65a71e54,ea5640a1eb6343dc3d05dafe65a71e54,k-Logistic,ea5640a1eb6343dc3d05dafe65a71e54,ea5640a1eb6343dc3d05dafe65a71e54,0.54,15.888005057119251,cpu,1725744686.824377,1725744680.054724,11.5379556,0.115379556,cpu,1725744680.0546265,1725744662.1854296,29.89731557,0.05979463114,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,500,deckard.base.files.FileConfig,data,0904d824431add11eeae680646cc6fb4,.pkl,truthseeker,ea5640a1eb6343dc3d05dafe65a71e54,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,500,BotScoreBinary,50.98832762928572,balanced,True,1,1000,BZ2,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,4.158842563056678e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
eb50b2a7ee3dc807b2e40f9ee0c8fb38,train,deckard.base.experiment.Experiment,eb50b2a7ee3dc807b2e40f9ee0c8fb38,Truthseeker,cpu,eb50b2a7ee3dc807b2e40f9ee0c8fb38,eb50b2a7ee3dc807b2e40f9ee0c8fb38,k-Logistic,eb50b2a7ee3dc807b2e40f9ee0c8fb38,eb50b2a7ee3dc807b2e40f9ee0c8fb38,0.59,14.161034253476512,cpu,1725744390.265406,1725744383.6706057,11.39779502,0.1139779502,cpu,1725744383.6705005,1725744365.5915003,30.20287561,0.06040575122,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,9,True,True,100,500,deckard.base.files.FileConfig,data,425ba4f5b9c721aee213f905db92d4ae,.pkl,truthseeker,eb50b2a7ee3dc807b2e40f9ee0c8fb38,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,9,True,True,100,500,BotScoreBinary,282.21923064459713,balanced,True,1,1000,BZ2,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0001108424307151,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
ec307d566955b9ea02096acf716060bf,train,deckard.base.experiment.Experiment,ec307d566955b9ea02096acf716060bf,Truthseeker,cpu,ec307d566955b9ea02096acf716060bf,ec307d566955b9ea02096acf716060bf,k-Logistic,ec307d566955b9ea02096acf716060bf,ec307d566955b9ea02096acf716060bf,0.56,15.197189549349533,cpu,1725745859.1512904,1725745852.9750414,7.50206802,0.0750206802,cpu,1725745852.9749515,1725745837.5656264,18.58865214,0.03717730428,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,500,deckard.base.files.FileConfig,data,0904d824431add11eeae680646cc6fb4,.pkl,truthseeker,ec307d566955b9ea02096acf716060bf,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,500,BotScoreBinary,88.10598836676257,balanced,True,1,1000,GZIP,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0001159887173216,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
ec7247f4de1b87c20eafc11a721e4d26,train,deckard.base.experiment.Experiment,ec7247f4de1b87c20eafc11a721e4d26,Truthseeker,cpu,ec7247f4de1b87c20eafc11a721e4d26,ec7247f4de1b87c20eafc11a721e4d26,k-Logistic,ec7247f4de1b87c20eafc11a721e4d26,ec7247f4de1b87c20eafc11a721e4d26,0.51,16.924256304683894,cpu,1725745504.760225,1725745414.4626577,100.44357531,1.0044357531,cpu,1725745414.4611273,1725745187.9059188,250.16178093,0.50032356186,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,5,True,True,100,500,deckard.base.files.FileConfig,data,9c6414779dfed5e27bd5aec9651de82d,.pkl,truthseeker,ec7247f4de1b87c20eafc11a721e4d26,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,5,True,True,100,500,BotScoreBinary,210.6069336206573,balanced,True,1,1000,LZMA,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,8.155680694587187e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
ef25f1020a8294e5a6f86cab799cd583,train,deckard.base.experiment.Experiment,ef25f1020a8294e5a6f86cab799cd583,Truthseeker,cpu,ef25f1020a8294e5a6f86cab799cd583,ef25f1020a8294e5a6f86cab799cd583,k-Logistic,ef25f1020a8294e5a6f86cab799cd583,ef25f1020a8294e5a6f86cab799cd583,0.48,17.960379616659708,cpu,1725744617.7877274,1725744556.442369,62.86838717,0.6286838717,cpu,1725744556.4419532,1725744397.4791217,163.2402486,0.3264804972,raw_data/truthseeker_undersampled_8000.csv,BotScoreBinary,2,True,True,100,500,deckard.base.files.FileConfig,data,0904d824431add11eeae680646cc6fb4,.pkl,truthseeker,ef25f1020a8294e5a6f86cab799cd583,predictions.json,reports/gzip_logistic/500/symmetry_true,score_dict.json,train,sklearn,raw_data/truthseeker_undersampled_8000.csv,2,True,True,100,500,BotScoreBinary,167.24650626750832,balanced,True,1,1000,SeqRatio,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,7.125060745023991e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random,Vanilla
