,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data.drop,data.name,data.target,data.sample.random_state,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_dir,files.data_file,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model.library,model.data.drop,model.data.name,model.data.sample.random_state,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.C,model.init.class_weight,model.init.fit_intercept,Condensing Ratio,model.init.max_iter,Metric,model.init.modified,model.init.name,model.init.penalty,model.init.solver,Symmetric,model.init.tol,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers,Condensing Method
0726e41dd23cd67f6906a4bbb23df92e,train,deckard.base.experiment.Experiment,0726e41dd23cd67f6906a4bbb23df92e,KDD NSL,cpu,0726e41dd23cd67f6906a4bbb23df92e,0726e41dd23cd67f6906a4bbb23df92e,k-Logistic,0726e41dd23cd67f6906a4bbb23df92e,0726e41dd23cd67f6906a4bbb23df92e,0.955,1.554266926700312,cpu,1725766454.340269,1725766270.8411062,194.63102479,0.486577561975,cpu,1725766270.8409307,1725766246.548782,25.94521668,0.2594521668,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,2,True,400,100,deckard.base.files.FileConfig,data,89c1c8300167d03139e806fd444fd5dd,.pkl,kdd_nsl,0726e41dd23cd67f6906a4bbb23df92e,predictions.json,reports/modified//gzip_logistic/100/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,2,True,400,100,label,24.8472371686246,balanced,False,1,1000,LZMA,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0002685918382048,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
c2300039c04c27d0295a17ae1ceeff00,train,deckard.base.experiment.Experiment,c2300039c04c27d0295a17ae1ceeff00,KDD NSL,cpu,c2300039c04c27d0295a17ae1ceeff00,c2300039c04c27d0295a17ae1ceeff00,k-Logistic,c2300039c04c27d0295a17ae1ceeff00,c2300039c04c27d0295a17ae1ceeff00,0.88,4.144669159337886,cpu,1725795419.498565,1725795278.0537755,145.38714174,0.36346785435,cpu,1725795278.053127,1725795204.0221057,75.50993853,0.2516997951,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,7,True,400,300,deckard.base.files.FileConfig,data,947188ea299e1cb88d7c02a697244de5,.pkl,kdd_nsl,c2300039c04c27d0295a17ae1ceeff00,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,7,True,400,300,label,320.4945513650303,balanced,False,1,1000,SeqRatio,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0001172444373624,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
c0ebd736e4a7fc1103522780e4f57097,train,deckard.base.experiment.Experiment,c0ebd736e4a7fc1103522780e4f57097,KDD NSL,cpu,c0ebd736e4a7fc1103522780e4f57097,c0ebd736e4a7fc1103522780e4f57097,k-Logistic,c0ebd736e4a7fc1103522780e4f57097,c0ebd736e4a7fc1103522780e4f57097,0.9675,1.122526224783202,cpu,1725793478.2377462,1725793405.8821976,76.25858038,0.19064645095,cpu,1725793405.8814712,1725793377.559108,29.75968496,0.0991989498666666,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,2,True,400,300,deckard.base.files.FileConfig,data,732aa8b36e70c6ba892fcbbf70092739,.pkl,kdd_nsl,c0ebd736e4a7fc1103522780e4f57097,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,2,True,400,300,label,20.87734628990275,balanced,False,1,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0001649245465565,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
c0cf9c74baa350e1df52bbe7f64c0004,train,deckard.base.experiment.Experiment,c0cf9c74baa350e1df52bbe7f64c0004,KDD NSL,cpu,c0cf9c74baa350e1df52bbe7f64c0004,c0cf9c74baa350e1df52bbe7f64c0004,k-Logistic,c0cf9c74baa350e1df52bbe7f64c0004,c0cf9c74baa350e1df52bbe7f64c0004,0.9725,0.9498243468343468,cpu,1725795201.088696,1725795129.4012003,75.66570625,0.189164265625,cpu,1725795129.4011126,1725795099.6552258,31.37667014,0.1045889004666666,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,7,True,400,300,deckard.base.files.FileConfig,data,947188ea299e1cb88d7c02a697244de5,.pkl,kdd_nsl,c0cf9c74baa350e1df52bbe7f64c0004,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,7,True,400,300,label,426.1916480944873,balanced,False,1,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,7.755781213993126e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
c0c4fa08a0f98a1c3e4c413636886b22,train,deckard.base.experiment.Experiment,c0c4fa08a0f98a1c3e4c413636886b22,KDD NSL,cpu,c0c4fa08a0f98a1c3e4c413636886b22,c0c4fa08a0f98a1c3e4c413636886b22,k-Logistic,c0c4fa08a0f98a1c3e4c413636886b22,c0c4fa08a0f98a1c3e4c413636886b22,0.855,5.008234520902277,cpu,1725795518.184583,1725795451.7497838,67.77396047,0.169434901175,cpu,1725795451.7497082,1725795424.5898125,27.72083327,0.0924027775666666,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,7,True,400,300,deckard.base.files.FileConfig,data,947188ea299e1cb88d7c02a697244de5,.pkl,kdd_nsl,c0c4fa08a0f98a1c3e4c413636886b22,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,7,True,400,300,label,205.4396436213021,balanced,False,1,1000,Hamming,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,7.323937337997083e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
c0183e7685773f1a0d7970c0ea3612e0,train,deckard.base.experiment.Experiment,c0183e7685773f1a0d7970c0ea3612e0,KDD NSL,cpu,c0183e7685773f1a0d7970c0ea3612e0,c0183e7685773f1a0d7970c0ea3612e0,k-Logistic,c0183e7685773f1a0d7970c0ea3612e0,c0183e7685773f1a0d7970c0ea3612e0,0.9725,0.9498243468343468,cpu,1725795094.1769142,1725795023.8010917,74.17467124,0.1854366781,cpu,1725795023.8010018,1725794994.3524868,31.02307046,0.1034102348666666,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,7,True,400,300,deckard.base.files.FileConfig,data,947188ea299e1cb88d7c02a697244de5,.pkl,kdd_nsl,c0183e7685773f1a0d7970c0ea3612e0,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,7,True,400,300,label,700.3605055282051,balanced,False,1,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,9.25504041221584e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
bf5c53e19108831170858c865367362c,train,deckard.base.experiment.Experiment,bf5c53e19108831170858c865367362c,KDD NSL,cpu,bf5c53e19108831170858c865367362c,bf5c53e19108831170858c865367362c,k-Logistic,bf5c53e19108831170858c865367362c,bf5c53e19108831170858c865367362c,0.9725,0.9498243468343468,cpu,1725794776.043009,1725794703.9560275,75.99755329,0.189993883225,cpu,1725794703.9559429,1725794674.7220736,30.86523502,0.1028841167333333,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,7,True,400,300,deckard.base.files.FileConfig,data,947188ea299e1cb88d7c02a697244de5,.pkl,kdd_nsl,bf5c53e19108831170858c865367362c,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,7,True,400,300,label,594.490441508104,balanced,False,1,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.000125664448989,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
b8bc604a7452831ff165e447bdf1fe34,train,deckard.base.experiment.Experiment,b8bc604a7452831ff165e447bdf1fe34,KDD NSL,cpu,b8bc604a7452831ff165e447bdf1fe34,b8bc604a7452831ff165e447bdf1fe34,k-Logistic,b8bc604a7452831ff165e447bdf1fe34,b8bc604a7452831ff165e447bdf1fe34,0.9725,0.9498243468343468,cpu,1725795199.029639,1725795128.9245863,73.96358238,0.18490895595,cpu,1725795128.9245086,1725795099.6510077,30.83607009,0.1027869003,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,7,True,400,300,deckard.base.files.FileConfig,data,947188ea299e1cb88d7c02a697244de5,.pkl,kdd_nsl,b8bc604a7452831ff165e447bdf1fe34,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,7,True,400,300,label,716.6621054556078,balanced,False,1,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,7.334541621336913e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
b7a7551e868c07efa3d7abe6665c37ce,train,deckard.base.experiment.Experiment,b7a7551e868c07efa3d7abe6665c37ce,KDD NSL,cpu,b7a7551e868c07efa3d7abe6665c37ce,b7a7551e868c07efa3d7abe6665c37ce,k-Logistic,b7a7551e868c07efa3d7abe6665c37ce,b7a7551e868c07efa3d7abe6665c37ce,0.9725,0.9498243468343468,cpu,1725795515.5010748,1725795451.0475433,67.83010801,0.169575270025,cpu,1725795451.0474348,1725795424.6082375,27.87442246,0.0929147415333333,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,7,True,400,300,deckard.base.files.FileConfig,data,947188ea299e1cb88d7c02a697244de5,.pkl,kdd_nsl,b7a7551e868c07efa3d7abe6665c37ce,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,7,True,400,300,label,238.3055094640815,balanced,False,1,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,3.348315079233443e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
b33b40b7514b3230f3e32297cb5fe07e,train,deckard.base.experiment.Experiment,b33b40b7514b3230f3e32297cb5fe07e,KDD NSL,cpu,b33b40b7514b3230f3e32297cb5fe07e,b33b40b7514b3230f3e32297cb5fe07e,k-Logistic,b33b40b7514b3230f3e32297cb5fe07e,b33b40b7514b3230f3e32297cb5fe07e,0.9675,1.122526224783202,cpu,1725793803.3413825,1725793731.663457,75.60480146,0.18901200365,cpu,1725793731.663355,1725793703.5600374,29.53002164,0.0984334054666666,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,2,True,400,300,deckard.base.files.FileConfig,data,732aa8b36e70c6ba892fcbbf70092739,.pkl,kdd_nsl,b33b40b7514b3230f3e32297cb5fe07e,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,2,True,400,300,label,19.37365095286856,balanced,False,1,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0001890926091262,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
b32c2a660ab7919de45475f472035c01,train,deckard.base.experiment.Experiment,b32c2a660ab7919de45475f472035c01,KDD NSL,cpu,b32c2a660ab7919de45475f472035c01,b32c2a660ab7919de45475f472035c01,k-Logistic,b32c2a660ab7919de45475f472035c01,b32c2a660ab7919de45475f472035c01,0.9725,0.9498243468343468,cpu,1725794988.0060613,1725794916.2124634,75.68871021,0.189221775525,cpu,1725794916.212387,1725794886.5146542,31.35235169,0.1045078389666666,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,7,True,400,300,deckard.base.files.FileConfig,data,947188ea299e1cb88d7c02a697244de5,.pkl,kdd_nsl,b32c2a660ab7919de45475f472035c01,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,7,True,400,300,label,407.5679068875481,balanced,False,1,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,7.121037754328727e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
b075bed174a7501f9de9560675cbad35,train,deckard.base.experiment.Experiment,b075bed174a7501f9de9560675cbad35,KDD NSL,cpu,b075bed174a7501f9de9560675cbad35,b075bed174a7501f9de9560675cbad35,k-Logistic,b075bed174a7501f9de9560675cbad35,b075bed174a7501f9de9560675cbad35,0.9725,0.9498243468343468,cpu,1725794349.9876337,1725794277.432805,76.48073049,0.191201826225,cpu,1725794277.4327283,1725794247.717314,31.33590672,0.1044530224,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,7,True,400,300,deckard.base.files.FileConfig,data,947188ea299e1cb88d7c02a697244de5,.pkl,kdd_nsl,b075bed174a7501f9de9560675cbad35,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,7,True,400,300,label,378.1070095809986,balanced,False,1,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0001268149805682,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
afc3c16bd4bf37cf0cfd8c6caec0e94b,train,deckard.base.experiment.Experiment,afc3c16bd4bf37cf0cfd8c6caec0e94b,KDD NSL,cpu,afc3c16bd4bf37cf0cfd8c6caec0e94b,afc3c16bd4bf37cf0cfd8c6caec0e94b,k-Logistic,afc3c16bd4bf37cf0cfd8c6caec0e94b,afc3c16bd4bf37cf0cfd8c6caec0e94b,0.965,1.2088731657704788,cpu,1725793344.266992,1725792873.1168609,499.42742504,1.2485685626,cpu,1725792873.1162112,1725792682.6269126,202.16662674,0.6738887558,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,2,True,400,300,deckard.base.files.FileConfig,data,732aa8b36e70c6ba892fcbbf70092739,.pkl,kdd_nsl,afc3c16bd4bf37cf0cfd8c6caec0e94b,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,2,True,400,300,label,22.25252888531141,balanced,False,1,1000,LZMA,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.000442451318717,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
acd8aea7964b4d09ab3373890249f02a,train,deckard.base.experiment.Experiment,acd8aea7964b4d09ab3373890249f02a,KDD NSL,cpu,acd8aea7964b4d09ab3373890249f02a,acd8aea7964b4d09ab3373890249f02a,k-Logistic,acd8aea7964b4d09ab3373890249f02a,acd8aea7964b4d09ab3373890249f02a,0.97,1.0361752858087745,cpu,1725793364.8493214,1725792866.7895403,529.21788095,1.323044702375,cpu,1725792866.7874703,1725792682.5260465,195.35817262,0.6511939087333334,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,2,True,400,300,deckard.base.files.FileConfig,data,732aa8b36e70c6ba892fcbbf70092739,.pkl,kdd_nsl,acd8aea7964b4d09ab3373890249f02a,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,2,True,400,300,label,18.48503058414736,balanced,False,1,1000,LZMA,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0006481743881353,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
c291e1fc454fb7d4c461c4952f3c34ba,train,deckard.base.experiment.Experiment,c291e1fc454fb7d4c461c4952f3c34ba,KDD NSL,cpu,c291e1fc454fb7d4c461c4952f3c34ba,c291e1fc454fb7d4c461c4952f3c34ba,k-Logistic,c291e1fc454fb7d4c461c4952f3c34ba,c291e1fc454fb7d4c461c4952f3c34ba,0.9725,0.9498243468343468,cpu,1725794778.4868195,1725794704.2033572,78.4666373,0.19616659325,cpu,1725794704.203277,1725794674.7306352,31.07679256,0.1035893085333333,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,7,True,400,300,deckard.base.files.FileConfig,data,947188ea299e1cb88d7c02a697244de5,.pkl,kdd_nsl,c291e1fc454fb7d4c461c4952f3c34ba,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,7,True,400,300,label,553.4258893169466,balanced,False,1,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,8.46454856768947e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
acd6fa72020e2d44d6c17605044ca2eb,train,deckard.base.experiment.Experiment,acd6fa72020e2d44d6c17605044ca2eb,KDD NSL,cpu,acd6fa72020e2d44d6c17605044ca2eb,acd6fa72020e2d44d6c17605044ca2eb,k-Logistic,acd6fa72020e2d44d6c17605044ca2eb,acd6fa72020e2d44d6c17605044ca2eb,0.9725,0.9498243468343468,cpu,1725794666.4800131,1725794596.0322917,74.1935295,0.18548382375,cpu,1725794596.0322175,1725794566.702677,30.88143869,0.1029381289666666,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,7,True,400,300,deckard.base.files.FileConfig,data,947188ea299e1cb88d7c02a697244de5,.pkl,kdd_nsl,acd6fa72020e2d44d6c17605044ca2eb,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,7,True,400,300,label,386.8957618270064,balanced,False,1,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,6.151545985878003e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
abc73f9b401570bbd9b23cef9e73221b,train,deckard.base.experiment.Experiment,abc73f9b401570bbd9b23cef9e73221b,KDD NSL,cpu,abc73f9b401570bbd9b23cef9e73221b,abc73f9b401570bbd9b23cef9e73221b,k-Logistic,abc73f9b401570bbd9b23cef9e73221b,abc73f9b401570bbd9b23cef9e73221b,0.9725,0.9498243468343468,cpu,1725794458.55954,1725794384.583529,78.13018035,0.195325450875,cpu,1725794384.5834494,1725794355.118593,31.05683938,0.1035227979333333,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,7,True,400,300,deckard.base.files.FileConfig,data,947188ea299e1cb88d7c02a697244de5,.pkl,kdd_nsl,abc73f9b401570bbd9b23cef9e73221b,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,7,True,400,300,label,306.63716857729474,balanced,False,1,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,8.985458848435586e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
ab5264fc1462d62028d9b4724346cc8e,train,deckard.base.experiment.Experiment,ab5264fc1462d62028d9b4724346cc8e,KDD NSL,cpu,ab5264fc1462d62028d9b4724346cc8e,ab5264fc1462d62028d9b4724346cc8e,k-Logistic,ab5264fc1462d62028d9b4724346cc8e,ab5264fc1462d62028d9b4724346cc8e,0.855,5.008234520902277,cpu,1725795517.4475763,1725795451.879521,66.84379604,0.1671094901,cpu,1725795451.879439,1725795424.613312,27.86297246,0.0928765748666666,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,7,True,400,300,deckard.base.files.FileConfig,data,947188ea299e1cb88d7c02a697244de5,.pkl,kdd_nsl,ab5264fc1462d62028d9b4724346cc8e,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,7,True,400,300,label,258.67259003622127,balanced,False,1,1000,Hamming,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,6.671215130592011e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
aa26ac6421d96a665bb26c967cb58734,train,deckard.base.experiment.Experiment,aa26ac6421d96a665bb26c967cb58734,KDD NSL,cpu,aa26ac6421d96a665bb26c967cb58734,aa26ac6421d96a665bb26c967cb58734,k-Logistic,aa26ac6421d96a665bb26c967cb58734,aa26ac6421d96a665bb26c967cb58734,0.9725,0.9498243468343468,cpu,1725794456.7341022,1725794383.344515,77.45054913,0.193626372825,cpu,1725794383.3444293,1725794355.0821924,29.69815525,0.0989938508333333,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,7,True,400,300,deckard.base.files.FileConfig,data,947188ea299e1cb88d7c02a697244de5,.pkl,kdd_nsl,aa26ac6421d96a665bb26c967cb58734,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,7,True,400,300,label,357.4151805795286,balanced,False,1,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0001087658562852,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
a8107b2e1dc5203f9a000d7843757cf0,train,deckard.base.experiment.Experiment,a8107b2e1dc5203f9a000d7843757cf0,KDD NSL,cpu,a8107b2e1dc5203f9a000d7843757cf0,a8107b2e1dc5203f9a000d7843757cf0,k-Logistic,a8107b2e1dc5203f9a000d7843757cf0,a8107b2e1dc5203f9a000d7843757cf0,0.9725,0.9498243468343468,cpu,1725794348.763645,1725794277.2003655,75.55017972,0.1888754493,cpu,1725794277.2002895,1725794247.7182686,31.05103926,0.1035034642,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,7,True,400,300,deckard.base.files.FileConfig,data,947188ea299e1cb88d7c02a697244de5,.pkl,kdd_nsl,a8107b2e1dc5203f9a000d7843757cf0,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,7,True,400,300,label,409.4604968481275,balanced,False,1,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0001194540061506,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
a5bdf81a126cdfdc214ffcc1d57365c6,train,deckard.base.experiment.Experiment,a5bdf81a126cdfdc214ffcc1d57365c6,KDD NSL,cpu,a5bdf81a126cdfdc214ffcc1d57365c6,a5bdf81a126cdfdc214ffcc1d57365c6,k-Logistic,a5bdf81a126cdfdc214ffcc1d57365c6,a5bdf81a126cdfdc214ffcc1d57365c6,0.9725,0.9498243468343468,cpu,1725794239.5784452,1725794168.1317334,75.5508059,0.18887701475,cpu,1725794168.1316445,1725794138.3507602,31.45237559,0.1048412519666666,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,7,True,400,300,deckard.base.files.FileConfig,data,947188ea299e1cb88d7c02a697244de5,.pkl,kdd_nsl,a5bdf81a126cdfdc214ffcc1d57365c6,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,7,True,400,300,label,262.8899405488739,balanced,False,1,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0001490346690058,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
a5a48f4632e0891d29efa1fff44b6ec3,train,deckard.base.experiment.Experiment,a5a48f4632e0891d29efa1fff44b6ec3,KDD NSL,cpu,a5a48f4632e0891d29efa1fff44b6ec3,a5a48f4632e0891d29efa1fff44b6ec3,k-Logistic,a5a48f4632e0891d29efa1fff44b6ec3,a5a48f4632e0891d29efa1fff44b6ec3,0.9725,0.9498243468343468,cpu,1725794667.4799418,1725794596.382858,75.08887903,0.187722197575,cpu,1725794596.3827803,1725794566.6916292,31.33716815,0.1044572271666666,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,7,True,400,300,deckard.base.files.FileConfig,data,947188ea299e1cb88d7c02a697244de5,.pkl,kdd_nsl,a5a48f4632e0891d29efa1fff44b6ec3,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,7,True,400,300,label,323.4596255980645,balanced,False,1,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,7.686488530714399e-05,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
a40815da6fe0fe2a0f9905b6bb930c20,train,deckard.base.experiment.Experiment,a40815da6fe0fe2a0f9905b6bb930c20,KDD NSL,cpu,a40815da6fe0fe2a0f9905b6bb930c20,a40815da6fe0fe2a0f9905b6bb930c20,k-Logistic,a40815da6fe0fe2a0f9905b6bb930c20,a40815da6fe0fe2a0f9905b6bb930c20,0.9575,1.4679119897387332,cpu,1725793475.4684882,1725793409.031113,70.02086701,0.175052167525,cpu,1725793409.03099,1725793379.596954,31.03532716,0.1034510905333333,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,6,True,400,300,deckard.base.files.FileConfig,data,4b5c14fb50faf0e10634a953593ce798,.pkl,kdd_nsl,a40815da6fe0fe2a0f9905b6bb930c20,predictions.json,reports/modified//gzip_logistic/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,6,True,400,300,label,86.10923826639655,balanced,False,1,1000,GZIP,Modified,gzip_classifier.GzipLogisticRegressor,l2,saga,Symmetric,0.0006369351121403,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor,Random
