,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data.drop,data.name,data.target,data.sample.random_state,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_dir,files.data_file,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model.library,model.data.drop,model.data.name,model.data.sample.random_state,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.algorithm,model.init.k,Condensing Ratio,Metric,model.init.modified,model.init.name,Symmetric,model.init.weights,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers,Condensing Method
1bb953cc640258edfa81b7070edf0808,train,deckard.base.experiment.Experiment,1bb953cc640258edfa81b7070edf0808,KDD NSL,cpu,1bb953cc640258edfa81b7070edf0808,1bb953cc640258edfa81b7070edf0808,k-KNN,1bb953cc640258edfa81b7070edf0808,1bb953cc640258edfa81b7070edf0808,0.9475,1.813315745636444,cpu,1725763295.5425396,1725763275.8312733,20.09983907,0.050249597675,cpu,1725763275.8310192,1725763273.3176138,2.55130206,0.0255130206,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,10,True,400,100,deckard.base.files.FileConfig,data,0b7107dee215b7089e95174372ff37d2,.pkl,kdd_nsl,1bb953cc640258edfa81b7070edf0808,predictions.json,reports/modified//gzip_knn/100/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,10,True,400,100,label,brute,5,1,Levenshtein,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
c261e695c7d0760d5c7f9cfbf6a79378,train,deckard.base.experiment.Experiment,c261e695c7d0760d5c7f9cfbf6a79378,KDD NSL,cpu,c261e695c7d0760d5c7f9cfbf6a79378,c261e695c7d0760d5c7f9cfbf6a79378,k-KNN,c261e695c7d0760d5c7f9cfbf6a79378,c261e695c7d0760d5c7f9cfbf6a79378,0.91,3.1085018695034154,cpu,1725755909.8025749,1725755904.500299,5.91645559,0.014791138975,cpu,1725755904.5001972,1725755904.2570894,0.26063132,0.013031566,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,10,True,400,20,deckard.base.files.FileConfig,data,ef005e04975437479422a5f344a1d198,.pkl,kdd_nsl,c261e695c7d0760d5c7f9cfbf6a79378,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,10,True,400,20,label,brute,5,1,BZ2,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
c2ac5af0e67e12a815cb8ed99a029b23,train,deckard.base.experiment.Experiment,c2ac5af0e67e12a815cb8ed99a029b23,KDD NSL,cpu,c2ac5af0e67e12a815cb8ed99a029b23,c2ac5af0e67e12a815cb8ed99a029b23,k-KNN,c2ac5af0e67e12a815cb8ed99a029b23,c2ac5af0e67e12a815cb8ed99a029b23,0.8825,4.058348205267091,cpu,1725756099.0506024,1725756083.9364796,16.91783108,0.0422945777,cpu,1725756083.936226,1725756083.3532393,0.61280446,0.030640223,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,4,True,400,20,deckard.base.files.FileConfig,data,7b4f63311231ea52cc55858dddd898ef,.pkl,kdd_nsl,c2ac5af0e67e12a815cb8ed99a029b23,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,4,True,400,20,label,brute,7,1,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
c5b5ab542ca3468dfa0efefd1654f5d2,train,deckard.base.experiment.Experiment,c5b5ab542ca3468dfa0efefd1654f5d2,KDD NSL,cpu,c5b5ab542ca3468dfa0efefd1654f5d2,c5b5ab542ca3468dfa0efefd1654f5d2,k-KNN,c5b5ab542ca3468dfa0efefd1654f5d2,c5b5ab542ca3468dfa0efefd1654f5d2,0.215,27.11328729488702,cpu,1725756004.9318824,1725756000.3851218,4.65787093,0.011644677325,cpu,1725756000.3849888,1725756000.1795323,0.20043903,0.0100219515,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,10,True,400,20,deckard.base.files.FileConfig,data,ef005e04975437479422a5f344a1d198,.pkl,kdd_nsl,c5b5ab542ca3468dfa0efefd1654f5d2,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,10,True,400,20,label,brute,1,1,Jaro,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
c842014d6982a0fb949a2f2c68d1f740,train,deckard.base.experiment.Experiment,c842014d6982a0fb949a2f2c68d1f740,KDD NSL,cpu,c842014d6982a0fb949a2f2c68d1f740,c842014d6982a0fb949a2f2c68d1f740,k-KNN,c842014d6982a0fb949a2f2c68d1f740,c842014d6982a0fb949a2f2c68d1f740,0.9025,3.3675526874331227,cpu,1725756066.7357469,1725756061.8269975,5.16318207,0.012907955175,cpu,1725756061.8266633,1725756061.565719,0.26779018,0.013389509,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,1,True,400,20,deckard.base.files.FileConfig,data,2b463270d0ec062ba7274bd5da9d1df2,.pkl,kdd_nsl,c842014d6982a0fb949a2f2c68d1f740,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,1,True,400,20,label,brute,7,1,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
ce902b94445bdc3fa69a14c15479ab56,train,deckard.base.experiment.Experiment,ce902b94445bdc3fa69a14c15479ab56,KDD NSL,cpu,ce902b94445bdc3fa69a14c15479ab56,ce902b94445bdc3fa69a14c15479ab56,k-KNN,ce902b94445bdc3fa69a14c15479ab56,ce902b94445bdc3fa69a14c15479ab56,0.905,3.281249724304507,cpu,1725755874.7694032,1725755870.51747,4.35025988,0.0108756497,cpu,1725755870.51718,1725755870.3516564,0.16957134,0.008478567,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,1,True,400,20,deckard.base.files.FileConfig,data,2b463270d0ec062ba7274bd5da9d1df2,.pkl,kdd_nsl,ce902b94445bdc3fa69a14c15479ab56,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,1,True,400,20,label,brute,1,1,Levenshtein,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
d0af560c0cb5d14096c0c0ef7f69d615,train,deckard.base.experiment.Experiment,d0af560c0cb5d14096c0c0ef7f69d615,KDD NSL,cpu,d0af560c0cb5d14096c0c0ef7f69d615,d0af560c0cb5d14096c0c0ef7f69d615,k-KNN,d0af560c0cb5d14096c0c0ef7f69d615,d0af560c0cb5d14096c0c0ef7f69d615,0.2225,26.854260464880216,cpu,1725755963.8992708,1725755954.177069,9.92994293,0.024824857325,cpu,1725755954.1767595,1725755953.8401182,0.33626862,0.016813431,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,10,True,400,20,deckard.base.files.FileConfig,data,ef005e04975437479422a5f344a1d198,.pkl,kdd_nsl,d0af560c0cb5d14096c0c0ef7f69d615,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,10,True,400,20,label,brute,1,1,SeqRatio,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
d1833ae906d3127fc5d7dcf26749e4d9,train,deckard.base.experiment.Experiment,d1833ae906d3127fc5d7dcf26749e4d9,KDD NSL,cpu,d1833ae906d3127fc5d7dcf26749e4d9,d1833ae906d3127fc5d7dcf26749e4d9,k-KNN,d1833ae906d3127fc5d7dcf26749e4d9,d1833ae906d3127fc5d7dcf26749e4d9,0.865,4.662812774062387,cpu,1725755874.6764789,1725755870.3684046,4.39559149,0.010988978725,cpu,1725755870.3682766,1725755870.2138746,0.15857895,0.0079289475,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,4,True,400,20,deckard.base.files.FileConfig,data,7b4f63311231ea52cc55858dddd898ef,.pkl,kdd_nsl,d1833ae906d3127fc5d7dcf26749e4d9,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,4,True,400,20,label,brute,5,1,Levenshtein,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
d38196ebb3cb40cb3b359e99180dc0ca,train,deckard.base.experiment.Experiment,d38196ebb3cb40cb3b359e99180dc0ca,KDD NSL,cpu,d38196ebb3cb40cb3b359e99180dc0ca,d38196ebb3cb40cb3b359e99180dc0ca,k-KNN,d38196ebb3cb40cb3b359e99180dc0ca,d38196ebb3cb40cb3b359e99180dc0ca,0.4425,19.25560971838534,cpu,1725756126.6804583,1725756121.8506768,4.98600058,0.01246500145,cpu,1725756121.8505342,1725756121.6372542,0.20843863,0.0104219315,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,2,True,400,20,deckard.base.files.FileConfig,data,66519e77c18f7e707d58c982347db81d,.pkl,kdd_nsl,d38196ebb3cb40cb3b359e99180dc0ca,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,2,True,400,20,label,brute,1,1,Jaro-Winkler,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
d3d00fabb240067baac66dcc8f1ac0f3,train,deckard.base.experiment.Experiment,d3d00fabb240067baac66dcc8f1ac0f3,KDD NSL,cpu,d3d00fabb240067baac66dcc8f1ac0f3,d3d00fabb240067baac66dcc8f1ac0f3,k-KNN,d3d00fabb240067baac66dcc8f1ac0f3,d3d00fabb240067baac66dcc8f1ac0f3,0.9325,2.331377401624349,cpu,1725756153.7565596,1725756149.5393622,4.4009867,0.01100246675,cpu,1725756149.53924,1725756149.3138766,0.23969126,0.011984563,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,10,True,400,20,deckard.base.files.FileConfig,data,ef005e04975437479422a5f344a1d198,.pkl,kdd_nsl,d3d00fabb240067baac66dcc8f1ac0f3,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,10,True,400,20,label,brute,5,1,ZSTD,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
d42f19ba6e8fd99ea1dbbb1f57484c90,train,deckard.base.experiment.Experiment,d42f19ba6e8fd99ea1dbbb1f57484c90,KDD NSL,cpu,d42f19ba6e8fd99ea1dbbb1f57484c90,d42f19ba6e8fd99ea1dbbb1f57484c90,k-KNN,d42f19ba6e8fd99ea1dbbb1f57484c90,d42f19ba6e8fd99ea1dbbb1f57484c90,0.895,3.6265875134142265,cpu,1725755993.6619804,1725755977.4151018,17.76285234,0.04440713085,cpu,1725755977.4149315,1725755976.833778,0.6120781,0.030603905,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,7,True,400,20,deckard.base.files.FileConfig,data,53a46a715aa307d9affd8a1c6d74d40b,.pkl,kdd_nsl,d42f19ba6e8fd99ea1dbbb1f57484c90,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,7,True,400,20,label,brute,3,1,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
d543724ced8bc9d19389740e073c6ec2,train,deckard.base.experiment.Experiment,d543724ced8bc9d19389740e073c6ec2,KDD NSL,cpu,d543724ced8bc9d19389740e073c6ec2,d543724ced8bc9d19389740e073c6ec2,k-KNN,d543724ced8bc9d19389740e073c6ec2,d543724ced8bc9d19389740e073c6ec2,0.8875,3.885642329331085,cpu,1725755958.931604,1725755954.1220036,5.03183368,0.0125795842,cpu,1725755954.1218386,1725755953.876552,0.2589385,0.012946925,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,5,True,400,20,deckard.base.files.FileConfig,data,cd8d29969d73af99f5e19a51a5dcc718,.pkl,kdd_nsl,d543724ced8bc9d19389740e073c6ec2,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,5,True,400,20,label,brute,1,1,ZSTD,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
d94943cdc858d7e6625c0079bc2b98ec,train,deckard.base.experiment.Experiment,d94943cdc858d7e6625c0079bc2b98ec,KDD NSL,cpu,d94943cdc858d7e6625c0079bc2b98ec,d94943cdc858d7e6625c0079bc2b98ec,k-KNN,d94943cdc858d7e6625c0079bc2b98ec,d94943cdc858d7e6625c0079bc2b98ec,0.1225,30.308160093300614,cpu,1725755930.6640992,1725755926.2847862,4.47342358,0.01118355895,cpu,1725755926.284668,1725755926.0928252,0.18920077,0.0094600385,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,9,True,400,20,deckard.base.files.FileConfig,data,da0b1cc778f24308421edd6293051ec0,.pkl,kdd_nsl,d94943cdc858d7e6625c0079bc2b98ec,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,9,True,400,20,label,brute,5,1,Ratio,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
d964e2c3f6b1f3a31710fa146d74b87f,train,deckard.base.experiment.Experiment,d964e2c3f6b1f3a31710fa146d74b87f,KDD NSL,cpu,d964e2c3f6b1f3a31710fa146d74b87f,d964e2c3f6b1f3a31710fa146d74b87f,k-KNN,d964e2c3f6b1f3a31710fa146d74b87f,d964e2c3f6b1f3a31710fa146d74b87f,0.0775,31.862411028052325,cpu,1725755874.837377,1725755870.5657892,4.37670342,0.01094175855,cpu,1725755870.565429,1725755870.3968,0.16629446,0.008314723,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,10,True,400,20,deckard.base.files.FileConfig,data,ef005e04975437479422a5f344a1d198,.pkl,kdd_nsl,d964e2c3f6b1f3a31710fa146d74b87f,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,10,True,400,20,label,brute,7,1,Ratio,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
e0343d75947a1efee8c9a0b060a68890,train,deckard.base.experiment.Experiment,e0343d75947a1efee8c9a0b060a68890,KDD NSL,cpu,e0343d75947a1efee8c9a0b060a68890,e0343d75947a1efee8c9a0b060a68890,k-KNN,e0343d75947a1efee8c9a0b060a68890,e0343d75947a1efee8c9a0b060a68890,0.255,25.731770221981375,cpu,1725755942.1787193,1725755937.913087,4.36913018,0.01092282545,cpu,1725755937.9128356,1725755937.7566905,0.1517043,0.007585215,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,4,True,400,20,deckard.base.files.FileConfig,data,7b4f63311231ea52cc55858dddd898ef,.pkl,kdd_nsl,e0343d75947a1efee8c9a0b060a68890,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,4,True,400,20,label,brute,7,1,Ratio,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
e0bbe0b1ac70dab2ac91a50cab0313d3,train,deckard.base.experiment.Experiment,e0bbe0b1ac70dab2ac91a50cab0313d3,KDD NSL,cpu,e0bbe0b1ac70dab2ac91a50cab0313d3,e0bbe0b1ac70dab2ac91a50cab0313d3,k-KNN,e0bbe0b1ac70dab2ac91a50cab0313d3,e0bbe0b1ac70dab2ac91a50cab0313d3,0.91,3.1085178614520186,cpu,1725755930.5454118,1725755926.2627254,4.35375441,0.010884386025,cpu,1725755926.2625847,1725755926.0892844,0.17692111,0.0088460555,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,2,True,400,20,deckard.base.files.FileConfig,data,66519e77c18f7e707d58c982347db81d,.pkl,kdd_nsl,e0bbe0b1ac70dab2ac91a50cab0313d3,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,2,True,400,20,label,brute,5,1,Levenshtein,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
c034e7c9873717ea502616d2ac19b2f7,train,deckard.base.experiment.Experiment,c034e7c9873717ea502616d2ac19b2f7,KDD NSL,cpu,c034e7c9873717ea502616d2ac19b2f7,c034e7c9873717ea502616d2ac19b2f7,k-KNN,c034e7c9873717ea502616d2ac19b2f7,c034e7c9873717ea502616d2ac19b2f7,0.88,4.144667160344311,cpu,1725755981.2755742,1725755977.0836012,4.27367826,0.01068419565,cpu,1725755977.083474,1725755976.9304726,0.15626604,0.007813302,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,7,True,400,20,deckard.base.files.FileConfig,data,53a46a715aa307d9affd8a1c6d74d40b,.pkl,kdd_nsl,c034e7c9873717ea502616d2ac19b2f7,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,7,True,400,20,label,brute,1,1,Levenshtein,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
be7510db4cb32f0dc858b417e8df929c,train,deckard.base.experiment.Experiment,be7510db4cb32f0dc858b417e8df929c,KDD NSL,cpu,be7510db4cb32f0dc858b417e8df929c,be7510db4cb32f0dc858b417e8df929c,k-KNN,be7510db4cb32f0dc858b417e8df929c,be7510db4cb32f0dc858b417e8df929c,0.89,3.799267402433751,cpu,1725755970.7258358,1725755954.482526,17.63743507,0.044093587675,cpu,1725755954.4823754,1725755953.8665946,0.63667443,0.0318337215,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,5,True,400,20,deckard.base.files.FileConfig,data,cd8d29969d73af99f5e19a51a5dcc718,.pkl,kdd_nsl,be7510db4cb32f0dc858b417e8df929c,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,5,True,400,20,label,brute,11,1,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
bd30ae54e8781230e6232b39e016bc31,train,deckard.base.experiment.Experiment,bd30ae54e8781230e6232b39e016bc31,KDD NSL,cpu,bd30ae54e8781230e6232b39e016bc31,bd30ae54e8781230e6232b39e016bc31,k-KNN,bd30ae54e8781230e6232b39e016bc31,bd30ae54e8781230e6232b39e016bc31,0.9175,2.8494690425158864,cpu,1725756027.647537,1725756012.5935247,16.56158445,0.041403961125,cpu,1725756012.5932612,1725756012.033296,0.58147213,0.0290736065,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,1,True,400,20,deckard.base.files.FileConfig,data,2b463270d0ec062ba7274bd5da9d1df2,.pkl,kdd_nsl,bd30ae54e8781230e6232b39e016bc31,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,1,True,400,20,label,brute,3,1,LZMA,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
b8121698167be5d39bd34800b1d53859,train,deckard.base.experiment.Experiment,b8121698167be5d39bd34800b1d53859,KDD NSL,cpu,b8121698167be5d39bd34800b1d53859,b8121698167be5d39bd34800b1d53859,k-KNN,b8121698167be5d39bd34800b1d53859,b8121698167be5d39bd34800b1d53859,0.8575,4.921833607088462,cpu,1725755942.4802914,1725755937.9229963,4.76027687,0.011900692175,cpu,1725755937.9228516,1725755937.7092984,0.21993616,0.010996808,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,2,True,400,20,deckard.base.files.FileConfig,data,66519e77c18f7e707d58c982347db81d,.pkl,kdd_nsl,b8121698167be5d39bd34800b1d53859,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,2,True,400,20,label,brute,11,1,ZSTD,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
99c39d755917bb1d7eac2aa314e12645,train,deckard.base.experiment.Experiment,99c39d755917bb1d7eac2aa314e12645,KDD NSL,cpu,99c39d755917bb1d7eac2aa314e12645,99c39d755917bb1d7eac2aa314e12645,k-KNN,99c39d755917bb1d7eac2aa314e12645,99c39d755917bb1d7eac2aa314e12645,0.14,29.703709517460343,cpu,1725756004.823747,1725756000.3625968,4.56319505,0.011407987625,cpu,1725756000.3624678,1725756000.1793616,0.18098848,0.009049424,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,10,True,400,20,deckard.base.files.FileConfig,data,ef005e04975437479422a5f344a1d198,.pkl,kdd_nsl,99c39d755917bb1d7eac2aa314e12645,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,10,True,400,20,label,brute,3,1,Jaro-Winkler,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
9cf6d944fb7e64ff6ec2b63f76efd8ff,train,deckard.base.experiment.Experiment,9cf6d944fb7e64ff6ec2b63f76efd8ff,KDD NSL,cpu,9cf6d944fb7e64ff6ec2b63f76efd8ff,9cf6d944fb7e64ff6ec2b63f76efd8ff,k-KNN,9cf6d944fb7e64ff6ec2b63f76efd8ff,9cf6d944fb7e64ff6ec2b63f76efd8ff,0.7325,9.239176658465146,cpu,1725756037.9987383,1725756033.9817722,4.09827245,0.010245681125,cpu,1725756033.981471,1725756033.8192675,0.15711426,0.007855713,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,9,True,400,20,deckard.base.files.FileConfig,data,da0b1cc778f24308421edd6293051ec0,.pkl,kdd_nsl,9cf6d944fb7e64ff6ec2b63f76efd8ff,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,9,True,400,20,label,brute,1,1,Hamming,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
9f5f36d3c89aac5db876cf5dd13c90b5,train,deckard.base.experiment.Experiment,9f5f36d3c89aac5db876cf5dd13c90b5,KDD NSL,cpu,9f5f36d3c89aac5db876cf5dd13c90b5,9f5f36d3c89aac5db876cf5dd13c90b5,k-KNN,9f5f36d3c89aac5db876cf5dd13c90b5,9f5f36d3c89aac5db876cf5dd13c90b5,0.8875,3.8856223393953297,cpu,1725755886.8870225,1725755881.9277172,5.26188775,0.013154719375,cpu,1725755881.9275427,1725755881.688781,0.24348521,0.0121742605,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,5,True,400,20,deckard.base.files.FileConfig,data,cd8d29969d73af99f5e19a51a5dcc718,.pkl,kdd_nsl,9f5f36d3c89aac5db876cf5dd13c90b5,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,5,True,400,20,label,brute,3,1,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
9fe67b2291d0c8f0947e2672dfb3d4e0,train,deckard.base.experiment.Experiment,9fe67b2291d0c8f0947e2672dfb3d4e0,KDD NSL,cpu,9fe67b2291d0c8f0947e2672dfb3d4e0,9fe67b2291d0c8f0947e2672dfb3d4e0,k-KNN,9fe67b2291d0c8f0947e2672dfb3d4e0,9fe67b2291d0c8f0947e2672dfb3d4e0,0.9125,3.0221569275097138,cpu,1725756126.868573,1725756121.925242,5.20572303,0.013014307575,cpu,1725756121.925018,1725756121.6369824,0.29985654,0.014992827,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,10,True,400,20,deckard.base.files.FileConfig,data,ef005e04975437479422a5f344a1d198,.pkl,kdd_nsl,9fe67b2291d0c8f0947e2672dfb3d4e0,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,10,True,400,20,label,brute,1,1,GZIP,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
a3d3b4bc95e269a186278659e406495b,train,deckard.base.experiment.Experiment,a3d3b4bc95e269a186278659e406495b,KDD NSL,cpu,a3d3b4bc95e269a186278659e406495b,a3d3b4bc95e269a186278659e406495b,k-KNN,a3d3b4bc95e269a186278659e406495b,a3d3b4bc95e269a186278659e406495b,0.7575,8.375753225444614,cpu,1725756109.3011727,1725756105.4572906,3.94065489,0.009851637225,cpu,1725756105.4571724,1725756105.297796,0.15401756,0.007700878,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,9,True,400,20,deckard.base.files.FileConfig,data,da0b1cc778f24308421edd6293051ec0,.pkl,kdd_nsl,a3d3b4bc95e269a186278659e406495b,predictions.json,reports/modified//gzip_knn/20/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,9,True,400,20,label,brute,5,1,Hamming,Modified,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random
