,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data.drop,data.name,data.target,data.sample.random_state,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_dir,files.data_file,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model.library,model.data.drop,model.data.name,model.data.sample.random_state,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.C,model.init.class_weight,model.init.gamma,model.init.kernel,Condensing Ratio,Metric,model.init.modified,model.init.name,Symmetric,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers,Condensing Method
0079e4a06f15cc1f56a7ae6d2470cd64,train,deckard.base.experiment.Experiment,0079e4a06f15cc1f56a7ae6d2470cd64,KDD NSL,cpu,0079e4a06f15cc1f56a7ae6d2470cd64,0079e4a06f15cc1f56a7ae6d2470cd64,k-SVC,0079e4a06f15cc1f56a7ae6d2470cd64,0079e4a06f15cc1f56a7ae6d2470cd64,0.945,1.8996586886365696,cpu,1725766715.9874792,1725766692.0584302,25.07827076,0.0626956769,cpu,1725766692.058294,1725766689.045172,3.13509415,0.0313509415,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,2,True,400,100,deckard.base.files.FileConfig,data,89c1c8300167d03139e806fd444fd5dd,.pkl,kdd_nsl,0079e4a06f15cc1f56a7ae6d2470cd64,predictions.json,reports/modified//gzip_svc/100/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,2,True,400,100,label,56.08826889136115,balanced,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
b92b84dac2475e4732b2b32176b52c43,train,deckard.base.experiment.Experiment,b92b84dac2475e4732b2b32176b52c43,KDD NSL,cpu,b92b84dac2475e4732b2b32176b52c43,b92b84dac2475e4732b2b32176b52c43,k-SVC,b92b84dac2475e4732b2b32176b52c43,b92b84dac2475e4732b2b32176b52c43,0.9775,0.7771364618405198,cpu,1725796773.544615,1725796484.7642574,311.42912407,0.778572810175,cpu,1725796484.7634375,1725796370.9618545,121.51388668,0.4050462889333333,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,5,True,400,300,deckard.base.files.FileConfig,data,c7dcc1037ca609888c85d9425dc0b347,.pkl,kdd_nsl,b92b84dac2475e4732b2b32176b52c43,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,5,True,400,300,label,987.4735696319624,balanced,auto,rbf,1,LZMA,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
b771f2935c27270ae58648245093cd16,train,deckard.base.experiment.Experiment,b771f2935c27270ae58648245093cd16,KDD NSL,cpu,b771f2935c27270ae58648245093cd16,b771f2935c27270ae58648245093cd16,k-SVC,b771f2935c27270ae58648245093cd16,b771f2935c27270ae58648245093cd16,0.9775,0.7771364618405198,cpu,1725802157.7344806,1725801661.4861991,525.51673001,1.313791825025,cpu,1725801661.485653,1725801474.365965,198.23934686,0.6607978228666667,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,5,True,400,300,deckard.base.files.FileConfig,data,c7dcc1037ca609888c85d9425dc0b347,.pkl,kdd_nsl,b771f2935c27270ae58648245093cd16,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,5,True,400,300,label,994.5481465215548,balanced,auto,rbf,1,LZMA,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
b6e7e02e1cbbdd4f04d9e9fa4947c9ad,train,deckard.base.experiment.Experiment,b6e7e02e1cbbdd4f04d9e9fa4947c9ad,KDD NSL,cpu,b6e7e02e1cbbdd4f04d9e9fa4947c9ad,b6e7e02e1cbbdd4f04d9e9fa4947c9ad,k-SVC,b6e7e02e1cbbdd4f04d9e9fa4947c9ad,b6e7e02e1cbbdd4f04d9e9fa4947c9ad,0.9725,0.949834341802224,cpu,1725797322.3876529,1725796933.7095602,415.24525796,1.0381131449,cpu,1725796933.7086823,1725796787.0936625,155.64225734,0.5188075244666667,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,5,True,400,300,deckard.base.files.FileConfig,data,c7dcc1037ca609888c85d9425dc0b347,.pkl,kdd_nsl,b6e7e02e1cbbdd4f04d9e9fa4947c9ad,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,5,True,400,300,label,495.59722815466375,balanced,auto,rbf,1,LZMA,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
b4d0a983f3ad02348abef850830aad60,train,deckard.base.experiment.Experiment,b4d0a983f3ad02348abef850830aad60,KDD NSL,cpu,b4d0a983f3ad02348abef850830aad60,b4d0a983f3ad02348abef850830aad60,k-SVC,b4d0a983f3ad02348abef850830aad60,b4d0a983f3ad02348abef850830aad60,0.9775,0.7771364618405198,cpu,1725800781.233155,1725800283.4209805,528.03878266,1.32009695665,cpu,1725800283.4203424,1725800094.3730426,200.26227625,0.6675409208333334,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,5,True,400,300,deckard.base.files.FileConfig,data,c7dcc1037ca609888c85d9425dc0b347,.pkl,kdd_nsl,b4d0a983f3ad02348abef850830aad60,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,5,True,400,300,label,927.7034750985712,balanced,auto,rbf,1,LZMA,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
b31c2de9e9c1d5e9c28505261b06abdc,train,deckard.base.experiment.Experiment,b31c2de9e9c1d5e9c28505261b06abdc,KDD NSL,cpu,b31c2de9e9c1d5e9c28505261b06abdc,b31c2de9e9c1d5e9c28505261b06abdc,k-SVC,b31c2de9e9c1d5e9c28505261b06abdc,b31c2de9e9c1d5e9c28505261b06abdc,0.9725,0.949834341802224,cpu,1725802844.8225238,1725802352.470059,521.69760304,1.3042440076,cpu,1725802352.469335,1725802163.4163475,199.88017005,0.6662672335,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,5,True,400,300,deckard.base.files.FileConfig,data,c7dcc1037ca609888c85d9425dc0b347,.pkl,kdd_nsl,b31c2de9e9c1d5e9c28505261b06abdc,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,5,True,400,300,label,567.1928879413869,balanced,auto,rbf,1,LZMA,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
b2563534ea58c2b9c8b0b67b28aab05a,train,deckard.base.experiment.Experiment,b2563534ea58c2b9c8b0b67b28aab05a,KDD NSL,cpu,b2563534ea58c2b9c8b0b67b28aab05a,b2563534ea58c2b9c8b0b67b28aab05a,k-SVC,b2563534ea58c2b9c8b0b67b28aab05a,b2563534ea58c2b9c8b0b67b28aab05a,0.9775,0.7771364618405198,cpu,1725801469.8539371,1725800975.7957218,523.04360061,1.307609001525,cpu,1725800975.7949936,1725800785.719416,201.45720701,0.6715240233666666,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,5,True,400,300,deckard.base.files.FileConfig,data,c7dcc1037ca609888c85d9425dc0b347,.pkl,kdd_nsl,b2563534ea58c2b9c8b0b67b28aab05a,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,5,True,400,300,label,990.5635249685594,balanced,auto,rbf,1,LZMA,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
afd9cfea8186efa5d60a190e96b48518,train,deckard.base.experiment.Experiment,afd9cfea8186efa5d60a190e96b48518,KDD NSL,cpu,afd9cfea8186efa5d60a190e96b48518,afd9cfea8186efa5d60a190e96b48518,k-SVC,afd9cfea8186efa5d60a190e96b48518,afd9cfea8186efa5d60a190e96b48518,0.9775,0.7771364618405198,cpu,1725800766.8544242,1725800274.6316943,522.11988943,1.305299723575,cpu,1725800274.6303463,1725800092.4204977,193.05046397,0.6435015465666667,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,5,True,400,300,deckard.base.files.FileConfig,data,c7dcc1037ca609888c85d9425dc0b347,.pkl,kdd_nsl,afd9cfea8186efa5d60a190e96b48518,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,5,True,400,300,label,958.7592167480892,balanced,auto,rbf,1,LZMA,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
af9e01c61bb7370cdd4d862a542a7697,train,deckard.base.experiment.Experiment,af9e01c61bb7370cdd4d862a542a7697,KDD NSL,cpu,af9e01c61bb7370cdd4d862a542a7697,af9e01c61bb7370cdd4d862a542a7697,k-SVC,af9e01c61bb7370cdd4d862a542a7697,af9e01c61bb7370cdd4d862a542a7697,0.9775,0.7771364618405198,cpu,1725802138.1189678,1725801663.8238146,502.47769414,1.25619423535,cpu,1725801663.8225794,1725801474.3430705,200.77173923,0.6692391307666666,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,5,True,400,300,deckard.base.files.FileConfig,data,c7dcc1037ca609888c85d9425dc0b347,.pkl,kdd_nsl,af9e01c61bb7370cdd4d862a542a7697,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,5,True,400,300,label,989.045212791756,balanced,auto,rbf,1,LZMA,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
af23896df6a564250a154e42ecdd4ae8,train,deckard.base.experiment.Experiment,af23896df6a564250a154e42ecdd4ae8,KDD NSL,cpu,af23896df6a564250a154e42ecdd4ae8,af23896df6a564250a154e42ecdd4ae8,k-SVC,af23896df6a564250a154e42ecdd4ae8,af23896df6a564250a154e42ecdd4ae8,0.9775,0.7771364618405198,cpu,1725802848.877828,1725802349.2725852,529.92110235,1.324802755875,cpu,1725802349.271813,1725802161.4831269,199.56001544,0.6652000514666667,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,5,True,400,300,deckard.base.files.FileConfig,data,c7dcc1037ca609888c85d9425dc0b347,.pkl,kdd_nsl,af23896df6a564250a154e42ecdd4ae8,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,5,True,400,300,label,970.8789076526732,balanced,auto,rbf,1,LZMA,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
ae0a05786fcedfc08b296cd479f57077,train,deckard.base.experiment.Experiment,ae0a05786fcedfc08b296cd479f57077,KDD NSL,cpu,ae0a05786fcedfc08b296cd479f57077,ae0a05786fcedfc08b296cd479f57077,k-SVC,ae0a05786fcedfc08b296cd479f57077,ae0a05786fcedfc08b296cd479f57077,0.5,17.269388197455342,cpu,1725795747.2808611,1725795680.2986913,68.41795697,0.171044892425,cpu,1725795680.2983823,1725795654.1519215,26.70494926,0.0890164975333333,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,6,True,400,300,deckard.base.files.FileConfig,data,4b5c14fb50faf0e10634a953593ce798,.pkl,kdd_nsl,ae0a05786fcedfc08b296cd479f57077,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,6,True,400,300,label,367.29205076376735,balanced,auto,rbf,1,Ratio,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
ad57b9307f407c6f9bf32c6ace027595,train,deckard.base.experiment.Experiment,ad57b9307f407c6f9bf32c6ace027595,KDD NSL,cpu,ad57b9307f407c6f9bf32c6ace027595,ad57b9307f407c6f9bf32c6ace027595,k-SVC,ad57b9307f407c6f9bf32c6ace027595,ad57b9307f407c6f9bf32c6ace027595,0.9575,1.4679139887323087,cpu,1725795847.162119,1725795781.3989108,68.75160184,0.1718790046,cpu,1725795781.3987305,1725795755.2247255,27.35990133,0.0911996711,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,6,True,400,300,deckard.base.files.FileConfig,data,4b5c14fb50faf0e10634a953593ce798,.pkl,kdd_nsl,ad57b9307f407c6f9bf32c6ace027595,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,6,True,400,300,label,317.10236083016247,balanced,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
a61ac18937ec2bc95eb499c0de6f758b,train,deckard.base.experiment.Experiment,a61ac18937ec2bc95eb499c0de6f758b,KDD NSL,cpu,a61ac18937ec2bc95eb499c0de6f758b,a61ac18937ec2bc95eb499c0de6f758b,k-SVC,a61ac18937ec2bc95eb499c0de6f758b,a61ac18937ec2bc95eb499c0de6f758b,0.5,17.269388197455342,cpu,1725795748.1172192,1725795680.7513375,68.80840366,0.17202100915,cpu,1725795680.7509437,1725795654.151863,27.20239723,0.0906746574333333,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,6,True,400,300,deckard.base.files.FileConfig,data,4b5c14fb50faf0e10634a953593ce798,.pkl,kdd_nsl,a61ac18937ec2bc95eb499c0de6f758b,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,6,True,400,300,label,363.5240920135113,balanced,auto,rbf,1,Ratio,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
a42db88340642c3bd682b62423e54456,train,deckard.base.experiment.Experiment,a42db88340642c3bd682b62423e54456,KDD NSL,cpu,a42db88340642c3bd682b62423e54456,a42db88340642c3bd682b62423e54456,k-SVC,a42db88340642c3bd682b62423e54456,a42db88340642c3bd682b62423e54456,0.9575,1.4679139887323087,cpu,1725795949.1689508,1725795881.969135,70.35203736,0.1758800934,cpu,1725795881.9688396,1725795855.2635672,27.96081248,0.0932027082666666,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,6,True,400,300,deckard.base.files.FileConfig,data,4b5c14fb50faf0e10634a953593ce798,.pkl,kdd_nsl,a42db88340642c3bd682b62423e54456,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,6,True,400,300,label,528.4387041364188,balanced,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
c0627e3de54d1a4fd7d1496162931b19,train,deckard.base.experiment.Experiment,c0627e3de54d1a4fd7d1496162931b19,KDD NSL,cpu,c0627e3de54d1a4fd7d1496162931b19,c0627e3de54d1a4fd7d1496162931b19,k-SVC,c0627e3de54d1a4fd7d1496162931b19,c0627e3de54d1a4fd7d1496162931b19,0.9575,1.4679139887323087,cpu,1725796136.400959,1725796074.0936043,65.05090761,0.162627269025,cpu,1725796074.093486,1725796047.4243042,27.78629437,0.0926209812333333,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,6,True,400,300,deckard.base.files.FileConfig,data,4b5c14fb50faf0e10634a953593ce798,.pkl,kdd_nsl,c0627e3de54d1a4fd7d1496162931b19,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,6,True,400,300,label,490.1332867810617,balanced,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
9d170b5e68d1ee13040639a8124755fe,train,deckard.base.experiment.Experiment,9d170b5e68d1ee13040639a8124755fe,KDD NSL,cpu,9d170b5e68d1ee13040639a8124755fe,9d170b5e68d1ee13040639a8124755fe,k-SVC,9d170b5e68d1ee13040639a8124755fe,9d170b5e68d1ee13040639a8124755fe,0.965,1.2088671687897523,cpu,1725796364.9284525,1725796141.881575,244.15864538,0.61039661345,cpu,1725796141.8811336,1725796047.4027476,101.5394039,0.3384646796666666,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,6,True,400,300,deckard.base.files.FileConfig,data,4b5c14fb50faf0e10634a953593ce798,.pkl,kdd_nsl,9d170b5e68d1ee13040639a8124755fe,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,6,True,400,300,label,920.9176115929628,balanced,auto,rbf,1,LZMA,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
98f6e7e93ac933bf8d8de0dfebdee4a2,train,deckard.base.experiment.Experiment,98f6e7e93ac933bf8d8de0dfebdee4a2,KDD NSL,cpu,98f6e7e93ac933bf8d8de0dfebdee4a2,98f6e7e93ac933bf8d8de0dfebdee4a2,k-SVC,98f6e7e93ac933bf8d8de0dfebdee4a2,98f6e7e93ac933bf8d8de0dfebdee4a2,0.9775,0.7771364618405198,cpu,1725800777.8413346,1725800282.006723,525.73342939,1.314333573475,cpu,1725800282.0057037,1725800094.3796048,198.59847384,0.6619949128,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,5,True,400,300,deckard.base.files.FileConfig,data,c7dcc1037ca609888c85d9425dc0b347,.pkl,kdd_nsl,98f6e7e93ac933bf8d8de0dfebdee4a2,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,5,True,400,300,label,779.789212343532,balanced,auto,rbf,1,LZMA,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
98a99f3ea88ed07b2de4ca310b2c7911,train,deckard.base.experiment.Experiment,98a99f3ea88ed07b2de4ca310b2c7911,KDD NSL,cpu,98a99f3ea88ed07b2de4ca310b2c7911,98a99f3ea88ed07b2de4ca310b2c7911,k-SVC,98a99f3ea88ed07b2de4ca310b2c7911,98a99f3ea88ed07b2de4ca310b2c7911,0.9775,0.7771364618405198,cpu,1725799383.7390287,1725798900.7725844,513.16190161,1.282904754025,cpu,1725798900.7717884,1725798713.5030563,198.57992414,0.6619330804666667,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,5,True,400,300,deckard.base.files.FileConfig,data,c7dcc1037ca609888c85d9425dc0b347,.pkl,kdd_nsl,98a99f3ea88ed07b2de4ca310b2c7911,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,5,True,400,300,label,947.2333815898176,balanced,auto,rbf,1,LZMA,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
967b54cbe3cb4b136e594d115066035b,train,deckard.base.experiment.Experiment,967b54cbe3cb4b136e594d115066035b,KDD NSL,cpu,967b54cbe3cb4b136e594d115066035b,967b54cbe3cb4b136e594d115066035b,k-SVC,967b54cbe3cb4b136e594d115066035b,967b54cbe3cb4b136e594d115066035b,0.975,0.8634854018213719,cpu,1725800081.361227,1725799592.0623243,518.52352808,1.2963088202,cpu,1725799592.0617745,1725799404.77889,198.93188649,0.6631062883,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,5,True,400,300,deckard.base.files.FileConfig,data,c7dcc1037ca609888c85d9425dc0b347,.pkl,kdd_nsl,967b54cbe3cb4b136e594d115066035b,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,5,True,400,300,label,679.3253990677136,balanced,auto,rbf,1,LZMA,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
941ef8345bf84f5065c09003cb04df6a,train,deckard.base.experiment.Experiment,941ef8345bf84f5065c09003cb04df6a,KDD NSL,cpu,941ef8345bf84f5065c09003cb04df6a,941ef8345bf84f5065c09003cb04df6a,k-SVC,941ef8345bf84f5065c09003cb04df6a,941ef8345bf84f5065c09003cb04df6a,0.9575,1.4679139887323087,cpu,1725795947.833927,1725795879.4212255,71.71781979,0.179294549475,cpu,1725795879.4210737,1725795853.5094264,27.04336626,0.0901445542,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,6,True,400,300,deckard.base.files.FileConfig,data,4b5c14fb50faf0e10634a953593ce798,.pkl,kdd_nsl,941ef8345bf84f5065c09003cb04df6a,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,6,True,400,300,label,746.2212093503733,balanced,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
9191f59016d2d1b6324ced431d137f3f,train,deckard.base.experiment.Experiment,9191f59016d2d1b6324ced431d137f3f,KDD NSL,cpu,9191f59016d2d1b6324ced431d137f3f,9191f59016d2d1b6324ced431d137f3f,k-SVC,9191f59016d2d1b6324ced431d137f3f,9191f59016d2d1b6324ced431d137f3f,0.9575,1.4679139887323087,cpu,1725796142.3314934,1725796074.4286003,70.98002478,0.17745006195,cpu,1725796074.428408,1725796047.4578762,28.21709476,0.0940569825333333,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,6,True,400,300,deckard.base.files.FileConfig,data,4b5c14fb50faf0e10634a953593ce798,.pkl,kdd_nsl,9191f59016d2d1b6324ced431d137f3f,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,6,True,400,300,label,464.13024962777945,balanced,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
917a01d4c549c6838b2ede35c2dd849f,train,deckard.base.experiment.Experiment,917a01d4c549c6838b2ede35c2dd849f,KDD NSL,cpu,917a01d4c549c6838b2ede35c2dd849f,917a01d4c549c6838b2ede35c2dd849f,k-SVC,917a01d4c549c6838b2ede35c2dd849f,917a01d4c549c6838b2ede35c2dd849f,0.9575,1.4679139887323087,cpu,1725795850.1937668,1725795782.0694387,71.31422179,0.178285554475,cpu,1725795782.0692334,1725795755.2249672,28.11031402,0.0937010467333333,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,6,True,400,300,deckard.base.files.FileConfig,data,4b5c14fb50faf0e10634a953593ce798,.pkl,kdd_nsl,917a01d4c549c6838b2ede35c2dd849f,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,6,True,400,300,label,328.635273696394,balanced,auto,rbf,1,ZSTD,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
8927b4179c8d0c95ec53ab74905aeef7,train,deckard.base.experiment.Experiment,8927b4179c8d0c95ec53ab74905aeef7,KDD NSL,cpu,8927b4179c8d0c95ec53ab74905aeef7,8927b4179c8d0c95ec53ab74905aeef7,k-SVC,8927b4179c8d0c95ec53ab74905aeef7,8927b4179c8d0c95ec53ab74905aeef7,0.975,0.8634794048406453,cpu,1725797315.31878,1725796934.1481626,406.32422214,1.01581055535,cpu,1725796934.147457,1725796787.0945928,156.24415176,0.5208138392,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,7,True,400,300,deckard.base.files.FileConfig,data,947188ea299e1cb88d7c02a697244de5,.pkl,kdd_nsl,8927b4179c8d0c95ec53ab74905aeef7,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,7,True,400,300,label,502.7692949495397,balanced,auto,rbf,1,LZMA,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
88f7ed8d6e190c1c1c95396e6923700d,train,deckard.base.experiment.Experiment,88f7ed8d6e190c1c1c95396e6923700d,KDD NSL,cpu,88f7ed8d6e190c1c1c95396e6923700d,88f7ed8d6e190c1c1c95396e6923700d,k-SVC,88f7ed8d6e190c1c1c95396e6923700d,88f7ed8d6e190c1c1c95396e6923700d,0.9775,0.7771364618405198,cpu,1725799389.412392,1725798902.151749,514.7438727,1.28685968175,cpu,1725798902.1511002,1725798713.6449094,199.67122151,0.6655707383666667,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,5,True,400,300,deckard.base.files.FileConfig,data,c7dcc1037ca609888c85d9425dc0b347,.pkl,kdd_nsl,88f7ed8d6e190c1c1c95396e6923700d,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,5,True,400,300,label,881.2580609987717,balanced,auto,rbf,1,LZMA,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
88ae2877330696bcc3341b61129a09d0,train,deckard.base.experiment.Experiment,88ae2877330696bcc3341b61129a09d0,KDD NSL,cpu,88ae2877330696bcc3341b61129a09d0,88ae2877330696bcc3341b61129a09d0,k-SVC,88ae2877330696bcc3341b61129a09d0,88ae2877330696bcc3341b61129a09d0,0.9775,0.7771364618405198,cpu,1725798707.248095,1725798211.2255113,526.46450214,1.31616125535,cpu,1725798211.2246716,1725798024.1975374,198.60396904,0.6620132301333334,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,5,True,400,300,deckard.base.files.FileConfig,data,c7dcc1037ca609888c85d9425dc0b347,.pkl,kdd_nsl,88ae2877330696bcc3341b61129a09d0,predictions.json,reports/modified//gzip_svc/300/modified_true/,score_dict.json,train,sklearn,['id'],raw_data/kdd_nsl_undersampled_5000.csv,5,True,400,300,label,951.1692639983132,balanced,auto,rbf,1,LZMA,Modified,gzip_classifier.GzipSVC,Symmetric,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,Random
