,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,train_time,train_time_per_sample,train_start_time,train_end_time,train_device,predict_time,predict_time_per_sample,predict_start_time,predict_end_time,predict_device,accuracy,log_loss,data.drop,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_dir,files.data_file,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model.library,model.data.drop,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.algorithm,Condensing Method,model.init.distance_matrix,model.init.k,Condensing Ratio,Metric,model.init.name,Symmetric,model.init.weights,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers,model.init.C,model.init.class_weight,model.init.fit_intercept,model.init.penalty,model.init.solver,model.init.tol,model.init.max_iter,id,model.init.gamma,model.init.kernel
439,train,deckard.base.experiment.Experiment,bec97ca745f1d79be9a8d51295c17889,DDoS,cpu,bec97ca745f1d79be9a8d51295c17889,bec97ca745f1d79be9a8d51295c17889,k-SVC,bec97ca745f1d79be9a8d51295c17889,bec97ca745f1d79be9a8d51295c17889,1.51945072,0.00151945072,1724210824.6766376,1724210826.164344,cpu,109.53424579,0.273835614475,1724210826.1644447,1724210926.3934608,cpu,0.5,17.269388197455342,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,bec97ca745f1d79be9a8d51295c17889,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,,Medoid,ddos/models/svc/gzip/symmetry_true/1000-400-0.npz,,0.5,GZIP,gzip_classifier.GzipSVC,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,0.0010069926334535,balanced,,,,,,bec97ca745f1d79be9a8d51295c17889,scale,precomputed
440,train,deckard.base.experiment.Experiment,bfd50193e665a63a4eba63abe836f965,DDoS,cpu,bfd50193e665a63a4eba63abe836f965,bfd50193e665a63a4eba63abe836f965,k-SVC,bfd50193e665a63a4eba63abe836f965,bfd50193e665a63a4eba63abe836f965,0.90988624,0.00090988624,1724211473.657602,1724211474.5291984,cpu,110.11739222,0.27529348055,1724211474.529289,1724211575.445062,cpu,0.5,17.26978799617044,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,bfd50193e665a63a4eba63abe836f965,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,,KNN,ddos/models/svc/gzip/symmetry_true/1000-400-0.npz,,0.5,GZIP,gzip_classifier.GzipSVC,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,0.0157467057156316,balanced,,,,,,bfd50193e665a63a4eba63abe836f965,auto,precomputed
441,train,deckard.base.experiment.Experiment,c2d4392c43593a21eaa2f3abcb056001,DDoS,cpu,c2d4392c43593a21eaa2f3abcb056001,c2d4392c43593a21eaa2f3abcb056001,k-SVC,c2d4392c43593a21eaa2f3abcb056001,c2d4392c43593a21eaa2f3abcb056001,0.39238808,0.00039238808,1724210392.7584653,1724210393.1174717,cpu,110.53310498,0.27633276245,1724210393.1175792,1724210494.3992517,cpu,0.005,34.366482311651225,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,c2d4392c43593a21eaa2f3abcb056001,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,,Random,ddos/models/svc/gzip/symmetry_true/1000-400-0.npz,,0.5,GZIP,gzip_classifier.GzipSVC,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,0.0010302162579715,,,,,,,c2d4392c43593a21eaa2f3abcb056001,auto,precomputed
442,train,deckard.base.experiment.Experiment,c3102b9ace49c2a9d6ac13618e4287e5,DDoS,cpu,c3102b9ace49c2a9d6ac13618e4287e5,c3102b9ace49c2a9d6ac13618e4287e5,k-SVC,c3102b9ace49c2a9d6ac13618e4287e5,c3102b9ace49c2a9d6ac13618e4287e5,0.40327752,0.00040327752,1724210501.7868776,1724210502.1537716,cpu,110.034442,0.275086105,1724210502.1538768,1724210602.9698417,cpu,0.015,34.02108855072139,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,c3102b9ace49c2a9d6ac13618e4287e5,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,,SVC,ddos/models/svc/gzip/symmetry_true/1000-400-0.npz,,0.5,GZIP,gzip_classifier.GzipSVC,Asymmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,0.2011756284103424,balanced,,,,,,c3102b9ace49c2a9d6ac13618e4287e5,auto,precomputed
443,train,deckard.base.experiment.Experiment,c35294d21bd366af1f77adb181d952be,DDoS,cpu,c35294d21bd366af1f77adb181d952be,c35294d21bd366af1f77adb181d952be,k-SVC,c35294d21bd366af1f77adb181d952be,c35294d21bd366af1f77adb181d952be,2.94618345,0.00294618345,1724211038.133353,1724211041.0463145,cpu,110.58683149,0.276467078725,1724211041.046403,1724211142.2827857,cpu,0.01,34.19378243269594,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,c35294d21bd366af1f77adb181d952be,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,,Hardness,ddos/models/svc/gzip/symmetry_true/1000-400-0.npz,,0.5,GZIP,gzip_classifier.GzipSVC,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,2.2833402537846434,balanced,,,,,,c35294d21bd366af1f77adb181d952be,auto,precomputed
444,train,deckard.base.experiment.Experiment,c35441df45966b6e6026949e68f44244,DDoS,cpu,c35441df45966b6e6026949e68f44244,c35441df45966b6e6026949e68f44244,k-SVC,c35441df45966b6e6026949e68f44244,c35441df45966b6e6026949e68f44244,0.38384397,0.00038384397,1724210178.2110937,1724210178.55561,cpu,107.63615019,0.269090375475,1724210178.5557053,1724210277.7953615,cpu,0.395,20.89604367665113,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,c35441df45966b6e6026949e68f44244,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,,Sum,ddos/models/svc/gzip/symmetry_true/1000-400-0.npz,,0.5,GZIP,gzip_classifier.GzipSVC,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,0.029472304440764,balanced,,,,,,c35441df45966b6e6026949e68f44244,auto,precomputed
445,train,deckard.base.experiment.Experiment,cc1f8c54c8dd85b6770ac63a9bf44f67,DDoS,cpu,cc1f8c54c8dd85b6770ac63a9bf44f67,cc1f8c54c8dd85b6770ac63a9bf44f67,k-SVC,cc1f8c54c8dd85b6770ac63a9bf44f67,cc1f8c54c8dd85b6770ac63a9bf44f67,0.37579855,0.00037579855,1724210932.5556765,1724210932.8994448,cpu,108.42305285,0.271057632125,1724210932.899537,1724211032.729007,cpu,0.5,17.269388197455342,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,cc1f8c54c8dd85b6770ac63a9bf44f67,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,,Sum,ddos/models/svc/gzip/symmetry_true/1000-400-0.npz,,0.5,GZIP,gzip_classifier.GzipSVC,Asymmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,0.0044363054012111,balanced,,,,,,cc1f8c54c8dd85b6770ac63a9bf44f67,auto,precomputed
446,train,deckard.base.experiment.Experiment,bf1a0e457c93300a7a88c238dae5c2a2,DDoS,cpu,bf1a0e457c93300a7a88c238dae5c2a2,bf1a0e457c93300a7a88c238dae5c2a2,k-SVC,bf1a0e457c93300a7a88c238dae5c2a2,bf1a0e457c93300a7a88c238dae5c2a2,0.37265174,0.00037265174,1724210932.585923,1724210932.9256186,cpu,108.04202458,0.27010506145,1724210932.9257703,1724211032.472481,cpu,0.5,17.269388197455342,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,bf1a0e457c93300a7a88c238dae5c2a2,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,,Sum,ddos/models/svc/gzip/symmetry_true/1000-400-0.npz,,0.5,GZIP,gzip_classifier.GzipSVC,Asymmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,0.0043609362116987,balanced,,,,,,bf1a0e457c93300a7a88c238dae5c2a2,auto,precomputed
447,train,deckard.base.experiment.Experiment,cfcb0def176b3660752ea26beb49294e,DDoS,cpu,cfcb0def176b3660752ea26beb49294e,cfcb0def176b3660752ea26beb49294e,k-SVC,cfcb0def176b3660752ea26beb49294e,cfcb0def176b3660752ea26beb49294e,0.34482714,0.00034482714,1724210178.179229,1724210178.49212,cpu,107.96192316,0.2699048079,1724210178.492204,1724210278.0252402,cpu,0.3975,20.80969473667028,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,cfcb0def176b3660752ea26beb49294e,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,,Sum,ddos/models/svc/gzip/symmetry_true/1000-400-0.npz,,0.5,GZIP,gzip_classifier.GzipSVC,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,0.0291274009530447,balanced,,,,,,cfcb0def176b3660752ea26beb49294e,auto,precomputed
448,train,deckard.base.experiment.Experiment,aa0d95963cd8d859103d9dd5c14ee71f,DDoS,cpu,aa0d95963cd8d859103d9dd5c14ee71f,aa0d95963cd8d859103d9dd5c14ee71f,k-SVC,aa0d95963cd8d859103d9dd5c14ee71f,aa0d95963cd8d859103d9dd5c14ee71f,1.56165315,0.00156165315,1724210063.385857,1724210064.9134502,cpu,110.16835352,0.2754208838,1724210064.9135427,1724210165.831265,cpu,0.5,17.26978799617044,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,aa0d95963cd8d859103d9dd5c14ee71f,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,,Medoid,ddos/models/svc/gzip/symmetry_true/1000-400-0.npz,,0.5,GZIP,gzip_classifier.GzipSVC,Asymmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,0.004517161307079,balanced,,,,,,aa0d95963cd8d859103d9dd5c14ee71f,auto,precomputed
449,train,deckard.base.experiment.Experiment,a484a459990c7f05d76267d00e543b19,DDoS,cpu,a484a459990c7f05d76267d00e543b19,a484a459990c7f05d76267d00e543b19,k-SVC,a484a459990c7f05d76267d00e543b19,a484a459990c7f05d76267d00e543b19,0.979287,0.000979287,1724209952.2058704,1724209953.144628,cpu,109.83290093,0.274582252325,1724209953.1447554,1724210053.792647,cpu,0.0125,34.107435491708664,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,a484a459990c7f05d76267d00e543b19,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,,KNN,ddos/models/svc/gzip/symmetry_true/1000-400-0.npz,,0.5,GZIP,gzip_classifier.GzipSVC,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,1.1549237928494538,balanced,,,,,,a484a459990c7f05d76267d00e543b19,auto,precomputed
450,train,deckard.base.experiment.Experiment,9565924f6204b07afdf0a0059936a25d,DDoS,cpu,9565924f6204b07afdf0a0059936a25d,9565924f6204b07afdf0a0059936a25d,k-SVC,9565924f6204b07afdf0a0059936a25d,9565924f6204b07afdf0a0059936a25d,0.53713145,0.00053713145,1724209841.1250825,1724209841.631749,cpu,110.16705596,0.2754176399,1724209841.6318345,1724209942.527999,cpu,0.5,17.26978799617044,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,9565924f6204b07afdf0a0059936a25d,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,,NearMiss,ddos/models/svc/gzip/symmetry_true/1000-400-0.npz,,0.5,GZIP,gzip_classifier.GzipSVC,Asymmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,0.0037498645517911,balanced,,,,,,9565924f6204b07afdf0a0059936a25d,auto,precomputed
451,train,deckard.base.experiment.Experiment,96be4aaa7e0e8698a72082d42fdc1255,DDoS,cpu,96be4aaa7e0e8698a72082d42fdc1255,96be4aaa7e0e8698a72082d42fdc1255,k-SVC,96be4aaa7e0e8698a72082d42fdc1255,96be4aaa7e0e8698a72082d42fdc1255,0.68046777,0.00068046777,1724211363.875651,1724211364.5233512,cpu,110.27087807,0.275677195175,1724211364.5234408,1724211465.4150946,cpu,0.01,34.19378243269594,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,96be4aaa7e0e8698a72082d42fdc1255,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,,NearMiss,ddos/models/svc/gzip/symmetry_true/1000-400-0.npz,,0.5,GZIP,gzip_classifier.GzipSVC,Asymmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,45.54122587826001,balanced,,,,,,96be4aaa7e0e8698a72082d42fdc1255,auto,precomputed
452,train,deckard.base.experiment.Experiment,978b04e9f4b7a6fe744768e87e40cf67,DDoS,cpu,978b04e9f4b7a6fe744768e87e40cf67,978b04e9f4b7a6fe744768e87e40cf67,k-SVC,978b04e9f4b7a6fe744768e87e40cf67,978b04e9f4b7a6fe744768e87e40cf67,2.95437277,0.00295437277,1724210283.1933224,1724210286.115344,cpu,110.58298845,0.276457471125,1724210286.1154838,1724210387.4583824,cpu,0.5,17.26978799617044,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,978b04e9f4b7a6fe744768e87e40cf67,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,,Hardness,ddos/models/svc/gzip/symmetry_true/1000-400-0.npz,,0.5,GZIP,gzip_classifier.GzipSVC,Asymmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,0.0010160059006717,balanced,,,,,,978b04e9f4b7a6fe744768e87e40cf67,auto,precomputed
453,train,deckard.base.experiment.Experiment,98206224becb3b1a1240370903763d15,DDoS,cpu,98206224becb3b1a1240370903763d15,98206224becb3b1a1240370903763d15,k-SVC,98206224becb3b1a1240370903763d15,98206224becb3b1a1240370903763d15,0.92489924,0.00092489924,1724211473.656456,1724211474.5453603,cpu,109.99159004,0.2749789751,1724211474.5454657,1724211575.2223766,cpu,0.5,17.26978799617044,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,98206224becb3b1a1240370903763d15,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,,KNN,ddos/models/svc/gzip/symmetry_true/1000-400-0.npz,,0.5,GZIP,gzip_classifier.GzipSVC,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,0.0162646227371314,balanced,,,,,,98206224becb3b1a1240370903763d15,auto,precomputed
454,train,deckard.base.experiment.Experiment,98f84a31c6ed4dd10de0d50aa0f61a3b,DDoS,cpu,98f84a31c6ed4dd10de0d50aa0f61a3b,98f84a31c6ed4dd10de0d50aa0f61a3b,k-SVC,98f84a31c6ed4dd10de0d50aa0f61a3b,98f84a31c6ed4dd10de0d50aa0f61a3b,0.4135881,0.0004135881,1724211257.0316522,1724211257.409008,cpu,110.17227662,0.27543069155,1724211257.409159,1724211358.283151,cpu,0.015,34.02108855072139,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,98f84a31c6ed4dd10de0d50aa0f61a3b,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,,SVC,ddos/models/svc/gzip/symmetry_true/1000-400-0.npz,,0.5,GZIP,gzip_classifier.GzipSVC,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,0.2861627639332332,balanced,,,,,,98f84a31c6ed4dd10de0d50aa0f61a3b,auto,precomputed
455,train,deckard.base.experiment.Experiment,993884b5db494fca6110ccd5cd1f0930,DDoS,cpu,993884b5db494fca6110ccd5cd1f0930,993884b5db494fca6110ccd5cd1f0930,k-SVC,993884b5db494fca6110ccd5cd1f0930,993884b5db494fca6110ccd5cd1f0930,1.09220993,0.00109220993,1724210715.1079752,1724210716.171337,cpu,110.13444726,0.27533611815,1724210716.1714263,1724210817.0235977,cpu,0.055,32.63954349190569,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,993884b5db494fca6110ccd5cd1f0930,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,,KNN,ddos/models/svc/gzip/symmetry_true/1000-400-0.npz,,0.5,GZIP,gzip_classifier.GzipSVC,Asymmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,27.33004802871219,,,,,,,993884b5db494fca6110ccd5cd1f0930,auto,precomputed
456,train,deckard.base.experiment.Experiment,a5f6cdc177fe6b83a77e26e53c558956,DDoS,cpu,a5f6cdc177fe6b83a77e26e53c558956,a5f6cdc177fe6b83a77e26e53c558956,k-SVC,a5f6cdc177fe6b83a77e26e53c558956,a5f6cdc177fe6b83a77e26e53c558956,2.97046239,0.00297046239,1724210283.1587057,1724210286.0882986,cpu,110.49513139,0.276237828475,1724210286.0883887,1724210387.308779,cpu,0.5,17.26978799617044,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,a5f6cdc177fe6b83a77e26e53c558956,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,,Hardness,ddos/models/svc/gzip/symmetry_true/1000-400-0.npz,,0.5,GZIP,gzip_classifier.GzipSVC,Asymmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,0.001010454819286,balanced,,,,,,a5f6cdc177fe6b83a77e26e53c558956,auto,precomputed
457,train,deckard.base.experiment.Experiment,998de512c2d89006d8a8d4edf0a5081a,DDoS,cpu,998de512c2d89006d8a8d4edf0a5081a,998de512c2d89006d8a8d4edf0a5081a,k-SVC,998de512c2d89006d8a8d4edf0a5081a,998de512c2d89006d8a8d4edf0a5081a,0.55218731,0.00055218731,1724209841.1249497,1724209841.644186,cpu,110.1648346,0.2754120865,1724209841.644302,1724209942.5152383,cpu,1.0,9.992007221626413e-16,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,998de512c2d89006d8a8d4edf0a5081a,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,,NearMiss,ddos/models/svc/gzip/symmetry_true/1000-400-0.npz,,0.5,GZIP,gzip_classifier.GzipSVC,Asymmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,797.3038106093721,balanced,,,,,,998de512c2d89006d8a8d4edf0a5081a,auto,rbf
458,train,deckard.base.experiment.Experiment,9f93ef413d46d82e022f0bfd1aeccdc8,DDoS,cpu,9f93ef413d46d82e022f0bfd1aeccdc8,9f93ef413d46d82e022f0bfd1aeccdc8,k-SVC,9f93ef413d46d82e022f0bfd1aeccdc8,9f93ef413d46d82e022f0bfd1aeccdc8,0.47763873,0.00047763873,1724210608.3936598,1724210608.8286133,cpu,110.27875475,0.275696886875,1724210608.828707,1724210709.7852664,cpu,0.5,17.26978799617044,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,9f93ef413d46d82e022f0bfd1aeccdc8,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,,NearMiss,ddos/models/svc/gzip/symmetry_true/1000-400-0.npz,,0.5,GZIP,gzip_classifier.GzipSVC,Symmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,0.0047347093842946,balanced,,,,,,9f93ef413d46d82e022f0bfd1aeccdc8,auto,precomputed
459,train,deckard.base.experiment.Experiment,9f98d9882ca7c7f81ca672e6720dfe48,DDoS,cpu,9f98d9882ca7c7f81ca672e6720dfe48,9f98d9882ca7c7f81ca672e6720dfe48,k-SVC,9f98d9882ca7c7f81ca672e6720dfe48,9f98d9882ca7c7f81ca672e6720dfe48,0.38800877,0.00038800877,1724210501.7868698,1724210502.142425,cpu,110.34409973,0.275860249325,1724210502.1425118,1724210603.2772686,cpu,0.015,34.02108855072139,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,9f98d9882ca7c7f81ca672e6720dfe48,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,,SVC,ddos/models/svc/gzip/symmetry_true/1000-400-0.npz,,0.5,GZIP,gzip_classifier.GzipSVC,Asymmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,0.2229645205212215,balanced,,,,,,9f98d9882ca7c7f81ca672e6720dfe48,auto,precomputed
460,train,deckard.base.experiment.Experiment,a1be6342f996fb740811107bf45bad0b,DDoS,cpu,a1be6342f996fb740811107bf45bad0b,a1be6342f996fb740811107bf45bad0b,k-SVC,a1be6342f996fb740811107bf45bad0b,a1be6342f996fb740811107bf45bad0b,0.38045616,0.00038045616,1724210501.8021796,1724210502.1488886,cpu,109.9467622,0.2748669055,1724210502.1489787,1724210602.8802867,cpu,0.015,34.02108855072139,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,0,True,True,400,1000,deckard.base.files.FileConfig,data,0fa1514d5859e7773300543572faa257,.pkl,ddos,a1be6342f996fb740811107bf45bad0b,predictions.json,reports/condense/svc/gzip/0.5/symmetry_true/,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,0,True,True,400,1000,Label,,SVC,ddos/models/svc/gzip/symmetry_true/1000-400-0.npz,,0.5,GZIP,gzip_classifier.GzipSVC,Asymmetric,,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipSVC,0.2138729290629392,balanced,,,,,,a1be6342f996fb740811107bf45bad0b,auto,precomputed
