,Unnamed: 0,stage,_target_,data,dataset,device_id,files,model,model_name,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,predictions,exception,data._target_,data.drop,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model._target_,model.library,model.art._target_,model.art.initialize.nb_classes,model.art.library,model.data._target_,model.data.drop,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.C,model.init._target_,model.init.class_weight,model.init.fit_intercept,model.init.m,model.init.metric,model.init.name,model.init.penalty,model.init.precompute,model.init.solver,model.init.symmetric,model.init.tol,scorers._target_,scorers.accuracy._target_,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss._target_,scorers.log_loss.direction,scorers.log_loss.name,model_layers
214,a51fc2cbf0e1b1425da42b2137d518c9,train,deckard.base.experiment.Experiment,a51fc2cbf0e1b1425da42b2137d518c9,ddos,cpu,a51fc2cbf0e1b1425da42b2137d518c9,a51fc2cbf0e1b1425da42b2137d518c9,GzipLogisticRegressor,a51fc2cbf0e1b1425da42b2137d518c9,a51fc2cbf0e1b1425da42b2137d518c9,0.5,17.26938819885254,cpu,1709305267.5120106,1709305258.1001782,10.380347083,0.51901735415,cpu,1709305258.0998564,1709305256.400282,1.796208794,0.0898104397,ddos/reports/gzip_logistic/20-0/train/a51fc2cbf0e1b1425da42b2137d518c9/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,20,deckard.base.files.FileConfig,.csv,ddos,a51fc2cbf0e1b1425da42b2137d518c9,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,20,Label,0.1,deckard.base.model.ModelInitializer,,False,-1,Pickle,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.0001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
215,a6f2b5b025db7f7a5da7fec9593033b9,train,deckard.base.experiment.Experiment,a6f2b5b025db7f7a5da7fec9593033b9,ddos,cpu,a6f2b5b025db7f7a5da7fec9593033b9,a6f2b5b025db7f7a5da7fec9593033b9,GzipLogisticRegressor,a6f2b5b025db7f7a5da7fec9593033b9,a6f2b5b025db7f7a5da7fec9593033b9,0.97,1.0361632919311523,cpu,1709305274.4248786,1709305260.6141465,15.054453411,0.75272267055,cpu,1709305260.613861,1709305256.5481648,4.368709145,0.21843545725,ddos/reports/gzip_logistic/20-0/train/a6f2b5b025db7f7a5da7fec9593033b9/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,20,deckard.base.files.FileConfig,.csv,ddos,a6f2b5b025db7f7a5da7fec9593033b9,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,20,Label,100.0,deckard.base.model.ModelInitializer,,True,-1,Lzma,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.01,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
216,aac6b024127333a00f9539a8f3a07725,train,deckard.base.experiment.Experiment,aac6b024127333a00f9539a8f3a07725,ddos,cpu,aac6b024127333a00f9539a8f3a07725,aac6b024127333a00f9539a8f3a07725,GzipLogisticRegressor,aac6b024127333a00f9539a8f3a07725,aac6b024127333a00f9539a8f3a07725,0.94,2.0723265838623046,cpu,1709305267.3397174,1709305258.1295245,10.193993226,0.5096996613,cpu,1709305258.1291883,1709305256.3015256,2.021630481,0.10108152405,ddos/reports/gzip_logistic/20-0/train/aac6b024127333a00f9539a8f3a07725/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,20,deckard.base.files.FileConfig,.csv,ddos,aac6b024127333a00f9539a8f3a07725,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,20,Label,0.1,deckard.base.model.ModelInitializer,balanced,True,-1,Levenshtein,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
217,acc7c639c6cd28d02298f99a1d21ce0d,train,deckard.base.experiment.Experiment,acc7c639c6cd28d02298f99a1d21ce0d,ddos,cpu,acc7c639c6cd28d02298f99a1d21ce0d,acc7c639c6cd28d02298f99a1d21ce0d,GzipLogisticRegressor,acc7c639c6cd28d02298f99a1d21ce0d,acc7c639c6cd28d02298f99a1d21ce0d,0.5,17.26938819885254,cpu,1709305363.6767285,1709305355.0651414,9.455038363,0.47275191815,cpu,1709305355.0649655,1709305353.2423224,1.971305575,0.09856527875,ddos/reports/gzip_logistic/20-0/train/acc7c639c6cd28d02298f99a1d21ce0d/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,20,deckard.base.files.FileConfig,.csv,ddos,acc7c639c6cd28d02298f99a1d21ce0d,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,20,Label,0.1,deckard.base.model.ModelInitializer,,True,-1,BZ2,gzip_classifier.GzipLogisticRegressor,none,True,saga,Symmetric,0.0001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
218,af0dc8d3fdd57dd0fc98479ee37bc0ad,train,deckard.base.experiment.Experiment,af0dc8d3fdd57dd0fc98479ee37bc0ad,ddos,cpu,af0dc8d3fdd57dd0fc98479ee37bc0ad,af0dc8d3fdd57dd0fc98479ee37bc0ad,GzipLogisticRegressor,af0dc8d3fdd57dd0fc98479ee37bc0ad,af0dc8d3fdd57dd0fc98479ee37bc0ad,0.94,2.0723265838623046,cpu,1709305363.3102376,1709305355.0764928,9.152686661,0.45763433305,cpu,1709305355.0761862,1709305353.281684,1.990174185,0.09950870925,ddos/reports/gzip_logistic/20-0/train/af0dc8d3fdd57dd0fc98479ee37bc0ad/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,20,deckard.base.files.FileConfig,.csv,ddos,af0dc8d3fdd57dd0fc98479ee37bc0ad,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,20,Label,1.0,deckard.base.model.ModelInitializer,balanced,False,-1,Levenshtein,gzip_classifier.GzipLogisticRegressor,none,True,saga,Asymmetric,0.0001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
219,af8c25bf7a394d6d0b215ce2fc61ffc4,train,deckard.base.experiment.Experiment,af8c25bf7a394d6d0b215ce2fc61ffc4,ddos,cpu,af8c25bf7a394d6d0b215ce2fc61ffc4,af8c25bf7a394d6d0b215ce2fc61ffc4,GzipLogisticRegressor,af8c25bf7a394d6d0b215ce2fc61ffc4,af8c25bf7a394d6d0b215ce2fc61ffc4,0.95,1.726938819885254,cpu,1709305224.8668036,1709305216.3488803,9.403586476,0.4701793238,cpu,1709305216.348717,1709305214.620162,1.90993141,0.0954965705,ddos/reports/gzip_logistic/20-0/train/af8c25bf7a394d6d0b215ce2fc61ffc4/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,20,deckard.base.files.FileConfig,.csv,ddos,af8c25bf7a394d6d0b215ce2fc61ffc4,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,20,Label,0.1,deckard.base.model.ModelInitializer,,True,-1,Levenshtein,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.0001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
220,af932716bea40d4086282719af838be7,train,deckard.base.experiment.Experiment,af932716bea40d4086282719af838be7,ddos,cpu,af932716bea40d4086282719af838be7,af932716bea40d4086282719af838be7,GzipLogisticRegressor,af932716bea40d4086282719af838be7,af932716bea40d4086282719af838be7,0.98,0.6907755279541016,cpu,1709305198.5458975,1709305190.748597,8.605560314,0.4302780157,cpu,1709305190.7483325,1709305188.8589332,2.050077567,0.10250387835,ddos/reports/gzip_logistic/20-0/train/af932716bea40d4086282719af838be7/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,20,deckard.base.files.FileConfig,.csv,ddos,af932716bea40d4086282719af838be7,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,20,Label,0.01,deckard.base.model.ModelInitializer,,True,-1,Zstd,gzip_classifier.GzipLogisticRegressor,none,True,saga,Asymmetric,0.0001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
221,b1059415f52848e2d971e08d7f036538,train,deckard.base.experiment.Experiment,b1059415f52848e2d971e08d7f036538,ddos,cpu,b1059415f52848e2d971e08d7f036538,b1059415f52848e2d971e08d7f036538,GzipLogisticRegressor,b1059415f52848e2d971e08d7f036538,b1059415f52848e2d971e08d7f036538,0.9,3.453877639770508,cpu,1709305225.1014228,1709305216.71224,9.131814986,0.4565907493,cpu,1709305216.7120545,1709305214.5393083,2.337107807,0.11685539035,ddos/reports/gzip_logistic/20-0/train/b1059415f52848e2d971e08d7f036538/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,20,deckard.base.files.FileConfig,.csv,ddos,b1059415f52848e2d971e08d7f036538,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,20,Label,0.1,deckard.base.model.ModelInitializer,balanced,False,-1,Zstd,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.01,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
222,b29be324274eb0d154f1967593c9af42,train,deckard.base.experiment.Experiment,b29be324274eb0d154f1967593c9af42,ddos,cpu,b29be324274eb0d154f1967593c9af42,b29be324274eb0d154f1967593c9af42,GzipLogisticRegressor,b29be324274eb0d154f1967593c9af42,b29be324274eb0d154f1967593c9af42,0.5,17.26938819885254,cpu,1709305224.8591404,1709305216.3726964,9.375360661,0.46876803305,cpu,1709305216.37252,1709305214.5883546,1.886988916,0.0943494458,ddos/reports/gzip_logistic/20-0/train/b29be324274eb0d154f1967593c9af42/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,20,deckard.base.files.FileConfig,.csv,ddos,b29be324274eb0d154f1967593c9af42,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,20,Label,10.0,deckard.base.model.ModelInitializer,balanced,True,-1,Hamming,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.01,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
223,b29d2ad670405e1adc1e5d18aac95459,train,deckard.base.experiment.Experiment,b29d2ad670405e1adc1e5d18aac95459,ddos,cpu,b29d2ad670405e1adc1e5d18aac95459,b29d2ad670405e1adc1e5d18aac95459,GzipLogisticRegressor,b29d2ad670405e1adc1e5d18aac95459,b29d2ad670405e1adc1e5d18aac95459,0.5,17.26938819885254,cpu,1709305224.8831394,1709305216.4051454,9.330966472,0.4665483236,cpu,1709305216.404974,1709305214.616451,1.869394742,0.0934697371,ddos/reports/gzip_logistic/20-0/train/b29d2ad670405e1adc1e5d18aac95459/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,20,deckard.base.files.FileConfig,.csv,ddos,b29d2ad670405e1adc1e5d18aac95459,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,20,Label,10.0,deckard.base.model.ModelInitializer,balanced,False,-1,Pickle,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.0001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
224,b38fd213a19f22b6578bc086fc57508a,train,deckard.base.experiment.Experiment,b38fd213a19f22b6578bc086fc57508a,ddos,cpu,b38fd213a19f22b6578bc086fc57508a,b38fd213a19f22b6578bc086fc57508a,GzipLogisticRegressor,b38fd213a19f22b6578bc086fc57508a,b38fd213a19f22b6578bc086fc57508a,0.5,17.26938819885254,cpu,1709305274.1201978,1709305259.3851595,15.976583622,0.7988291811,cpu,1709305259.3850434,1709305256.419209,3.164903661,0.15824518305,ddos/reports/gzip_logistic/20-0/train/b38fd213a19f22b6578bc086fc57508a/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,20,deckard.base.files.FileConfig,.csv,ddos,b38fd213a19f22b6578bc086fc57508a,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,20,Label,100.0,deckard.base.model.ModelInitializer,,True,-1,Lzma,gzip_classifier.GzipLogisticRegressor,none,True,saga,Symmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
225,b4ccc4ad7e4e83dd4bb0116bddcb5a81,train,deckard.base.experiment.Experiment,b4ccc4ad7e4e83dd4bb0116bddcb5a81,ddos,cpu,b4ccc4ad7e4e83dd4bb0116bddcb5a81,b4ccc4ad7e4e83dd4bb0116bddcb5a81,GzipLogisticRegressor,b4ccc4ad7e4e83dd4bb0116bddcb5a81,b4ccc4ad7e4e83dd4bb0116bddcb5a81,0.97,1.0361632919311523,cpu,1709305089.316328,1709305078.3193266,12.024752694,0.6012376347,cpu,1709305078.3190377,1709305074.5389864,4.060860816,0.2030430408,ddos/reports/gzip_logistic/20-0/train/b4ccc4ad7e4e83dd4bb0116bddcb5a81/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,20,deckard.base.files.FileConfig,.csv,ddos,b4ccc4ad7e4e83dd4bb0116bddcb5a81,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,20,Label,100.0,deckard.base.model.ModelInitializer,,False,-1,Lzma,gzip_classifier.GzipLogisticRegressor,l1,True,saga,Asymmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
226,bb2270f2dd73ce1260dd49f907041648,train,deckard.base.experiment.Experiment,bb2270f2dd73ce1260dd49f907041648,ddos,cpu,bb2270f2dd73ce1260dd49f907041648,bb2270f2dd73ce1260dd49f907041648,GzipLogisticRegressor,bb2270f2dd73ce1260dd49f907041648,bb2270f2dd73ce1260dd49f907041648,0.66,11.743183975219727,cpu,1709305267.297922,1709305258.086182,10.199945762,0.5099972881,cpu,1709305258.0859067,1709305256.3750896,1.893649915,0.09468249575,ddos/reports/gzip_logistic/20-0/train/bb2270f2dd73ce1260dd49f907041648/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,20,deckard.base.files.FileConfig,.csv,ddos,bb2270f2dd73ce1260dd49f907041648,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,20,Label,0.1,deckard.base.model.ModelInitializer,balanced,False,-1,Jaro,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.01,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
227,bc65dc0b4d0dc8ef7cbbc11de6dbf583,train,deckard.base.experiment.Experiment,bc65dc0b4d0dc8ef7cbbc11de6dbf583,ddos,cpu,bc65dc0b4d0dc8ef7cbbc11de6dbf583,bc65dc0b4d0dc8ef7cbbc11de6dbf583,GzipLogisticRegressor,bc65dc0b4d0dc8ef7cbbc11de6dbf583,bc65dc0b4d0dc8ef7cbbc11de6dbf583,0.5,17.26938819885254,cpu,1709305308.4079468,1709305301.8357732,7.279893514,0.3639946757,cpu,1709305301.8355677,1709305300.5281067,1.416772332,0.0708386166,ddos/reports/gzip_logistic/20-0/train/bc65dc0b4d0dc8ef7cbbc11de6dbf583/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,20,deckard.base.files.FileConfig,.csv,ddos,bc65dc0b4d0dc8ef7cbbc11de6dbf583,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,20,Label,0.1,deckard.base.model.ModelInitializer,balanced,True,-1,Zstd,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
228,c1afa4840f2c70f17d719af53548e154,train,deckard.base.experiment.Experiment,c1afa4840f2c70f17d719af53548e154,ddos,cpu,c1afa4840f2c70f17d719af53548e154,c1afa4840f2c70f17d719af53548e154,GzipLogisticRegressor,c1afa4840f2c70f17d719af53548e154,c1afa4840f2c70f17d719af53548e154,0.97,1.0361632919311523,cpu,1709305363.946461,1709305355.2745402,9.56807231,0.4784036155,cpu,1709305355.2743213,1709305353.2302055,2.185372883,0.10926864415,ddos/reports/gzip_logistic/20-0/train/c1afa4840f2c70f17d719af53548e154/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,20,deckard.base.files.FileConfig,.csv,ddos,c1afa4840f2c70f17d719af53548e154,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,20,Label,100.0,deckard.base.model.ModelInitializer,,False,-1,BZ2,gzip_classifier.GzipLogisticRegressor,none,True,saga,Asymmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
229,c587d662dfc007027465f79f140474c5,train,deckard.base.experiment.Experiment,c587d662dfc007027465f79f140474c5,ddos,cpu,c587d662dfc007027465f79f140474c5,c587d662dfc007027465f79f140474c5,GzipLogisticRegressor,c587d662dfc007027465f79f140474c5,c587d662dfc007027465f79f140474c5,0.5,17.26938819885254,cpu,1709305367.9684465,1709305356.0506256,13.001259526,0.6500629763,cpu,1709305356.0503888,1709305353.2160192,3.028025396,0.1514012698,ddos/reports/gzip_logistic/20-0/train/c587d662dfc007027465f79f140474c5/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,20,deckard.base.files.FileConfig,.csv,ddos,c587d662dfc007027465f79f140474c5,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,20,Label,10.0,deckard.base.model.ModelInitializer,balanced,True,-1,Lzma,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.0001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
230,c590c39df72e9f16eb934a2808a8a4d3,train,deckard.base.experiment.Experiment,c590c39df72e9f16eb934a2808a8a4d3,ddos,cpu,c590c39df72e9f16eb934a2808a8a4d3,c590c39df72e9f16eb934a2808a8a4d3,GzipLogisticRegressor,c590c39df72e9f16eb934a2808a8a4d3,c590c39df72e9f16eb934a2808a8a4d3,0.5,17.26938819885254,cpu,1709305198.1916757,1709305190.3952754,8.639634455,0.43198172275,cpu,1709305190.395139,1709305188.7591257,1.731087528,0.0865543764,ddos/reports/gzip_logistic/20-0/train/c590c39df72e9f16eb934a2808a8a4d3/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,20,deckard.base.files.FileConfig,.csv,ddos,c590c39df72e9f16eb934a2808a8a4d3,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,20,Label,100.0,deckard.base.model.ModelInitializer,,False,-1,Jaro-Winkler,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
231,ca82b8ad605010f723aa3f93f3672194,train,deckard.base.experiment.Experiment,ca82b8ad605010f723aa3f93f3672194,ddos,cpu,ca82b8ad605010f723aa3f93f3672194,ca82b8ad605010f723aa3f93f3672194,GzipLogisticRegressor,ca82b8ad605010f723aa3f93f3672194,ca82b8ad605010f723aa3f93f3672194,0.5,17.26938819885254,cpu,1709305153.204086,1709305146.5513234,7.42804888,0.371402444,cpu,1709305146.5511892,1709305145.0289176,1.602281319,0.08011406595,ddos/reports/gzip_logistic/20-0/train/ca82b8ad605010f723aa3f93f3672194/predictions.json,,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,Label,0,True,True,100,20,deckard.base.files.FileConfig,.csv,ddos,ca82b8ad605010f723aa3f93f3672194,predictions.json,reports/gzip_logistic/20-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,['Timestamp'],raw_data/ddos.csv,0,True,True,100,20,Label,100.0,deckard.base.model.ModelInitializer,balanced,True,-1,Hamming,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.0001,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
