,stage,_target_,data,Dataset,device_id,files,model,Model,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data.drop,data.name,data.target,data.sample.random_state,data.sample.shuffle,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_dir,files.data_file,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model.library,model.data.drop,model.data.name,model.data.sample.random_state,model.data.sample.shuffle,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.algorithm,model.init.k,Condensing Ratio,Metric,model.init.name,Symmetric,model.init.weights,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss.direction,scorers.log_loss.name,model_layers,Condensing Method,model.init.modified,model.init.C,model.init.class_weight,model.init.fit_intercept,model.init.max_iter,model.init.penalty,model.init.solver,model.init.tol,id,model.init.gamma,model.init.kernel
72,train,deckard.base.experiment.Experiment,d10d6596b5b608de18ec72c32716824e,DDoS,cpu,d10d6596b5b608de18ec72c32716824e,d10d6596b5b608de18ec72c32716824e,k-KNN,d10d6596b5b608de18ec72c32716824e,d10d6596b5b608de18ec72c32716824e,0.86,4.835532642953422,cpu,1727415815.2941728,1727415814.6632805,0.65624803,0.0065624803,cpu,1727415814.6630116,1727415814.5387275,0.12014504,0.006007252,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,3,True,True,100,20,deckard.base.files.FileConfig,data,daeca5dd5ec2b1ab24c51838a805d8af,.pkl,ddos,d10d6596b5b608de18ec72c32716824e,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,3,True,True,100,20,Label,brute,1.0,1,Levenshtein,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,d10d6596b5b608de18ec72c32716824e,,
73,train,deckard.base.experiment.Experiment,d11224f9de2c293830f8e1b75751a74d,DDoS,cpu,d11224f9de2c293830f8e1b75751a74d,d11224f9de2c293830f8e1b75751a74d,k-KNN,d11224f9de2c293830f8e1b75751a74d,d11224f9de2c293830f8e1b75751a74d,0.47,18.305735396711604,cpu,1725624509.4717462,1725624508.8238685,0.66300952,0.0066300952,cpu,1725624508.823588,1725624508.6830127,0.13542296,0.006771148,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,1,True,True,100,20,deckard.base.files.FileConfig,data,40f1df0f3a767caa13a974c5570a1123,.pkl,ddos,d11224f9de2c293830f8e1b75751a74d,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,1,True,True,100,20,Label,brute,1.0,1,Jaro-Winkler,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,d11224f9de2c293830f8e1b75751a74d,,
74,train,deckard.base.experiment.Experiment,d1a5560ef8df9ee3741b002e25ffdd36,DDoS,cpu,d1a5560ef8df9ee3741b002e25ffdd36,d1a5560ef8df9ee3741b002e25ffdd36,k-KNN,d1a5560ef8df9ee3741b002e25ffdd36,d1a5560ef8df9ee3741b002e25ffdd36,0.69,10.707020682422312,cpu,1725624343.1379254,1725624342.48781,0.67344508,0.0067344508,cpu,1725624342.487536,1725624342.3317394,0.15158644,0.007579322,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,7,True,True,100,20,deckard.base.files.FileConfig,data,cd96bff9296e901275364e7f39a3639c,.pkl,ddos,d1a5560ef8df9ee3741b002e25ffdd36,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,7,True,True,100,20,Label,brute,7.0,1,Levenshtein,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,d1a5560ef8df9ee3741b002e25ffdd36,,
75,train,deckard.base.experiment.Experiment,d216b4b4a5dcd0dc493986fac9113823,DDoS,cpu,d216b4b4a5dcd0dc493986fac9113823,d216b4b4a5dcd0dc493986fac9113823,k-KNN,d216b4b4a5dcd0dc493986fac9113823,d216b4b4a5dcd0dc493986fac9113823,0.81,6.562519438544768,cpu,1727415830.2217617,1727415829.6042235,0.63107501,0.0063107501,cpu,1727415829.6041424,1727415829.4769013,0.12235379,0.0061176895,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,3,True,True,100,20,deckard.base.files.FileConfig,data,daeca5dd5ec2b1ab24c51838a805d8af,.pkl,ddos,d216b4b4a5dcd0dc493986fac9113823,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,3,True,True,100,20,Label,brute,3.0,1,Levenshtein,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,d216b4b4a5dcd0dc493986fac9113823,,
76,train,deckard.base.experiment.Experiment,f4fb714b9219cc2d909f332ecb222616,DDoS,cpu,f4fb714b9219cc2d909f332ecb222616,f4fb714b9219cc2d909f332ecb222616,k-KNN,f4fb714b9219cc2d909f332ecb222616,f4fb714b9219cc2d909f332ecb222616,0.49,17.615007844659203,cpu,1725624502.185902,1725624501.508876,0.70105936,0.0070105936,cpu,1725624501.5087438,1725624501.351433,0.15340551,0.0076702755,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,8,True,True,100,20,deckard.base.files.FileConfig,data,115994cc0d722d8a011a832d6cc94be1,.pkl,ddos,f4fb714b9219cc2d909f332ecb222616,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,8,True,True,100,20,Label,brute,5.0,1,Jaro-Winkler,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,f4fb714b9219cc2d909f332ecb222616,,
77,train,deckard.base.experiment.Experiment,f4c801e64a69100cd9678004f6dc9c7e,DDoS,cpu,f4c801e64a69100cd9678004f6dc9c7e,f4c801e64a69100cd9678004f6dc9c7e,k-KNN,f4c801e64a69100cd9678004f6dc9c7e,f4c801e64a69100cd9678004f6dc9c7e,0.21,27.285977178874425,cpu,1725624587.8445144,1725624567.2788093,21.64765549,0.2164765549,cpu,1725624567.2785568,1725624564.7310994,2.61418606,0.130709303,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,9,True,True,100,20,deckard.base.files.FileConfig,data,34a5bc029b2b980a324f2b3c3248f6a1,.pkl,ddos,f4c801e64a69100cd9678004f6dc9c7e,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,9,True,True,100,20,Label,brute,11.0,1,SeqRatio,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,f4c801e64a69100cd9678004f6dc9c7e,,
78,train,deckard.base.experiment.Experiment,f07c6637a024ded92abdd7b4aecba6a2,DDoS,cpu,f07c6637a024ded92abdd7b4aecba6a2,f07c6637a024ded92abdd7b4aecba6a2,k-KNN,f07c6637a024ded92abdd7b4aecba6a2,f07c6637a024ded92abdd7b4aecba6a2,0.38,21.41424126420217,cpu,1727415941.6869853,1727415941.0842333,0.6187868,0.006187868,cpu,1727415941.0841117,1727415940.951677,0.12796427,0.0063982135,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,3,True,True,100,20,deckard.base.files.FileConfig,data,daeca5dd5ec2b1ab24c51838a805d8af,.pkl,ddos,f07c6637a024ded92abdd7b4aecba6a2,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,3,True,True,100,20,Label,brute,11.0,1,Jaro-Winkler,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,f07c6637a024ded92abdd7b4aecba6a2,,
79,train,deckard.base.experiment.Experiment,ee5eff9c3155d0b19ef3cd1bf9993e6e,DDoS,cpu,ee5eff9c3155d0b19ef3cd1bf9993e6e,ee5eff9c3155d0b19ef3cd1bf9993e6e,k-KNN,ee5eff9c3155d0b19ef3cd1bf9993e6e,ee5eff9c3155d0b19ef3cd1bf9993e6e,0.23,26.59522563889912,cpu,1727415822.720018,1727415822.116959,0.61895884,0.0061895884,cpu,1727415822.116674,1727415821.9960513,0.11473085,0.0057365425,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,3,True,True,100,20,deckard.base.files.FileConfig,data,daeca5dd5ec2b1ab24c51838a805d8af,.pkl,ddos,ee5eff9c3155d0b19ef3cd1bf9993e6e,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,3,True,True,100,20,Label,brute,7.0,1,Ratio,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,ee5eff9c3155d0b19ef3cd1bf9993e6e,,
80,train,deckard.base.experiment.Experiment,ed561d7051616838cadda5217d40c5c8,DDoS,cpu,ed561d7051616838cadda5217d40c5c8,ed561d7051616838cadda5217d40c5c8,k-KNN,ed561d7051616838cadda5217d40c5c8,ed561d7051616838cadda5217d40c5c8,0.85,5.180928402876829,cpu,1725624466.2044172,1725624465.6068494,0.61544266,0.0061544266,cpu,1725624465.606575,1725624465.4487877,0.15249962,0.007624981,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,8,True,True,100,20,deckard.base.files.FileConfig,data,115994cc0d722d8a011a832d6cc94be1,.pkl,ddos,ed561d7051616838cadda5217d40c5c8,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,8,True,True,100,20,Label,brute,1.0,1,Hamming,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,ed561d7051616838cadda5217d40c5c8,,
81,train,deckard.base.experiment.Experiment,ea34eb8d213b6f993f2b1328eacb0c80,DDoS,cpu,ea34eb8d213b6f993f2b1328eacb0c80,ea34eb8d213b6f993f2b1328eacb0c80,k-KNN,ea34eb8d213b6f993f2b1328eacb0c80,ea34eb8d213b6f993f2b1328eacb0c80,0.9,3.45392561533688,cpu,1725624381.5185692,1725624380.89916,0.64455908,0.0064455908,cpu,1725624380.8990543,1725624380.732199,0.16284171,0.0081420855,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,4,True,True,100,20,deckard.base.files.FileConfig,data,07ec53fd0e926734d96d24e18d82a4fd,.pkl,ddos,ea34eb8d213b6f993f2b1328eacb0c80,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,4,True,True,100,20,Label,brute,1.0,1,Hamming,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,ea34eb8d213b6f993f2b1328eacb0c80,,
82,train,deckard.base.experiment.Experiment,e86a8d15386db251abe36b9ef859f64d,DDoS,cpu,e86a8d15386db251abe36b9ef859f64d,e86a8d15386db251abe36b9ef859f64d,k-KNN,e86a8d15386db251abe36b9ef859f64d,e86a8d15386db251abe36b9ef859f64d,0.35,22.45032459630648,cpu,1725624374.352771,1725624355.2990956,20.32159031,0.2032159031,cpu,1725624355.2989557,1725624352.7415688,2.6158625,0.130793125,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,10,True,True,100,20,deckard.base.files.FileConfig,data,1321599763f04d72c3040cb4332b929d,.pkl,ddos,e86a8d15386db251abe36b9ef859f64d,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,10,True,True,100,20,Label,brute,11.0,1,SeqRatio,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,e86a8d15386db251abe36b9ef859f64d,,
83,train,deckard.base.experiment.Experiment,e8226c504b239a6860c6ebeee5e620b7,DDoS,cpu,e8226c504b239a6860c6ebeee5e620b7,e8226c504b239a6860c6ebeee5e620b7,k-KNN,e8226c504b239a6860c6ebeee5e620b7,e8226c504b239a6860c6ebeee5e620b7,0.94,2.072374559540453,cpu,1725624509.7522318,1725624508.9138598,0.89840315,0.0089840315,cpu,1725624508.9136992,1725624508.698138,0.2371039,0.011855195,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,10,True,True,100,20,deckard.base.files.FileConfig,data,1321599763f04d72c3040cb4332b929d,.pkl,ddos,e8226c504b239a6860c6ebeee5e620b7,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,10,True,True,100,20,Label,brute,1.0,1,ZSTD,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,e8226c504b239a6860c6ebeee5e620b7,,
84,train,deckard.base.experiment.Experiment,e74d70f4234184b85d28c7e4d2b3dae3,DDoS,cpu,e74d70f4234184b85d28c7e4d2b3dae3,e74d70f4234184b85d28c7e4d2b3dae3,k-KNN,e74d70f4234184b85d28c7e4d2b3dae3,e74d70f4234184b85d28c7e4d2b3dae3,0.79,7.253151038905546,cpu,1725624260.173669,1725624259.3127491,0.96620405,0.0096620405,cpu,1725624259.3125565,1725624259.085332,0.23857829,0.0119289145,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,4,True,True,100,20,deckard.base.files.FileConfig,data,07ec53fd0e926734d96d24e18d82a4fd,.pkl,ddos,e74d70f4234184b85d28c7e4d2b3dae3,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,4,True,True,100,20,Label,brute,11.0,1,GZIP,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,e74d70f4234184b85d28c7e4d2b3dae3,,
85,train,deckard.base.experiment.Experiment,e61f8ed31b4cfe2732e507f9f27774c4,DDoS,cpu,e61f8ed31b4cfe2732e507f9f27774c4,e61f8ed31b4cfe2732e507f9f27774c4,k-KNN,e61f8ed31b4cfe2732e507f9f27774c4,e61f8ed31b4cfe2732e507f9f27774c4,0.67,11.39790015798645,cpu,1725624437.1491575,1725624436.1955352,1.30551989,0.0130551989,cpu,1725624436.195421,1725624435.9690096,0.26516774,0.013258387,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,4,True,True,100,20,deckard.base.files.FileConfig,data,07ec53fd0e926734d96d24e18d82a4fd,.pkl,ddos,e61f8ed31b4cfe2732e507f9f27774c4,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,4,True,True,100,20,Label,brute,7.0,1,BZ2,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,e61f8ed31b4cfe2732e507f9f27774c4,,
86,train,deckard.base.experiment.Experiment,11361be1684276c8ee6017b000918b52,DDoS,cpu,11361be1684276c8ee6017b000918b52,11361be1684276c8ee6017b000918b52,k-KNN,11361be1684276c8ee6017b000918b52,11361be1684276c8ee6017b000918b52,0.26,25.55888643561715,cpu,1725638714.8932705,1725638425.6176348,303.43841799,3.0343841799,cpu,1725638425.6174426,1725637881.6421354,568.6254753,1.895418251,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,3,True,True,100,300,deckard.base.files.FileConfig,data,2af9d20903a6cb61ce583ac79a6d41b0,.pkl,ddos,11361be1684276c8ee6017b000918b52,predictions.json,reports/gzip_knn/300/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,3,True,True,100,300,Label,brute,1.0,1,SeqRatio,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,11361be1684276c8ee6017b000918b52,,
87,train,deckard.base.experiment.Experiment,e3bc035f427694c2d9767e3b04a3c1f4,DDoS,cpu,e3bc035f427694c2d9767e3b04a3c1f4,e3bc035f427694c2d9767e3b04a3c1f4,k-KNN,e3bc035f427694c2d9767e3b04a3c1f4,e3bc035f427694c2d9767e3b04a3c1f4,0.98,0.6907915198468184,cpu,1725624502.2573464,1725624501.339328,1.02434821,0.0102434821,cpu,1725624501.3390083,1725624501.1196733,0.23283342,0.011641671,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,1,True,True,100,20,deckard.base.files.FileConfig,data,40f1df0f3a767caa13a974c5570a1123,.pkl,ddos,e3bc035f427694c2d9767e3b04a3c1f4,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,1,True,True,100,20,Label,brute,1.0,1,GZIP,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,e3bc035f427694c2d9767e3b04a3c1f4,,
88,train,deckard.base.experiment.Experiment,e2e6779cd779e21dbdd34d2b2d2e068f,DDoS,cpu,e2e6779cd779e21dbdd34d2b2d2e068f,e2e6779cd779e21dbdd34d2b2d2e068f,k-KNN,e2e6779cd779e21dbdd34d2b2d2e068f,e2e6779cd779e21dbdd34d2b2d2e068f,0.38,21.414169300433453,cpu,1725624473.755972,1725624473.1029909,0.67241016,0.0067241016,cpu,1725624473.102882,1725624472.9561086,0.14183946,0.007091973,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,4,True,True,100,20,deckard.base.files.FileConfig,data,07ec53fd0e926734d96d24e18d82a4fd,.pkl,ddos,e2e6779cd779e21dbdd34d2b2d2e068f,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,4,True,True,100,20,Label,brute,1.0,1,Jaro-Winkler,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,e2e6779cd779e21dbdd34d2b2d2e068f,,
89,train,deckard.base.experiment.Experiment,e199947aaa71b153ec1b99eb230aee98,DDoS,cpu,e199947aaa71b153ec1b99eb230aee98,e199947aaa71b153ec1b99eb230aee98,k-KNN,e199947aaa71b153ec1b99eb230aee98,e199947aaa71b153ec1b99eb230aee98,0.94,2.072374559540453,cpu,1725624473.996647,1725624473.2132883,0.84522133,0.0084522133,cpu,1725624473.213099,1725624472.9814389,0.25054747,0.0125273735,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,7,True,True,100,20,deckard.base.files.FileConfig,data,cd96bff9296e901275364e7f39a3639c,.pkl,ddos,e199947aaa71b153ec1b99eb230aee98,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,7,True,True,100,20,Label,brute,1.0,1,ZSTD,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,e199947aaa71b153ec1b99eb230aee98,,
90,train,deckard.base.experiment.Experiment,e034846c53619cbbfcd8638773354209,DDoS,cpu,e034846c53619cbbfcd8638773354209,e034846c53619cbbfcd8638773354209,k-KNN,e034846c53619cbbfcd8638773354209,e034846c53619cbbfcd8638773354209,0.67,11.398052081498186,cpu,1725624288.2701538,1725624287.330104,1.28575697,0.0128575697,cpu,1725624287.3299894,1725624287.0937164,0.27736954,0.013868477,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,10,True,True,100,20,deckard.base.files.FileConfig,data,1321599763f04d72c3040cb4332b929d,.pkl,ddos,e034846c53619cbbfcd8638773354209,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,10,True,True,100,20,Label,brute,11.0,1,BZ2,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,e034846c53619cbbfcd8638773354209,,
91,train,deckard.base.experiment.Experiment,df01c2138c4f979f93eb6f61ffa78752,DDoS,cpu,df01c2138c4f979f93eb6f61ffa78752,df01c2138c4f979f93eb6f61ffa78752,k-KNN,df01c2138c4f979f93eb6f61ffa78752,df01c2138c4f979f93eb6f61ffa78752,0.46,18.650971237148976,cpu,1727415941.672325,1727415941.0812063,0.61521424,0.0061521424,cpu,1727415941.081081,1727415940.959557,0.1247267,0.006236335,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,6,True,True,100,20,deckard.base.files.FileConfig,data,057a8b86182429152bfc150a1a5e4745,.pkl,ddos,df01c2138c4f979f93eb6f61ffa78752,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,6,True,True,100,20,Label,brute,1.0,1,Jaro-Winkler,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,df01c2138c4f979f93eb6f61ffa78752,,
92,train,deckard.base.experiment.Experiment,ddcaa0aea4bf6863e20efc318f107dc4,DDoS,cpu,ddcaa0aea4bf6863e20efc318f107dc4,ddcaa0aea4bf6863e20efc318f107dc4,k-KNN,ddcaa0aea4bf6863e20efc318f107dc4,ddcaa0aea4bf6863e20efc318f107dc4,0.92,2.763166079387271,cpu,1727415864.391427,1727415863.6375446,0.81157318,0.0081157318,cpu,1727415863.6374328,1727415863.4520876,0.20492196,0.010246098,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,3,True,True,100,20,deckard.base.files.FileConfig,data,daeca5dd5ec2b1ab24c51838a805d8af,.pkl,ddos,ddcaa0aea4bf6863e20efc318f107dc4,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,3,True,True,100,20,Label,brute,1.0,1,ZSTD,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,ddcaa0aea4bf6863e20efc318f107dc4,,
93,train,deckard.base.experiment.Experiment,dcbed3e3e65d0582cd1976abb9e40d01,DDoS,cpu,dcbed3e3e65d0582cd1976abb9e40d01,dcbed3e3e65d0582cd1976abb9e40d01,k-KNN,dcbed3e3e65d0582cd1976abb9e40d01,dcbed3e3e65d0582cd1976abb9e40d01,0.7,10.361752858087732,cpu,1725624385.0321803,1725624381.345657,4.50397561,0.0450397561,cpu,1725624381.345544,1725624380.740333,0.67376363,0.0336881815,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,7,True,True,100,20,deckard.base.files.FileConfig,data,cd96bff9296e901275364e7f39a3639c,.pkl,ddos,dcbed3e3e65d0582cd1976abb9e40d01,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,7,True,True,100,20,Label,brute,7.0,1,LZMA,gzip_classifier.GzipKNN,Symmetric,uniform,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,dcbed3e3e65d0582cd1976abb9e40d01,,
94,train,deckard.base.experiment.Experiment,dc4bc99bac4386b4de874ac283b4322e,DDoS,cpu,dc4bc99bac4386b4de874ac283b4322e,dc4bc99bac4386b4de874ac283b4322e,k-KNN,dc4bc99bac4386b4de874ac283b4322e,dc4bc99bac4386b4de874ac283b4322e,0.96,1.381575043719334,cpu,1725624509.8278632,1725624508.9373326,0.98567516,0.0098567516,cpu,1725624508.9370563,1725624508.7173555,0.24044003,0.0120220015,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,Label,7,True,True,100,20,deckard.base.files.FileConfig,data,cd96bff9296e901275364e7f39a3639c,.pkl,ddos,dc4bc99bac4386b4de874ac283b4322e,predictions.json,reports/gzip_knn/20/symmetry_true,score_dict.json,train,sklearn,"['Timestamp', 'Unnamed: 0']",raw_data/ddos_undersampled_10000.csv,7,True,True,100,20,Label,brute,3.0,1,GZIP,gzip_classifier.GzipKNN,Symmetric,distance,maximize,sklearn.metrics.accuracy_score,minimize,sklearn.metrics.log_loss,GzipKNN,Random,Vanilla,,,,,,,,dc4bc99bac4386b4de874ac283b4322e,,
