,Unnamed: 0,stage,_target_,data,dataset,device_id,files,model,model_name,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,predictions,data._target_,data.name,data.target,data.sample._target_,data.sample.random_state,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model._target_,model.library,model.art._target_,model.art.initialize.nb_classes,model.art.library,model.data._target_,model.data.name,model.data.sample._target_,model.data.sample.random_state,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init.C,model.init._target_,model.init.class_weight,model.init.fit_intercept,model.init.m,model.init.metric,model.init.name,model.init.penalty,model.init.precompute,model.init.solver,model.init.symmetric,model.init.tol,model.data,scorers._target_,scorers.accuracy._target_,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss._target_,scorers.log_loss.direction,scorers.log_loss.name,model_layers
21,220d3347b276e662ff2ba35b6f1fcc00,train,deckard.base.experiment.Experiment,220d3347b276e662ff2ba35b6f1fcc00,kdd_nsl,cpu,220d3347b276e662ff2ba35b6f1fcc00,220d3347b276e662ff2ba35b6f1fcc00,GzipLogisticRegressor,220d3347b276e662ff2ba35b6f1fcc00,220d3347b276e662ff2ba35b6f1fcc00,0.58,14.506286087036132,cpu,1709308573.411371,1709308562.0570526,11.51615798,0.1151615798,cpu,1709308562.0567763,1709308550.356784,11.757752177,0.11757752177,kdd_nsl/reports/gzip_logistic/100-0/train/220d3347b276e662ff2ba35b6f1fcc00/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,220d3347b276e662ff2ba35b6f1fcc00,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,100.0,label,0.1,deckard.base.model.ModelInitializer,balanced,True,-1,Pickle,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.0001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
23,2785f71e1b11fdebde5a57a22bce8abc,train,deckard.base.experiment.Experiment,2785f71e1b11fdebde5a57a22bce8abc,kdd_nsl,cpu,2785f71e1b11fdebde5a57a22bce8abc,2785f71e1b11fdebde5a57a22bce8abc,GzipLogisticRegressor,2785f71e1b11fdebde5a57a22bce8abc,2785f71e1b11fdebde5a57a22bce8abc,0.47,18.30555149078369,cpu,1709308572.538944,1709308560.903178,11.779991044,0.11779991044,cpu,1709308560.9029756,1709308550.629117,10.426561524,0.10426561524,kdd_nsl/reports/gzip_logistic/100-0/train/2785f71e1b11fdebde5a57a22bce8abc/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,2785f71e1b11fdebde5a57a22bce8abc,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,100.0,label,0.1,deckard.base.model.ModelInitializer,balanced,True,-1,Pickle,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
24,28a7a1b86966b9c014ea5d69126cbe25,train,deckard.base.experiment.Experiment,28a7a1b86966b9c014ea5d69126cbe25,kdd_nsl,cpu,28a7a1b86966b9c014ea5d69126cbe25,28a7a1b86966b9c014ea5d69126cbe25,GzipLogisticRegressor,28a7a1b86966b9c014ea5d69126cbe25,28a7a1b86966b9c014ea5d69126cbe25,0.45,18.996327018737794,cpu,1709308916.8697822,1709308907.963552,9.310211765,0.09310211765,cpu,1709308907.9632022,1709308898.3412497,10.013976978,0.10013976978,kdd_nsl/reports/gzip_logistic/100-0/train/28a7a1b86966b9c014ea5d69126cbe25/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,28a7a1b86966b9c014ea5d69126cbe25,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,100.0,label,10.0,deckard.base.model.ModelInitializer,balanced,False,-1,Hamming,gzip_classifier.GzipLogisticRegressor,none,True,saga,Asymmetric,0.0001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
25,29179ec17212556c1da37a73fd26b0d8,train,deckard.base.experiment.Experiment,29179ec17212556c1da37a73fd26b0d8,kdd_nsl,cpu,29179ec17212556c1da37a73fd26b0d8,29179ec17212556c1da37a73fd26b0d8,GzipLogisticRegressor,29179ec17212556c1da37a73fd26b0d8,29179ec17212556c1da37a73fd26b0d8,0.53,16.233224906921386,cpu,1709308638.3785963,1709308627.0679617,11.589878753,0.11589878753,cpu,1709308627.0678687,1709308613.1697335,14.231912326,0.14231912326,kdd_nsl/reports/gzip_logistic/100-0/train/29179ec17212556c1da37a73fd26b0d8/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,29179ec17212556c1da37a73fd26b0d8,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,100.0,label,0.01,deckard.base.model.ModelInitializer,,False,-1,Jaro,gzip_classifier.GzipLogisticRegressor,l1,True,saga,Asymmetric,0.0001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
27,2e213537d39bcb6876372ff14afd307e,train,deckard.base.experiment.Experiment,2e213537d39bcb6876372ff14afd307e,kdd_nsl,cpu,2e213537d39bcb6876372ff14afd307e,2e213537d39bcb6876372ff14afd307e,GzipLogisticRegressor,2e213537d39bcb6876372ff14afd307e,2e213537d39bcb6876372ff14afd307e,0.53,16.233224906921386,cpu,1709308637.2891283,1709308627.060569,10.521247058,0.10521247058,cpu,1709308627.060301,1709308613.1678798,14.258778935,0.14258778935,kdd_nsl/reports/gzip_logistic/100-0/train/2e213537d39bcb6876372ff14afd307e/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,2e213537d39bcb6876372ff14afd307e,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,100.0,label,0.1,deckard.base.model.ModelInitializer,,True,-1,Pickle,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.0001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
28,2e64ccc5e473960270a1e581b0fa28b8,train,deckard.base.experiment.Experiment,2e64ccc5e473960270a1e581b0fa28b8,kdd_nsl,cpu,2e64ccc5e473960270a1e581b0fa28b8,2e64ccc5e473960270a1e581b0fa28b8,GzipLogisticRegressor,2e64ccc5e473960270a1e581b0fa28b8,2e64ccc5e473960270a1e581b0fa28b8,0.47,18.30555149078369,cpu,1709308572.5912514,1709308560.8677742,11.76170359,0.1176170359,cpu,1709308560.8676455,1709308550.5750816,10.478613537,0.10478613537,kdd_nsl/reports/gzip_logistic/100-0/train/2e64ccc5e473960270a1e581b0fa28b8/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,2e64ccc5e473960270a1e581b0fa28b8,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,100.0,label,0.1,deckard.base.model.ModelInitializer,balanced,True,-1,Levenshtein,gzip_classifier.GzipLogisticRegressor,none,True,saga,Symmetric,0.0001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
29,2f0f69df558827337dc946aa850950a3,train,deckard.base.experiment.Experiment,2f0f69df558827337dc946aa850950a3,kdd_nsl,cpu,2f0f69df558827337dc946aa850950a3,2f0f69df558827337dc946aa850950a3,GzipLogisticRegressor,2f0f69df558827337dc946aa850950a3,2f0f69df558827337dc946aa850950a3,0.45,18.996327018737794,cpu,1709308729.2195868,1709308721.4115598,8.068071349,0.08068071349,cpu,1709308721.4112887,1709308711.8378313,9.949633393,0.09949633393,kdd_nsl/reports/gzip_logistic/100-0/train/2f0f69df558827337dc946aa850950a3/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,2f0f69df558827337dc946aa850950a3,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,100.0,label,10.0,deckard.base.model.ModelInitializer,balanced,False,-1,Hamming,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
30,30bf3deeaf66cd87b00b387ddc42541b,train,deckard.base.experiment.Experiment,30bf3deeaf66cd87b00b387ddc42541b,kdd_nsl,cpu,30bf3deeaf66cd87b00b387ddc42541b,30bf3deeaf66cd87b00b387ddc42541b,GzipLogisticRegressor,30bf3deeaf66cd87b00b387ddc42541b,30bf3deeaf66cd87b00b387ddc42541b,0.53,16.233224906921386,cpu,1709308867.57628,1709308858.040191,9.898100713,0.09898100713,cpu,1709308858.0399475,1709308848.435197,9.992146641,0.09992146641,kdd_nsl/reports/gzip_logistic/100-0/train/30bf3deeaf66cd87b00b387ddc42541b/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,30bf3deeaf66cd87b00b387ddc42541b,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,100.0,label,0.01,deckard.base.model.ModelInitializer,,False,-1,Jaro-Winkler,gzip_classifier.GzipLogisticRegressor,l1,True,saga,Asymmetric,0.0001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
31,3216e0881a173d88b371fb2e27c05fc3,train,deckard.base.experiment.Experiment,3216e0881a173d88b371fb2e27c05fc3,kdd_nsl,cpu,3216e0881a173d88b371fb2e27c05fc3,3216e0881a173d88b371fb2e27c05fc3,GzipLogisticRegressor,3216e0881a173d88b371fb2e27c05fc3,3216e0881a173d88b371fb2e27c05fc3,0.91,3.108489875793457,cpu,1709308867.222768,1709308857.854429,9.715593039,0.09715593039,cpu,1709308857.8540912,1709308848.3704104,9.83683525,0.0983683525,kdd_nsl/reports/gzip_logistic/100-0/train/3216e0881a173d88b371fb2e27c05fc3/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,3216e0881a173d88b371fb2e27c05fc3,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,100.0,label,10.0,deckard.base.model.ModelInitializer,balanced,True,-1,Ratio,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.01,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
32,3823aed20c9e246a2f7388e208a74785,train,deckard.base.experiment.Experiment,3823aed20c9e246a2f7388e208a74785,kdd_nsl,cpu,3823aed20c9e246a2f7388e208a74785,3823aed20c9e246a2f7388e208a74785,GzipLogisticRegressor,3823aed20c9e246a2f7388e208a74785,3823aed20c9e246a2f7388e208a74785,0.47,18.30555149078369,cpu,1709308927.7188165,1709308911.92509,16.06587366,0.1606587366,cpu,1709308911.9249346,1709308898.3645606,14.001572118,0.14001572118,kdd_nsl/reports/gzip_logistic/100-0/train/3823aed20c9e246a2f7388e208a74785/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,3823aed20c9e246a2f7388e208a74785,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,100.0,label,1.0,deckard.base.model.ModelInitializer,balanced,True,-1,SeqRatio,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.0001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
33,387aad06590b4cf81212969a0e222185,train,deckard.base.experiment.Experiment,387aad06590b4cf81212969a0e222185,kdd_nsl,cpu,387aad06590b4cf81212969a0e222185,387aad06590b4cf81212969a0e222185,GzipLogisticRegressor,387aad06590b4cf81212969a0e222185,387aad06590b4cf81212969a0e222185,0.43,19.687102546691893,cpu,1709308573.686926,1709308562.3265812,11.490192974,0.11490192974,cpu,1709308562.326478,1709308550.5591104,11.872906759,0.11872906759,kdd_nsl/reports/gzip_logistic/100-0/train/387aad06590b4cf81212969a0e222185/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,387aad06590b4cf81212969a0e222185,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,100.0,label,0.1,deckard.base.model.ModelInitializer,,False,-1,Hamming,gzip_classifier.GzipLogisticRegressor,l1,True,saga,Asymmetric,0.001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
34,38888a36ff46adb4be32a3ebd5b04f20,train,deckard.base.experiment.Experiment,38888a36ff46adb4be32a3ebd5b04f20,kdd_nsl,cpu,38888a36ff46adb4be32a3ebd5b04f20,38888a36ff46adb4be32a3ebd5b04f20,GzipLogisticRegressor,38888a36ff46adb4be32a3ebd5b04f20,38888a36ff46adb4be32a3ebd5b04f20,0.53,16.233224906921386,cpu,1709308636.0944967,1709308625.7014503,10.58696495,0.1058696495,cpu,1709308625.701344,1709308613.158754,13.015067844,0.13015067844,kdd_nsl/reports/gzip_logistic/100-0/train/38888a36ff46adb4be32a3ebd5b04f20/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,38888a36ff46adb4be32a3ebd5b04f20,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,100.0,label,100.0,deckard.base.model.ModelInitializer,,True,-1,Pickle,gzip_classifier.GzipLogisticRegressor,none,True,saga,Symmetric,0.01,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
36,3ba94353ee2da2c7b5d93ec0cd831bb4,train,deckard.base.experiment.Experiment,3ba94353ee2da2c7b5d93ec0cd831bb4,kdd_nsl,cpu,3ba94353ee2da2c7b5d93ec0cd831bb4,3ba94353ee2da2c7b5d93ec0cd831bb4,GzipLogisticRegressor,3ba94353ee2da2c7b5d93ec0cd831bb4,3ba94353ee2da2c7b5d93ec0cd831bb4,0.81,6.562367515563965,cpu,1709308729.349597,1709308721.4493356,8.141272643,0.08141272643,cpu,1709308721.4491737,1709308712.0910077,9.687180322,0.09687180322,kdd_nsl/reports/gzip_logistic/100-0/train/3ba94353ee2da2c7b5d93ec0cd831bb4/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,3ba94353ee2da2c7b5d93ec0cd831bb4,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,100.0,label,100.0,deckard.base.model.ModelInitializer,,True,-1,Jaro-Winkler,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
37,3cfbbdcc0bc4d52de88b3df7f508bab3,train,deckard.base.experiment.Experiment,3cfbbdcc0bc4d52de88b3df7f508bab3,kdd_nsl,cpu,3cfbbdcc0bc4d52de88b3df7f508bab3,3cfbbdcc0bc4d52de88b3df7f508bab3,GzipLogisticRegressor,3cfbbdcc0bc4d52de88b3df7f508bab3,3cfbbdcc0bc4d52de88b3df7f508bab3,0.8,6.907755279541016,cpu,1709308695.6237798,1709308686.1004777,9.678876834,0.09678876834,cpu,1709308686.1003797,1709308675.3871222,10.702378491,0.10702378491,kdd_nsl/reports/gzip_logistic/100-0/train/3cfbbdcc0bc4d52de88b3df7f508bab3/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,3cfbbdcc0bc4d52de88b3df7f508bab3,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,100.0,label,1.0,deckard.base.model.ModelInitializer,balanced,True,-1,Jaro-Winkler,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Asymmetric,0.001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
38,4154846ee5309c026e629fa7765dcc81,train,deckard.base.experiment.Experiment,4154846ee5309c026e629fa7765dcc81,kdd_nsl,cpu,4154846ee5309c026e629fa7765dcc81,4154846ee5309c026e629fa7765dcc81,GzipLogisticRegressor,4154846ee5309c026e629fa7765dcc81,4154846ee5309c026e629fa7765dcc81,0.47,18.30555149078369,cpu,1709308765.7316277,1709308757.221148,8.798892878,0.08798892878,cpu,1709308757.220996,1709308749.2960548,8.416064239,0.08416064239,kdd_nsl/reports/gzip_logistic/100-0/train/4154846ee5309c026e629fa7765dcc81/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,4154846ee5309c026e629fa7765dcc81,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,100.0,label,0.1,deckard.base.model.ModelInitializer,,True,-1,Ratio,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.01,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
39,44c2d3c462c60c027b3b30113212216e,train,deckard.base.experiment.Experiment,44c2d3c462c60c027b3b30113212216e,kdd_nsl,cpu,44c2d3c462c60c027b3b30113212216e,44c2d3c462c60c027b3b30113212216e,GzipLogisticRegressor,44c2d3c462c60c027b3b30113212216e,44c2d3c462c60c027b3b30113212216e,0.53,16.233224906921386,cpu,1709308693.9594646,1709308684.811015,9.343406135,0.09343406135,cpu,1709308684.810859,1709308675.382619,9.533773826,0.09533773826,kdd_nsl/reports/gzip_logistic/100-0/train/44c2d3c462c60c027b3b30113212216e/predictions.json,deckard.base.data.Data,raw_data/kdd_nsl.csv,label,deckard.base.data.SklearnDataSampler,0,True,100,100,deckard.base.files.FileConfig,.csv,kdd_nsl,44c2d3c462c60c027b3b30113212216e,predictions.json,reports/gzip_logistic/100-0,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.model.art_pipeline.ArtPipeline,2,sklearn,deckard.base.data.Data,raw_data/kdd_nsl.csv,deckard.base.data.SklearnDataSampler,0.0,True,100.0,100.0,label,100.0,deckard.base.model.ModelInitializer,balanced,False,-1,Levenshtein,gzip_classifier.GzipLogisticRegressor,l2,True,saga,Symmetric,0.001,,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipLogisticRegressor
