,stage,_target_,data,dataset,device_id,files,model,model_name,name,scorers,accuracy,log_loss,predict_device,predict_end_time,predict_start_time,predict_time,predict_time_per_sample,train_device,train_end_time,train_start_time,train_time,train_time_per_sample,data._target_,data.drop,data.name,data.target,data.sample._target_,data.sample.random_state,data.sample.stratify,data.sample.test_size,data.sample.train_size,files._target_,files.data_type,files.directory,files.name,files.predictions_file,files.reports,files.score_dict_file,files.stage,model._target_,model.library,model.data._target_,model.data.drop,model.data.name,model.data.sample._target_,model.data.sample.random_state,model.data.sample.stratify,model.data.sample.test_size,model.data.sample.train_size,model.data.target,model.init._target_,model.init.algorithm,model.init.k,model.init.m,model.init.metric,model.init.name,model.init.precompute,model.init.symmetric,model.init.weights,scorers._target_,scorers.accuracy._target_,scorers.accuracy.direction,scorers.accuracy.name,scorers.log_loss._target_,scorers.log_loss.direction,scorers.log_loss.name,model_layers,model.init.C,model.init.class_weight,model.init.fit_intercept,model.init.penalty,model.init.solver,model.init.tol,id,model.init.gamma,model.init.kernel
272,train,deckard.base.experiment.Experiment,6fb9be742f2db629f5d990784e9633c4,KDD NSL,cpu,6fb9be742f2db629f5d990784e9633c4,6fb9be742f2db629f5d990784e9633c4,k-KNN,6fb9be742f2db629f5d990784e9633c4,6fb9be742f2db629f5d990784e9633c4,0.42,20.03267421645714,cpu,1721532424.8762062,1721532411.431384,13.84795309,0.1384795309,cpu,1721532411.4309864,1721532341.2547529,72.34483579,0.14468967158,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,9880,True,100,500,deckard.base.files.FileConfig,.csv,kdd_nsl,6fb9be742f2db629f5d990784e9633c4,predictions.json,reports/gzip_knn/500,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,9880,True,100,500,label,deckard.base.model.ModelInitializer,brute,3.0,1,Jaro,gzip_classifier.GzipKNN,True,Asymmetric,uniform,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,6fb9be742f2db629f5d990784e9633c4,,
273,train,deckard.base.experiment.Experiment,611ee652c8c29f76eccb5c00fbbbb9ac,KDD NSL,cpu,611ee652c8c29f76eccb5c00fbbbb9ac,611ee652c8c29f76eccb5c00fbbbb9ac,k-KNN,611ee652c8c29f76eccb5c00fbbbb9ac,611ee652c8c29f76eccb5c00fbbbb9ac,0.08,31.77605009411001,cpu,1721531611.2059877,1721531597.9072127,13.67172288,0.1367172288,cpu,1721531597.9067235,1721531551.9531884,48.20872524,0.09641745048,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,6409,True,100,500,deckard.base.files.FileConfig,.csv,kdd_nsl,611ee652c8c29f76eccb5c00fbbbb9ac,predictions.json,reports/gzip_knn/500,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,6409,True,100,500,label,deckard.base.model.ModelInitializer,brute,7.0,1,Ratio,gzip_classifier.GzipKNN,True,Symmetric,uniform,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,611ee652c8c29f76eccb5c00fbbbb9ac,,
274,train,deckard.base.experiment.Experiment,40da6fcd0b6a7013d40495ce53502bd5,KDD NSL,cpu,40da6fcd0b6a7013d40495ce53502bd5,40da6fcd0b6a7013d40495ce53502bd5,k-KNN,40da6fcd0b6a7013d40495ce53502bd5,40da6fcd0b6a7013d40495ce53502bd5,0.46,18.65112316066071,cpu,1721530417.022521,1721530401.2838483,16.42295078,0.1642295078,cpu,1721530401.2832468,1721530345.320096,59.11114008,0.11822228016,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,4125,True,100,500,deckard.base.files.FileConfig,.csv,kdd_nsl,40da6fcd0b6a7013d40495ce53502bd5,predictions.json,reports/gzip_knn/500,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,4125,True,100,500,label,deckard.base.model.ModelInitializer,brute,1.0,1,Jaro,gzip_classifier.GzipKNN,True,Symmetric,uniform,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,40da6fcd0b6a7013d40495ce53502bd5,,
275,train,deckard.base.experiment.Experiment,415de7dd5d3725556c8e030bdb5820ce,KDD NSL,cpu,415de7dd5d3725556c8e030bdb5820ce,415de7dd5d3725556c8e030bdb5820ce,k-KNN,415de7dd5d3725556c8e030bdb5820ce,415de7dd5d3725556c8e030bdb5820ce,0.97,1.0361872797702274,cpu,1721824297.20406,1721824282.4075778,15.92881949,0.1592881949,cpu,1721824282.4071205,1721824198.0220275,89.96987117,0.17993974234,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,2628,True,100,500,deckard.base.files.FileConfig,.csv,kdd_nsl,415de7dd5d3725556c8e030bdb5820ce,predictions.json,reports/gzip_knn/500,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,2628,True,100,500,label,deckard.base.model.ModelInitializer,brute,1.0,1,GZIP,gzip_classifier.GzipKNN,True,Asymmetric,distance,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,415de7dd5d3725556c8e030bdb5820ce,,
276,train,deckard.base.experiment.Experiment,44850af0eaa97c10377b03210a6b8517,KDD NSL,cpu,44850af0eaa97c10377b03210a6b8517,44850af0eaa97c10377b03210a6b8517,k-KNN,44850af0eaa97c10377b03210a6b8517,44850af0eaa97c10377b03210a6b8517,0.99,0.3453957599234096,cpu,1721529619.2069566,1721529601.3613746,18.89123841,0.1889123841,cpu,1721529601.360724,1721529541.0210817,64.26869525,0.1285373905,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,3397,True,100,500,deckard.base.files.FileConfig,.csv,kdd_nsl,44850af0eaa97c10377b03210a6b8517,predictions.json,reports/gzip_knn/500,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,3397,True,100,500,label,deckard.base.model.ModelInitializer,brute,1.0,1,ZSTD,gzip_classifier.GzipKNN,True,Symmetric,uniform,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,44850af0eaa97c10377b03210a6b8517,,
277,train,deckard.base.experiment.Experiment,47910b038e6afc15b20934a29daacd92,KDD NSL,cpu,47910b038e6afc15b20934a29daacd92,47910b038e6afc15b20934a29daacd92,k-KNN,47910b038e6afc15b20934a29daacd92,47910b038e6afc15b20934a29daacd92,0.97,1.0361712878216232,cpu,1721529044.5054784,1721529026.8913794,20.72034572,0.2072034572,cpu,1721529026.890821,1721528967.4897242,68.31879799,0.13663759598,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,8453,True,100,500,deckard.base.files.FileConfig,.csv,kdd_nsl,47910b038e6afc15b20934a29daacd92,predictions.json,reports/gzip_knn/500,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,8453,True,100,500,label,deckard.base.model.ModelInitializer,brute,1.0,1,BZ2,gzip_classifier.GzipKNN,True,Symmetric,uniform,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,47910b038e6afc15b20934a29daacd92,,
278,train,deckard.base.experiment.Experiment,47e44f1e3ab5f5e52023c6eb0c1ba243,KDD NSL,cpu,47e44f1e3ab5f5e52023c6eb0c1ba243,47e44f1e3ab5f5e52023c6eb0c1ba243,k-KNN,47e44f1e3ab5f5e52023c6eb0c1ba243,47e44f1e3ab5f5e52023c6eb0c1ba243,0.99,0.3453877639491077,cpu,1721822553.0536766,1721822537.2016203,17.00551152,0.1700551152,cpu,1721822537.2011771,1721822481.2738173,59.8461701,0.1196923402,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,2943,True,100,500,deckard.base.files.FileConfig,.csv,kdd_nsl,47e44f1e3ab5f5e52023c6eb0c1ba243,predictions.json,reports/gzip_knn/500,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,2943,True,100,500,label,deckard.base.model.ModelInitializer,brute,3.0,1,GZIP,gzip_classifier.GzipKNN,True,Symmetric,distance,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,47e44f1e3ab5f5e52023c6eb0c1ba243,,
279,train,deckard.base.experiment.Experiment,487980e60e99036572cdc40005229e6f,KDD NSL,cpu,487980e60e99036572cdc40005229e6f,487980e60e99036572cdc40005229e6f,k-KNN,487980e60e99036572cdc40005229e6f,487980e60e99036572cdc40005229e6f,0.78,7.598658742469181,cpu,1721823242.3538072,1721823228.5427952,14.20787095,0.1420787095,cpu,1721823228.5421612,1721823180.1007218,50.7392664,0.1014785328,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,4229,True,100,500,deckard.base.files.FileConfig,.csv,kdd_nsl,487980e60e99036572cdc40005229e6f,predictions.json,reports/gzip_knn/500,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,4229,True,100,500,label,deckard.base.model.ModelInitializer,brute,1.0,1,Hamming,gzip_classifier.GzipKNN,True,Symmetric,distance,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,487980e60e99036572cdc40005229e6f,,
280,train,deckard.base.experiment.Experiment,489ac996d66fd028472e744734b46c37,KDD NSL,cpu,489ac996d66fd028472e744734b46c37,489ac996d66fd028472e744734b46c37,k-KNN,489ac996d66fd028472e744734b46c37,489ac996d66fd028472e744734b46c37,0.97,1.0361632918473211,cpu,1721531658.859812,1721531641.995841,20.11691924,0.2011691924,cpu,1721531641.995404,1721531551.953308,105.67640552,0.21135281104,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,6464,True,100,500,deckard.base.files.FileConfig,.csv,kdd_nsl,489ac996d66fd028472e744734b46c37,predictions.json,reports/gzip_knn/500,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,6464,True,100,500,label,deckard.base.model.ModelInitializer,brute,7.0,1,BZ2,gzip_classifier.GzipKNN,True,Asymmetric,uniform,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,489ac996d66fd028472e744734b46c37,,
281,train,deckard.base.experiment.Experiment,4a7c72478a0bf7f5ddd2cbaf9f0efeff,KDD NSL,cpu,4a7c72478a0bf7f5ddd2cbaf9f0efeff,4a7c72478a0bf7f5ddd2cbaf9f0efeff,k-KNN,4a7c72478a0bf7f5ddd2cbaf9f0efeff,4a7c72478a0bf7f5ddd2cbaf9f0efeff,0.13,30.04910327839018,cpu,1721822425.0128438,1721822411.817209,13.5606762,0.135606762,cpu,1721822411.8168736,1721822365.5069811,48.5538062,0.0971076124,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,7836,True,100,500,deckard.base.files.FileConfig,.csv,kdd_nsl,4a7c72478a0bf7f5ddd2cbaf9f0efeff,predictions.json,reports/gzip_knn/500,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,7836,True,100,500,label,deckard.base.model.ModelInitializer,brute,7.0,1,Ratio,gzip_classifier.GzipKNN,True,Symmetric,distance,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,4a7c72478a0bf7f5ddd2cbaf9f0efeff,,
282,train,deckard.base.experiment.Experiment,4c646d5328bcbfcad62295f75838e74e,KDD NSL,cpu,4c646d5328bcbfcad62295f75838e74e,4c646d5328bcbfcad62295f75838e74e,k-KNN,4c646d5328bcbfcad62295f75838e74e,4c646d5328bcbfcad62295f75838e74e,0.34,22.79591225961313,cpu,1721823049.3158238,1721823036.084844,13.65400189,0.1365400189,cpu,1721823036.0843651,1721822989.5544443,48.80005103,0.09760010206,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,4735,True,100,500,deckard.base.files.FileConfig,.csv,kdd_nsl,4c646d5328bcbfcad62295f75838e74e,predictions.json,reports/gzip_knn/500,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,4735,True,100,500,label,deckard.base.model.ModelInitializer,brute,5.0,1,Jaro-Winkler,gzip_classifier.GzipKNN,True,Symmetric,uniform,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,4c646d5328bcbfcad62295f75838e74e,,
283,train,deckard.base.experiment.Experiment,4c6d5f349cc9d108a0f6fc3ad21e693f,KDD NSL,cpu,4c6d5f349cc9d108a0f6fc3ad21e693f,4c6d5f349cc9d108a0f6fc3ad21e693f,k-KNN,4c6d5f349cc9d108a0f6fc3ad21e693f,4c6d5f349cc9d108a0f6fc3ad21e693f,0.98,0.6907915198468184,cpu,1721531543.584592,1721531471.359395,79.00807281,0.7900807281,cpu,1721531471.3581078,1721531270.465013,216.48337925,0.4329667585,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,4151,True,100,500,deckard.base.files.FileConfig,.csv,kdd_nsl,4c6d5f349cc9d108a0f6fc3ad21e693f,predictions.json,reports/gzip_knn/500,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,4151,True,100,500,label,deckard.base.model.ModelInitializer,brute,3.0,1,LZMA,gzip_classifier.GzipKNN,True,Symmetric,uniform,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,4c6d5f349cc9d108a0f6fc3ad21e693f,,
284,train,deckard.base.experiment.Experiment,4c8516a793a7c37ed683ec65c9bc4132,KDD NSL,cpu,4c8516a793a7c37ed683ec65c9bc4132,4c8516a793a7c37ed683ec65c9bc4132,k-KNN,4c8516a793a7c37ed683ec65c9bc4132,4c8516a793a7c37ed683ec65c9bc4132,0.32,23.48663981166553,cpu,1721824369.0164487,1721824355.1396682,14.30417039,0.1430417039,cpu,1721824355.139317,1721824305.9480033,51.56506209,0.10313012418,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,6539,True,100,500,deckard.base.files.FileConfig,.csv,kdd_nsl,4c8516a793a7c37ed683ec65c9bc4132,predictions.json,reports/gzip_knn/500,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,6539,True,100,500,label,deckard.base.model.ModelInitializer,brute,3.0,1,Jaro-Winkler,gzip_classifier.GzipKNN,True,Symmetric,distance,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,4c8516a793a7c37ed683ec65c9bc4132,,
285,train,deckard.base.experiment.Experiment,613b0e9c278cca5a4bbf4e110b25f457,KDD NSL,cpu,613b0e9c278cca5a4bbf4e110b25f457,613b0e9c278cca5a4bbf4e110b25f457,k-KNN,613b0e9c278cca5a4bbf4e110b25f457,613b0e9c278cca5a4bbf4e110b25f457,0.18,28.32214047072174,cpu,1721529027.628958,1721529014.176658,13.82092142,0.1382092142,cpu,1721529014.1757402,1721528967.5147772,48.81391694,0.09762783388,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,5974,True,100,500,deckard.base.files.FileConfig,.csv,kdd_nsl,613b0e9c278cca5a4bbf4e110b25f457,predictions.json,reports/gzip_knn/500,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,5974,True,100,500,label,deckard.base.model.ModelInitializer,brute,5.0,1,Ratio,gzip_classifier.GzipKNN,True,Symmetric,distance,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,613b0e9c278cca5a4bbf4e110b25f457,,
286,train,deckard.base.experiment.Experiment,4dd55938a725a37c0c65a8e1da4d1196,KDD NSL,cpu,4dd55938a725a37c0c65a8e1da4d1196,4dd55938a725a37c0c65a8e1da4d1196,k-KNN,4dd55938a725a37c0c65a8e1da4d1196,4dd55938a725a37c0c65a8e1da4d1196,0.99,0.3453957599234097,cpu,1721530100.634468,1721530083.3611777,18.35964274,0.1835964274,cpu,1721530083.3607116,1721530025.027836,62.18150304,0.12436300608,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,3631,True,100,500,deckard.base.files.FileConfig,.csv,kdd_nsl,4dd55938a725a37c0c65a8e1da4d1196,predictions.json,reports/gzip_knn/500,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,3631,True,100,500,label,deckard.base.model.ModelInitializer,brute,1.0,1,ZSTD,gzip_classifier.GzipKNN,True,Symmetric,uniform,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,4dd55938a725a37c0c65a8e1da4d1196,,
287,train,deckard.base.experiment.Experiment,4ea25dbc199a447785a8662ef5fa98ce,KDD NSL,cpu,4ea25dbc199a447785a8662ef5fa98ce,4ea25dbc199a447785a8662ef5fa98ce,k-KNN,4ea25dbc199a447785a8662ef5fa98ce,4ea25dbc199a447785a8662ef5fa98ce,0.97,1.0361792837959252,cpu,1721530769.268195,1721530653.8014162,124.2014364,1.242014364,cpu,1721530653.8009298,1721530345.3655822,329.14405963,0.65828811926,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,7441,True,100,500,deckard.base.files.FileConfig,.csv,kdd_nsl,4ea25dbc199a447785a8662ef5fa98ce,predictions.json,reports/gzip_knn/500,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,7441,True,100,500,label,deckard.base.model.ModelInitializer,brute,7.0,1,LZMA,gzip_classifier.GzipKNN,True,Symmetric,uniform,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,4ea25dbc199a447785a8662ef5fa98ce,,
288,train,deckard.base.experiment.Experiment,508d94e223091df1facdd561948ff05e,KDD NSL,cpu,508d94e223091df1facdd561948ff05e,508d94e223091df1facdd561948ff05e,k-KNN,508d94e223091df1facdd561948ff05e,508d94e223091df1facdd561948ff05e,0.82,6.217083698749849,cpu,1721530866.4865212,1721530852.7853153,14.20411781,0.1420411781,cpu,1721530852.7849543,1721530780.253054,75.08886449,0.15017772898,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,75,True,100,500,deckard.base.files.FileConfig,.csv,kdd_nsl,508d94e223091df1facdd561948ff05e,predictions.json,reports/gzip_knn/500,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,75,True,100,500,label,deckard.base.model.ModelInitializer,brute,1.0,1,Hamming,gzip_classifier.GzipKNN,True,Asymmetric,distance,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,508d94e223091df1facdd561948ff05e,,
289,train,deckard.base.experiment.Experiment,53790527e950e8afe8bc6eed0a85f437,KDD NSL,cpu,53790527e950e8afe8bc6eed0a85f437,53790527e950e8afe8bc6eed0a85f437,k-KNN,53790527e950e8afe8bc6eed0a85f437,53790527e950e8afe8bc6eed0a85f437,0.98,0.6907835238725163,cpu,1721531621.207502,1721531605.0996609,16.96784279,0.1696784279,cpu,1721531605.098883,1721531551.9528108,56.42021296,0.11284042592,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,5449,True,100,500,deckard.base.files.FileConfig,.csv,kdd_nsl,53790527e950e8afe8bc6eed0a85f437,predictions.json,reports/gzip_knn/500,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,5449,True,100,500,label,deckard.base.model.ModelInitializer,brute,7.0,1,ZSTD,gzip_classifier.GzipKNN,True,Symmetric,distance,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,53790527e950e8afe8bc6eed0a85f437,,
290,train,deckard.base.experiment.Experiment,56d86f9fa5dc05f2394ca6609d94eff7,KDD NSL,cpu,56d86f9fa5dc05f2394ca6609d94eff7,56d86f9fa5dc05f2394ca6609d94eff7,k-KNN,56d86f9fa5dc05f2394ca6609d94eff7,56d86f9fa5dc05f2394ca6609d94eff7,0.93,2.417746331540956,cpu,1721823622.724803,1721823550.938472,78.50472334,0.7850472334,cpu,1721823550.9368732,1721823180.093969,404.52189785,0.8090437957,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,2773,True,100,500,deckard.base.files.FileConfig,.csv,kdd_nsl,56d86f9fa5dc05f2394ca6609d94eff7,predictions.json,reports/gzip_knn/500,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,2773,True,100,500,label,deckard.base.model.ModelInitializer,brute,1.0,1,LZMA,gzip_classifier.GzipKNN,True,Asymmetric,distance,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,56d86f9fa5dc05f2394ca6609d94eff7,,
291,train,deckard.base.experiment.Experiment,5d838f5768ba58fe1cdba17eb96597a2,KDD NSL,cpu,5d838f5768ba58fe1cdba17eb96597a2,5d838f5768ba58fe1cdba17eb96597a2,k-KNN,5d838f5768ba58fe1cdba17eb96597a2,5d838f5768ba58fe1cdba17eb96597a2,0.96,1.38155905177073,cpu,1721528693.958075,1721528677.633742,17.48851971,0.1748851971,cpu,1721528677.633334,1721528621.7120397,59.73000278,0.11946000556,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,7733,True,100,500,deckard.base.files.FileConfig,.csv,kdd_nsl,5d838f5768ba58fe1cdba17eb96597a2,predictions.json,reports/gzip_knn/500,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,7733,True,100,500,label,deckard.base.model.ModelInitializer,brute,1.0,1,GZIP,gzip_classifier.GzipKNN,True,Symmetric,uniform,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,5d838f5768ba58fe1cdba17eb96597a2,,
292,train,deckard.base.experiment.Experiment,5f7809db10e7cefd65f6599c040c176b,KDD NSL,cpu,5f7809db10e7cefd65f6599c040c176b,5f7809db10e7cefd65f6599c040c176b,k-KNN,5f7809db10e7cefd65f6599c040c176b,5f7809db10e7cefd65f6599c040c176b,0.24,26.249757915206988,cpu,1721532548.5797448,1721532502.588421,47.11485904,0.4711485904,cpu,1721532502.5871947,1721532341.2546723,164.87081309,0.32974162618,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,label,deckard.base.data.SklearnDataSampler,34,True,100,500,deckard.base.files.FileConfig,.csv,kdd_nsl,5f7809db10e7cefd65f6599c040c176b,predictions.json,reports/gzip_knn/500,score_dict.json,train,deckard.base.model.Model,sklearn,deckard.base.data.Data,['id'],raw_data/kdd_nsl_undersampled_5000.csv,deckard.base.data.SklearnDataSampler,34,True,100,500,label,deckard.base.model.ModelInitializer,brute,3.0,1,SeqRatio,gzip_classifier.GzipKNN,True,Symmetric,distance,deckard.base.scorer.ScorerDict,deckard.base.scorer.ScorerConfig,maximize,sklearn.metrics.accuracy_score,deckard.base.scorer.ScorerConfig,minimize,sklearn.metrics.log_loss,GzipKNN,,,,,,,5f7809db10e7cefd65f6599c040c176b,,
